,A,Lrp,hns
SRX3073831,1.8589305061,-0.255628209,-0.6693104037000001
SRX3073832,1.3478587202,-0.2651201521,-1.9892137468
SRX3073833,2.4296641989,-0.8207078284,-2.5617996198
SRX2391456,-0.2785231548,-0.3445434606,0.0543202478
SRX2391457,-0.5943606253,-0.7996104551000001,-0.0272765165
SRX2391458,0.1241394,-0.3452099892,0.2239011776
SRX2391459,0.08908925840000001,-0.2855231078,0.1813346623
SRX2391460,0.0631756344,-0.2563410183,0.1292188012
SRX2391461,0.1698250497,-0.1994761578,0.1019474477
SRX2391462,0.178440559,-0.17609901020000002,0.037013244300000005
SRX2391463,-0.4349852752,-0.21542465400000002,-0.0494918996
SRX2391464,-0.9015856549,-0.22634776210000002,-0.013583082500000001
SRX2391465,-0.2150255989,-0.2073601722,0.026219721300000002
SRX2391466,0.0362963145,-0.2382485523,-0.0315348149
SRX2391467,0.0660928216,0.0114144233,0.0241557404
SRX2391468,-0.2113706987,0.1187371428,0.0961707562
SRX2391469,-0.20213545430000002,0.034663033100000004,0.0584129112
SRX2391470,-0.5374086917,0.0548031132,0.2910849391
SRX2391471,-0.1706359183,-0.5935767820000001,0.13582894580000002
SRX2391472,-0.1707224901,-0.1909418746,0.4278386534
SRX2391473,0.0771586826,-0.2649798333,0.3048038758
SRX2391474,0.0026689596,-0.3598604976,0.1980476545
SRX2391475,0.0460593583,-0.12564328630000002,0.29466149820000004
SRX2391476,-0.2035514789,0.024837331400000003,0.2168045996
SRX2391477,0.48428089760000004,-0.1600792677,0.1299585195
SRX2391478,-0.2936222215,-0.2443708622,0.3643115214
SRX2391479,-0.4548368501,-0.0354330566,0.19918211460000002
SRX2391480,-0.16299155070000002,-0.0257498282,0.2555580606
SRX2391481,-0.4828616418,0.0226273508,0.14864720080000002
SRX2391482,-0.4720254434,-0.0055594918,0.23601071810000002
SRX2391483,-0.6462440996000001,-0.1610405185,0.026376848600000002
SRX2391484,-0.280687041,-0.5409571444,-0.0177461109
SRX2391485,0.47818572940000004,-0.8863760958,-0.0358489352
SRX2391486,0.32499980440000004,-0.5739675721,0.1677987397
SRX2391487,0.2785323437,-0.35742637860000004,0.2223222725
SRX2391488,0.0261010156,-0.3441431397,0.12640954840000002
SRX2391489,-0.08440177580000001,-0.2065336064,0.1018391082
SRX2391490,0.1153326826,-0.21575722020000002,-0.0320416944
SRX2391491,0.1058628162,-0.26116448070000003,0.0326113629
SRX2391492,-0.2832784215,-0.0574362878,0.0948728498
SRX2391493,0.2038974627,-0.1680130121,0.022979296700000002
SRX2391494,-0.2118168097,-0.2236464386,-0.0339192791
SRX2391495,-0.0660928216,-0.0114144233,-0.0241557404
SRX2391496,-0.0867684853,-0.0016717844,0.0171324229
SRX2391497,0.13737587240000002,0.0220153869,-0.0055406804
SRX2391498,-0.1945729116,-0.26527329450000003,0.0720917835
SRX2391499,0.4532672051,-0.5191797847,0.2149673657
SRX2391500,0.9312712853,-0.2924074514,0.4426653135
SRX2391501,0.7832738537,-0.4826835404,0.2630859134
SRX2391502,0.68638455,-0.5789143734000001,0.1104836886
SRX2391503,0.32124207190000004,-0.4056403093,0.42213215130000004
SRX2391505,0.5451547037,-0.0507749616,0.2899702461
SRX2391506,0.7019103224000001,-0.1264807345,0.16222202460000001
SRX2391507,0.4319645818,-0.26857900160000003,0.1260205742
SRX2391508,-0.2684377234,0.20145378560000002,0.2901858285
SRX2391510,-0.1763081901,-0.0207410902,0.1874508744
SRX2391512,-0.14806946840000001,-0.13657868,0.1681070569
SRX2391513,0.2041733691,-0.1272445382,0.1034334877
SRX2391514,0.039858874100000004,-0.275260704,-0.0618767899
SRX5632598,-1.2330299251,1.0529664688,0.6336541954
SRX5632599,-1.6905436781,0.5934989137000001,0.7196844181000001
SRX5632600,1.136533207,1.6911946732,0.8762838597
SRX5632601,0.4301177799,1.2926306545,0.8828125040000001
SRX5632602,-5.3728209724,1.7992458798,1.7152896974
SRX5632603,2.5542523682000002,1.6317869199000001,0.3603172532
SRX5632604,-5.4339000605,1.9179679401,0.9959623885000001
SRX5632605,-3.8323773152,1.9506005048000001,1.3755816918
SRX5632606,-0.39388951380000004,1.0429010839,0.9567260299
SRX5632607,2.6072317573,0.20242967750000002,0.1909253236
SRX5632608,0.2915357126,-0.2145704015,0.028115640100000002
SRX5632609,-1.6698636423000002,0.1365822075,0.2157337189
SRX5632610,-2.6528354420999998,0.5004617771000001,0.5267287369
SRX5632611,1.3783279298,0.0779881941,-0.24384935900000002
SRX5632612,-2.9772724335,0.2948986122,0.2835569584
SRX5632613,-2.5633334692,0.8446496959,1.0025950488
SRX5632614,0.1450607851,0.0426769097,0.1876885027
SRX5632615,-1.3554424278,-0.1246075155,0.2157943829
ERX2874132,0.8289226475,0.6757019487,-0.1594082825
ERX2874133,0.6226612365,0.9323828138,-0.1992768385
ERX2874134,4.9979745806,2.3501929199,-0.638115424
ERX2874135,4.3585804476,2.100328289,-0.7539193862
ERX2874136,5.9935391728,1.9308596665,-0.8231322940000001
ERX2874137,6.2176428567,1.5144632754,-0.5832445405000001
ERX2874138,1.6420702109,1.4066131713,-0.30834232030000003
ERX2874139,2.5815214455,1.326672425,-0.0989112743
ERX2874140,-0.35395799,-0.0295048368,-0.0346395345
ERX2874141,0.35395799,0.0295048368,0.0346395345
ERX2874142,2.0812972623,1.8077817754,-0.5317704004
ERX2874143,3.1683858867,1.8459966822,-0.4663651392
ERX2874144,1.5622955112999999,0.9331261512000001,-1.5940724927
ERX2874145,2.0328313362,0.8973512676000001,-1.6965531313
ERX2874146,0.3696800638,0.3802912829,-0.0464424086
ERX2874147,1.5044304287,0.6705792629,0.1727365962
SRX1300292,-2.1462925643,-0.2334562051,-0.0904913841
SRX1300293,2.1462925643,0.2334562051,0.0904913841
SRX1300299,-1.0747681414,0.1000086642,0.1168897185
SRX1300300,1.0479614238,0.2055265863,0.3090398253
SRX1300304,0.8900079249,0.60750059,0.0824642456
SRX1300305,-0.8253966391,0.29557788560000003,0.0560094301
SRX1300306,0.6009931155,0.33007335660000003,0.13183338490000002
SRX1300310,1.9687301622,0.5622904888,0.0510257579
SRX1300311,1.4611352844,0.5628398447,-0.2423606835
SRX7291195,-7.5590270583,0.6647280133,0.2570271763
SRX7291196,-7.9597869731,0.712135256,0.3642638681
SRX7291197,-7.6165302612,0.6685773982000001,0.3064102266
SRX7291198,0.3336378005,-0.11956988630000001,0.074538774
SRX7291199,-0.6887058486000001,0.1826341877,-0.0099106299
SRX7291200,0.35506804810000003,-0.06306430140000001,-0.0646281441
SRX7291201,-7.8845088791,0.8489266886,0.3304941907
SRX7291202,-7.7299317738,1.0205093792,0.4013316173
SRX7291203,-7.5558073366,0.8326768395,0.4047186468
SRX7291204,-0.3566357779,0.0820648707,-0.0314011659
SRX7291205,0.0980957725,-0.0366604052,0.042924114900000004
SRX7291206,0.7102056777,0.07738094720000001,0.0348367673
SRX2436955,0.4881004284,0.98174364,-0.3719097631
SRX2436956,1.3902665855,-0.0207328052,-0.1004838587
SRX2436957,1.6140556681,0.0260785233,-0.1363042532
SRX2436958,1.1174233102,0.101717161,-0.2846288023
SRX2436959,0.417037723,0.2935515267,-0.4296580501
SRX2436960,-0.3583621037,0.3025870001,0.045136789600000005
SRX2436961,-3.1583402231,0.5249678536,-0.1059539697
SRX2436962,0.45785662,0.08087034130000001,0.2258490008
SRX2436963,2.2096353554,-0.4273930607,-0.47975217700000006
SRX2436964,-4.2970276111,0.3959760323,0.2753415236
SRX2436965,-1.4183018546000001,-0.7719558461,-0.9815861442
SRX2436966,-2.405220104,0.4110651925,-0.3087478254
SRX2436967,-3.0786942553,0.4524613831,-0.10767101450000001
SRX2436969,2.9199381731000003,-0.3402133586,-0.45504732480000004
SRX2436970,-2.4060477989,0.3635407714,-0.1784720246
SRX2436971,-3.3183761322,0.5364978286000001,-0.1390028699
SRX2437029,0.6049154009000001,0.06895210660000001,0.1736260885
SRX2437030,0.9556884761000001,0.7655117353,-0.27164307
SRX2437031,0.1895096798,0.7802801155,0.2077827392
SRX2437032,0.1189106639,0.9563882946000001,0.29997996050000003
SRX2437033,-1.8119465968,-0.7213502885,0.1029299878
SRX2437034,-1.327704814,-0.9132371755,-1.3674103504000001
SRX2437035,-0.819230196,0.6874173466,-0.36110479560000003
SRX2437036,-0.90445694,0.43755669999999997,-0.5273915313
SRX2437037,-4.2979201207,-0.1640173815,0.08841543040000001
SRX2437038,-3.1587622301,0.4633929518,-0.13269625570000002
SRX2437039,0.1861288948,0.2677716827,0.2522664448
SRX2437040,-0.5147725578,0.418327859,-0.48692241550000004
SRX2437041,0.9771849577,1.0090743947,-0.4461017364
SRX2437042,-1.78799452,-0.4506276375,0.2538424899
SRX2437043,-4.4336508018,0.08505589720000001,-0.0103089075
SRX2437044,-2.4412193734,-0.3584072742,0.2476559297
SRX4705203,4.9828661439,0.5133438553,-0.3995743255
SRX4705204,4.2936003614,0.7046198992,-0.5051173318000001
SRX4705205,3.7756570475,0.5004833076,-0.5683179356
SRX4705206,3.8790830799,0.35441214860000003,-0.6196273183000001
SRX4705207,8.3073307845,1.6410904541,0.8182663423000001
SRX4705208,7.9879113644,0.47678163370000004,0.6574174028
SRX4705209,8.2609097299,1.1553954099000001,0.8539069389
SRX4705210,6.7925053011,1.2420197492,0.4270401478
SRX4705211,6.638749651,1.1230839757,0.3057844903
SRX4705212,6.7240520614,1.25345319,0.3815134859
SRX4705213,-0.4780043507,-0.2813310122,-0.0514692571
SRX4705214,-0.7177598288,0.22121202140000001,-0.08890384350000001
SRX4705215,0.45072139240000003,0.1647737698,0.0282034008
SRX4705216,-0.5387405244,-0.2282206069,-0.20737839730000002
SRX4705217,0.6371870215000001,-0.1912132611,0.2889934849
SRX4705218,0.64659629,0.314779089,0.0305546122
SRX4705219,-0.6117902509,0.47990500760000004,-0.44535358700000005
SRX4705220,-0.5197397385,0.4767462776,-0.306990557
SRX4705221,1.0323830475,0.4950159114,-0.7320052409000001
SRX4705222,-0.7132724057000001,0.6584069299,-0.49582002880000003
SRX4705223,4.3694226187,0.3264376297,-0.5767303165000001
SRX4705224,4.9694248696,0.4841839974,-0.1629885837
SRX4705225,-2.4016099221,0.9759841434000001,-0.48575719840000003
SRX4705226,-2.3803263403,0.6436066375,-0.6388222610000001
SRX4705227,-2.8066606839,0.0506435357,-0.838650267
SRX4705228,-1.0478699347,0.4709963548,-0.8016365618
SRX4705229,-0.9254111409,0.5467788408,-0.6139088962
SRX4705230,-0.2660776822,0.6440852474000001,-0.287425074
SRX4705231,0.7816961297,0.20524776720000001,-0.4489432823
SRX4705232,1.3121585024,0.414003043,-0.5123378751000001
SRX4705233,-4.8165737206,1.0314138197,-0.2272886656
SRX4705234,-4.7661106367,0.9776055061000001,-0.9453875653
SRX4705235,-3.8757583507,0.42285493490000003,-0.1865236397
SRX4705236,-5.536137255,0.9258231409000001,-0.8251469931000001
SRX4705237,-3.5172340497,0.39252543700000003,-0.16361876860000002
SRX4705238,-3.9238041915,0.3675955966,-0.1793039498
SRX2038319,-2.0823567309,-0.6987594427,0.8134453723
SRX2038320,1.6550542969,0.21893339,0.7646370964
SRX2038321,-0.5327108232000001,-0.32595251140000003,1.0324515241
SRX2038322,0.5479254042,-0.4676213152,1.1282927925
SRX2038323,1.7645032348,-0.6919078386,0.1944001789
SRX2038324,0.21705189100000002,0.07441603620000001,0.4488880236
SRX2038325,-2.7574338229,-1.4814481066,0.8192872041
SRX2038326,-0.4831395261,-0.4922183747,1.2621479943
SRX2038327,3.0022547525,-0.8995050710000001,1.2170803733
SRX2038328,4.4110042349,-0.0430858747,1.1546751501
SRX2038329,6.7117115002,0.328357881,0.53156031
SRX2038330,0.2705360042,-0.0534080917,0.4018958288
SRX2038331,2.2899297945,0.3174450166,0.4577782038
SRX2038332,-1.518809421,-0.1036710025,0.9002764379
SRX2038334,2.1496389562,-0.3517465696,-0.262260078
SRX2038335,0.33621562200000005,0.5192796098,0.3425222732
SRX2038336,0.0889155514,0.1308822454,0.7995975116
SRX2038337,0.5384861757,-0.424197062,0.43580111590000004
SRX2038338,1.367912748,0.4053826272,-0.3017448487
SRX2038339,0.0228321586,-0.4372174062,0.2518614037
SRX2038340,-0.5455483097,0.8743043845,-0.222408293
SRX2038341,-0.9566168642,0.6255071712,0.1879661558
SRX2038342,2.5075488104,0.9035958732,-0.4890843193
SRX2038343,-0.7383592224000001,0.5011373763,0.3142079397
SRX2038344,-1.1544896502,0.2909867432,0.3077435991
SRX2038345,0.9959192198000001,0.0166781812,0.1788038197
SRX2038346,4.9003141916,-0.2262872166,0.1157789693
SRX2038347,3.9005042249,0.0553749022,0.5130444938000001
SRX2038348,3.6732212396,0.3705303764,0.1415777017
SRX2038349,1.3882083585,0.6758979615,-0.3207439709
SRX2038350,0.7740064356,0.0595006877,-0.2838773316
SRX2038351,0.1621465686,0.6567124508000001,-0.213800642
SRX2038352,-1.3655821252,0.37708467960000003,0.543715835
SRX2038353,2.2665611654,0.2298474415,-0.0083750354
SRX2038354,0.0881155608,0.5212395903,-0.0373465344
SRX2038355,0.9122737746,0.32747520890000004,0.1802205077
SRX2038356,0.0116597604,0.1956860706,0.2062926307
SRX2038357,0.7144439829,0.2933768154,-0.5117005236000001
SRX2038358,1.4934792201,0.3530191183,-0.7003631485
SRX2038359,-0.41657925100000004,0.8308271177000001,-0.2187207317
SRX2038360,-0.3757487048,0.3140367952,-0.054139203600000005
SRX2038361,1.070657553,0.4424675904,-0.0185848993
SRX2038362,-0.5369891326,0.2045211275,0.49671234680000004
SRX2038363,-1.3490988099,0.570620766,0.4824981277
SRX2038364,0.23936324180000002,0.1584720506,0.3482297729
SRX2038365,5.2428580923,-0.46978876070000003,-0.1461560235
SRX2038366,4.5394211297,-0.5714079609,-0.2391000802
SRX2038367,4.8775112952,-0.2061103138,-0.46783544390000004
SRX2038368,1.1131634224,0.28556949470000004,-0.3071428348
SRX2038369,1.1807521816,-0.1080755974,-0.4365247042
SRX2038370,1.1950982371,-0.1668364591,-0.38758173360000003
SRX2038371,-0.4271423138,0.1830116386,0.3201668684
SRX2038372,2.1631488296,0.3225783879,0.0465265411
SRX2038373,0.5715671533000001,0.3390267838,0.14940950960000002
SRX2038374,1.1618368017,0.3525498406,-0.132560216
SRX2038375,1.0935654156,0.056790971700000005,0.5144624051
ERX530520,0.2521015099,-0.0900831628,0.0221061546
ERX530521,0.22364609200000002,0.09938717050000001,-0.0756894691
ERX530522,-1.2784653855,0.0008525029000000001,0.11953000150000001
ERX530523,-0.7677085316000001,0.0641294674,0.2118616721
ERX530524,-0.2521015099,0.0900831628,-0.0221061546
ERX530525,-0.08841078740000001,0.0428252215,0.0591923524
ERX530526,1.134501954,-0.13102121560000002,0.1263137037
ERX530527,-0.1120454594,-0.0087000389,0.0809025668
ERX3212443,-3.5606089468,0.1026091301,0.0732094626
ERX3212444,-2.500469551,0.283112284,0.0056132335
ERX3212445,-2.9544939615,0.27994633280000003,0.0423629914
ERX3212446,-1.2676895762,0.1902086395,0.041954287
ERX3212447,-1.1284890967,0.11612324360000001,-0.0160248089
ERX3212448,-1.552211299,0.09240823790000001,0.0104782174
ERX3212449,0.0405954322,0.0016942774,-0.0104948585
ERX3212450,-0.1531381731,0.021957981,0.0124467228
ERX3212451,0.11254274090000001,-0.0236522584,-0.0019518642
ERX3212452,1.5536642010000001,-0.0084512318,-0.3895044203
ERX3212453,1.0442070254,-0.055699941600000004,-0.42263324150000003
ERX3212454,-0.0002126192,-0.0976466485,0.024469464200000002
SRX7478973,0.25107333060000003,-0.029498764700000003,-0.0055667291
SRX7478974,-0.5281607759,0.0311821233,-0.044471987000000004
SRX7478975,0.2770874454,-0.0016833585,0.050038716100000005
SRX7478976,0.3525070126,-0.11773795890000001,0.0016250414000000002
SRX7478977,-0.2142934762,-0.11458857260000001,-0.043639133100000005
SRX7478978,-0.0833420114,0.0217526694,0.1600786533
SRX7478979,-0.4021658182,0.0297424011,0.09561689300000001
SRX7478980,-0.47792053090000003,-0.07473409190000001,0.1953431049
SRX7478981,-0.2754011086,-0.1823935378,0.2260962068
SRX7478982,-0.6502655603,0.0365516841,0.18279078980000002
SRX7478983,-0.5031910901000001,0.0361347527,0.1380813401
SRX7478984,-0.5544960956,-0.0174878901,0.0548575638
ERX1521038,2.4582840316,0.15356988900000001,-7.6088245253
ERX1521039,3.738846718,0.7517151929,-2.3407874767
ERX1521040,2.354986203,0.15442835500000002,-8.3235432999
ERX1521041,3.3668336772,0.3693152416,-2.9963109286
ERX1521042,0.3118178663,-0.2709244787,1.2914563898
ERX1521043,-0.8482036975,0.23572307820000002,-0.1594690833
ERX1521044,-0.3600096983,0.1473786562,1.1280401783
ERX1521045,0.3600096983,-0.1473786562,-1.1280401783
SRX621182,0.2917948239,-0.6266583480000001,-11.2828757996
SRX621183,0.3271974275,-0.6146984647,-11.0958731081
SRX621184,-0.5760297153,-0.0193616986,-11.2828757996
SRX621185,-0.8369539542000001,-0.0946316615,-11.169180213
SRX621188,0.5274166604,-0.5132170620000001,-11.2828757996
SRX621189,1.0240121244,-0.3202209545,-11.1395489089
SRX621190,-0.1786006998,0.013805922600000001,0.004999462200000001
SRX621191,0.1786006998,-0.013805922600000001,-0.004999462200000001
SRX621192,-0.9821153813000001,-0.5226067915,-11.2828757996
SRX621193,-1.012398899,-0.22355910550000002,-11.1649614232
SRX6489436,0.6702972859,-1.0526250567,0.0532748055
SRX6489437,0.8275573851,-0.6706287682000001,-0.4888458236
SRX6489438,-0.2582257814,-1.103046825,-0.3363509508
SRX6489439,-0.500334221,-0.0248023115,-0.46563791250000003
SRX6489440,-0.31778174530000003,-0.19088164230000002,-0.2812791618
SRX6489441,0.8181159663,0.2156839538,0.7469170743
SRX6489442,-4.1429621308,0.0004790787,-0.5656674251
SRX6489443,-3.8098401991,-0.24924416500000002,-0.39575645670000004
SRX6489444,-2.5984939279,-0.0365342997,0.4498708985
SRX6489445,-2.2659711489,-0.21305829140000002,-0.48760263470000004
SRX6489446,-2.341861445,-0.1375155357,-0.482811335
SRX6489447,-0.9997860299,0.08779719450000001,0.6043716194000001
SRX6489448,-2.6883834148,0.044947880700000005,-0.13186827780000002
SRX6489449,-2.0176596891,0.1083608974,-0.4012151661
SRX6489450,-1.0067923882,0.7463370904000001,0.213572845
SRX6489451,1.0597588605,0.1030981291,-0.3657522957
SRX6489452,2.0036692633,0.0029131278,-0.2791243397
SRX6489453,2.0721802236,0.21920162070000002,0.5526899009
SRX6489454,0.269395151,0.0792283838,-0.1909566644
SRX6489455,0.4676821803,0.22465055990000002,-0.41196725570000003
SRX6489456,1.2572485017,0.09611450220000001,0.4086006219
SRX6489457,-1.2587989353,-0.4607745046,-0.3798919416
SRX6489458,-0.9672534352000001,-0.4113752311,-0.5863838816
SRX6489459,-1.6263222442,0.4200371873,0.2846592558
SRX6489460,-2.9182402799,-0.340999967,-0.4614595925
SRX6489461,-3.1758099099,-0.3799230141,-1.0059124379
SRX6489462,-2.3076553165,-0.2324251337,-0.1849198789
SRX6489463,-2.5933610091,-0.055215711300000005,-0.7783546981
SRX6489464,-3.189793964,-0.0798295879,-1.0572050349
SRX6489465,-1.4926310801,0.8923981296,-0.1807664728
SRX6489466,-0.9798873613,-0.6426236984,-0.0907122476
SRX6489467,1.806223305,0.2923435379,0.3082687048
SRX6489468,-0.910663591,0.3822452958,0.3379025303
SRX6489469,-2.0166939998,0.45637266930000003,0.12136969610000001
SRX6489470,-0.3657299344,-0.326722685,-1.0080812869
SRX6489471,-0.6766929456,0.18155045890000002,-0.0863613176
SRX6452027,-1.140891381,0.9404696237,1.8073523909
SRX6452029,-0.128429539,-0.1515388614,-0.0544999308
SRX6452030,-0.6064759052,0.7117004582,1.5425572323
SRX6452031,0.7201595744,-0.4722923062,-0.1330063326
SRX6452044,1.9751626683999999,-0.9211709592,-0.1406345544
SRX6452045,0.6058320087,-0.28827429400000004,-0.0933626263
SRX6452046,0.2274843716,-0.6354277109,-0.3614606192
SRX6452047,-0.7977759136,0.47840596560000004,1.7228807332
SRX6452048,0.128429539,0.1515388614,0.0544999308
SRX6452059,-1.4151287859,0.5557090716,1.8168397571
SRX1828491,-2.340239269,0.6857922788,-0.028705585500000002
SRX1828492,-1.8998067095,0.8760484215000001,-0.1202583053
SRX1828493,5.3048720096,0.64876325,-0.0908639124
SRX1828494,3.9626592645,1.2056140604,0.3179651663
SRX1828495,-0.2689503514,0.2603298422,-0.0563841818
SRX1828496,-1.3849161559,0.2227768954,0.06618733090000001
SRX1828497,-2.9825961501,0.2650009698,-0.1562590073
SRX1828498,-3.7485745719,0.48509761970000004,-0.0885352413
SRX1828499,0.40462119630000004,0.5629283758,-0.3414103484
SRX1828500,-0.2491275936,0.7281081608000001,-0.5846245038
SRX1828501,-3.2772506692,0.36403358010000003,0.2744970915
SRX1828502,-3.2653335945,0.19318318980000002,-0.0542978631
SRX1828503,-4.2612798781,0.5671175634,0.0784576074
SRX1828504,-4.9250133777,0.4314848885,0.16289816000000001
SRX1828505,-2.8747998921,-0.1039573478,0.017381964700000002
SRX1828506,-3.418066454,0.3120105125,-0.0194386389
SRX1828507,-0.4789505761,-0.0702854068,0.0726349446
SRX1828508,0.4789505761,0.0702854068,-0.0726349446
SRX3796953,0.0910678986,-0.030001383200000002,-0.0927627345
SRX3796954,-0.0910678986,0.030001383200000002,0.0927627345
SRX3796955,-0.4368755333,0.6844362994000001,0.2753272571
SRX3796956,-0.432119994,0.2085798669,0.4441069399
SRX3796957,-6.8915977484,-2.7074960758,-0.7668020693
SRX3796958,-7.8257339084,-2.2073135144,-0.5128253665
SRX3796959,1.1166607138,0.23984084090000002,0.2229912454
SRX3796960,1.0571996263,0.1635503158,0.033590905000000004
SRX3796961,5.2254180192,0.17172141970000002,-0.19548375580000002
SRX3796962,5.5311405702,0.1494903623,0.0433619383
SRX3796963,-4.7523840735,-2.3844169869,-0.3339490493
SRX3796964,-5.2283021534,-2.3370652507,-0.1516296021
SRX3796965,-4.099908633,-1.8502456161,-0.1530548675
SRX3796966,-4.215273791,-1.9031192534999999,-0.1721426553
SRX3796967,2.2180204596,-0.5145144508,0.12252733680000001
SRX3796968,3.0421506487,-0.8630342392,-0.19978727570000002
SRX3796969,-3.0924799435,-1.3111394682,-1.9507388761
SRX3796970,-1.4862068711,-2.1154706037,-1.8163245993000001
SRX3796971,-5.903700427,-10.1521245118,0.0410985067
SRX3796972,-7.3676018529,-10.1521245118,0.057708133200000004
SRX3796973,-5.4268036154,-10.1521245118,0.0681414528
SRX3796974,-6.1307112707,-10.1521245118,-0.068109165
SRX3796975,-8.1571793919,-10.1521245118,-0.9673475542000001
SRX3796976,-7.1739984651,-10.1521245118,-1.0082690979
SRX3796977,-7.808580901,-10.1521245118,0.0144481257
SRX3796978,-7.9214950045,-10.1521245118,0.009223766000000001
SRX3796979,-7.2780600988,-10.1521245118,-0.2636079904
SRX3796980,-7.710459055,-10.1521245118,-0.0306609753
SRX3796981,-8.064449774,-10.1521245118,-0.3165101455
SRX3796982,-7.4092344818,-9.8672853717,-0.1492903382
SRX3796983,-6.2791331354,-9.8472322576,-0.1422466503
SRX3796984,-7.0357416998,-10.1521245118,-0.2323125882
SRX3796985,-6.994564056,-9.5276696438,-0.1534561887
SRX3796986,-6.2106069867,-10.1521245118,0.0736897754
SRX3796987,-6.1727848386,-10.1521245118,-1.7521595226
SRX3796988,-6.3273405779,-10.1521245118,-1.3963593675000001
SRX2568270,0.34275073980000004,-0.1740887635,0.0830690152
SRX2568271,1.2280027634,-0.0768579895,-0.2252624241
SRX2568272,1.7741402796,-0.29923456860000003,-1.702772118
SRX2568273,1.3241207167,-0.4526764187,-2.4535515610000003
SRX2568274,1.0987465279,-1.4944345094,-2.228225644
SRX2568275,-0.34275073980000004,0.1740887635,-0.0830690152
SRX2568276,0.1709521383,-0.2692647181,-0.0204269285
SRX2568277,1.3678785622,-0.0776187967,-1.1511956007
SRX2568278,1.5854617477000001,-0.7796522576,-2.1435108388
SRX2568279,1.1667799077,-1.1713922136,-2.0009657382
SRX3421856,-0.7886644793,-0.0391011556,-0.0023761767
SRX3421857,0.7886644793,0.0391011556,0.0023761767
SRX3421858,-1.4647572538,-1.4029457082,0.9135806686
SRX3421859,-0.7685525251,-1.3017004343,1.3020952097
SRX3421860,0.0242432807,-0.6950490788,0.7265746042
SRX3421861,0.27232465510000003,-0.5546800431000001,0.9303192341000001
SRX3421868,1.9146596463,-2.9827201132,2.8974495703
SRX3421869,2.3876546752,-2.7841109133,2.7496471347
SRX2606337,0.1739179284,-0.052812482300000005,0.1523824112
SRX2606338,0.1329108008,-0.10589080020000001,0.19151833410000002
SRX2606339,-0.0639333666,0.13890009520000002,0.3114437286
SRX2606340,0.8295055679000001,0.1291079563,0.6169196954
SRX2606341,-1.9123951983,0.3004471439,-0.4657844666
SRX2606342,-2.7368844716,-0.09947817140000001,0.3824800793
SRX2606343,-1.0468091642,-0.3231236548,0.9499111297
SRX2606344,-0.8367202403,0.7460154073,1.2847953268
SRX2606345,0.7094483432,0.8000679278,2.5135133863
SRX2606346,0.2817196272,0.1238717104,0.13528979230000002
SRX2606347,0.0047274759,0.0367324978,-0.045933346300000004
SRX2606348,-0.07938313250000001,-0.0929464423,0.0445563936
SRX2606349,0.0871763093,0.2025045521,0.3187072627
SRX2606350,0.5079679863000001,0.1287871819,0.44266837950000004
SRX2606351,-2.2360726616,0.1861443562,-0.4805899676
SRX2606352,-1.9179365235999999,-0.11038986890000001,0.5215912884
SRX2606353,0.881369304,-0.5372491961,0.4383080408
SRX2606354,-0.8962087638,0.7068202666000001,1.3399560514
SRX2606355,0.6507006852,0.7367755168,2.6073860968
SRX2606356,-0.4549597494,0.4609246393,0.2054965722
SRX2606357,-0.1786454043,0.016079984500000002,-0.1064490649
SRX2606358,-0.0903624829,-0.0466309701,-0.0871307588
SRX2606359,-0.1047501721,0.0735059929,0.29333439980000003
SRX2606360,0.9975800907000001,0.1751794513,0.29840873560000003
SRX2606361,-2.2794090946,0.38214387800000005,0.0074976225
SRX2606362,-3.1628493939,-0.1005630088,0.1550411543
SRX2606363,0.35141712480000004,-0.7817182533,0.8551706621
SRX2606364,-1.086987658,0.7795437621,1.4128048027
SRX2606365,0.2783005228,0.9181027254,2.6838894266
SRX2606366,-0.9082162468,0.5039252657000001,0.2287948004
SRX3648427,-1.5124957582,0.6630685649,0.0574735197
SRX3648428,0.3761849588,0.1550190619,0.3673334227
SRX3648429,-1.7449130405000002,0.8466753165,0.2758621195
SRX3648430,1.4375139425,-0.1310972154,-0.3148872231
SRX3648431,1.719152463,-0.0422508243,-0.2801679682
SRX3648432,2.7042597525,-0.2571997454,-0.28719947300000004
SRX3648433,-0.9876284734,0.6644495504,0.1990817739
SRX3648434,1.4416905701,-0.1784902223,0.0214865424
SRX3648435,0.2149638778,-0.43597441600000003,-0.0035647397
SRX3648436,1.3188692178,-1.6307053537,0.783847202
SRX3648437,1.9413594009000001,-1.9281791681,0.9607009543
SRX3648438,1.6095328473000001,-1.6827254891,0.6318471066
SRX3648439,-0.4017915744,0.18357903120000002,-1.5502342989
SRX3648440,1.9779704088,-0.4364119913,-1.3367411865
SRX3648441,0.6923379813,-1.012523352,-1.5708916136000002
SRX3648442,2.0282036305,-1.1883557967,1.4080106615
SRX3648443,2.5025215108000003,-1.4192909954,1.474472964
SRX3648444,1.5145275969,-1.5688989825,1.3456972819
SRX3648445,-1.6645176742999999,0.6251402931000001,0.2314377842
SRX3648446,0.1932808883,-0.026266690500000002,0.2307385381
SRX3648447,-1.2014129795,0.12190011560000001,0.0246813884
SRX3648448,-1.6041724721000001,0.47628609850000003,0.1583393429
SRX3648449,-1.5198603117,0.5861321151000001,0.21211860170000002
