,A,FliA
cstr_pfr__str_0210m__1,0.2398024097,2.6701296401
cstr_pfr__str_0330m__1,1.0674926746,2.3773091614
cstr_pfr__str_1500m__1,1.14596618,1.8973808736
cstr_pfr__str_1560m__1,-0.0726450756,2.0018140014
cstr_pfr__str_1680m__1,0.0559102132,2.2214447287
cstr_pfr__str_ref1__1,0.2267977149,0.075443311
cstr_pfr__str_ref2__1,-0.08107406560000001,-0.03715496
cstr_pfr__str_ref3__1,0.0882593178,-0.0748743378
cstr_pfr__pfr_P5_0005m__1,0.4055762403,0.044954131200000004
cstr_pfr__pfr_P5_0010m__1,0.47240862640000003,0.6462461257000001
cstr_pfr__pfr_P5_0025m__1,0.2290878368,1.9029239582000002
cstr_pfr__pfr_P3_0025m__1,0.0725766691,1.8296591701
cstr_pfr__pfr_P1_0025m__1,-0.4770069769,1.8376338657
cstr_pfr__pfr_P5_0045m__1,0.4078115123,2.2817356861
cstr_pfr__pfr_P5_0120m__1,0.7272200484,2.6899862529
cstr_pfr__pfr_P3_0120m__1,0.4083116302,3.0885759908
cstr_pfr__pfr_P1_0120m__1,-0.7228773532,2.5190176724
cstr_pfr__pfr_P5_0210m__1,1.6595520147,2.6890778897
cstr_pfr__pfr_P5_1500m__1,0.7297539829,2.5565897004
cstr_pfr__pfr_P3_1680m__1,-0.4782273205,1.9153279958
cstr_pfr__pfr_P5_1680m__1,0.906812456,1.8239767960000002
cstr_pfr__pfr_P1_1680m__1,0.3284637824,1.807595578
cstr_pfr__str_0005m__2,0.0071671786,1.1467119860000001
cstr_pfr__str_0010m__2,-0.1228862359,1.596668577
cstr_pfr__str_0025m__2,-0.1482794285,2.4751892897
cstr_pfr__str_0045m__2,-0.0002345241,2.7220123784
cstr_pfr__str_0075m__2,0.09979939560000001,2.976732846
cstr_pfr__str_0120m__2,0.052488618300000005,3.1702870157
cstr_pfr__str_0210m__2,0.1707835087,3.069593341
cstr_pfr__str_0330m__2,-0.1421963035,2.8908778845
cstr_pfr__str_1500m__2,-0.8981328287,2.8156106747000003
cstr_pfr__str_1560m__2,-0.087880764,2.5473865364
cstr_pfr__str_1680m__2,-0.10118288410000001,2.3135260575
cstr_pfr__str_ref1__2,-0.2267977149,-0.075443311
cstr_pfr__str_ref2__2,0.1485042766,1.5210787669
cstr_pfr__str_ref3__2,0.20959142760000002,0.9854182759000001
cstr_pfr__pfr_P5_0005m__2,1.3555057347,1.1230421314
cstr_pfr__pfr_P5_0010m__2,-0.2792022215,1.2709054358
cstr_pfr__pfr_P5_0025m__2,-0.1142797001,2.2867844903
cstr_pfr__pfr_P3_0025m__2,0.1234592033,2.1212385224
cstr_pfr__pfr_P1_0025m__2,0.3854491758,2.1815525735
cstr_pfr__pfr_P5_0045m__2,1.2105398477,2.8422896534
cstr_pfr__pfr_P5_0120m__2,0.9116577716,3.0314441262
cstr_pfr__pfr_P3_0120m__2,0.6060674016,2.9204760343
cstr_pfr__pfr_P1_0120m__2,0.45188113500000004,3.0630830877
cstr_pfr__pfr_P5_0210m__2,-0.4838450837,3.519471813
cstr_pfr__pfr_P5_1500m__2,1.1200162389,2.4993944078
cstr_pfr__pfr_P3_1680m__2,0.7076946026000001,2.2079993898
cstr_pfr__pfr_P5_1680m__2,0.522777794,2.1344926351
cstr_pfr__pfr_P1_1680m__2,0.45529738200000003,2.2016573369
darobactin__daro_30m__1,-1.6480807455000002,-0.9954812414
darobactin__daro_30m__2,-1.3046062091000001,-1.3087725556
darobactin__solv_1h__1,-2.5864359231,-1.6934139641
darobactin__solv_1h__2,-1.6501766582,-0.1302924091
darobactin__daro_1h__1,-1.8974374645,-0.1282646873
darobactin__solv_1h__3,-2.4929417931,-0.5693439042
darobactin__daro_1h__2,-2.1012050742,-1.2667956578
darobactin__daro_1h__3,-1.5214982744,0.2907974244
darobactin__daro_30m__3,-1.3491587716,-0.5180016073
darobactin__solv_30m__1,-0.7799510369,-0.1329599038
darobactin__solv_15m__1,0.0667960648,-0.20359391740000002
darobactin__solv_15m__2,-0.8019972005,0.7849290611
darobactin__daro_15m__1,-0.6812269898000001,-0.2819581295
darobactin__solv_15m__3,0.7352011358,-0.5813351437000001
darobactin__daro_15m__2,-0.2283206388,-0.48156955
darobactin__daro_15m__3,-1.0245092844,-0.5309511794
darobactin__solv_30m__2,-1.3286555636,-0.2605004321
darobactin__solv_30m__3,-0.8059205871,-0.10448818330000001
ddp__pNT3_aroP__1,0.5374270352,-0.5262630137000001
ddp__pNT3_aroP__2,0.8355983178,-1.1405764010000001
ddp__pNT3_bamC__1,-0.9825392288,0.8874929127000001
ddp__pNT3_bamC__2,-1.0035276821,0.5882016104000001
ddp__pNT3_cusA__1,-0.5829872718,1.2410126493
ddp__pNT3_cusA__2,-0.6751895116000001,1.012935111
ddp__pNT3_hemX__1,-0.7273166318000001,-1.9982381855
ddp__pNT3_hemX__2,-0.4005525599,-1.7394095237
ddp__pNT3_empty__1,0.7209707608,-0.1873416719
ddp__pNT3_empty__2,-0.7209707608,0.1873416719
ddp__pNT3_topA__1,-0.7189538991000001,-1.0338089215
ddp__pNT3_topA__2,-1.5016258702,-0.1273851055
ddp__pNT3_yicR__1,-0.18187470930000002,0.8002930814
ddp__pNT3_yicR__2,-0.40155384400000005,1.0279030385
ddp__pNT3_yqjD__1,0.10672266300000001,-0.45412205120000004
ddp__pNT3_yqjD__2,-0.7692045254000001,-0.7000793264
ecomics__del_gabT__1,-0.8023401222000001,-0.4549022089
ecomics__del_gabT__2,0.8023401222000001,0.4549022089
ecomics__del_putP__1,-2.1894186975,-2.8732291927
ecomics__del_putP__2,-2.3637358104,-1.3889157193
ecomics__del_entF__1,-2.0106662876,4.6925433124
ecomics__del_entF__2,-1.7710616227,1.3822871367
ecomics__del_entF__3,-2.0913296919,3.1901443611
ecomics__del_cysA__1,2.4280042973000002,2.865611072
ecomics__del_cysA__2,2.7304647805,1.2935897323
elyC__wt_21C__1,-0.1747688155,0.806957425
elyC__wt_21C__2,0.362179165,1.0977779499
elyC__wt_21C__3,-0.1463972562,0.6458206676
elyC__wt_37C__1,0.5604313228000001,-0.33024581680000004
elyC__wt_37C__2,-0.42589000720000003,0.2833324922
elyC__wt_37C__3,-0.1345413157,0.0469133246
elyC__delelyC_21C__1,-0.5521923499,0.5530720609
elyC__delelyC_21C__2,-0.27730895910000003,0.4830421278
elyC__delelyC_21C__3,-0.2564701699,0.8222923079000001
elyC__delelyC_37C__1,0.1119838276,-0.2738194432
elyC__delelyC_37C__2,-0.346585197,-0.2102834911
elyC__delelyC_37C__3,-0.0970308378,-0.2273333505
evo_acid_w__F9_2__1,0.7431778761000001,-0.1632376124
evo_acid_w__F11_1__1,0.3221083966,-0.3815711036
evo_acid_w__F11_1__2,0.2652264918,-0.1876398997
evo_acid_w__F11_1__3,0.5212909951,-0.13091820340000002
evo_acid_w__wt__1,-0.6927830621000001,0.1275116721
evo_acid_w__F11_2__1,1.1635562218,-0.47134166400000005
evo_acid_w__B11_2__1,-1.1798856778,0.1494941423
evo_acid_w__F11_2__2,2.9779181764000002,-0.3548946403
evo_acid_w__wt__2,-0.7573252615,0.2722465819
evo_acid_w__B11_1__1,-0.6081467381,-0.0351980517
evo_acid_w__H9_1__1,3.3709991999,2.3969857336000002
evo_acid_w__H9_2__1,1.399073352,-0.2213249515
evo_acid_w__B11_2__2,-0.6972614738,0.0512092813
evo_acid_w__wt__3,-1.0783277931,0.3526593098
evo_acid_w__H9_2__2,1.2596577253999999,-0.12399541130000001
evo_acid_w__B11_2__3,-1.0057881461,-0.10870471420000001
evo_acid_w__F11_2__3,3.1941432815,-0.3760051126
evo_acid_w__F9_2__2,0.34633654080000004,-0.2639185471
evo_acid_w__wt__4,0.2709081763,0.136766848
evo_acid_w__wt__5,0.5769729721,-0.006316679
evo_acid_w__wt__6,0.4646930416,-0.2237167227
evo_acid_w__H9_1__2,2.8598318905999998,2.2225531055
evo_acid_w__F9_1__1,0.0791178451,0.5255226661
evo_acid_w__F9_1__2,0.0822143087,0.039430505000000005
evo_acid_w__B11_1__2,-0.4189286084,-0.4900454468
evo_acid_w__H9_2__3,0.7825478643,-0.16389139930000002
evo_acid_w__wt__7,-0.26684116950000003,-0.1609234444
evo_acid_w__F9_1__3,0.0758947856,0.208583224
evo_acid_w__F9_2__3,0.5112444395,0.2220094275
evo_acid_w__wt__8,0.6784741952000001,-0.027805776
evo_acid_w__B11_1__3,-0.1475937182,0.1442021575
evo_acid_w__wt__9,0.8042289009,-0.47042178960000003
evo_bz__c3_1_bz__1,0.4098900079,-0.8573640404
evo_bz__c3_1_bz__2,-0.094668186,-2.9276850519
evo_bz__c3_1_bz__3,0.28502100820000004,-2.5753128401
evo_bz__c3_1_bz__4,0.14934334770000002,-2.6253005052000002
evo_bz__g5_1_bz__1,-0.8262789066,-1.5981687652
evo_bz__g5_1_bz__2,-0.6361308962000001,-2.5515497315999998
evo_bz__g5_1_bz__3,-0.7996055240000001,-2.0765180622
evo_bz__g5_1_bz__4,-0.2271324216,-2.5738167694
evo_bz__g5_1_bz__5,-0.0256171772,-2.4527017478
evo_bz__g5_1_bz__6,-0.6486029348,-2.2712468459
evo_bz__w3110d13__1,-0.4346068295,-0.42148208340000004
evo_bz__w3110d13__2,-0.5294537988,-0.0862315508
evo_bz__w3110d13__3,0.0256594971,0.5640804796000001
evo_bz__w3110d13__4,-0.10725951580000001,-0.1865361335
evo_bz__w3110d13__5,0.5763970881,-0.09686365300000001
evo_bz__w3110d13__6,0.46926355890000004,0.22703294100000002
evo_bz__w3110d13_bz__1,-0.8278548554,-2.0358367713
evo_bz__w3110d13_bz__2,-0.7316650091,-1.9607407033
evo_bz__w3110d13_bz__3,0.4846725811,-2.3130478338
evo_bz__w3110d13_bz__4,-0.8088022020000001,-2.5032702901
evo_bz__c3_1_bz__5,0.5682444937000001,-1.4871722847
evo_bz__c3_1_bz__6,-0.10381105160000001,-1.2938863613
evo_bz__g5_2_bz__1,0.23152549020000002,-2.6282906448
evo_bz__g5_2_bz__2,0.3862082907,-2.8162944475
evo_bz__g5_2_bz__3,0.5677490112,-2.8073487032
evo_bz__g5_2_bz__4,-0.7619697211,-1.9640622764
evo_bz__g5_2_bz__5,-0.5054185812,-1.4880858424
evo_bz__g5_2_bz__6,-0.5117373470000001,-1.6904499482
evo_bz__w3110d13_bz__5,0.5182288978,-2.4492994546
evo_bz__w3110d13_bz__6,0.6656216066,-2.3158350197
evo_bz__a1_1_bz__1,0.8269457912,-1.3711622944
evo_bz__a1_1_bz__2,0.0945034284,-2.2119470701
evo_bz__a1_1_bz__3,0.2610468613,-0.6390248279
evo_bz__a1_1_bz__4,0.0020743139000000002,-2.3234103063
evo_bz__a1_1_bz__5,0.3598478296,-0.5118544979
evo_bz__a1_1_bz__6,0.4867361007,-0.9007599943
evo_metab__wt__1,0.4090425733,-0.8193409798
evo_metab__del_zwf__1,0.67969227,-0.2196813351
evo_metab__zwf_ale1__1,0.4551923275,-0.6671948284
evo_metab__zwf_ale2__1,0.5034001477,-0.42500701620000003
evo_metab__del_ppk__1,-1.5123410281,0.6564373954
evo_metab__ppk_ale1__1,-0.9029850179000001,-0.7380405406
evo_metab__ppk_ale2__1,0.34422384980000004,-0.8632367689
evo_metab__ppk_ale3__1,0.5104556035,-1.0730729031
evo_metab__del_dapF__1,0.8100115726,-0.7826417576
evo_metab__dapF_ale1__1,1.8564736762,-0.8052710979000001
evo_metab__dapF_ale3__1,0.1079425345,-0.0310096625
evo_metab__del_entC__1,-0.1583917819,6.5427702915
evo_metab__entC_ale1__1,0.1122273998,7.5281478357000005
evo_metab__entC_ale2__1,1.6170624979000001,5.7615881836
evo_metab__del_dgk__1,0.3011697042,9.0503325143
evo_metab__dgk_ale1__1,1.2043370591,6.3664823037
evo_metab__dgk_ale2__1,1.6407073735000002,7.249892322
evo_metab__dgk_ale3__1,0.8646988122,5.7836663845
evo_metab__wt__2,-0.35063078400000003,0.4983989534
evo_metab__del_zwf__2,-0.1977075012,-0.37234374410000004
evo_metab__zwf_ale1__2,1.4518570093,0.2377833892
evo_metab__zwf_ale2__2,0.7837669110000001,0.4618584436
evo_metab__del_ppk__2,-0.7149529454,1.7895269015
evo_metab__ppk_ale1__2,0.15045532150000002,0.8465909631
evo_metab__ppk_ale2__2,-0.5908834952,-0.5038314039
evo_metab__ppk_ale3__2,-0.231672386,0.3247697393
evo_metab__del_dapF__2,-0.22464002830000002,-0.6736991741
evo_metab__dapF_ale1__2,1.43963945,-0.5259120231000001
evo_metab__dapF_ale3__2,0.24419904010000001,-0.6470697372
evo_metab__del_entC__2,0.3312801234,7.5155848974
evo_metab__entC_ale1__2,0.6000260182,7.2874706252
evo_metab__entC_ale2__2,0.2586629039,6.8018601876
evo_metab__entC_ale3__1,1.0926613951,5.9938493218
evo_metab__del_dgk__2,0.7212320473,8.9948312983
evo_metab__dgk_ale1__2,1.550689373,8.3122953811
evo_metab__dgk_ale2__2,1.2494694996,7.810209365
evo_metab__dgk_ale3__2,-0.021258101,5.9105148174
evo_metab__wt__3,-0.0584117893,0.32094202650000003
evo_metab__del_zwf__3,-1.0207228221,0.4316466487
evo_metab__zwf_ale1__3,0.8042470146,0.36286795390000004
evo_metab__zwf_ale2__3,-0.14913396880000002,-0.16789435260000002
evo_metab__del_ppk__3,-1.3000474616,1.2592556819
evo_metab__ppk_ale1__3,-0.8226386529,0.11591907500000001
evo_metab__ppk_ale2__3,-0.4932437295,0.2589537448
evo_metab__ppk_ale3__3,-0.0602436456,0.2637975869
evo_metab__del_dapF__3,-0.12323745100000001,-0.7038216814
evo_metab__dapF_ale1__3,0.7602895608,-0.3566876728
evo_metab__dapF_ale3__3,-0.3262545579,-0.8963872628
evo_metab__del_entC__3,-0.0097852795,7.7951723528
evo_metab__entC_ale1__3,0.4866831306,7.4899848017
evo_metab__entC_ale2__3,0.4840025522,5.3257919534
evo_metab__entC_ale3__2,0.1242456227,4.9460267567
evo_metab__del_dgk__3,0.7014436673000001,8.3014256649
evo_metab__dgk_ale1__3,0.35677696340000004,7.4509093564
evo_metab__dgk_ale2__3,1.0948006309,6.5620467369
evo_metab__dgk_ale3__3,0.6083853047000001,3.4973141955
flag_reg__wt__1,0.3410452997,-0.0573885596
flag_reg__del_fliA__1,-1.0560038484,-9.2279250222
flag_reg__del_flhC__1,0.2110580437,-8.9036761693
flag_reg__del_flhD__1,0.0060550238,-9.6582550968
flag_reg__wt__2,-0.3410452997,0.0573885596
flag_reg__del_fliA__2,0.160331059,-9.230060165
flag_reg__del_flhC__2,-1.4267948342,-9.3778123521
flag_reg__del_flhD__2,0.4803312777,-9.5692266042
flgM__27C__1,-0.1878417061,-1.2792409856
flgM__27C__2,0.1776077959,-1.2072843126000001
flgM__27C__3,0.23001518940000001,-1.2634604477
flgM__32C__1,-1.764126619,-0.3859518528
flgM__32C__2,-0.1515271193,-0.4643050875
flgM__32C__3,-0.6002820008,-0.5835061072000001
flgM__37C__1,-0.3461774238,0.0418403768
flgM__37C__2,0.3843018693,-0.0327321562
flgM__37C__3,-0.0381244455,-0.0091082206
flgM__42C__1,0.5830523055,-1.0588393559
flgM__42C__2,0.6211081716,-1.7270268085
flgM__42C__3,0.2396744147,-1.3693888452
histone__untreated__1,0.005970916000000001,0.0039722338
histone__untreated__2,0.18853080930000002,0.061060577500000005
histone__untreated__3,-0.1945017252,-0.0650328113
histone__10ug_H2A__1,-0.040427990500000004,-0.070651751
histone__10ug_H2A__2,-0.1183899221,-0.0085246637
histone__10ug_H2A__3,-0.6858580019,-0.1585012901
histone__50ug_H2A__1,-0.9598476930000001,-1.028978726
histone__50ug_H2A__2,-1.3280342785,-1.0054931691
histone__50ug_H2A__3,-0.9160926731000001,-1.1213944747
histone__100ug_H2A__1,-1.475331554,-1.5020088598
histone__100ug_H2A__2,-0.9975193114,-1.4876560933
histone__100ug_H2A__3,-1.1847346216,-1.5498740736
hns__del_hns_spike__1,-1.8259762415,-5.2330373447
hns__del_hns_spike__2,-0.7785084286,-0.6219466741
hns__del_hns__1,-1.858290398,-5.3225125087
hns__del_hns__2,-0.6023940292000001,-0.8266909777
hns__wt_spike__1,-0.747121865,0.8067436205
hns__wt_spike__2,0.0099651988,-0.2585497469
hns__wt__1,-0.8818550974,0.7084270344
hns__wt__2,0.8818550974,-0.7084270344
hns_stpA__evo100G4_delhns_delstpA__1,0.45429000750000004,-2.5013936572
hns_stpA__evo100G4_delhns_delstpA__2,-0.0779422768,-2.1286966895
hns_stpA__evo100G12_delhns_delstpA__1,0.5845693636,-2.3806781005
hns_stpA__evo100G12_delhns_delstpA__2,0.08693241600000001,-2.4217077606
hns_stpA__delhns_delstpA_delrpoS__1,0.8214132936,-2.3786558558
hns_stpA__delhns_delstpA_delrpoS__2,0.6901507079,-2.2844933622
hns_stpA__wt__1,0.582471893,0.165556383
hns_stpA__wt__2,-0.582471893,-0.165556383
hns_stpA__delhns_delstpA__1,-0.626086833,-2.5962559057
hns_stpA__delhns_delstpA__2,-0.5840864212,-2.0341110669
hu__wt_log_pH7__1,0.1611862849,0.8138998683
hu__wt_log_pH7__2,-0.3978555539,0.23125016610000002
hu__wt_log_pH7__3,0.0167783699,2.0108751773
hu__wt_lag_pH7__1,-0.2360056792,-0.9206305231
hu__wt_lag_pH7__2,-0.5604571057000001,-0.9492158822000001
hu__wt_lag_pH7__3,0.7964627849,1.8698464053000001
hu__delhupA_lag_pH7__1,-0.7277259929000001,-2.1596356442
hu__delhupA_lag_pH7__2,-0.8953871182,-1.6943255264000001
hu__delhupA_lag_pH7__3,0.0300497631,-0.4896008516
hu__delhupB_lag_pH7__1,-0.8696004812,-1.3465944129
hu__delhupB_lag_pH7__2,-0.4125561017,-1.6154777
hu__delhupB_lag_pH7__3,0.25816263700000003,0.9038315898
hu__delhupAhupB_lag_pH7__1,1.2608613161,-2.6692973569
hu__delhupAhupB_lag_pH7__2,0.4286552109,-3.1419568196
hu__delhupAhupB_lag_pH7__3,0.1750547064,-1.8091196213
hu__hupAE34K_hupB_lag_pH7__1,-0.504882899,-0.1977773347
hu__hupAE34K_hupB_lag_pH7__2,-1.0981497892,0.046340416200000005
hu__hupAE34K_hupB_lag_pH7__3,-0.2796465594,2.5790471628000002
hu__hupAE34K_delhupB_lag_pH7__1,-0.6339331585,-0.6826083712000001
hu__hupAE34K_delhupB_lag_pH7__2,-0.3804159306,-1.0560678805000001
hu__hupAE34K_delhupB_lag_pH7__3,-0.0721528,2.2986640282
hu__wt_lag_pH5__1,-1.3003295846,-0.585102294
hu__wt_lag_pH5__2,-1.8181437269,-0.9941167626
hu__wt_lag_pH5__3,-2.1222954866,-0.8513482516
hu__delhupA_lag_pH5__1,-1.037592399,-1.7132778339999999
hu__delhupA_lag_pH5__2,-1.9727026252000002,-1.355508731
hu__delhupA_lag_pH5__3,-1.4132001801,-0.6804766702
hu__delhupAhupB_lag_pH5__1,-0.8279584083,-2.4649616079
hu__delhupAhupB_lag_pH5__2,-1.2405148480000001,-3.1877942415
hu__delhupAhupB_lag_pH5__3,-0.6769631224,-1.9322187161
hu__hupAE34K_hupB_lag_pH5__1,-1.4515141606,-0.5955355245
hu__hupAE34K_hupB_lag_pH5__2,-1.2452382082,-0.4263536929
hu__hupAE34K_hupB_lag_pH5__3,-1.5829587631000002,-1.2783151153
hu__hupAE34K_delhupB_lag_pH5__1,-0.9278540714,-0.5213009768
hu__hupAE34K_delhupB_lag_pH5__2,-2.1822031781,-1.6116319524
hu__hupAE34K_delhupB_lag_pH5__3,-1.9500902272,-0.9131437456
hyperpersistence__low_GFP__1,-0.4487846983,-4.9830776921
hyperpersistence__wt__1,0.2992763725,-0.5947728422
hyperpersistence__high_GFP__1,-0.5971682691,-4.6568701653
hyperpersistence__pth_mut__1,0.0713824214,-2.3507668684
hyperpersistence__pth_mut__2,-0.0316657082,-2.0609630098
hyperpersistence__metG_mut__1,-0.1567394111,-2.6991126149999998
hyperpersistence__metG_mut__2,0.6900279169,-2.5127504249
hyperpersistence__high_GFP__2,0.24933379730000002,-4.5563306751
hyperpersistence__wt__2,-0.2992763725,0.5947728422
hyperpersistence__low_GFP__2,-0.266257603,-5.2521048443
kan_efg__cpxAF218Y__1,-0.48832509420000003,-0.2941047792
kan_efg__cpxAF218Y__2,-1.0052270565,-0.1029270433
kan_efg__cyaAN600Y__1,0.535394114,0.7195365039
kan_efg__cyaAN600Y__2,-0.6554166453,1.2095332824
kan_efg__fusAA608E__1,-1.1063539793,-0.21590178100000001
kan_efg__fusAA608E__2,-0.7732026425,-0.4457561774
kan_efg__fusAA608E_cpxAF218Y__1,-1.0916653255,-1.8630638
kan_efg__fusAA608E_cpxAF218Y__2,-0.1546818644,-1.7225700222
kan_efg__fusAA608E_cyaAN600Y__1,-0.8040349087,0.5206358589
kan_efg__fusAA608E_cyaAN600Y__2,-0.7884549762,0.49514974230000003
kan_efg__fusAA608E_rpoDL261Q__1,-0.5423149185,-3.2375435047
kan_efg__fusAA608E_rpoDL261Q__2,-1.4918432736,-2.7724936497
kan_efg__fusAA608E_topAS180L__1,-2.3147146114,-5.3358836119
kan_efg__fusAA608E_topAS180L__2,-2.3610301369,-3.0473799397
kan_efg__rpoDL261Q__1,-0.8475762223000001,-1.2828067822
kan_efg__rpoDL261Q__2,0.1934669347,-1.2951573026
kan_efg__wt__1,-0.0355293188,-0.0576469723
kan_efg__wt__2,0.0355293188,0.0576469723
lrp__wt_min_log__1,0.2220924568,-0.0971833532
lrp__wt_min_log__2,-0.2220924568,0.0971833532
lrp__wt_min_trans__1,2.6109406461,-3.1917298063
lrp__wt_min_trans__2,0.7022038983000001,-2.8453232441000003
lrp__wt_min_stat__1,1.8189474865,-4.0143927194
lrp__wt_min_stat__2,2.2059121075,-3.5557016268
lrp__wt_liv_log__1,0.6686397704,-2.1573982989
lrp__wt_liv_log__2,-0.15443220330000001,-2.0376184414
lrp__wt_liv_trans__1,0.1345695007,-5.2659252514
lrp__wt_liv_trans__2,1.9310255595,-4.4004432059
lrp__wt_liv_stat__1,2.3990369666999998,-4.2569212169
lrp__wt_liv_stat__2,1.9632654671,-4.397253036
lrp__wt_rich_log__1,1.2393272317,-2.2139717729
lrp__wt_rich_log__2,1.7197225392000002,-2.2016854847
lrp__wt_rich_trans__1,0.41125840880000003,-5.2835063792
lrp__wt_rich_trans__2,0.35417033200000003,-4.707966261
lrp__wt_rich_stat__1,-0.8126278473,-5.910380341
lrp__wt_rich_stat__2,-0.3447618552,-3.6491139845
lrp__dellrp_min_log__1,-0.7770466363,1.1568199039
lrp__dellrp_min_log__2,-1.0176405509,0.9351781897
lrp__dellrp_min_trans__1,0.0167331141,-5.1781275157
lrp__dellrp_min_trans__2,0.5027775902,-4.3768298993
lrp__dellrp_min_stat__1,1.8713172990000002,-3.5998624457
lrp__dellrp_min_stat__2,1.8088338841,-3.5982842774
lrp__dellrp_liv_log__1,-0.4214696456,-0.2067346981
lrp__dellrp_liv_log__2,-0.1279221305,-0.605059168
lrp__dellrp_liv_trans__1,0.5358902635,-1.425158961
lrp__dellrp_liv_trans__2,1.3211990006,-1.8447686068
lrp__dellrp_liv_stat__1,2.3157337015,-3.6760806156
lrp__dellrp_liv_stat__2,2.1773085119,-3.805573846
lrp__dellrp_rich_log__1,0.9853293031,0.8131251577
lrp__dellrp_rich_log__2,0.9851169784,0.770048599
lrp__dellrp_rich_trans__1,0.0820420365,-3.9179907202
lrp__dellrp_rich_trans__2,0.7363935078,-4.9089368233
lrp__dellrp_rich_stat__1,2.3656347867,-4.614339608
lrp__dellrp_rich_stat__2,1.7203620299,-5.910380341
mazF_circuit__t0__1,-0.1319315693,-0.2951125632
mazF_circuit__t2__1,0.6013467416,0.134115397
mazF_circuit__t4__1,-1.4024083979,0.35312789380000004
mazF_circuit__t6__1,2.3797284935,1.0490036926
mazF_circuit__t8__1,1.4209534877,1.2339438051
mazF_circuit__t0__2,0.1319315693,0.2951125632
mazF_circuit__t2__2,1.4500593818,0.7442310366
mazF_circuit__t4__2,0.7048687875,-0.015131832000000001
mazF_circuit__t6__2,-0.0809298158,0.995402238
mazF_circuit__t8__2,0.7927505076,0.6518855277000001
mazF_ribo__emptyvec_mrna_5m__1,-0.0878496789,0.0024947385
mazF_ribo__emptyvec_mrna_5m__2,0.0878496789,-0.0024947385
mazF_ribo__mazF_mrna_5m__1,14.3812875951,0.5855271348000001
mazF_ribo__mazF_mrna_5m__2,14.221854894,0.49607525550000003
mazF_ribo__emptyvec_total_5m__1,-6.03093622,1.1351238821
mazF_ribo__emptyvec_total_5m__2,-6.1850256501,1.0198532672
mazF_ribo__mazF_total_60m__1,-4.746083241,-1.012196261
mazF_ribo__mazF_total_60m__2,0.3601101021,-1.8931266569
mercury__ctrl_t00__1,0.1673277262,-0.0438683564
mercury__ctrl_t10__1,-0.35077438650000003,0.1842293595
mercury__ctrl_t30__1,-0.5524070098,0.4641635873
mercury__ctrl_t60__1,-0.5973902082,0.1028835392
mercury__hg_t10__1,2.2105579249,0.10727256510000001
mercury__hg_t30__1,1.5735400209,-1.1010613386
mercury__hg_t60__1,-1.7495319107,-2.285246275
mercury__pma_t10__1,3.8619060864,0.596761924
mercury__pma_t30__1,2.7349678532,0.3813457321
mercury__pma_t60__1,-1.0149524496,-1.1994833724
mercury__ctrl_t00__2,0.19586023600000002,-0.028471797
mercury__ctrl_t10__2,0.2474261116,0.1469276877
mercury__ctrl_t30__2,-0.22667924690000002,0.43361746630000003
mercury__ctrl_t60__2,-0.9463842496,-0.08801543960000001
mercury__hg_t10__2,2.2744621902,-0.3019257576
mercury__hg_t30__2,0.3931288149,-1.3763093248
mercury__hg_t60__2,-0.2526189439,-2.2515325022
mercury__pma_t10__2,3.7549006252,0.5017537281000001
mercury__pma_t30__2,3.2100943753,0.0733450845
mercury__pma_t60__2,-0.5714601583000001,-0.21449169580000002
mercury__ctrl_t00__3,-0.3631879622,0.0723401535
mercury__ctrl_t10__3,0.38950979690000004,0.1341172823
mercury__ctrl_t30__3,-0.4824101986,0.4306154588
mercury__ctrl_t60__3,0.10007444110000001,0.0998452518
mercury__hg_t10__3,2.7498519158,0.5584126412
mercury__hg_t30__3,1.9123974434000002,-0.5048175719
mercury__hg_t60__3,-0.7865082997,-2.1512560291
mercury__pma_t10__3,3.3823382397,0.7227503561
mercury__pma_t30__3,2.9075551618,0.3827791393
mercury__pma_t60__3,-1.344313086,0.0843450302
ml_abx__az_lolcde__1,0.1943945213,0.2963435601
ml_abx__az_lolcde__2,-0.8064947088000001,-1.429474032
ml_abx__az_lolcde__3,-0.4703146816,-1.0388613173
ml_abx__b01__1,0.0031611896000000002,1.0250009273
ml_abx__b01__2,-0.042013168000000004,1.0937392171
ml_abx__b01__3,-0.5753675237,0.9250583955
ml_abx__cro__1,0.2884999529,0.40066072550000004
ml_abx__cro__2,0.024019293900000002,0.16591062180000002
ml_abx__cro__3,0.6877916945,-1.1013806797
ml_abx__chl__1,3.3537904424000002,-2.3457728449
ml_abx__chl__2,3.3850780483,-1.8756321839
ml_abx__chl__3,3.2587253198,-3.2881966067
ml_abx__cip__1,0.4328494714,-0.014920411000000001
ml_abx__cip__2,-0.189826981,0.1260984108
ml_abx__cip__3,0.7763293649,-1.8180020933
ml_abx__clr__1,1.5091433199000002,-3.4247062285
ml_abx__clr__2,1.2322690331000001,-3.0044174234
ml_abx__clr__3,1.7657464698,-4.0854140207
ml_abx__cst__1,0.020101843600000002,-0.06610385490000001
ml_abx__cst__2,-0.3195051094,-0.7628606618
ml_abx__cst__3,-0.4111521202,-0.2387531856
ml_abx__ctrl__1,-0.055904676800000004,0.4985095117
ml_abx__ctrl__2,0.1177186999,0.3477789784
ml_abx__ctrl__3,-0.603798064,0.1941762562
ml_abx__ctrl__4,-0.20844240260000002,0.3942369322
