,-0.05092720757142857,-0.03395147171428572,-0.016975735857142862,-6.938893903907228e-18,0.01697573585714285,0.0339514717142857,0.05092720757142856,0.06790294342857142,0.08487867928571427,0.10185441514285712,0.11883015099999997,0.13580588685714284,0.1527816227142857,0.16975735857142854,0.18673309442857142,0.20370883028571427,0.2206845661428571,0.23766030199999996,0.25463603785714284,0.2716117737142857
thresh,-0.0594150755,0.0594150755,1,,,,,,,,,,,,,,,,,
unreg,7,72,854,3833,704,61,15,7,5,5,3,1,1,1,0,2,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],['PA3459' 'PA0845' 'PA3612' 'PA5428' 'potD' 'lecB' 'PA1675'],['PA2125' 'PA1748' 'PA4355' 'PA5229' 'PA3310'],['PA5474' 'PA3457' 'PA2500' 'PA3336' 'xenB'],['PA2117' 'folE2' 'PA1415'],['exbB1'],['PA3573'],['PA1747'],[],['PA4350' 'exbD1'],['PA4351'],[],[],[]
