,new_1901856_1902166
LBexp_1,11.0918
LBexp_2,10.8861
LBexp_3,10.6908
LBtran_1,9.8316
LBtran_2,9.4419
LBtran_3,9.4665
LBstat_1,10.0575
LBstat_2,9.456
LBstat_3,9.0338
LBGexp_1,10.2882
LBGexp_2,10.007
LBGexp_3,10.5101
LBGtran_2,10.0579
LBGtran_3,10.6331
LBGstat_1,8.8206
LBGstat_2,8.7245
LBGstat_3,9.6106
S0_1,9.867
S0_2,10.4756
S0_3,10.1761
S1_1,11.2735
S1_2,10.954
S1_3,11.3578
S2_1,10.3237
S2_2,10.0087
S2_3,9.6598
S3_1,10.9867
S3_2,10.8812
S4_1,10.8446
S4_2,10.3292
S4_3,9.9018
S5_1,12.9443
S5_2,13.5781
S5_3,13.7648
S6_1,15.0617
S6_2,13.2052
S6_3,15.4844
S6/t_1,14.9078
S6/t_2,12.1188
S6_4,14.5724
S6_5,15.1889
S6_6,15.0004
S7_4,15.145199999999999
S7_5,14.8598
S7_6,14.3306
S8_4,14.3748
S8_5,13.7615
G135_1,10.9275
G135_3,9.2272
G150_1,11.0531
G150_2,11.1666
G150_3,11.4695
G180_1,10.8569
G180_2,11.1937
G180_3,10.2975
C30_1,10.5186
C30_2,10.529
C90_1,10.8941
C90_2,10.7318
BI_1,10.4972
BI_2,10.2898
BC_2,10.7794
BC/t_1,9.9611
BC/t_2,10.9328
BC_1,10.2041
Sw_1,9.1529
Sw_2,9.5004
BT_1,12.2447
BT_2,11.8206
B36_1,10.3889
B36_2,10.886800000000001
B60_1,9.663
B60_2,10.2826
M9exp_1,11.3023
M9exp_2,10.9086
M9exp_3,10.6014
M9tran_1,10.3846
M9tran_2,10.494
M9tran_3,10.6344
M9stat_1,9.5003
M9stat_2,9.0085
M9stat_3,8.7083
M+G_1,10.5811
M+G_2,10.687
M+G_3,10.4496
Glu_1,11.2303
Glu_2,11.1823
Glu_3,11.1494
Fru_1,10.9606
Fru_2,11.1227
Fru_3,10.7615
Mal_1,9.499600000000001
Mal_2,10.3927
Mal_3,10.5562
G+S_2,12.061
G+S_3,12.8227
Pyr_1,10.6396
Pyr_2,12.3305
Pyr_3,12.1912
Gly_1,8.8406
Gly_2,9.3786
Gly_3,8.9168
Glucon_1,10.8321
Glucon_2,11.0664
Glucon_3,9.8094
aero_1,11.2338
aero_2,9.6563
aero_3,10.9389
nit_1,12.1141
nit_2,11.0277
nit_3,10.6488
ferm_1,11.6665
ferm_2,10.1637
ferm_3,10.6843
T-5.40H_1,11.2404
T-4.40H_1,10.9559
T-3.40H_1,10.8546
T-2.40H_1,10.5213
T-1.40H_1,10.3438
T-1.10H_1,10.4878
T-0.40H_1,10.2949
T0.0H_1,10.1594
T0.30H_1,8.9266
T1.0H_1,9.1018
T1.30H_1,9.0528
T2.0H_1,9.1086
T2.30H_1,9.6837
T3.0H_1,9.4437
T3.30H_1,9.7822
T4.0H_1,9.6752
T5.0H_1,9.3974
HPh_1,11.1619
HPh_2,10.8754
HPh_3,11.2664
LPh_1,11.1201
LPh_2,11.4979
LPh_3,11.1537
LPhT_1,9.6876
LPhT_2,9.4355
LPhT_3,9.4878
SMMPr_1,10.7976
SMMPr_2,10.6305
SMMPr_3,10.9839
HiTm_1,9.3078
HiTm_2,10.476
HiTm_3,10.9149
LoTm_1,10.5236
LoTm_2,10.4534
LoTm_3,10.3498
HiOs_1,10.6954
HiOs_2,10.4281
HiOs_3,10.6017
BMM_1,11.0226
BMM_2,10.8161
BMM_3,10.9325
Heat_1,11.0652
Heat_2,10.7047
Heat_3,10.8942
Cold_1,10.351
Cold_2,9.7901
Cold_3,9.4949
Etha_1,9.2877
Etha_2,9.6117
Etha_3,9.4331
SMM_1,10.7212
SMM_2,10.624
SMM_3,10.7405
Salt_1,9.5798
Salt_2,9.5248
Salt_3,9.5559
