,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.0006748347851446459,,1.0,0.0,0.0006748347851446459
1,Cr__2,0.0024122539192717434,,1.0,1.0,0.0024122539192717434
2,Cr__3,0.006501997965900411,,1.0,2.0,0.006501997965900411
3,Cr__4,0.010347881609449569,,1.0,3.0,0.010347881609449569
4,Cr__5,0.014680644395044271,,1.0,4.0,0.014680644395044271
5,Cr__6,0.0175317676116138,,1.0,5.0,0.0175317676116138
6,Fe__1,-0.0009447606032801632,,1.0,6.0,-0.0009447606032801632
7,Fe__2,-0.007278584513266853,,1.0,7.0,-0.007278584513266853
8,Fe__3,-0.007876414747899655,,1.0,8.0,-0.007876414747899655
9,Fe__4,-0.013743096654063546,,1.0,9.0,-0.013743096654063546
10,Fe__5,-0.015328743763097756,,1.0,10.0,-0.015328743763097756
11,Fe__6,-0.016055924634713892,,1.0,11.0,-0.016055924634713892
12,Cd__1,-0.0010287918224054858,,1.0,12.0,-0.0010287918224054858
13,Cd__2,-0.0014823535741344035,,1.0,13.0,-0.0014823535741344035
14,Cd__3,-0.0017206463017129512,,1.0,14.0,-0.0017206463017129512
15,Cd__4,-0.002385155847057258,,1.0,15.0,-0.002385155847057258
16,Cd__5,-0.006437865721162542,,1.0,16.0,-0.006437865721162542
17,Cd__6,-0.00473840129402725,,1.0,17.0,-0.00473840129402725
18,Zn__1,-0.00681244985882132,,1.0,18.0,-0.00681244985882132
19,Zn__2,-0.0017119708463907619,,1.0,19.0,-0.0017119708463907619
20,Zn__3,0.005631032673956802,,1.0,20.0,0.005631032673956802
21,Zn__4,0.01090507276644812,,1.0,21.0,0.01090507276644812
22,Zn__5,0.026420784474798426,,1.0,22.0,0.026420784474798426
23,Zn__6,0.03547804189010513,,1.0,23.0,0.03547804189010513
24,Cu__1,0.00038172275619831407,,1.0,24.0,0.00038172275619831407
25,Cu__2,0.004710200077869974,,1.0,25.0,0.004710200077869974
26,Cu__3,0.011607721142794356,,1.0,26.0,0.011607721142794356
27,Cu__4,0.01898490837222429,,1.0,27.0,0.01898490837222429
28,Cu__5,0.023306439407084656,,1.0,28.0,0.023306439407084656
29,Cu__6,0.033068508866379735,,1.0,29.0,0.033068508866379735
30,Pb__1,0.00542137239441228,,1.0,30.0,0.00542137239441228
31,Pb__2,0.013191464563808729,,1.0,31.0,0.013191464563808729
32,Pb__3,0.025217592295209132,,1.0,32.0,0.025217592295209132
33,Pb__4,0.04006145887822552,,1.0,33.0,0.04006145887822552
34,Pb__5,0.052088283888861726,,1.0,34.0,0.052088283888861726
35,Pb__6,0.0634800606572798,,1.0,35.0,0.0634800606572798
