,A,FucR,AraC,AllR
ros_tale__ALE4_250pq__2,2.7911852081,0.32125438,0.6165997245,0.759976654
pcoli__atASMT_325G__1,2.542464368,0.185387778,0.1427919045,-0.06256681
pcoli__atASMT_325G__2,2.3430488866,-0.016316412000000002,0.1535068135,-0.039810922000000006
pcoli__bpTDC__1,3.1907110747,0.277172423,1.4776758955,0.076048038
pcoli__bpTDC__2,2.9883247759,0.181335206,1.5083178305,-0.014239821000000001
pcoli__BRCA__1,3.4104253303,0.158455382,1.6738356195000001,-0.164959727
pcoli__BRCA__2,3.3062681834,0.049747070000000004,1.5638155515,-0.030761197
pcoli__BRCActrl__1,2.784126289,0.862667928,2.1724559565,-0.163365497
pcoli__BRCActrl__2,2.7684139171,0.9129046030000001,2.4301089545,-0.306756745
pcoli__BRCAswap__1,2.8105031443,0.049737957000000006,0.8205419245000001,0.240112601
pcoli__BRCAswap__2,3.1559870564,0.198808125,0.6731234595000001,0.21767635600000002
pcoli__btAANAT__1,2.4756609558,0.20221852,0.2442170445,-0.0031275350000000003
pcoli__btAANAT__2,2.546035761,0.363980682,0.4036443985,0.026473932000000002
pcoli__btASMT__1,2.8371656827000002,0.27476680600000003,0.6106250145000001,-0.388675635
pcoli__btASMT__2,3.3125543549,0.36849447300000004,0.3403214835,-0.135646286
pcoli__CC1__1,2.4074540356,0.10908482,0.1768247215,0.32911515500000005
pcoli__CC1__2,2.0638547684,0.157435394,0.0074628075,-0.20143222400000002
pcoli__ccCOMT__1,2.3431448923,0.120767257,0.30050594750000004,0.07034541500000001
pcoli__ccCOMT__2,2.3059221044,0.168816716,-0.0699710685,-0.054903102
pcoli__ckDDC__1,2.4421051531,0.216190143,0.6025047155000001,0.074824372
pcoli__ckDDC__2,2.9560976944,0.5474804870000001,0.9929126165000001,0.056442915
pcoli__CNTF_belt__1,2.5633129217,-0.12779126200000002,0.1116259435,-0.10598476600000001
pcoli__CNTF_belt__2,2.6368649585,0.12102974300000001,-0.0315085065,-0.36570250400000004
pcoli__cobPNMT__1,2.3059218891,-0.131325356,0.0798645335,-0.067595506
pcoli__cobPNMT__2,2.0868727306,-0.209186064,-0.14105296150000002,-0.084176346
pcoli__cvPhhB__1,2.3585990628,0.125460692,0.1474345055,0.10397172
pcoli__cvPhhB__2,2.8864399162,0.19704206300000002,0.3901321045,0.128919426
pcoli__ggAANAT__1,2.2758222616,0.10159665,0.3469431065,-0.08180877
pcoli__ggAANAT__2,2.276420254,0.080016613,0.3903625455,0.055760576000000006
pcoli__ggTPH__1,2.3760418238,0.18120702500000002,0.4070607775,0.05907065500000001
pcoli__ggTPH__2,2.4159604208,0.21385367200000002,0.6162224975,-0.026882314
pcoli__hsAANAT__1,3.0554459789,-0.10064326600000001,0.5245263225,0.496365437
pcoli__hsAANAT__2,3.0835682065,-0.200047847,0.2706949925,0.13489259
pcoli__hsASMT__1,3.330795103,0.302039463,1.3498084055000001,0.055054650000000004
pcoli__hsASMT__2,3.0381179312,0.23717910700000003,1.3367852225,0.045086105
pcoli__hsPNMT_mb__1,1.852514378,-0.022225857,0.0229065765,-0.066213004
pcoli__hsPNMT_mb__2,2.0707832375,-0.10344771700000001,-0.1452672845,-0.049608215000000004
pcoli__hsTPH__1,2.9666361799,-0.259286096,0.49462704350000003,-0.411125037
pcoli__hsTPH__2,2.4010821192,0.10356659600000001,0.7058032415000001,-0.301816017
pcoli__hsTPH_E2K__1,2.4696533098,0.557645064,0.6440651745,-0.130211289
pcoli__hsTPH_E2K__2,2.3622194182,0.556353854,0.6940621265,-0.0358101
pcoli__hsTPH_E2K_N91I_P99C__1,2.4727398784,0.10297544600000001,0.8216390025,-0.5657420950000001
pcoli__hsTPH_E2K_N91I_P99C__2,2.9088965563,0.0529575,0.7525139795,-0.0014495110000000001
pcoli__hsTPH_N158trunc__1,2.3102875367,0.673225866,1.1879096015,0.144389175
pcoli__hsTPH_N158trunc__2,2.5072827434000002,0.7929400670000001,1.1779644335000001,0.033811672
pcoli__hsTPH_N174trunc__1,2.6906912334,0.238739896,0.4072032765,0.091279359
pcoli__hsTPH_N174trunc__2,2.4607393093,0.742373558,1.1579564625,0.004967174
pcoli__hsTPH_Ntermtrunc__1,3.5774368542,0.8881282070000001,1.8738791745,0.151015336
pcoli__hsTPH_Ntermtrunc__2,3.7667682579,0.18994371300000001,0.8522192905,0.475808551
pcoli__hsTPH1__1,2.3583654913,0.16379491200000001,0.2982845825,0.19737963900000002
pcoli__hsTPH1__2,2.6793824169000002,0.174712537,0.2554184565,0.18184153800000002
pcoli__MBP__1,3.6308955282,0.091258407,-0.0159790815,-0.10587046600000001
pcoli__MBP__2,2.8203024146,0.32788231500000004,0.4649928345,-0.502683165
pcoli__msCOMT__1,2.8095225546,0.14752978800000002,1.5264052145,0.129499278
pcoli__msCOMT__2,2.8528587869,0.251032921,1.3929917805,-0.186678325
pcoli__ocAANAT__1,2.2069072315,-0.07832615500000001,0.0930755825,-0.305596766
pcoli__ocAANAT__2,2.2569342758,-0.064263209,0.0945093555,-0.068722473
pcoli__osTDC_K374H__1,2.7538588674,-0.11898069800000001,0.28096272650000004,0.30451372400000004
pcoli__osTDC_K374H__2,3.4815813336,-0.014902607000000002,0.2883611485,0.35212066000000003
pcoli__osTDC_K374L__1,2.8601223447,0.438066964,2.0705240015,0.078514314
pcoli__osTDC_K374L__2,2.2925787794,0.5165548,1.9807195785,-0.005076005000000001
pcoli__osTDC_K374Q__1,2.517549822,0.205350361,0.7982525235,0.092748882
pcoli__osTDC_K374Q__2,2.2125617274,0.30782680700000004,0.6181401485,0.11787542100000001
pcoli__osTDC_L360V__1,2.6916424124000002,0.207620239,0.7968194055000001,-0.08756999500000001
pcoli__osTDC_L360V__2,2.7900988764,0.324933807,0.9931537015,-0.082671478
pcoli__pmTPH__1,1.6868590677,0.115401314,1.1009141175,-0.44494544500000005
pcoli__pmTPH__2,1.8880402695,0.32547480700000003,1.2897427225,-0.360958263
pcoli__RFC__1,2.0804066039,-0.329708779,0.0765541265,-0.333057802
pcoli__RFC__2,2.0057370428,-0.296760858,0.041530304500000004,-0.247325867
pcoli__RFCctrl__1,3.1114760049,-0.532679115,0.0009289415,0.683729758
pcoli__RFCctrl__2,3.2452820357,-0.6126680010000001,0.0864242105,0.7080944450000001
pcoli__RFCnopause__1,3.5175711651,-0.29549593,0.5173050115,0.719083663
pcoli__RFCnopause__2,3.1625418934,-0.198043138,0.7597951245,0.456644408
pcoli__RFCpluspause__1,2.8247717278,0.701785789,1.7449295525,0.26585428
pcoli__RFCpluspause__2,3.1189224207,0.743479215,2.1249571595,0.15245541
pcoli__rnCOMT_sol__1,3.1729952764,-0.113032511,0.21811885050000002,0.399141813
pcoli__rnCOMT_sol__2,3.3792181003,-0.363820289,0.20801652750000002,0.539683342
pcoli__rnPNMT__1,2.5373084898,0.26121157700000003,1.8850894535,-0.359365368
pcoli__rnPNMT__2,2.7394215862999998,0.5560431880000001,1.8082755385,-0.318242475
pcoli__rnTDC__1,2.8531377843,0.26451647500000003,1.2696282525,-0.10656731800000001
pcoli__rnTDC__2,2.9813105157,0.17934222700000002,1.1500191655,-0.224780833
pcoli__rnTDC_trunc__1,2.9674123938,0.529562569,1.0095336585,-0.08444615
pcoli__rnTDC_trunc__2,2.4025828058,0.804212247,1.1402191605,-0.026647379000000002
pcoli__saCOMT_T2A__1,1.9974120766,0.158757751,0.3335181405,0.0024381850000000003
pcoli__saCOMT_T2A__2,1.9076625909,0.010301665,0.1739593535,0.011077631000000001
pcoli__sfCOMT__1,2.5310085681,-0.117922751,0.1908578495,-0.5967928410000001
pcoli__sfCOMT__2,2.2930258553,-0.039934136,0.0666335815,-0.38706638400000004
pcoli__sgAANAT_D63G__1,2.2309673096,0.102673315,0.1509879005,0.09667956100000001
pcoli__sgAANAT_D63G__2,2.1501236355,0.270831038,0.0594100885,-0.547564802
pcoli__ssDDC__1,3.3972792245,0.243532077,1.1519522014999999,0.140199494
pcoli__ssDDC__2,3.2535935515,0.20328284900000002,1.1715172955,0.222802665
pcoli__TP53B__1,2.7404847376,0.250580536,0.6390483135,0.09809395700000001
pcoli__TP53B__2,2.526051749,0.15746835,0.6639194595,0.142829444
pcoli__WT__1,3.1934641879,0.072633023,0.5681009475000001,0.448881872
pcoli__WT__2,2.8179480747000003,0.276852452,0.6896395735,0.449920301
cck__glu_ale4__1,1.3631352138000001,-0.187877805,-0.2792726235,0.19280919600000002
cck__glu_ale4__2,1.2653429288,-0.25768807600000004,-0.3267342505,0.034186172
cck__cck_ale1__1,1.1139806739,-0.38920908600000004,-0.3697460105,-0.13569746500000002
cck__cck_ale1__2,0.8885088879,-0.531879659,-0.5595292485,-0.060889946
cck__cck_ale2__1,0.9951063816000001,-0.382471867,-0.3404437125,-0.141896018
cck__cck_ale2__2,1.0297792971,-0.28454491600000004,-0.3578066845,-0.16730101800000002
cck_pgi__gmos_delpgi__1,2.510229471,0.37736090800000005,1.1413074315,0.6019214740000001
cck_pgi__gmos_delpgi__2,3.0212227499,0.80742866,1.3526844465,0.653820645
cck_pgi__pgi_ale1__1,4.5096957551,0.189121482,0.8205054805,0.019068447000000002
cck_pgi__pgi_ale1__2,5.6208473832,0.184581392,0.5003608875000001,0.097350264
cck_pgi__pgi_ale2__2,3.6862634197,0.553465662,0.5901708915,0.308789701
cck_pgi__pgi_ale3__1,5.0657301789,0.26739854,0.5041945875,-0.15900625300000001
cck_pgi__pgi_ale3__2,4.8486301595,0.076833727,0.0332774575,-0.15021785
cck_pgi__pgi_ale4__1,4.4126437517,0.236596239,0.0886144055,0.036303885
cck_pgi__pgi_ale4__2,3.9710443168,-0.327051702,-0.0865284075,-0.053612176000000004
cck_pgi__pgi_ale4__3,4.3781196438,-0.12111464100000001,-0.1837974295,-0.020149741000000002
cck_pgi__pgi_ale5__1,6.3775094253,0.48593708500000005,0.7816433965,-0.012858623000000001
cck_pgi__pgi_ale5__2,6.3116905761,0.283499304,0.5888592245000001,0.07003118200000001
cck_pgi__pgi_ale6__1,8.3389419827,0.570611288,0.5190374585,0.16345600700000001
cck_pgi__pgi_ale6__2,10.4111774595,0.13099169900000002,0.3273125315,0.11455727
cck_pgi__pgi_ale7__1,1.5110863871,0.6241566780000001,0.7138012315000001,0.196259762
cck_pgi__pgi_ale7__2,1.8317489666000002,0.34418502700000003,0.3955051915,0.060442883
cck_pgi__pgi_ale8__1,10.2289506757,0.233675456,0.1586221455,0.063661877
cck_pgi__pgi_ale8__2,9.761449011,0.059750882000000005,0.11352545950000001,0.064971007
cck_sdh__gmos_delsdhCB__1,0.9839843468,0.531934182,0.4646307425,0.351925857
cck_sdh__gmos_delsdhCB__2,0.7857969198,0.46174507800000003,0.6127815975,0.376549316
cck_sdh__sdh_ale1__1,0.8843808672000001,-0.140504404,-0.2790324315,0.49485678400000005
cck_sdh__sdh_ale1__2,1.3541718562,-0.07302533800000001,-0.0752962685,0.528070141
cck_sdh__sdh_ale2__1,1.0475050588,-0.30981983300000004,-0.31672413650000003,0.263774302
cck_sdh__sdh_ale3__2,1.2777324116,-0.154510159,-0.3420901885,0.3097101
cck_sdh__sdh_ale3__1,1.4709483818,-0.174573901,-0.3558052065,0.26533206
cck_sdh__sdh_ale3__3,1.3670749822000001,-0.40395645,-0.3888784635,0.281507108
cck_pts__gmos_delptsHIcrr__2,1.5539026101,-0.301928385,0.8829874645,-0.101205318
cck_pts__gmos_delptsHIcrr__1,0.4010520641,-0.158935024,0.8552748745000001,-0.34748581300000003
cck_pts__pts_ale1__2,-0.15072448400000002,-0.396839512,-0.5285299285,0.283773379
cck_pts__pts_ale1__1,0.1643843765,-0.354516106,-0.5887917735,0.298444582
cck_pts__pts_ale2__2,0.9120133768,-0.35549096300000005,-0.2915026965,-0.27892606200000003
cck_pts__pts_ale2__1,0.9105349421000001,-0.38747669500000004,-0.44265937450000004,-0.182317054
cck_pts__pts_ale3__2,0.4548006489,-1.05096487,-0.9387410355,-0.69588953
cck_pts__pts_ale3__1,0.2683191769,-0.9474032280000001,-1.0557690895,-0.4037806
cck_pts__pts_ale4__2,0.6835668664,-0.48131946900000006,-0.5711332285,-0.17971809200000002
cck_pts__pts_ale4__1,1.1880374909,-0.14918361,-0.5988594725,-0.062097718
cck_gnd__gmos_delgnd__1,0.8041960311,0.372196369,0.5171904025,0.2243875
cck_gnd__gmos_delgnd__2,1.3917436595,-0.08602967,-0.0780968945,0.39756387800000004
cck_gnd__gnd_ale1__1,1.1880800977,-0.48921095900000006,-0.4209441765,0.01953596
cck_gnd__gnd_ale1__2,1.2616532635,-0.24470386400000002,-0.44159008850000003,-0.106183389
cck_gnd__gnd_ale2__1,1.6624137213,-0.24673581700000002,-0.4475138745,-0.10005005900000001
cck_gnd__gnd_ale2__2,1.2339054324,-0.019336459,-0.5155462015,-0.012884325
cck_gnd__gnd_ale3__1,0.3813856426,-0.39268827300000003,-0.43848277750000003,0.08292737900000001
cck_gnd__gnd_ale3__2,1.0162831824,-0.23026384900000002,-0.6796721145,-0.012701899999999999
cck_tpiA__gmos_deltpiA__1,2.7488361653,1.356901056,1.8392101775,0.138813938
cck_tpiA__gmos_deltpiA__2,5.5113835439,1.407462641,1.9231538885,0.27995679900000003
cck_tpiA__tpiA_ale1__1,1.5124405882,0.48386766900000006,0.4744729475,0.06426870500000001
cck_tpiA__tpiA_ale1__2,1.1329303149,0.5498302810000001,0.40957284450000003,-0.016084551000000002
cck_tpiA__tpiA_ale2__1,1.9139073983000001,0.8221191170000001,0.9046907555,0.13562736
cck_tpiA__tpiA_ale2__2,2.3414343504,0.784232511,0.9764820205,0.134749854
cck_tpiA__tpiA_ale3__1,1.4432908776,0.332223794,0.5191207155,0.280672494
cck_tpiA__tpiA_ale3__2,1.8742922312,0.32132378300000003,0.3332120195,0.42276310100000003
cck_tpiA__tpiA_ale4__1,2.0136483526,0.445145467,0.5983023265,0.055755814
cck_tpiA__tpiA_ale4__2,1.7109449923,0.445541234,0.6729361045000001,0.119100802
acid_tale__acid_ale1_pH7__1,1.4260289782,-0.306192369,-0.21473242750000002,-0.24390244800000002
acid_tale__acid_ale1_pH7__2,1.790250056,-0.47218533,-0.046265136500000005,-0.218688969
acid_tale__acid_ale1_pH5__1,-0.0124931235,-0.581171466,-0.7562723765,-0.330669535
acid_tale__acid_ale1_pH5__2,-0.0245403373,-0.386440434,-0.5290717325000001,-0.241229346
acid_tale__acid_ale2_pH7__1,0.593663536,-0.06669166700000001,0.4083090895,-0.10499576000000001
acid_tale__acid_ale2_pH7__2,1.0062797755,-0.044952118000000006,0.2869548995,-0.060891876000000004
acid_tale__acid_ale2_pH5__1,0.0614172444,-0.19916150200000002,0.0956797145,0.010367394
acid_tale__acid_ale2_pH5__2,0.0445873371,-0.11352793400000001,0.5792596315,-0.021430651000000002
acid_tale__low_Mg_ale_pH7__1,1.9340013577000001,-0.07665345800000001,0.3871576245,-0.112250002
acid_tale__low_Mg_ale_pH7__2,1.4827553763,-0.13601754300000002,0.0807853745,-0.13678325700000002
acid_tale__low_Mg_ale_pH5__1,0.7708408800000001,0.021093712,0.5160650385000001,0.21101597300000002
acid_tale__low_Mg_ale_pH5__2,0.49684913340000003,-0.125005621,0.30747470450000003,0.17635208400000002
acid_tale__MES_ale_pH7__1,0.7632763694,-0.038307772000000004,0.0160673695,-0.15049025800000002
acid_tale__MES_ale_pH7__2,0.53760148,-0.112382145,0.2308145365,-0.056372448000000006
acid_tale__MES_ale_pH5__1,0.8557707247,-0.125338354,-0.1862218115,0.110149278
acid_tale__MES_ale_pH5__2,0.3799987019,0.053778651000000004,0.2969244165,0.49995979999999995
acid_tale__gmos_pH7__1,0.9450734189000001,-0.146166169,0.0801376355,-0.105458777
acid_tale__gmos_pH7__2,0.841395207,-0.16592252500000002,0.08188756750000001,-0.072376517
acid_tale__gmos_pH5__1,1.2917900346,0.126823347,0.2746256785,0.17923539
acid_tale__gmos_pH5__2,0.9109605032,0.145035255,0.20164503450000001,0.259756044
adnB__wt_adn__1,1.6238472531,0.070389809,-0.1549049365,0.041431146
adnB__wt_adn__2,1.6357025967,0.26353822,-0.0329098985,0.41213419500000004
adnB__delydhB_adn__1,2.6181384097000002,0.14570760500000002,0.2381707435,-0.065411146
adnB__delydhB_adn__2,0.8447306987000001,0.065748208,0.1418347435,0.042655651
ytf2__wt_glc__1,-0.22986024700000002,0.274003163,0.1393658065,0.516528435
ytf2__wt_glc__2,0.6113309225,0.006246073,-0.020321415500000002,0.35159280800000003
ytf2__ybcM_glc__1,0.7468210936,0.40236997300000005,0.5876047615000001,-0.323272661
ytf2__ybcM_glc__2,0.7239436067,0.437525904,0.7043515515000001,-0.110296773
ytf2__ydhB_glc__1,0.5447140380000001,0.20995829,0.2767216945,0.173827889
ytf2__ydhB_glc__2,0.8415270661,0.21403539700000002,0.1934285185,0.21288741100000003
ytf2__yfeC_glc__1,0.8929695304,-0.029430269000000002,-0.0147550135,0.14191357400000001
ytf2__yfeC_glc__2,1.1176847156,0.215963905,0.0642561665,0.14571994300000002
ytf2__yciT_glc__1,0.5121610396,0.180661491,0.20130959650000002,0.410421582
ytf2__yciT_glc__2,0.9140900850000001,0.24203427400000002,0.2458636845,0.37327432600000005
ytf2__ydiZ_glc__1,0.0676795679,0.275674587,0.21934601750000002,0.193232118
ytf2__ydiZ_glc__2,-0.2569309385,0.0723371,0.23641227350000002,0.21674096
ytf2__ynfL_glc__1,-0.3289969736,0.158804503,0.14866266150000002,0.49535481700000006
ytf2__ynfL_glc__2,-0.1634938215,0.32694463100000004,0.3293455495,0.5085481980000001
misc2__dellon_glc__1,0.3237570932,-0.323553085,0.35136866850000004,0.6581881260000001
misc2__dellon_glc__2,-0.0608582952,-0.60394211,0.5420208395,1.546313906
ytf3__wt_glc2__1,0.2017421562,0.087468946,0.3439991555,0.24468487500000002
ytf3__wt_glc2__2,0.24729365890000002,0.31345994,0.2771934015,0.346442691
ytf3__wt_pH7_lactate__1,0.866146415,0.100715249,0.2914345215,0.217103073
ytf3__wt_pH7_lactate__2,0.7785284033000001,0.13888622,0.2346026765,0.22775657500000002
ytf3__wt_pH55_lactate__1,0.6672240335,0.33801240400000004,0.1962615655,0.31899677600000004
ytf3__wt_pH55_lactate__2,0.4420995797,0.17110972800000002,0.024343754500000002,0.367455674
ytf3__wt_pH55_HCl__1,0.0219245325,0.12141974900000001,0.0044474675,0.40725123300000005
ytf3__wt_pH55_HCl__2,0.5400978477,-0.043894534000000006,0.0406260995,0.397715588
ytf3__dyieP_pH7__1,0.7087434576,0.136602797,0.21377039150000002,0.284855584
ytf3__dyieP_pH7__2,0.7237356703000001,0.125653107,0.1947096935,0.285812241
ytf3__dyieP_pH55__1,0.7379995300000001,0.293170081,0.1925036085,0.14736014
ytf3__dyieP_pH55__2,0.6135616497,0.407760453,0.1510119125,0.21356079
