,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.00851556623331122,,1.0,0.0,-0.00851556623331122
1,Cr__2,-0.0059996440526046795,,1.0,1.0,-0.0059996440526046795
2,Cr__3,0.006020312804751538,,1.0,2.0,0.006020312804751538
3,Cr__4,0.023449240560086567,,1.0,3.0,0.023449240560086567
4,Cr__5,0.03491022441311563,,1.0,4.0,0.03491022441311563
5,Cr__6,0.04629884135061593,,1.0,5.0,0.04629884135061593
6,Fe__1,-0.010791905402611594,,1.0,6.0,-0.010791905402611594
7,Fe__2,-0.03182835669306255,,1.0,7.0,-0.03182835669306255
8,Fe__3,-0.05353776193777059,,1.0,8.0,-0.05353776193777059
9,Fe__4,-0.0806589961596201,,1.0,9.0,-0.0806589961596201
10,Fe__5,-0.1021293137987926,,1.0,10.0,-0.1021293137987926
11,Fe__6,-0.12018570490043726,,1.0,11.0,-0.12018570490043726
12,Cd__1,0.00606130451638776,,1.0,12.0,0.00606130451638776
13,Cd__2,0.013611908017354615,,1.0,13.0,0.013611908017354615
14,Cd__3,0.021928092317297376,,1.0,14.0,0.021928092317297376
15,Cd__4,0.03206429455798783,,1.0,15.0,0.03206429455798783
16,Cd__5,0.037714154779264125,,1.0,16.0,0.037714154779264125
17,Cd__6,0.05051663395639387,,1.0,17.0,0.05051663395639387
18,Zn__1,-0.0053244035524218315,,1.0,18.0,-0.0053244035524218315
19,Zn__2,-0.007509911946997628,,1.0,19.0,-0.007509911946997628
20,Zn__3,-0.007859895066993569,,1.0,20.0,-0.007859895066993569
21,Zn__4,0.002372723810735553,,1.0,21.0,0.002372723810735553
22,Zn__5,0.01755851754177803,,1.0,22.0,0.01755851754177803
23,Zn__6,0.03482692047021271,,1.0,23.0,0.03482692047021271
24,Cu__1,-0.0010676037610193431,,1.0,24.0,-0.0010676037610193431
25,Cu__2,0.002481346690182092,,1.0,25.0,0.002481346690182092
26,Cu__3,0.010366057326441002,,1.0,26.0,0.010366057326441002
27,Cu__4,0.018768252083550627,,1.0,27.0,0.018768252083550627
28,Cu__5,0.030217027083616024,,1.0,28.0,0.030217027083616024
29,Cu__6,0.041468894659723816,,1.0,29.0,0.041468894659723816
30,Pb__1,0.000515846291185766,,1.0,30.0,0.000515846291185766
31,Pb__2,0.003920444327042529,,1.0,31.0,0.003920444327042529
32,Pb__3,0.007738866447332999,,1.0,32.0,0.007738866447332999
33,Pb__4,0.013397317540543931,,1.0,33.0,0.013397317540543931
34,Pb__5,0.01912937070229731,,1.0,34.0,0.01912937070229731
35,Pb__6,0.02890689814070528,,1.0,35.0,0.02890689814070528
