,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,1.0170997511333333,0.8235366571196517,3.0,0.0,1.8135670967,1.0,0.168930026,2.0,1.0688021307,,,,,,,,,,
1,LB__LBtran,3.5348825880666666,0.5681416512690639,3.0,3.0,3.7682156355,4.0,2.887224819,5.0,3.9492073097000002,,,,,,,,,,
2,LB__LBstat,5.508015721366667,0.6034109616932297,3.0,6.0,5.1181374632,7.0,5.2028538641,8.0,6.2030558368,,,,,,,,,,
3,LB__LBGexp,0.6959536911333334,0.8358291716655973,3.0,9.0,0.6053888393,10.0,-0.0909050428,11.0,1.5733772769,,,,,,,,,,
4,LB__LBGtran,3.6037980098499998,1.3379544319493775,2.0,12.0,4.5498746616,13.0,2.6577213581,,,,,,,,,,,,
5,LB__LBGstat,6.664723360733333,2.9049699817435877,3.0,14.0,7.7745343352,15.0,8.851184375,16.0,3.368451372,,,,,,,,,,
6,Life Cycle__S0,7.495723921633332,0.47297021914806875,3.0,17.0,7.2701018005,18.0,7.1778125402,19.0,8.0392574242,,,,,,,,,,
7,Life Cycle__S1,3.4748700627000004,0.518942834817536,3.0,20.0,3.5015021495000003,21.0,3.9799840674,22.0,2.9431239712,,,,,,,,,,
8,Life Cycle__S2,4.6797207222,0.7526820939730914,3.0,23.0,3.988493085,24.0,4.5690631306,25.0,5.481605951,,,,,,,,,,
9,Life Cycle__S3,7.29651530575,0.6782658059723392,2.0,26.0,6.8169089549,27.0,7.7761216566,,,,,,,,,,,,
10,Life Cycle__S4,6.208186999333333,0.8402987179026249,3.0,28.0,5.3059515511,29.0,6.9684654135,30.0,6.3501440334,,,,,,,,,,
11,Life Cycle__S5,7.555730137366666,1.0166706205076628,3.0,31.0,7.1421124329,32.0,8.7140164967,33.0,6.8110614824999995,,,,,,,,,,
12,Life Cycle__S6,10.797960747800001,1.44039506539082,8.0,34.0,9.7929565546,35.0,12.2742675549,36.0,8.9650079844,37.0,10.597741600300001,38.0,13.4651162258,39.0,10.7882617399,40.0,10.5817382791,41.0,9.918596043400001
13,Life Cycle__S7,11.399788457200001,0.09280468154183417,3.0,42.0,11.3243166406,43.0,11.371640281,44.0,11.50340845,,,,,,,,,,
14,Life Cycle__S8,13.80057745595,2.3372267896749195,2.0,45.0,12.1479085438,46.0,15.4532463681,,,,,,,,,,,,
15,Life Cycle__G135,4.1503169066000005,2.0020980728319637,2.0,47.0,2.7346197827000003,48.0,5.5660140305,,,,,,,,,,,,
16,Life Cycle__G150,4.025803950899999,1.0597749373008578,3.0,49.0,4.9698430841,50.0,2.8794584216,51.0,4.228110347,,,,,,,,,,
17,Life Cycle__G180,3.503794227066667,0.30712618614216913,3.0,52.0,3.3262509685,53.0,3.3266988074,54.0,3.8584329053,,,,,,,,,,
18,Stress Time Course__C30,3.65053806595,0.17411872099911127,2.0,55.0,3.7736585943,56.0,3.5274175376,,,,,,,,,,,,
19,Stress Time Course__C90,2.8843880311500003,0.38541374570427417,2.0,57.0,3.1569167043,58.0,2.6118593580000002,,,,,,,,,,,,
20,Biofilm__BI,14.085266191150001,2.213059997563733,2.0,59.0,12.5203964597,60.0,15.6501359226,,,,,,,,,,,,
21,Biofilm__BC,1.20776638315,0.7991798920555852,4.0,61.0,0.027119580600000002,62.0,1.7103198803000002,63.0,1.4059703145,64.0,1.6876557572,,,,,,,,
22,Biofilm__Sw,2.7729185547500004,1.9130973682362644,2.0,65.0,4.1256826769,66.0,1.4201544326,,,,,,,,,,,,
23,Life Cycle__BT,10.532740926199999,0.7602095264847772,2.0,67.0,9.9951916149,68.0,11.0702902375,,,,,,,,,,,,
24,Life Cycle__B36,12.05287595995,0.9692587381214587,2.0,69.0,12.7382453864,70.0,11.3675065335,,,,,,,,,,,,
25,Life Cycle__B60,16.84789372405,1.3131768469139165,2.0,71.0,17.7764499774,72.0,15.9193374707,,,,,,,,,,,,
26,M9__M9exp,-3.333334071727497e-11,0.41884490352028636,3.0,73.0,-0.4468593187,74.0,0.3836439383,75.0,0.0632153803,,,,,,,,,,
27,M9__M9tran,3.1708979881333335,1.1910564077854493,3.0,76.0,3.6878397041,77.0,4.0161453067,78.0,1.8087089536,,,,,,,,,,
28,M9__M9stat,6.610492777066667,0.05428207787570729,3.0,79.0,6.5586628896,80.0,6.6669329735,81.0,6.6058824681,,,,,,,,,,
29,Supplement__M+G,3.7181613482333327,1.7382661177244823,3.0,82.0,5.6989955138,83.0,2.4470467371,84.0,3.0084417938,,,,,,,,,,
30,Supplement__Glu,1.5229204400333334,0.19838766023459956,3.0,85.0,1.6690168796,86.0,1.6026777715,87.0,1.297066669,,,,,,,,,,
31,Supplement__Fru,1.5048134860666667,1.3634265239182506,3.0,88.0,0.1201439675,89.0,1.5483419342,90.0,2.8459545565,,,,,,,,,,
32,Supplement__Mal,3.6775203082,0.7513140999506679,3.0,91.0,4.5441855102,92.0,3.2104023921,93.0,3.2779730223,,,,,,,,,,
33,Supplement__G+S,4.529186935549999,0.03212725949520611,2.0,94.0,4.5519043386,95.0,4.5064695325,,,,,,,,,,,,
34,Supplement__Pyr,5.101251292000001,0.5837808721069234,3.0,96.0,5.6157426432,97.0,4.4668132334,98.0,5.2211979994,,,,,,,,,,
35,Supplement__Gly,11.282138048066665,1.1133170708655489,3.0,99.0,12.0794784701,100.0,10.0101631429,101.0,11.7567725312,,,,,,,,,,
36,Supplement__Glucon,6.576432899733334,1.963459262073194,3.0,102.0,6.0852727037,103.0,4.9051813619,104.0,8.7388446336,,,,,,,,,,
37,Stressors__aero,3.1442604506999996,1.4096902151140878,3.0,105.0,2.2607176802,106.0,4.7699831154,107.0,2.4020805565,,,,,,,,,,
38,Stressors__nit,2.971951992633333,0.8389836710676676,3.0,108.0,3.0694053159,109.0,2.0884973887,110.0,3.7579532733,,,,,,,,,,
39,Stressors__ferm,3.6838596247,0.7987515511871632,3.0,111.0,2.8451120018,112.0,3.7709972862,113.0,4.4354695861,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,-1.5921428751,,1.0,114.0,-1.5921428751,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,-1.1705195064,,1.0,115.0,-1.1705195064,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,-1.8228167913000002,,1.0,116.0,-1.8228167913000002,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,-1.0937332198,,1.0,117.0,-1.0937332198,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,-0.0902225747,,1.0,118.0,-0.0902225747,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,0.7028893395,,1.0,119.0,0.7028893395,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,0.8459167206,,1.0,120.0,0.8459167206,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,2.1230532284,,1.0,121.0,2.1230532284,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,7.466415868,,1.0,122.0,7.466415868,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,6.2318542272,,1.0,123.0,6.2318542272,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,6.4854088416,,1.0,124.0,6.4854088416,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,6.9382621113,,1.0,125.0,6.9382621113,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,4.966448824,,1.0,126.0,4.966448824,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,4.8021195401,,1.0,127.0,4.8021195401,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,5.330834274,,1.0,128.0,5.330834274,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,5.4752350229,,1.0,129.0,5.4752350229,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,6.1534861699,,1.0,130.0,6.1534861699,,,,,,,,,,,,,,
