,-0.08361256213333333,-0.07166791039999999,-0.059723258666666654,-0.047778606933333315,-0.035833955199999976,-0.023889303466666637,-0.011944651733333297,4.163336342344337e-17,0.01194465173333338,0.02388930346666672,0.03583395520000006,0.0477786069333334,0.05972325866666674,0.07166791040000008,0.08361256213333342,0.09555721386666675,0.1075018656000001,0.11944651733333343,0.13139116906666676,0.14333582080000012
thresh,-0.089584888,0.089584888,4,,,,,,,,,,,,,,,,,
unreg,0,5,1,4,11,112,926,2524,683,111,23,9,2,1,1,0,0,0,1,0
PhoP,0,0,0,0,0,2,4,7,1,1,1,2,1,1,0,0,0,0,0,0
SigA,0,0,0,0,7,51,324,655,259,55,9,5,4,2,0,0,0,0,0,0
PhoP and SigA,0,0,1,2,0,0,7,25,9,1,1,0,2,0,1,7,6,5,3,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['pipA'],[]
PhoP_genes,[],[],[],[],[],['ydjM' 'ydjN'],['hpf' 'S1128' 'S223' 'S225'],['refZ' 'vpr' 'S438' 'phrK' 'S437' 'yjdB' 'S1350'],['rapK'],['yycQ'],['yxiO'],['yycP' 'yycO'],['yfkN'],['yurI'],[],[],[],[],[],[]
SigA_genes,[],[],[],[],['pbuX' 'sdpR' 'xpt' 'ptsG' 'ykuO' 'rbsB' 'ykuP'],"['nadA' 'pckA' 'znuA' 'sdpI' 'ykuN' 'S484' 'wprA' 'S568' 'catD' 'hutI'
 'S118' 'S1306' 'nadB' 'glnA' 'bmr' 'nifS' 'S363' 'nadC' 'S1452' 'rbsC'
 'S1356' 'S1098' 'S262' 'glnR' 'hutM' 'hutH' 'catE' 'sr1' 'S1057' 'hutU'
 'citM' 'S577' 'yflN' 'fabG' 'rnc' 'glpK' 'amhX' 'fapR' 'plsX' 'menE'
 'S320' 'yocH' 'narH' 'S1058' 'hutG' 'fabD' 'aprE' 'putP' 'csbA' 'S1517'
 'S710']","['nadR' 'frlD' 'gapB' 'narJ' 'S107' 'alkA' 'ytzK' 'S860' 'S1319' 'S1138'
 'ycnK' 'ydcG' 'S1291' 'S1209' 'cysL' 'ribT' 'rpsK' 'ylxS' 'odhB' 'yabE'
 'acpA' 'menC' 'yvcN' 'purE' 'bshA' 'drm' 'pyrR' 'ybdZ' 'albA' 'cca'
 'bglH' 'opuBD' 'narG' 'S1133' 'ylqD' 'rbsA' 'fabHA' 'speE' 'S56' 'S1346'
 'clpY' 'gcaD' 'S70' 'S584' 'parC' 'pupG' 'lctP' 'sspH' 'S231' 'S1412'
 'ywcE' 'pamR' 'S23' 'xynA' 'trmD' 'spo0B' 'narI' 'lmrB' 'rbsK' 'swrB'
 'S110' 'frlO' 'frlN' 'pucH' 'S116' 'degS' 'S1310' 'S541' 'S625' 'rplQ'
 'odhA' 'comFA' 'pbpD' 'BSU_misc_RNA_26' 'infA' 'comGA' 'ftsY' 'fadE'
 'S57' 'ctc' 'S1254' 'pdhC' 'S1355' 'spo0A' 'S914' 'purK' 'menB' 'rplGA'
 'yuxO' 'sigI' 'birA' 'bshC' 'fadA' 'sigD' 'copZ' 'S1345' 'parE' 'cwlO'
 'S563' 'S1349' 'rpmJ' 'kdgT' 'yxeQ' 'yxeO' 'S924' 'mreD' 'murG' 'fadN'
 'iolH' 'rimM' 'minC' 'S682' 'ylxR' 'S902' 'fabF' 'nadE' 'phrI' 'comGB'
 'sigA' 'rpoA' 'iolJ' 'sndB' 'lmrA' 'ywrB' 'pucM' 'psd' 'bglC' 'S636'
 'ponA' 'sigM' 'yvcJ' 'adk' 'sinI' 'S1348' 'frlM' 'recU' 'yydH' 'S1143'
 'dapB' 'yueC' 'fbp' 'recA' 'S322' 'tasA' 'opuAA' 'chrS' 'yvcI' 'prs'
 'sboA' 'S592' 'opuBA' 'rnjB' 'malA' 'pssA' 'nrdF' 'lutP' 'S88' 'defA'
 'pyrF' 'narK' 'bglS' 'S844' 'ybfM' 'sipS' 'nusA' 'yosX' 'S1344' 'S528'
 'cdd' 'icd' 'rpsM' 'map' 'S471' 'S1084' 'S1442' 'ypjD' 'comGD' 'acsA'
 'yqxD' 'pdhD' 'swrAA/2' 'pyrE' 'S1342' 'S1363' 'S1289' 'codY' 'pucF'
 'pta' 'swrA' 'ccpA' 'secY' 'guaA' 'S532' 'rsgI' 'pdhA' 'S48' 'pdp' 'lcfB'
 'S1444' 'infB' 'epsA' 'nrdE' 'secA' 'purB' 'yxeN' 'S1162' 'yxaM' 'clpQ'
 'S1343' 'fmt' 'S763' 'rbsD' 'S472' 'azoR2' 'bmrR' 'ybzG' 'S460' 'gabR'
 'arfM' 'spoIIE' 'ldh' 'S1085' 'comGC' 'S428' 'S952' 'S1365' 'nrdI' 'yurJ'
 'S1543' 'sigX' 'proI' 'rbsR' 'ycnJ' 'S1060' 'mdh' 'lutA' 'yuxK'
 'BSU_misc_RNA_10' 'S1511' 'fabL' 'S1283' 'ytxM' 'S746' 'S663' 'pbpF'
 'ureB' 'mtlR' 'S412' 'whiA' 'ganA' 'opuBC' 'lutB' 'yxeM' 'wapI' 'S1226'
 'minD' 'nupQ' 'S1440' 'comA' 'S481' 'rsbX' 'S1217' 'abnA' 'S1087' 'acdA'
 'S957' 'S1033' 'adaA' 'S1153' 'sboX' 'efeB' 'S1061' 'spoIIGA' 'pucG'
 'ytpP' 'adaB' 'ureC' 'htpG' 'S593' 'ycbK' 'maf' 'glpP' 'bshB1' 'glpF'
 'epsB' 'mleA' 'cstA' 'bglP' 'albB' 'S1366' 'S1120' 'S351' 'yhxA' 'comGE'
 'opuBB' 'yueB' 'spoIIT' 'epsC' 'ispA' 'ftsZ' 'ptsA' 'mbl' 'comC' 'iolI'
 'S321' 'era' 'ytrA' 'S580' 'folE' 'yhdL' 'smc' 'iolG' 'ytpR' 'capE' 'hbs'
 'S1092' 'sigE' 'S298' 'minJ' 'S836' 'S1398' 'ysxC' 'xylB' 'ytrC']","['ezrA' 'ganP' 'dhbB' 'pdhB' 'dnaG' 'speB' 'S1212' 'recO' 'pyrD' 'ccpC'
 'mgsA' 'rsiX' 'ysfE' 'acuC' 'ylaD' 'crh' 'S1139' 'S232' 'mleN' 'amyE'
 'dhbE' 'S843' 'ywrA' 'nrgB' 'gltB' 'albD' 'ganQ' 'frlB' 'S1327' 'yfkI'
 'ilvC' 'mtnW' 'dhbF' 'S16' 'yxeK' 'cheA' 'S39' 'S1284' 'ytpQ' 'S569'
 'fadF' 'S1443' 'yloM' 'S833' 'cheC' 'obg' 'znuC' 'S886' 'yfkH' 'S1100'
 'snaB' 'degU' 'yojE' 'iolR' 'rplO' 'S68' 'S108' 'S439' 'S440' 'ribD'
 'S1309' 'murB' 'ylxP' 'S490' 'S600' 'S709' 'ggaA' 'rapD' 'rpoE' 'disA'
 'epsO' 'lepA' 'ymaB' 'S1528' 'acoR' 'ylnF' 'proB' 'cheD' 'yjdF' 'guaD'
 'acuB' 'ppiB' 'S1011' 'nupO' 'mhqA' 'yfkJ' 'comFB' 'ytrD' 'S491' 'yoyC'
 'ribA' 'SR4' 'rsbV' 'S925' 'comX' 'S861' 'acuA' 'S1524' 'ggaB' 'motS'
 'nupP' 'yydI' 'kdgA' 'BSU_misc_RNA_29' 'rtpA' 'BSU_misc_RNA_27' 'mreC'
 'ssuD' 'rplS' 'iolE' 'S564' 'yueD' 'yaaJ' 'lutC' 'ald' 'iolD' 'iolF'
 'S972' 'ribE' 'yvcD' 'purC' 'ytrB' 'fur' 'radA' 'rpmD' 'yqzL' 'gltC'
 'S1169' 'yukB' 'kduI' 'yneI' 'S1403' 'S854' 'ssuC' 'yhdF' 'cdaA' 'ureA'
 'zinT' 'abn2' 'ytrF' 'mhqE' 'copA' 'S1064' 'S138' 'asnH' 'S46' 'comQ'
 'albC' 'yqiK' 'S1518' 'flhF' 'rpoC' 'S353' 'prfB' 'nupC' 'dctP' 'fadB'
 'proH' 'ywoB' 'S948' 'S684' 'ybbA' 'S1470' 'liaG' 'yotM' 'znuB' 'flhG'
 'S45' 'yydG' 'ganS' 'yukE' 'cheW' 'opuAB' 'S1275' 'ywkB' 'comGF' 'ydfK'
 'purM' 'motP' 'bsrG' 'rpsE' 'gtaB' 'S602' 'yrrT' 'S208' 'rpoB' 'ftsW'
 'liaS' 'spoIIIL' 'aprX' 'fruC' 'citA' 'S529' 'yvyF' 'epsN' 'gudB' 'mtrB'
 'spoIIIJ' 'S531' 'S1101' 'iolA' 'S52' 'abfA' 'fadR' 'S330' 'epsE' 'S762'
 'cheB' 'opuD' 'liaF' 'lonA' 'feuC' 'S635' 'S1282' 'mhqD' 'S1540' 'rsbW'
 'S1362' 'S245' 'manA' 'gltR' 'yloN' 'proA' 'S1413' 'sigH' 'pabB' 'pycA'
 'cdaR' 'pdeH' 'yhcY' 'ylaC' 'S1127' 'S1308' 'purF' 'fliW' 'S1296' 'epsD'
 'gltA' 'S1079' 'citG' 'folC' 'S1099' 'S1065' 'S953' 'S954' 'S1454' 'codV'
 'cymR' 'purD' 'S1066' 'S1295' 'S1527' 'ilvH' 'melA' 'nrgA' 'S1307' 'htrA'
 'sigB' 'etfA' 'rpoY' 'yneN' 'kinB' 'rocR' 'speD' 'araP' 'ytrE' 'flhA'
 'yvoD' 'S1322' 'S672' 'glmR' 'mhqP' 'tapA' 'cspB' 'ygaN' 'ftsA' 'ybfK'
 'sbp' 'ackA' 'citZ' 'wapA' 'abf2' 'comFC' 'mtnN' 'iolS' 'fliQ' 'S1170'
 'dhbC' 'med' 'lytB' 'dtpT' 'spo0F' 'liaR' 'pucJ' 'ribR' 'ssuB' 'tetB'
 'S1377' 'S489' 'glmM' 'S1329' 'yukC' 'yazB' 'S1447' 'rapG' 'scoC' 'trmFO'
 'capA' 'cadA' 'araQ' 'phrH' 'S1115' 'S47' 'S268' 'S1421' 'spoIIIE' 'yviE'
 'opuAC' 'S881' 'ytnM' 'S1216' 'ssuA' 'dynA' 'ribH' 'ganB' 'S1464' 'purN'
 'comP' 'epsF' 'pucL' 'S1382' 'rpmGB' 'divIB' 'S1526' 'yydF' 'feuB' 'yneJ'
 'rplF' 'ktrC' 'hlpB' 'ptsI' 'pabA' 'cccA' 'qcrA' 'iolC' 'yotE' 'kduD'
 'hypO' 'scr' 'ascR' 'yqeU' 'gbsB' 'tcyM' 'capB' 'yojF' 'gabP' 'rplR'
 'cysH' 'S1434' 'lysS' 'lutR' 'fliR' 'rplE' 'blt' 'S1318' 'ylxX' 'yvoE'
 'valS' 'araN' 'epsL' 'bshB2' 'sinR' 'sirB' 'purQ' 'S1032' 'S669' 'uxaC'
 'S466' 'xynB' 'phrE' 'albE' 'tcyN' 'S1506' 'sda' 'licR' 'purT' 'cmoJ'
 'epsK' 'ycnI' 'rbfA' 'S949' 'radC' 'hemZ' 'sdhA' 'mreB' 'carA' 'dhbA'
 'epsM' 'yxaB' 'yqdA' 'lytC' 'rapH' 'etfB' 'tcyL' 'tilS' 'ypbS' 'capC'
 'bmrA' 'mta' 'ykoP' 'yhdK' 'S310' 'yotK' 'folEB' 'cmoO' 'epsG' 'mtnX'
 'S366' 'sbcC' 'yciB' 'flhB' 'iolB' 'BSU_misc_RNA_15' 'ylbQ' 'mccB' 'pucE'
 'S534' 'purH' 'ytfP' 'S1208' 'S599' 'ccdA' 'S371' 'yflI' 'pucK' 'S1539'
 'sndA' 'S90' 'yacF' 'yotI' 'S266' 'S477' 'secE' 'ptpZ' 'feuA' 'xynP'
 'ftsH' 'ilvB' 'kdgR' 'glmS' 'S1063' 'degQ' 'S51' 'licH' 'S1152' 'yhcZ'
 'carB' 'yutF' 'sprB' 'ptkA' 'ylaA' 'tcyK' 'yotB' 'S1513' 'ansZ' 'yrhC'
 'bltD' 'zagA' 'pucA' 'pyrG' 'S1253' 'S1353' 'yqzO' 'yjmB' 'yotJ' 'proJ'
 'S1125' 'S69' 'tyrS' 'pyrK' 'yotG' 'pheT' 'rpsN' 'putR' 'phrG' 'hprT'
 'levB' 'ywzB' 'purL' 'S207' 'S367' 'kdgK' 'murAA' 'trpP' 'tcyJ' 'csrA'
 'arsB' 'rnjA' 'sacA' 'tpi' 'yutE' 'S38' 'nupN' 'S1081' 'mtnE' 'pucD'
 'S42' 'S1448' 'citR' 'cssR' 'epsI' 'thrZ' 'S1213' 'yqaL' 'rpsP' 'asd'
 'S982' 'S18' 'rpsH' 'dapA' 'argF' 'araM' 'S1516' 'sigG' 'sipW' 'gbsA'
 'gutP' 'albF' 'yydJ' 'epsJ' 'yqaG' 'menD' 'mecA' 'yukD' 'S1228' 'yotC'
 'S560' 'lgt' 'mccA' 'albG' 'yutD' 'glcP' 'spo0E' 'argD' 'S1067' 'yotD'
 'rapI' 'ptsH' 'fliP' 'cssS' 'rpmC' 'yqaN' 'ogt' 'S128' 'qcrC' 'pabC'
 'cysP' 'manP' 'S411' 'S485' 'S683' 'mhqN' 'S1525' 'S1093' 'ntdA' 'pucB'
 'rplX' 'S1043' 'ypzF' 'yczL' 'arsC' 'manR' 'yqiI' 'uxaA' 'ykqA' 'des'
 'nasB' 'gyrA' 'gltX' 'folK' 'ohrA' 'snaA' 'pucC' 'S1300' 'yfmP' 'sbcD'
 'yqaH' 'hprK' 'ylqC' 'cheY' 'pgk' 'yotH' 'pheS' 'yqiH' 'S1294' 'S1215'
 'lytE' 'ylbP' 'recF' 'S121' 'gmuF' 'S1078' 'rplN' 'yqaM' 'fliZ' 'cmoI'
 'mhqO' 'S565' 'yfmO' 'S1313' 'mcsB' 'S190' 'rhaR' 'mtlF' 'glnT' 'S1119'
 'pgm' 'comEC' 'ywdA' 'sdhB' 'purS' 'S452' 'ylxW' 'leuB' 'rhaA' 'spx'
 'S947' 'glsA' 'qcrB' 'yqaK' 'dapG' 'rhaEW' 'licT' 'mtlD' 'S1450' 'rapB'
 'exuR' 'S6' 'pmi' 'thiE' 'S355' 'yqaF' 'gmuG' 'rplC' 'S892' 'sul' 'rhaB'
 'thiM' 'yqaJ' 'maeA' 'leuC' 'S87' 'araD' 'rpsQ' 'nasC']","['fliJ' 'flgB' 'leuA' 'S1505' 'argB' 'thrS' 'comEB' 'S1512' 'addA' 'ntdB'
 'S17' 'S730' 'kinC' 'psdB' 'S1441' 'ylxF' 'S486' 'jag' 'S963' 'folB'
 'citB' 'ywbI' 'S463' 'fliE' 'ylaB' 'S467' 'S220' 'fliH' 'S1312' 'S1177'
 'S621' 'fliG' 'araL' 'gabT' 'flgK' 'comK' 'yflG' 'kapB' 'psdS' 'S668'
 'yhdA' 'lrpC' 'fliK' 'thrR' 'licA' 'gutB' 'cysK' 'sacX' 'mtnB' 'sprA'
 'uxaB' 'epsH' 'yvoF' 'ylnD' 'topB' 'veg' 'sacY' 'gyrB' 'sdhC' 'ymfC'
 'dnaA' 'dra' 'hutP' 'mtnD' 'liaH' 'S1575' 'putB' 'malP' 'metI' 'kinE'
 'exuT' 'comEA' 'rppH' 'rplP' 'ntdC' 'S1076' 'yqeV' 'remB' 'S1481' 'flgE'
 'mtnU' 'dppE' 'mcsA' 'argJ' 'sat' 'ctsR' 'araR' 'flgD' 'rplV' 'gmuE'
 'phrC' 'uxuA' 'rpsR' 'S1303' 'lcfA' 'S1321' 'rpsC' 'yxaA' 'S570' 'gamR'
 'fliY' 'comGG' 'S605' 'fliL' 'S585' 'clpC' 'swrD' 'addB' 'ctaA' 'S1257'
 'flgL' 'glcR' 'psdR' 'licC' 'yjmF' 'argC' 'S502' 'ywhA' 'yqcK' 'glyA'
 'S480' 'putC' 'yvyG' 'liaI' 'S579' 'yacO' 'txpA' 'S55' 'S1137' 'flgC'
 'psdA' 'ypqP' 'yjmD' 'sacB' 'dppD' 'S1422' 'rplB' 'S1507' 'yqaI' 'S1'
 'dppA' 'yrvO' 'fliM' 'yjmC' 'araB' 'metC' 'rplW' 'melC' 'flgM' 'tkmA'
 'rsbS' 'tagU' 'ssbA' 'fnr' 'BSU_misc_RNA_21' 'galE' 'S1419' 'fliF' 'rpsS'
 'ybgB' 'S323' 'S378' 'yxiE' 'dppB' 'eno' 'menF' 'leuD' 'sspE' 'pyrP'
 'ylxM' 'S1394' 'S267' 'rsbU' 'S893' 'xylA' 'S1314' 'fliI' 'S315' 'glvR'
 'ywoD' 'rpsJ' 'ffh' 'nasE' 'S667' 'rhaM' 'S1176' 'pyrAB' 'dppC' 'yxnB'
 'rplD' 'dnaJ' 'S1135' 'yacP' 'efeU' 'nasF' 'lytA' 'yflH' 'cysE' 'cysC'
 'S3' 'cysS' 'sacP' 'rsbR' 'ohrR' 'efeO' 'S1465' 'gamP' 'clpX' 'yyaF'
 'gapA' 'S634' 'abrB' 'dnaN' 'ugd' 'pheA' 'S209' 'ycnL' 'hemN' 'hemA'
 'nagB' 'yxbA' 'S189' 'rpsF' 'S328' 'ahpF' 'arsR' 'yqeT' 'clpP' 'mtlA'
 'ahpC' 'mutY' 'hemL' 'pfeT' 'bacE' 'hemX' 'S533' 'rsbT' 'S1531' 'msrB'
 'rpsD' 'rapC' 'ydfM' 'S1301' 'S401' 'mrnC' 'gmuR' 'nagA' 'S91' 'trmU'
 'ansA' 'antE' 'S5' 'sufC' 'vmlR' 'yaaA' 'gamA' 'ansB' 'yeaB' 'S132']","['S297' 'phoC' 'rpmH' 'hemC' 'licB' 'yxbB' 'trxA' 'hemD' 'S1581' 'gntZ'
 'nagR' 'melD' 'S29' 'hemB' 'gmuD' 'S203' 'melE' 'ywoC' 'sufB' 'S1582'
 'perR' 'msrA' 'bacF' 'bacB' 'sufD' 'S960' 'comZ' 'gabD' 'dnaK' 'bacD'
 'sufU' 'groEL' 'nfrA' 'groES' 'bacC' 'rapA' 'melR' 'sufS'
 'BSU_misc_RNA_28' 'surC' 'araE' 'grpE' 'mtnK' 'pyrAA' 'cysJ' 'bacA'
 'phrA' 'S1468' 'gmuC' 'braB' 'hrcA' 'mtnA' 'glpD' 'araA' 'cysI']",['pyrB' 'ywcH' 'nagP' 'pyrC' 'hmp' 'S1124' 'gntP' 'purA' 'gmuA'],['nasD' 'S1302' 'gmuB' 'gntK' 'cggR'],['gntR' 'alsD' 'clpE' 'S492'],['alsS' 'mrgA'],[],[],[],[],[],[]
PhoP and SigA_genes,[],[],['S1375'],['tagA' 'tagB'],[],[],['S327' 'skfC' 'comS' 'srfAB' 'S77' 'skfB' 'skfG'],"['skfF' 'skfA' 'srfAC' 'skfH' 'skfE' 'S126' 'srfAA' 'tagD' 'treR' 'S1374'
 'srfAD' 'S78' 'S878' 'S1373' 'phoR' 'S1372' 'tagF' 'S201' 'tagE' 'phoP'
 'S879' 'resC' 'resE' 'S1097' 'resD']",['S1371' 'resA' 'resB' 'ykzB' 'tagG' 'S83' 'S82' 'glpT' 'tagH'],['treA'],['treP'],[],['tatCD' 'S99'],[],['tatAD'],['pstBB' 'pstBA' 'pstS' 'phoA' 'phoD' 'tuaH' 'tuaG'],['pstC' 'tuaF' 'pstA' 'glpQ' 'tuaE' 'S1361'],['tuaD' 'phoB' 'ydhF' 'tuaC' 'tuaB'],['tuaA/1' 'tuaA/2' 'ykoL'],[]
