,A,MtlR
R2,,0.03862073372084096
xmin,,-2.9128349443303163
xmid,,1.5748034716805948
xmax,,2.951100731323673
ystart,,-1.3995468140662073
yend,,9.947586940928952
SRX8138083,0.2574700314150691,-0.22906611277932495
SRX8138084,-0.20340331370660436,-0.057490595448109076
SRX8138085,-0.05406671770843786,0.2865567082274349
SRX8138086,-0.4061635808252564,-0.2886015195806442
SRX8138087,0.1794919446748837,-0.010203406478697552
SRX8138088,0.2782590054796044,0.1526271898086975
ERX4111143,-0.7624055996284198,-0.02937084047734295
ERX4111144,-2.693377931910905,-0.9837957352571588
ERX4111145,-12.429473924067128,-0.4574853205142482
ERX4111146,-14.704644051038484,-0.917399762471108
ERX4111148,-3.286506551071166,-0.1252740891683235
ERX4111149,-12.7429427474723,-0.5308455316095033
ERX4111150,-13.086272367069887,-0.3632759165620128
ERX4111151,0.7624055996284219,0.02937084047734295
ERX4111152,-2.074373852378252,-0.3367322989402357
ERX4111153,-13.608826477125875,-0.4991983669211146
ERX4111154,-13.267441523679727,-0.8029860489430359
ERX4111156,-2.559439960744243,-0.4123554579756936
ERX4111157,-13.478305415285561,-0.4209058055835619
ERX4111158,-13.659890858415071,-0.3452569912767061
SRX5577041,-0.4785185060749854,-0.03559564235821533
SRX5577042,0.11391081286305818,-0.046212727835673206
SRX5577043,0.24461566911258165,0.038415019625721136
SRX5577044,0.1199920240993568,0.0433933505681674
SRX5577045,-0.07447567269008347,0.027605588788180317
SRX5577046,-0.3596029304690921,0.11425170274039155
SRX5577047,-1.2776923411711596,-0.20852765837219334
SRX5577048,-1.411739239110012,-0.3932894181731594
SRX5577049,-1.9326234058616718,-0.011639181082161444
SRX5577050,-2.294503274879835,-0.056753815085910375
SRX5577051,-1.7964645138435018,0.4643974177027701
SRX5577052,-1.7897457640421632,0.4622244081376374
SRX5577053,-2.33355332156405,0.6062785037032139
SRX5577054,-2.2701737334714984,-0.6169581385279255
SRX5577055,-2.4134705279118047,0.8352625086892065
SRX5577056,-3.5768164033324217,-0.29114509061194216
SRX5577057,-2.9465434568647164,0.007005030754974939
SRX5577058,-3.727334634641125,-0.4605249895309447
SRX5577059,-3.783648542007326,-0.4951616976138444
SRX5577060,-4.530985882831325,-0.3119073731048685
SRX5577061,-0.8965669642947729,1.9217297830711104
SRX5577062,-6.110136824327723,-0.0830882189802109
SRX5577063,-6.984670910680907,0.0228604017151417
SRX5577064,-3.138570955899312,0.9485754264576602
SRX5577065,-5.709694835326397,0.8136144215224475
SRX5577066,-3.3036236281321307,1.232385888257812
SRX5577067,-1.7887700064358194,1.8628441007139316
SRX5577068,-3.4017942651617297,1.3054948199600611
SRX533166,0.05711719606317636,0.09089943682195578
SRX533171,-0.057117196063191364,-0.0908994368219549
SRX533786,-1.3167588231081102,0.1002623804738132
SRX533787,-1.4958392811332848,-0.22109775263375475
SRX533789,-1.537068995120265,-0.1499818635602237
SRX533791,-1.1581276591648757,-0.4059833606579586
SRX533792,-1.0647021064423967,-0.410247784572733
SRX533793,-1.2345529449091703,-0.2366119805776545
SRX533794,-1.950905929322985,-0.38995194117932375
SRX533795,-1.459805487787002,-0.5503147052900479
SRX4703435,0.2647934051206965,0.0911219491008719
SRX4703436,0.21892762248454464,0.16131575424167366
SRX4703437,-0.4837210276052718,-0.2524377033425447
SRX4703438,1.9702739520002919,0.3114096887879905
SRX4703439,1.233597811610095,0.18662518138498466
SRX4703440,1.5519539778960059,0.3632827245396939
SRX6902408,3.3765497587437303,-0.5597791397274611
SRX6902409,2.0279456914591893,-0.16610984343207047
SRX6902410,2.22652523021319,-0.2718923094715757
SRX6902411,-1.6264165917798081,-0.3435441127333085
SRX6902412,0.7599079079253233,-0.2661242556041445
SRX6902413,-0.2865746361992158,0.003716746583205755
SRX6902414,0.5053509932200388,0.00992730600816927
SRX6902415,-0.5053509932200312,-0.00992730600816927
SRX5278698,0.13558376286348747,0.037432429593057925
SRX5278699,-0.19528832056099396,0.02553000409656292
SRX5278700,0.05970455769750033,-0.06296243368962083
SRX5278701,1.2288469846256114,-0.2988222542207475
SRX5278702,0.9493275526013032,-0.2901638346651909
SRX5278703,1.7539860539553402,-0.5950596749022226
SRX5278704,4.918669433163355,0.2026256460928284
SRX5278705,3.8210661924498823,-0.08899468372881802
SRX5278707,2.246778258027605,-1.5825325111824442
SRX5278708,2.6000361020522003,-1.2038769072967843
SRX5278709,-2.0423828652183933,-0.8620919589361775
SRX5278710,3.335700325689128,-0.6571194791973434
SRX5278711,1.6539542388597517,-0.3097977812597552
SRX5278713,5.428485602223568,-0.3767220053332361
SRX5278714,4.13002662167185,-0.2472165282631238
SRX5278715,10.133822242065476,0.29074802642792097
SRX5278716,-1.5393478420967497,0.2186515003768985
SRX5278717,0.10121504802626163,0.3525127182810799
SRX5278718,-1.1229896470117349,0.1832751459918427
SRX5278719,1.2240246935927166,0.6041723891160666
SRX5278720,2.748157536174848,0.882376954399521
SRX5278721,3.2199160542725425,0.4610295936483952
SRX1254783,-14.281696720216576,0.07010823364342222
SRX1254784,-11.98807671244101,0.3036231143379551
SRX1254785,-12.005405425202913,0.4861141885052725
SRX1254786,-12.017686391315136,0.17558892143245594
SRX1473807,-0.2914733305538503,0.08165480858016938
SRX1473808,2.125956469520161,-0.005502451083027715
SRX1473809,-1.834483138966316,-0.07615235749714255
SRX7520944,0.223839223074714,-0.06508170626622789
SRX7520945,0.8039564780897092,-0.07520901072294972
SRX7520946,-0.5067995272452981,0.08082488649721675
SRX7520947,-0.5209961739191344,0.05946583049195998
SRX7520948,1.3853718305643177,-2.0309080833173514
SRX7520949,1.2515884117472682,-2.034318143792317
SRX7520950,1.2669584399715583,-1.0037609377757812
SRX7520951,0.8305502367150441,-1.0156020304752014
SRX959206,0.003258304721845613,0.04738010825466876
SRX959207,1.0093398882338829,0.2546175157323747
SRX959208,0.8137985982581527,0.006484598834397559
SRX959209,0.10910408133667243,-0.11647303957073872
SRX959210,-0.8056510750932361,-0.4157144982684127
SRX959211,-0.23798394995247826,-0.5479138278181264
SRX959212,0.4228915688792016,0.10570266960346776
SRX959213,-0.3521785159045105,0.2845229627293344
SRX959214,-0.2269409290439701,0.16648416113559786
SRX959215,0.2482097603059969,-0.05017606180275358
SRX959216,-0.11326662639970347,-0.3472767402857757
SRX959217,0.021284742162983167,-0.15925699137986893
SRX3269802,3.801781142183164,0.7784402391113181
SRX3269803,-3.801781142183153,-0.7784402391113172
SRX3269804,-0.8742503798184954,-0.8476853703504448
SRX3269805,-4.38991861734238,-2.1275052300807946
SRX3269806,-1.9204635345032028,-1.0888173087537585
SRX3269807,-11.532731333501086,-0.020608071107772297
SRX3269808,-11.778627553563206,-0.4266284423000792
SRX3269809,-11.396680657762852,-0.5853621010851651
SRX3269810,-13.391149358633866,-0.8531024885855458
SRX3269811,-13.348171578479171,-1.4411132350793467
SRX2529102,0.2781502363143194,0.5972918547669392
SRX2529103,-0.27815023631432023,-0.5972918547669401
SRX2529104,1.24929159158251,1.9594986369748308
SRX2529105,0.09219355825320924,2.061724423600893
ERX1981712,15.705539941659662,1.9642383539464408
ERX1981713,14.95094827285588,1.9730102842601296
ERX1981714,14.15584214247561,2.0864894419067275
