,A,MtlR
ERX1981715,0.544599623148606,-0.19000193607569305
ERX1981716,-0.2784542425708699,0.14912837024794445
ERX1981717,-0.26614538057773496,0.04087356582774948
ERX2274784,9.583547488047218,-0.3687672107584765
ERX2274785,-0.9603300170315868,1.3788936500077709
ERX2274786,-0.8225508787337678,0.33458398005348045
ERX2274787,1.1191681477716102,1.2199040985009189
ERX2274788,0.7950367136494236,1.3503724666512884
ERX2274789,0.5997475628045819,0.8908478632588741
ERX2274790,7.2001942168561754,-0.055731658820482366
ERX2274791,-0.7785886850972296,1.0565192239899668
ERX2274792,-2.340216154947504,0.07331951129574144
ERX2274793,3.8396910769685286,1.2458827207859915
ERX2274794,6.674254401800648,1.24773535033399
ERX2274795,4.577301001562296,1.342012109236622
ERX2274796,2.7142388001171325,-0.19064359108166065
ERX2274797,-2.6663088972394564,-0.48780005961535
ERX2274798,-0.047929902877675935,0.6784436506970097
ERX2274799,0.6356618260783886,1.4029315455422091
ERX2274800,0.8530882695208466,0.8620868999609383
ERX2274801,2.7206740383923207,1.806452609974737
ERX1819430,-2.16764871883465,-0.6527237771349466
ERX1819431,-1.0621624021266485,-0.5690620606554235
ERX1819432,-1.6503125108833516,-0.8184958558596342
ERX1819433,-1.1655083984948618,-0.6255179438858836
ERX1819434,2.251791925149718,-0.1398473398051019
ERX1819435,-2.9149438625949866,-0.5920960805107374
ERX1819436,1.9347074454909765,-0.31488277488409544
ERX1819437,-2.750716093029211,-0.4023769962958079
ERX1819438,2.0142098961388424,0.7558282715654832
ERX1819439,-2.163005064574091,-0.4347104016931427
ERX1819440,2.17513315272382,0.5930701542183323
ERX1819441,-1.2414289437217934,-0.29791115442298644
ERX1819442,-4.266001821288573,-0.6159809317603813
ERX1819443,-1.263427441411218,-0.07825574995082363
ERX1819444,-4.607282114813874,-0.5613324092482443
ERX1819445,-0.7703763223061205,0.061981579247283314
ERX3440914,-1.7846283611084737,0.005356454633078656
ERX3440915,-1.9286478013242143,-0.4370670979401208
ERX3440916,0.7250428352679333,-0.2773815068695562
ERX3440917,1.3540698729769611,0.157152256887386
ERX3440918,-3.5697020164082045,0.4058150340511535
ERX3440919,-3.5921513209250646,0.33707994177333145
ERX3440920,-3.7356899343343866,0.4930505231326405
ERX3440921,-8.389949499788058,1.3473920352832716
ERX3440922,-8.586516946871718,1.4665237946287002
ERX3440923,-9.160450405622237,0.8523634777786021
ERX3440924,-9.488624959261163,1.0595028080369246
ERX3440925,1.2782345472650731,0.08877199952058222
ERX3440926,-8.102805739129293,0.8554956546135211
ERX3440927,-7.997801282375011,1.0008245214203957
ERX3440928,-8.024042886258307,0.646578785684337
ERX3440929,-10.294195612609915,-0.1965894767527612
ERX3440930,-9.836171075379212,0.006731657093030029
ERX3440931,-6.76027456905276,2.0449769493918
ERX3440932,-7.534036072358428,1.3982303186640817
ERX3440933,-6.0328779955200815,1.9761643544160041
ERX3440934,-7.420235439005794,1.4168421443271262
ERX3440935,-6.9852823666910835,1.6012079311832943
ERX3440936,0.5063938138433957,-0.09412845415366268
ERX3440937,-7.1897629393326925,1.4143926353798388
ERX3440938,-2.304218772244382,-0.4395307650118872
ERX3440939,-0.09646652974471842,-0.03926544127901899
ERX3440940,0.2078213338667484,-0.4747415201681591
ERX3440941,-1.2877586776747685,-0.2387452201897551
ERX3440942,-1.8893210548805288,-0.7213529550688742
ERX3440943,1.0398010169947367,-0.11042053360000814
SRX5347612,4.136853432387012,1.0357133755207348
SRX5347613,0.20679870994322655,-0.1250111781262131
SRX5347614,-4.3436521423302334,-0.9107021973945201
SRX5347615,1.6613638484930613,0.4978184355074484
SRX5347616,2.9052196115695867,0.3543170639522666
SRX5347617,2.1963882126756866,0.18347022507688934
SRX5347618,1.4855662749493632,0.08923529259058505
SRX5347619,3.7928699249064897,1.2337589412455878
SRX5347620,2.5926844154378768,0.43827541412229465
SRX5347621,0.20829010573059695,0.4189110351468486
SRX5347622,0.35021970813202075,0.2092323363156927
SRX5347623,0.6146714290587224,0.05506905186461975
SRX8170783,0.2574965878108525,-0.2290660206139901
SRX8170784,-0.2034353214668994,-0.057490594416755414
SRX8170785,-0.0540612663439542,0.2865566150307464
SRX8170786,-0.002561818382432945,-0.34775177163184695
SRX8170787,-0.3537624385784071,-0.44623238906756496
SRX8170788,-0.7232835888190793,-0.31915995750747594
SRX5177009,-7.066229017832222,1.9297051142771025
SRX5177010,-8.067342572617648,1.3502758092039715
SRX5177011,-6.421682444462223,1.4727806576539275
SRX5177012,-7.278809717469438,1.164255335904136
SRX7354731,-0.1727330795129453,0.0031002940683042546
SRX7354732,0.17273307951293368,-0.0031002940683042546
SRX7354733,6.163380039044912,2.1676464832211324
SRX7354734,6.506400150561537,2.951100731323673
SRX7354735,1.7497605968047625,0.9606040305815235
SRX7354736,4.344268434594815,1.1213625008205772
SRX7354737,0.503759780710483,1.2122283107402543
SRX7354738,-0.18180720286769012,0.9030856244849416
SRX2508581,0.1326020442450652,0.02257594062399715
SRX2508582,-0.32369387508568365,-0.30394763352263965
SRX2508583,1.2935741079432603,-1.0233041340572049
SRX2508584,1.1785289404047583,-0.7949999648852923
SRX2508585,-0.1409299149570161,-0.06714347035439694
SRX2508586,-0.19316260424568804,-0.06415901242850097
SRX2508587,2.013896449738568,-1.2861654315557374
SRX2508588,2.774537570426852,-1.1295516948807087
SRX2508589,0.008327870711954472,0.04456752973040157
SRX2508590,-0.1906545500941887,-0.05620806426408365
SRX2508591,1.0383275942849473,-0.3307828081996389
SRX2508592,1.8336786002284944,-0.3975360688453957
SRX1736086,-2.0876068983358733,-0.27425878038676466
SRX1736087,2.317729921687973,0.18322305294263155
SRX1736088,-0.2301230233521155,0.09103572744413137
SRX1736089,-0.2243163477534131,-2.7761757000785647
SRX1736090,1.4330843918822282,-1.7319375499485004
SRX1736091,1.3210602416328188,-2.2774844963581793
SRX1736092,-0.6426660054526707,-0.19354481058983986
SRX1736093,2.6891695533105464,-0.036013735925588534
SRX1736094,-2.44069542627603,0.08217942666618683
SRX1736095,-1.8921856707713056,-2.5973541478145226
SRX1736096,1.282888778813464,-2.4484103454154797
SRX1736097,-4.534868777614297,-2.9128349443303163
SRX7176371,-0.23931865146901055,-0.031492764964271565
SRX7176372,0.5253973301244467,0.13031789144102654
SRX7176373,-0.2860786786554347,-0.09882512647675323
SRX7176374,-1.2046317653303478,-0.25528863055792783
SRX7176375,-0.3644580313265172,-0.10437636929259764
SRX7176376,-0.5356934620313972,-0.34227224450522803
