,-0.19196169410298586,-0.1599680784191549,-0.12797446273532392,-0.09598084705149296,-0.06398723136766199,-0.03199361568383102,-5.551115123125783e-17,0.03199361568383091,0.06398723136766188,0.09598084705149285,0.1279744627353238,0.15996807841915478,0.19196169410298575,0.22395530978681671,0.2559489254706477,0.28794254115447865,0.3199361568383096,0.3519297725221406,0.38392338820597155,0.4159170038898025
thresh,-0.20795850194490134,0.20795850194490134,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,3,309,3729,269,12,0,0,0,0,0,0,0,0,0,0,0
MtlR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
MtlR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['mtlD' 'mtlA'],['mtlF'],[]
