k,name,in_iM,gene_weight,regulator,function,category
3,Cadmium,False,-0.0362516387924552,,,
5,Lead,False,-0.02249836031347513,,,
6,Iron,False,0.02177218033000827,,,
14,UC-7,False,0.010341669917106628,,,
11,Chromium,False,0.009964381381869315,,,
4,UC-4,False,0.008463987000286579,,,
13,UC-6,False,0.0041688894620165225,,,
7,Zinc - Steady,False,0.0030034067528322337,,,
1,UC-2,False,0.0029423880577087408,,,
2,UC-3,False,0.002677581908646971,,,
10,Copper,False,-0.002543124784715473,,,
0,UC-1,False,-0.0013806396885775027,,,
12,Zinc - Intermediate,False,-0.00106990954828875,,,
9,UC-5,False,0.0008059221446789037,,,
8,Zinc - Fast,False,0.0002773123217048124,,,
