,-0.45396909105777744,-0.3891163637638092,-0.32426363646984097,-0.25941090917587273,-0.1945581818819045,-0.12970545458793625,-0.06485272729396802,2.220446049250313e-16,0.06485272729396846,0.12970545458793675,0.19455818188190493,0.2594109091758731,0.3242636364698414,0.3891163637638097,0.4539690910577779,0.5188218183517461,0.5836745456457144,0.6485272729396827,0.713380000233651,0.7782327275276191
thresh,-0.48639545470476153,0.48639545470476153,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,2,24,1743,31,3,0,1,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['soxR'],[]
