,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,7.679266666666667,0.11545572022785773,3.0,0.0,7.5698,1.0,7.6681,2.0,7.7999,,,,,,,,,,
1,LB__LBtran,8.211233333333332,0.20299857963378332,3.0,3.0,8.3511,4.0,7.9784,5.0,8.3042,,,,,,,,,,
2,LB__LBstat,8.1507,0.07524101275235474,3.0,6.0,8.1403,7.0,8.2306,8.0,8.0812,,,,,,,,,,
3,LB__LBGexp,7.500800000000001,0.1521008875713746,3.0,9.0,7.4474,10.0,7.3826,11.0,7.6724,,,,,,,,,,
4,LB__LBGtran,8.0497,0.21736462453674493,2.0,12.0,8.2034,13.0,7.896,,,,,,,,,,,,
5,LB__LBGstat,8.4635,0.2659811459483549,3.0,14.0,8.7318,15.0,8.1999,16.0,8.4588,,,,,,,,,,
6,Life Cycle__S0,8.190333333333333,0.23982164900886904,3.0,17.0,7.9405,18.0,8.4187,19.0,8.2118,,,,,,,,,,
7,Life Cycle__S1,8.673666666666668,0.24212536697614584,3.0,20.0,8.5626,21.0,8.507,22.0,8.9514,,,,,,,,,,
8,Life Cycle__S2,7.958466666666666,0.22872764007293378,3.0,23.0,8.2048,24.0,7.9178,25.0,7.7528,,,,,,,,,,
9,Life Cycle__S3,8.189499999999999,0.05628569978244989,2.0,26.0,8.2293,27.0,8.1497,,,,,,,,,,,,
10,Life Cycle__S4,8.230833333333335,0.25200933183779806,3.0,28.0,8.4692,29.0,7.9671,30.0,8.2562,,,,,,,,,,
11,Life Cycle__S5,8.438166666666666,0.1501729780397702,3.0,31.0,8.417,32.0,8.2997,33.0,8.5978,,,,,,,,,,
12,Life Cycle__S6,8.2179125,0.3033043612210583,8.0,34.0,8.1155,35.0,7.9147,36.0,8.1334,37.0,8.5038,38.0,7.7491,39.0,8.2139,40.0,8.5991,41.0,8.5138
13,Life Cycle__S7,9.4771,0.15080195622073278,3.0,42.0,9.392900000000001,43.0,9.3872,44.0,9.6512,,,,,,,,,,
14,Life Cycle__S8,9.50605,0.7327747573436196,2.0,45.0,8.9879,46.0,10.0242,,,,,,,,,,,,
15,Life Cycle__G135,7.6666,0.09107535341682735,2.0,47.0,7.731,48.0,7.6022,,,,,,,,,,,,
16,Life Cycle__G150,7.420366666666666,0.25617108215669737,3.0,49.0,7.511,50.0,7.1312,51.0,7.6189,,,,,,,,,,
17,Life Cycle__G180,7.3492,0.14557925676414232,3.0,52.0,7.517,53.0,7.274,54.0,7.2566,,,,,,,,,,
18,Stress Time Course__C30,8.990950000000002,0.10203550852521841,2.0,55.0,9.0631,56.0,8.918800000000001,,,,,,,,,,,,
19,Stress Time Course__C90,9.6319,0.019091883092037507,2.0,57.0,9.6454,58.0,9.6184,,,,,,,,,,,,
20,Biofilm__BI,7.4270499999999995,0.1083994695558982,2.0,59.0,7.3504,60.0,7.5037,,,,,,,,,,,,
21,Biofilm__BC,7.827749999999999,0.637617071603325,4.0,61.0,7.3918,62.0,7.59,63.0,8.7754,64.0,7.5538,,,,,,,,
22,Biofilm__Sw,7.2593499999999995,0.1608667927199396,2.0,65.0,7.1456,66.0,7.3731,,,,,,,,,,,,
23,Life Cycle__BT,7.6495,0.2600738741204121,2.0,67.0,7.8334,68.0,7.4656,,,,,,,,,,,,
24,Life Cycle__B36,7.8118,0.05670996385116083,2.0,69.0,7.8519,70.0,7.7717,,,,,,,,,,,,
25,Life Cycle__B60,8.25655,0.3744130406382773,2.0,71.0,7.9918,72.0,8.5213,,,,,,,,,,,,
26,M9__M9exp,7.8340000000000005,0.15201812391948505,3.0,73.0,7.9811,74.0,7.8434,75.0,7.6775,,,,,,,,,,
27,M9__M9tran,7.905200000000001,0.06627903137493805,3.0,76.0,7.8297,77.0,7.9538,78.0,7.9321,,,,,,,,,,
28,M9__M9stat,7.960833333333333,0.23882370764505997,3.0,79.0,7.9489,80.0,8.2054,81.0,7.7282,,,,,,,,,,
29,Supplement__M+G,8.423933333333332,0.3956885686159423,3.0,82.0,8.8452,83.0,8.3665,84.0,8.0601,,,,,,,,,,
30,Supplement__Glu,8.413866666666667,0.1078536662952781,3.0,85.0,8.4328,86.0,8.2978,87.0,8.511,,,,,,,,,,
