,new_2157683_2157828_c
LBexp_1,7.5698
LBexp_2,7.6681
LBexp_3,7.7999
LBtran_1,8.3511
LBtran_2,7.9784
LBtran_3,8.3042
LBstat_1,8.1403
LBstat_2,8.2306
LBstat_3,8.0812
LBGexp_1,7.4474
LBGexp_2,7.3826
LBGexp_3,7.6724
LBGtran_2,8.2034
LBGtran_3,7.896
LBGstat_1,8.7318
LBGstat_2,8.1999
LBGstat_3,8.4588
S0_1,7.9405
S0_2,8.4187
S0_3,8.2118
S1_1,8.5626
S1_2,8.507
S1_3,8.9514
S2_1,8.2048
S2_2,7.9178
S2_3,7.7528
S3_1,8.2293
S3_2,8.1497
S4_1,8.4692
S4_2,7.9671
S4_3,8.2562
S5_1,8.417
S5_2,8.2997
S5_3,8.5978
S6_1,8.1155
S6_2,7.9147
S6_3,8.1334
S6/t_1,8.5038
S6/t_2,7.7491
S6_4,8.2139
S6_5,8.5991
S6_6,8.5138
S7_4,9.392900000000001
S7_5,9.3872
S7_6,9.6512
S8_4,8.9879
S8_5,10.0242
G135_1,7.731
G135_3,7.6022
G150_1,7.511
G150_2,7.1312
G150_3,7.6189
G180_1,7.517
G180_2,7.274
G180_3,7.2566
C30_1,9.0631
C30_2,8.918800000000001
C90_1,9.6454
C90_2,9.6184
BI_1,7.3504
BI_2,7.5037
BC_2,7.3918
BC/t_1,7.59
BC/t_2,8.7754
BC_1,7.5538
Sw_1,7.1456
Sw_2,7.3731
BT_1,7.8334
BT_2,7.4656
B36_1,7.8519
B36_2,7.7717
B60_1,7.9918
B60_2,8.5213
M9exp_1,7.9811
M9exp_2,7.8434
M9exp_3,7.6775
M9tran_1,7.8297
M9tran_2,7.9538
M9tran_3,7.9321
M9stat_1,7.9489
M9stat_2,8.2054
M9stat_3,7.7282
M+G_1,8.8452
M+G_2,8.3665
M+G_3,8.0601
Glu_1,8.4328
Glu_2,8.2978
Glu_3,8.511
Fru_1,7.4564
Fru_2,8.4482
Fru_3,8.1982
Mal_1,8.1438
Mal_2,8.2608
Mal_3,8.1501
G+S_2,8.3306
G+S_3,8.5256
Pyr_1,8.2808
Pyr_2,8.1299
Pyr_3,8.1342
Gly_1,7.9871
Gly_2,8.4144
Gly_3,8.1916
Glucon_1,8.6916
Glucon_2,8.4331
Glucon_3,8.3037
aero_1,7.7107
aero_2,7.8307
aero_3,7.9921
nit_1,8.0668
nit_2,7.9976
nit_3,7.7429
ferm_1,7.8459
ferm_2,7.5861
ferm_3,7.6415
T-5.40H_1,7.5968
T-4.40H_1,7.4829
T-3.40H_1,7.5076
T-2.40H_1,7.4687
T-1.40H_1,7.3194
T-1.10H_1,7.3475
T-0.40H_1,7.5731
T0.0H_1,7.4857
T0.30H_1,8.2246
T1.0H_1,7.8004999999999995
T1.30H_1,8.1386
T2.0H_1,7.9765
T2.30H_1,7.8149
T3.0H_1,7.7077
T3.30H_1,8.0455
T4.0H_1,7.5593
T5.0H_1,7.8746
HPh_1,8.9708
HPh_2,8.6217
HPh_3,9.3067
LPh_1,8.6629
LPh_2,9.2093
LPh_3,9.0496
LPhT_1,8.5755
LPhT_2,8.5181
LPhT_3,8.4297
SMMPr_1,7.0791
SMMPr_2,7.4311
SMMPr_3,7.7002
HiTm_1,8.2913
HiTm_2,7.6648
HiTm_3,7.6754
LoTm_1,8.0308
LoTm_2,8.031
LoTm_3,7.9402
HiOs_1,7.5073
HiOs_2,7.651
HiOs_3,7.6829
BMM_1,9.116
BMM_2,9.0255
BMM_3,9.1314
Heat_1,8.9962
Heat_2,8.2964
Heat_3,8.9068
Cold_1,9.4855
Cold_2,9.0649
Cold_3,8.6751
Etha_1,9.1668
Etha_2,9.0512
Etha_3,9.0683
SMM_1,7.6229
SMM_2,7.5065
SMM_3,7.5307
Salt_1,7.5407
Salt_2,7.6749
Salt_3,7.6043
Mt0_1,7.5382
Mt0_3,7.2473
M0t45_1,7.9533000000000005
M0t45_2,7.8264
M0t45_3,8.2355
M0t90_1,8.1186
M0t90_2,8.4688
M0t90_3,8.3109
M40t45_1,9.592
M40t45_2,9.3863
M40t45_3,9.3855
M40t90_1,12.973
M40t90_2,11.3021
M40t90_3,13.3668
dia0_1,7.3983
dia0_2,7.9051
dia0_3,7.7049
dia5_1,7.6385000000000005
dia5_2,7.871
dia5_3,7.3595
dia15_1,7.5205
dia15_2,7.6276
dia15_3,7.5865
Diami_1,7.7009
Diami_2,7.6955
Diami_3,7.8651
Paraq_1,7.5647
Paraq_2,7.8523
Paraq_3,7.5618
H2O2_1,7.465
H2O2_2,7.6572
H2O2_3,7.7106
Oxctl_1,8.0036
Oxctl_2,7.9619
Oxctl_3,7.6927
GM-0.1_1,7.5121
GM-0.2_1,7.6812000000000005
GM+5_1,7.5834
GM+15_1,7.6094
GM+25_1,7.6824
GM+45_1,8.3308
GM+60_1,8.0883
GM+90_1,8.405100000000001
GM+120_1,8.0771
GM+150_1,8.6952
GM-0.1_2,7.0783
GM-0.2_2,7.9065
GM+5_2,7.055
GM+10_2,7.2015
GM+15_2,7.4126
GM+25_2,7.5657
GM+45_2,7.0542
GM+60_2,7.689
GM+90_2,8.6559
GM+150_2,7.7462
GM-0.1_3,8.0058
GM-0.2_3,7.6275
GM+5_3,7.8225
GM+10_3,7.4191
GM+15_3,7.8223
GM+25_3,7.7664
GM+45_3,7.9541
GM+60_3,8.0618
GM+90_3,8.6503
GM+120_3,8.6988
GM+150_3,8.8541
MG-0.1_1,7.5814
MG+5_1,7.9134
MG+10_1,7.9646
MG+15_1,7.7467
MG+25_1,7.9436
MG+45_1,8.2271
MG+120_1,8.0227
MG+150_1,8.5277
MG-0.1_2,6.9711
MG-0.2_2,6.8784
MG+5_2,6.9876000000000005
MG+10_2,7.3345
MG+15_2,8.1668
MG+25_2,7.5399
MG+45_2,7.3922
MG+60_2,7.7282
MG+90_2,7.5908999999999995
MG+120_2,8.8205
MG-0.1_3,7.6387
MG-0.2_3,7.6059
MG+5_3,7.833
MG+10_3,8.003
MG+15_3,7.7187
MG+25_3,7.7026
MG+45_3,7.7995
MG+60_3,7.7781
MG+90_3,8.0226
MG+120_3,8.0768
MG+150_3,8.5017
