,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,3.33333360913457e-11,1.224827722767051,3.0,0.0,-0.2037099718,6.0,-1.1102009682,12.0,1.3139109401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-2.0354241479333335,1.2893742873876286,3.0,1.0,-1.2966471285,7.0,-3.524251106,13.0,-1.2853742093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-2.007960775366667,0.6591376266670381,3.0,2.0,-2.2460094023,8.0,-2.5150051876,14.0,-1.2628677362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-2.0757511747333335,0.5048290760065861,3.0,3.0,-1.9501823918,9.0,-2.6315130064,15.0,-1.645558126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-2.4742792649,0.22320979933265547,3.0,4.0,-2.5396189546,10.0,-2.6575275949,16.0,-2.2256912452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-2.850447838866667,0.5709199517962579,3.0,5.0,-3.4898621301,11.0,-2.6697069283,17.0,-2.3917744582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,0.08798287265000004,2.9258434746988957,2.0,18.0,-1.980900889,71.0,2.1568666343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,1.7258030049000002,1.753075658630006,3.0,19.0,3.5534110986,70.0,1.5657633488,205.0,0.058234567300000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.2851613041125,0.705329075213869,8.0,20.0,-1.2604241026,32.0,0.019200443600000002,55.0,0.6053447723000001,67.0,0.8050810657,126.0,0.9320995169,147.0,0.33177040700000004,203.0,0.7329018253,210.0,0.1153165047,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.05174955503333334,0.8894033471833562,3.0,21.0,-0.9539414226,34.0,-0.025595605,61.0,0.8242883625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
