,A,Crp,Mlc
abx_media__rpmi_cef__1,-1.7769837066,0.17718560300000002,-0.6032115995
abx_media__rpmi_cef__2,-1.8436931709,0.253641923,-0.4601743205
abx_media__camhb_cef__1,-5.1707431193,-0.8382274850000001,-1.1521591745
abx_media__camhb_cef__2,-5.7117882337,-0.903455694,-1.1315288895
abx_media__m9_cipro__1,-0.1648735446,-0.296102011,-1.0887684955
abx_media__m9_cipro__2,-0.2774373599,-0.23094071100000002,-1.2432874955
abx_media__rpmi_cipro__1,-1.7697307401,-0.708797459,-0.5848139265
abx_media__rpmi_cipro__2,-3.6089767674,-0.968107711,-0.9888636385
abx_media__camhb_cipro__1,-4.5003039985,-1.356589447,-1.3322423585
abx_media__camhb_cipro__2,-4.6453556322,-1.123683673,-0.9733281845
hot_tale__42c_ale3_30c__1,0.46132201580000004,0.062207968,-0.1574608325
hot_tale__42c_ale3_30c__2,-0.131950175,0.01735881,-0.3034863025
hot_tale__42c_ale3_37c__1,-0.7604114626,0.43556652300000004,-0.0356031875
hot_tale__42c_ale3_37c__2,-0.906380837,0.40063680300000004,-0.2317363755
hot_tale__42c_ale3_44c__1,-0.7059372983000001,0.37188534300000003,0.35012985350000003
hot_tale__42c_ale3_44c__2,-0.875491478,0.35534419300000003,0.35991745150000004
hot_tale__hot_ale3_mid_30c__1,-3.4668841527,0.739618883,0.0445117285
hot_tale__hot_ale3_mid_30c__2,-0.5401300635,0.562500333,0.0664084895
hot_tale__hot_ale3_mid_37c__1,-0.5994257820000001,0.5847484430000001,0.1307651025
hot_tale__hot_ale3_mid_37c__2,-0.4659113038,0.18943374300000002,-0.0052677635000000006
hot_tale__hot_ale3_mid_44c__1,-0.0546127025,-0.071245341,0.7318589745
hot_tale__hot_ale3_mid_44c__2,-0.3392839868,-0.002275453,0.6837766505
hot_tale__hot_ale3_30c__1,-1.5604189348,0.515020333,-0.1153244445
hot_tale__hot_ale3_30c__2,-0.9263016427,0.5286701730000001,-0.11350043950000001
hot_tale__hot_ale3_37c__1,-1.0346768951,0.349377103,-0.1552963015
hot_tale__hot_ale3_37c__2,-1.1548369034000001,0.396319383,-0.1456530265
hot_tale__hot_ale3_44c__1,-1.1394472801,0.286434483,0.3157542205
hot_tale__hot_ale3_44c__2,-1.8355459171000001,0.302318703,-0.2238833995
hot_tale__hot_ale4_30c__1,0.0586641085,-0.059878781000000006,-0.37238631650000004
hot_tale__hot_ale4_30c__2,-0.1186928896,0.027680622000000002,-0.2018947035
hot_tale__hot_ale4_37c__1,-0.4774560794,-0.154360834,-0.2458262525
hot_tale__hot_ale4_37c__2,-0.0705596314,-0.04945323,-0.1554146295
hot_tale__hot_ale4_44c__1,-1.0422791651,0.164713793,0.1434813535
hot_tale__hot_ale4_44c__2,-0.8272554166,0.075804102,0.4321065745
hot_tale__hot_ale8_30c__1,-1.5402166225,-0.056768665,-0.0213864665
hot_tale__hot_ale8_30c__2,-1.0192821569,-0.10699186200000001,-0.0419754395
hot_tale__hot_ale8_37c__1,-1.7218561452,-0.007091699000000001,0.18518364750000002
hot_tale__hot_ale8_37c__2,-1.7619142367,-0.044047578000000004,0.011485690500000001
hot_tale__hot_ale8_44c__1,-2.0243776138,0.07381628,0.5258939485
hot_tale__hot_ale8_44c__2,-2.1307454446,0.140506256,0.5454274185
hot_tale__hot_ale9_mid_30c__1,0.0734839188,0.119931675,-0.2901286725
hot_tale__hot_ale9_mid_30c__2,-0.3594224856,0.10594186400000001,-0.2391877125
hot_tale__hot_ale9_30c__1,-0.0471130965,0.057352916000000004,-0.0716103365
hot_tale__hot_ale9_30c__2,-0.11463433910000001,0.174084083,-0.0209214275
hot_tale__hot_ale9_mid_37c__1,-0.4057147474,-0.07088768,-0.1426716995
hot_tale__hot_ale9_mid_37c__2,-1.2011235631,0.028525377,-0.0924255595
hot_tale__hot_ale9_37c__1,-0.4166001599,0.032825572000000004,0.0599627365
hot_tale__hot_ale9_37c__2,-0.7086308349,0.037217243000000004,-0.0921965245
hot_tale__hot_ale9_mid_44c__1,-1.2653165078,0.286125693,0.1459125615
hot_tale__hot_ale9_mid_44c__2,-0.7040049217000001,0.30561196300000004,0.2514675205
hot_tale__hot_ale9_44c__1,-0.8246409011,-0.027297961000000003,0.0857861615
hot_tale__hot_ale9_44c__2,-0.42145309080000004,-0.086313521,0.1198745975
hot_tale__hot_ale10_30c__1,-1.1766549578,0.23749544300000003,-0.2722035875
hot_tale__hot_ale10_30c__2,-0.7583743446,0.42203483300000005,-0.26262306150000003
hot_tale__hot_ale10_37c__1,-1.0747620938,0.06875389400000001,-0.3311057555
hot_tale__hot_ale10_37c__2,-0.9360034934,0.12083432100000001,-0.1929402415
hot_tale__hot_ale10_44c__1,-1.4267367376,-0.035753444,0.8589412165
hot_tale__hot_ale10_44c__2,-2.2416255076000002,0.110043497,0.7091891055
hot_tale__hot_ale16_30c__1,-0.6907224263,0.129309161,-0.3942029085
hot_tale__hot_ale16_30c__2,-1.0618332578,0.251086443,-0.3530813685
hot_tale__hot_ale16_37c__1,-1.1113541552,-0.022647861000000002,-0.1477465295
hot_tale__hot_ale16_37c__2,-1.4420117254,-0.007290675000000001,-0.20004741450000002
hot_tale__hot_ale16_44c__1,-1.5890850349,0.039920518,0.6683485405
hot_tale__hot_ale16_44c__2,-2.2067077608,0.206041613,0.5350511335
pdhr_ale__pdhR-13_51__1,-1.3365913755,0.426042593,0.3235984415
pdhr_ale__pdhR-13_51__2,-0.5970683912,0.345369843,0.2818722435
pdhr_ale__pdhR-14_46__1,-0.21877108280000002,0.413744223,0.0841131215
pdhr_ale__pdhR-14_46__2,0.5393318199,0.374689043,0.18124560050000002
pdhr_ale__pdhR-15_51__1,-0.7481459896,0.208151253,0.07700235650000001
pdhr_ale__pdhR-15_51__2,-0.3796551584,0.291227723,0.1600117005
pdhr_ale__pdhR-16_49__1,0.3374421881,0.35863981300000003,0.2884769505
pdhr_ale__pdhR-16_49__2,0.2443129429,0.29102474300000003,-0.0993490885
tcs__del_atoC_LiAcet__1,3.9455975103,0.372321163,0.9654485635000001
tcs__del_atoC_LiAcet__2,4.4772850603,0.554500683,0.9946395915
tcs__del_atoC_LiCl__1,4.0034843807,0.729717593,1.0495329355
tcs__del_atoC_LiCl__2,4.2174513528,0.8032040530000001,1.0456875535
tcs__del_atoC_m9__1,4.2138174552,0.699493633,1.0911488355
tcs__del_atoC_m9__2,4.1031958462,0.8078232030000001,1.1208563665
tcs__del_baeR_etoh__1,6.0115915142,0.7253874130000001,1.2619247985
tcs__del_baeR_etoh__2,5.9826492325,0.8432000030000001,1.1666416585000001
tcs__del_baeR_lb__1,3.1343593176,0.45295403300000003,1.9394383115
tcs__del_baeR_lb__2,3.3841998458,0.513648663,1.9124326925
tcs__del_btsR_01xlb__1,-1.86306583,-1.00432669,-0.3881506335
tcs__del_btsR_01xlb__2,-1.8543290337,-1.132510871,-0.6065731975
tcs__del_btsR_lb__1,3.8967512716,0.905930643,1.9266649195
tcs__del_btsR_lb__2,4.0364653547,0.882795573,1.9416889775000001
tcs__del_btsR_pyruvate__1,-1.6409602651,-1.207481932,-0.7596145245
tcs__del_btsR_pyruvate__2,-1.9228872198,-1.260247428,-0.7330567475
tcs__del_cpxR_etoh__1,5.0518675077,1.209290043,1.3596971155
tcs__del_cpxR_etoh__2,5.0973187015,1.196778413,1.3883868545
tcs__del_cpxR_lb__1,2.2031588716,0.560846033,1.8463824625
tcs__del_cpxR_lb__2,2.6474795817,0.640789563,1.8517227995
tcs__del_cusR_CuSO4__1,-1.3376444599,1.046254113,0.7645946045
tcs__del_cusR_CuSO4__2,-1.2660163594,1.048489943,0.9016305325
tcs__del_cusR_lb__1,4.2596740133,0.995224693,1.2302382375
tcs__del_cusR_lb__2,4.4490566903,1.040602243,1.3747890505
tcs__del_kdpE_01-kcl__1,0.6962708790000001,0.088105161,0.0231680365
tcs__del_kdpE_01-kcl__2,1.1752868987,0.12273579200000001,-0.0540656835
tcs__del_kdpE_115-kcl__1,-0.0866827788,0.04519701,0.1353363705
tcs__del_kdpE_115-kcl__2,0.4856845272,-0.003365355,0.12531026450000002
tcs__del_phoB_m9__1,2.8465896403,0.731063943,0.5684826145
tcs__del_phoB_m9__2,2.9210222539,0.757859213,0.6825859375000001
tcs__del_phoB_m9p__1,2.983433362,-0.51730162,-1.4361777575
tcs__del_phoB_m9p__2,2.7908374699,-0.48681598000000004,-1.3157891775000001
tcs__del_rcsB_etoh__1,4.7081875118,0.858421713,2.4484266005
tcs__del_rcsB_etoh__2,4.7291532028,0.9214160130000001,2.4694355335
tcs__del_rcsB_lb__1,-0.30274462620000003,0.6655188230000001,1.7711357565
tcs__del_rcsB_lb__2,-0.3217884253,0.700550933,1.8359086315000002
tcs__del_zraR_lb__1,1.4956391162,0.536767573,2.5106558625
tcs__del_zraR_lb__2,1.8355626056,0.5696375730000001,2.3986347525
tcs__del_zraR_zncl2__1,-0.7599990618,0.833890483,1.0607847305
tcs__del_zraR_zncl2__2,-0.9730549464,0.8158754130000001,1.0083622375
tcs__wt_01-kcl__1,1.2836254934,-0.04219238,0.24954491050000002
tcs__wt_01-kcl__2,1.4154398267000001,-0.041591509000000006,0.1974986075
tcs__wt_01xlb__1,-1.7592804302,-1.18682151,-0.2797419345
tcs__wt_01xlb__2,-2.0385494019,-1.187464975,-0.2033754825
tcs__wt_115-kcl__1,-0.5091667274,-0.09970663,0.2326269725
tcs__wt_115-kcl__2,-0.5381080152000001,-0.12142913200000001,0.13350490950000002
tcs__wt_CuSO4__1,1.6308720095,0.733850203,1.6415707615000001
tcs__wt_CuSO4__2,1.9256598958,0.730520613,1.5961825405
tcs__wt_etoh__1,2.4823937487,0.575463063,1.9243286705
tcs__wt_etoh__2,2.6604573747,0.539484413,1.9750181625
tcs__wt_lb__1,-0.9591030121,0.9893765630000001,0.8052267745
tcs__wt_lb__2,-1.0198497182,1.092255943,0.8812808135
tcs__wt_LiAcet__1,4.0373729961,0.649175273,0.8399960475
tcs__wt_LiAcet__2,3.339795751,0.406217943,0.9232794775000001
tcs__wt_LiCl__1,4.066737618,0.574315623,1.0160809815
tcs__wt_LiCl__2,3.5488639126,0.6016396030000001,0.9203270445
tcs__wt_m9p__1,3.3030617506,-0.395497808,-1.6635591955
tcs__wt_m9p__2,3.0253902177,-0.420119436,-1.6780890904999999
tcs__wt_pyr__1,-1.5821384175,-1.287916309,-0.36859171150000003
tcs__wt_pyr__2,-1.8152389721,-1.163147485,-0.1610052595
tcs__wt_zncl2__1,-1.9541423517,0.665530193,1.5325853065000001
tcs__wt_zncl2__2,-1.4829021099,0.6831118230000001,1.5429505795
ros_tale__1_112_0pq__1,-0.5773282524000001,0.040594261,0.1975350325
ros_tale__1_112_0pq__2,-1.2432034631,0.219280403,0.1862801145
ros_tale__1_112_250pq__1,-1.2070973495,1.110700303,-0.1419673545
ros_tale__1_112_250pq__2,-1.6325466695,0.843117993,-0.1422205015
ros_tale__1_112_750pq__1,-1.3932079401,0.9049245530000001,-0.14878357250000002
ros_tale__1_112_750pq__2,-2.0769849238,1.048487963,-0.1958292225
ros_tale__1_112_750pq__3,-2.2197113227,0.7018120830000001,-0.1015418585
ros_tale__3_76_0pq__1,-1.4720542337,0.40668794300000005,0.5555057435
ros_tale__3_76_0pq__2,-1.4113608305,0.36532405300000004,0.6269013365
ros_tale__3_76_0pq__3,-1.9995675387,0.389190503,0.9159736855
ros_tale__3_76_0pq__4,-2.0973454286,0.43728822300000003,0.9843865445000001
ros_tale__3_76_250pq__1,-5.9759513602,-0.610562742,-1.0230382275
ros_tale__3_76_250pq__2,-3.6679482803,-0.773419076,-1.1518582695
ros_tale__3_76_750pq__1,-3.4579985056,0.051653856000000005,-1.2773540265
ros_tale__3_76_750pq__2,-5.069620534,-0.9425002680000001,-1.5229182435
ros_tale__7_103_0pq__1,-0.5199793034,0.7026568830000001,-0.3108723165
ros_tale__7_103_0pq__2,1.0235567844,0.947477173,0.0156985455
ros_tale__7_103_0pq__3,-0.7480569686,0.7939082030000001,-0.2862499615
ros_tale__7_103_0pq__4,0.630159914,1.056964733,0.0402935575
ros_tale__7_103_250pq__1,-1.5528224797,-0.24247490100000002,-0.5539270265
ros_tale__7_103_250pq__2,-1.2201635199,-0.20438087800000002,-0.1421234415
ros_tale__7_103_750pq__1,-0.8048854222,0.088597729,-0.6196964465
ros_tale__7_103_750pq__2,-0.4972844373,0.14973729300000002,-0.5236498055000001
ros_tale__9_77_0pq__1,-3.1760500126,-0.7757600000000001,-1.1469544825
ros_tale__9_77_0pq__2,-3.3937576304,-0.573824628,-1.0260357035
ros_tale__9_77_250pq__1,-3.7871270883,-0.910153037,-1.0058730335
ros_tale__9_77_250pq__2,-5.0616107657,-0.9544832510000001,-1.1671725915
ros_tale__9_77_750pq__1,-2.0128540927,-0.588176502,-1.2220962105
ros_tale__9_77_750pq__2,-2.7289960138,-0.8824148350000001,-1.0483653175
ros_tale__11_83_0pq__1,-0.3440654622,0.767703793,-0.2862025485
ros_tale__11_83_0pq__2,-0.4527652898,0.727341753,-0.3585992105
ros_tale__11_83_250pq__1,-0.8049556117000001,0.616797033,-0.6017689405000001
ros_tale__11_83_250pq__2,0.2630972516,0.8796841830000001,-0.7067758675
ros_tale__11_83_750pq__1,0.7343162923000001,0.9722065830000001,-0.6230584745000001
ros_tale__11_83_750pq__2,0.4824738995,1.096863553,-0.6243677855
ros_tale__13_87_0pq__1,-0.2437987124,0.40261139300000004,-0.3439467725
ros_tale__13_87_0pq__2,-0.5915871226,0.201186783,-0.2162403085
ros_tale__13_87_250pq__1,1.3165273834,0.613315693,-0.0974102305
ros_tale__13_87_250pq__2,1.420096665,0.806008833,-0.1907210225
ros_tale__13_87_750pq__1,1.0063739794,1.099164733,-0.22989528650000002
ros_tale__13_87_750pq__2,0.6757879836,1.124829123,-0.1567343695
ros_tale__14_27_0pq__1,-1.329638817,-0.037079376000000004,-0.0073030745
ros_tale__14_27_0pq__2,-1.144290427,-0.11367244900000001,-0.1278899585
ros_tale__14_27_250pq__1,1.2672235,0.407816973,0.5133649045
ros_tale__14_27_250pq__2,0.8417575061,0.321498873,0.5639521335000001
ros_tale__14_27_750pq__1,1.4348277169,0.963881143,-0.5430669685
ros_tale__14_27_750pq__2,1.9075542504,1.226371643,-0.42333018250000004
ros_tale__16_28_250pq__1,0.0002544029,0.654686623,-0.0616108605
ros_tale__16_28_250pq__2,0.1721911582,0.625724853,0.1047530805
ros_tale__16_32_0pq__1,1.1926058543,1.494979073,-0.3779885025
ros_tale__16_32_0pq__2,1.5235655838,1.442336843,-0.5897110305000001
ros_tale__16_32_0pq__3,-1.2764844805,0.607936503,-0.2338258625
ros_tale__16_32_0pq__4,-1.6126504034,0.622877623,-0.2090910535
ros_tale__16_32_250pq__1,-1.7860090232,0.496195963,-0.3534817605
ros_tale__16_32_250pq__2,-1.9707302663,0.602191523,-0.47459990550000003
ros_tale__16_32_750pq__1,-1.6905818588,0.625901413,-0.2522462015
ros_tale__16_32_750pq__2,-0.3443690002,1.045357503,-0.24889689150000002
ros_tale__17_104_0pq__1,2.3021687483,1.6003325529999999,-0.9551851915
ros_tale__17_104_0pq__2,2.6561019687,1.598090103,-0.8897816845000001
ros_tale__17_104_250pq__1,3.4235515614,0.982030343,0.19084043950000001
ros_tale__17_104_250pq__2,3.1620500112,1.277154773,0.33848834450000004
ros_tale__17_104_250pq__3,2.3926390172,1.232406513,0.6795679505000001
ros_tale__17_104_250pq__4,3.3053298013,0.6953416530000001,0.0979610785
ros_tale__17_104_750pq__1,1.1354041991,1.004531303,0.3176212425
ros_tale__17_104_750pq__2,1.6105860998,0.830057743,-0.2090722965
ros_tale__18_24_250pq__1,0.9355224183,0.46653734300000005,0.0607948305
ros_tale__18_24_250pq__2,1.1349044925,0.224964563,0.08008849650000001
ros_tale__18_36_0pq__1,-1.8620700553,1.323272493,-0.6455451485
ros_tale__18_36_0pq__2,-1.4044436535,1.432955703,-0.8433778855
ros_tale__18_36_0pq__3,-0.5253140409,0.225153443,-0.8980561135
ros_tale__18_36_0pq__4,-0.0313733483,0.48006017300000003,-0.9020164265
ros_tale__18_36_250pq__1,-0.5326311082,0.43674846300000003,-0.8987209465
ros_tale__18_36_250pq__2,-0.48209113060000003,0.46680216300000005,-0.7175067635
ros_tale__18_36_750pq__1,-2.9637303901000003,0.390658013,-0.8766417765000001
ros_tale__18_36_750pq__2,-2.9180590499,0.545242793,-0.9705377505
ros_tale__19_91_0pq__1,3.6658657833,0.982287223,-0.6695045945
ros_tale__19_91_0pq__2,3.7499973822,0.887445543,-0.5078824215000001
ros_tale__19_91_250pq__1,1.1473400002,0.5704754430000001,-0.2452456995
ros_tale__19_91_250pq__2,2.5195001031,0.592155203,0.13559002250000002
ros_tale__19_91_750pq__1,0.6026974607000001,0.307201803,-0.5185231715
ros_tale__19_91_750pq__2,2.1862581568,0.42239436300000005,-0.3322776195
ros_tale__19_91_750pq__3,1.7935863556,0.6522730330000001,-0.0572947625
ros_tale__19_91_750pq__4,2.8422317616,0.25258847300000004,0.0961132605
ros_tale__21_97_0pq__1,-1.5883833452,-0.387833971,-0.6468650205
ros_tale__21_97_0pq__2,-0.0657618767,-0.184451325,0.1279645585
ros_tale__21_97_250pq__1,-1.4042228465,0.006036631000000001,-0.0144135415
ros_tale__21_97_250pq__2,-0.6498004502,0.018638846,-0.2184182785
ros_tale__21_97_750pq__1,-3.0301522977,0.231216303,0.0601598535
ros_tale__21_97_750pq__2,-0.971523616,-0.144563632,-0.0892606885
ros_tale__25_111_0pq__1,-1.9777867806,0.079864026,-0.3424483175
ros_tale__25_111_0pq__2,-0.8579922233,0.7592634930000001,-0.1136541105
ros_tale__25_111_250pq__1,-1.4844961034000002,0.17330999300000002,-0.2337535765
ros_tale__25_111_250pq__2,-0.3339987372,0.429255013,-0.041792433500000004
ros_tale__25_111_750pq__1,-0.32147057030000004,0.557660793,-0.0943017325
ros_tale__25_111_750pq__2,0.9615427247,0.305956793,-0.0442860385
ros_tale__29_119_0pq__1,0.114550864,0.860010453,-0.5171075285
ros_tale__29_119_0pq__2,-0.4600245931,0.9657211630000001,-0.8205937345000001
ros_tale__29_119_250pq__1,-1.1335076199,0.8571940530000001,-0.9181372035
ros_tale__29_119_250pq__2,-1.1889067173,0.8164901330000001,-1.2199798935
ros_tale__29_119_750pq__1,-0.3442955057,1.026877023,-0.7789842055
ros_tale__29_119_750pq__2,-1.0951725451,0.8530044830000001,-0.9185929615
ros_tale__ALE4_0pq__1,0.4153190398,0.329227253,-0.1449395695
ros_tale__ALE4_0pq__2,0.38663799200000004,0.307710333,-0.2967640985
ros_tale__ALE4_250pq__1,0.9253284536,1.452259763,-0.1643266655
ros_tale__ALE4_250pq__2,0.6656390137,1.438498573,-0.2002747905
pcoli__atASMT_325G__1,-2.5707135429,0.39244801300000004,-0.1708239165
pcoli__atASMT_325G__2,-2.6150718309,0.38625268300000004,-0.0826152055
pcoli__bpTDC__1,-1.3764669558,0.406975843,0.9197171765000001
pcoli__bpTDC__2,-0.8244973882000001,0.42339976300000004,0.8068275915
pcoli__BRCA__1,-4.107925385,0.19224848300000003,0.29721461650000003
pcoli__BRCA__2,-3.7786982605,0.130605479,0.3201905705
pcoli__BRCActrl__1,-0.7028217528,0.529755863,1.5508216385
pcoli__BRCActrl__2,0.33090743100000003,0.603931893,1.6916731455
pcoli__BRCAswap__1,-0.4461925405,0.502758963,-0.1736791805
pcoli__BRCAswap__2,-0.21638995960000001,0.5975511530000001,-0.1164595075
pcoli__btAANAT__1,-1.5984157275,0.44156927300000004,-0.2068966055
pcoli__btAANAT__2,-0.4388283181,0.593116823,-0.0179768715
pcoli__btASMT__1,-1.2160431981,0.526768513,-0.6512320425
pcoli__btASMT__2,-1.2708254453,0.43985790300000005,-0.32261699850000003
pcoli__CC1__1,-0.3066290394,0.525016043,-0.2655853325
pcoli__CC1__2,-1.0006402011,0.7535511330000001,-0.7623352595
pcoli__ccCOMT__1,-1.885542116,0.324298403,-0.09123629850000001
pcoli__ccCOMT__2,-2.1623117727,0.324672993,-0.059259304500000005
pcoli__ckDDC__1,1.7200323430000002,0.44124815300000003,0.0647402915
pcoli__ckDDC__2,2.273431526,0.327799773,0.2562265525
pcoli__CNTF_belt__1,-2.205230031,0.45389948300000005,-0.16256381250000002
pcoli__CNTF_belt__2,-1.2587895915,0.769870103,-0.6376984685
pcoli__cobPNMT__1,-1.5452206284,0.319938133,-0.4035077265
pcoli__cobPNMT__2,-1.5382262214,0.31512674300000004,-0.3746751025
pcoli__cvPhhB__1,-2.6708062233,0.310797363,-0.10718000750000001
pcoli__cvPhhB__2,-1.9750058789,0.447846893,-0.0324434295
pcoli__ggAANAT__1,-2.0637172419,0.307534513,-0.0662283935
pcoli__ggAANAT__2,-2.1400220425,0.222644383,0.0535680465
pcoli__ggTPH__1,-1.477488182,0.341263333,-0.19272257950000002
pcoli__ggTPH__2,-2.0845618469,0.27857460300000003,0.0251288065
pcoli__hsAANAT__1,3.7333352842,0.729185823,-0.4668351865
pcoli__hsAANAT__2,1.6976831791,0.851554463,-0.7686775045
pcoli__hsASMT__1,-1.4680509007,0.358384973,0.3095034075
pcoli__hsASMT__2,-0.9597114320000001,0.436830013,0.5971868975
pcoli__hsPNMT_mb__1,-2.1853673144,0.303904393,-0.0727727225
pcoli__hsPNMT_mb__2,-2.0165515774,0.315796993,-0.0542887275
pcoli__hsTPH__1,-3.6409219125,0.05462642,-0.0784394025
pcoli__hsTPH__2,-2.7350806201,0.23617991300000002,0.6005083645
pcoli__hsTPH_E2K__1,-0.014844666000000001,0.708976563,-0.1514207915
pcoli__hsTPH_E2K__2,0.4514278349,0.661218473,0.1121322335
pcoli__hsTPH_E2K_N91I_P99C__1,-3.1928176487,0.188410083,-0.22952025150000002
pcoli__hsTPH_E2K_N91I_P99C__2,-2.8369298125,0.048706611000000004,0.3408888855
pcoli__hsTPH_N158trunc__1,0.3923887004,0.450496543,0.9455023555000001
pcoli__hsTPH_N158trunc__2,0.0916561358,0.38589769300000004,0.7865333815000001
pcoli__hsTPH_N174trunc__1,-1.7174625274,0.383639033,-0.10864588950000001
pcoli__hsTPH_N174trunc__2,-0.3329961664,0.653379393,0.6327994395000001
pcoli__hsTPH_Ntermtrunc__1,2.0128650814,0.507616873,0.6676941355
pcoli__hsTPH_Ntermtrunc__2,0.5249876101000001,0.580596903,-0.0322244835
pcoli__hsTPH1__1,0.1351611459,0.525567793,-0.38780993150000004
pcoli__hsTPH1__2,0.0775713925,0.541530923,-0.3465207435
pcoli__MBP__1,-1.3303884625,-0.3459771,0.20737409850000002
pcoli__MBP__2,-0.3193920054,0.026489270000000002,-0.3590915585
pcoli__msCOMT__1,-1.5591316038,-0.10757295,0.9083764095
pcoli__msCOMT__2,-2.0790061256,-0.092380891,0.6832605875000001
pcoli__ocAANAT__1,-1.9848519328,0.31963151300000003,-0.2600552525
pcoli__ocAANAT__2,-2.0619086799,0.29391968300000004,-0.0721696415
pcoli__osTDC_K374H__1,0.6234027551,0.686319663,-0.3925792155
pcoli__osTDC_K374H__2,1.1462250924,0.6933763230000001,-0.4745498865
pcoli__osTDC_K374L__1,-1.7262145026,-0.030107003,0.9851893975
pcoli__osTDC_K374L__2,-1.2544171861,0.15281107300000002,0.7979277545
pcoli__osTDC_K374Q__1,-0.3120029322,0.448557103,-0.3027286805
pcoli__osTDC_K374Q__2,-0.39208902030000004,0.464314863,-0.2845848165
pcoli__osTDC_L360V__1,-1.9315969048000001,0.296624173,0.5151879055
pcoli__osTDC_L360V__2,-0.9892413652000001,0.38201686300000004,0.9522088955
pcoli__pmTPH__1,-2.7215883465,-0.100263604,0.30831243950000004
pcoli__pmTPH__2,-1.9873247725,0.082263955,0.6679991025
pcoli__RFC__1,-3.1777806835,0.068137152,-0.4287710905
pcoli__RFC__2,-3.2638533568,0.008882816,-0.30375317350000003
pcoli__RFCctrl__1,1.6120342062000002,0.452268993,-0.4036721935
pcoli__RFCctrl__2,1.3653881898,0.516558493,-0.4461379005
pcoli__RFCnopause__1,2.5078742705,0.670868723,-0.3399882885
pcoli__RFCnopause__2,4.4214236107,0.6748039730000001,-0.3633177345
pcoli__RFCpluspause__1,5.2362984719,0.764061093,0.3156657335
pcoli__RFCpluspause__2,6.7534025920000005,0.521421413,0.5048969225000001
pcoli__rnCOMT_sol__1,2.4935331271,0.8270174130000001,-0.4868500455
pcoli__rnCOMT_sol__2,2.0419480123,0.6395325230000001,-0.4408855535
pcoli__rnPNMT__1,-1.8098191139000002,0.16358693300000002,0.5105649355
pcoli__rnPNMT__2,-1.8918757433,0.07451194300000001,0.7432443245
pcoli__rnTDC__1,-2.851371045,0.087983618,0.4981644605
pcoli__rnTDC__2,-2.8422057273,0.171146073,0.22286120950000002
pcoli__rnTDC_trunc__1,-2.7323327546,0.30755714300000003,0.3459499055
pcoli__rnTDC_trunc__2,-1.8059246281,0.43504015300000004,0.8508002725
pcoli__saCOMT_T2A__1,-3.3832230592,0.333583893,-0.0640819465
pcoli__saCOMT_T2A__2,-3.4430085633,0.403870763,-0.0968905395
pcoli__sfCOMT__1,-3.2406895572,0.157244413,-0.5785512125
pcoli__sfCOMT__2,-3.2626823757,0.06503750800000001,-0.33272267850000004
pcoli__sgAANAT_D63G__1,-2.549632593,0.18900217300000002,0.1940901055
pcoli__sgAANAT_D63G__2,-2.9167348173,0.430522603,-0.35196486650000003
pcoli__ssDDC__1,-1.5190102781,0.20759201300000002,0.5134897365000001
pcoli__ssDDC__2,-0.8720880102,0.325140303,0.9175564965
pcoli__TP53B__1,-2.0301767471,0.423739103,0.3153100955
pcoli__TP53B__2,-1.9936789282,0.44374538300000005,0.4643166435
pcoli__WT__1,2.5699521139,0.547181673,0.0473902025
pcoli__WT__2,2.5636772603,0.433431683,0.0251554815
cck__glu_ale4__1,-0.21258031160000002,0.10431546100000001,0.1478676055
cck__glu_ale4__2,-0.1875148378,0.212229043,-0.4762550775
cck__cck_ale1__1,0.3073798062,0.14875797300000002,-0.3197809065
cck__cck_ale1__2,0.1372653958,0.21173196300000002,-0.2317286865
cck__cck_ale2__1,0.0087212674,0.24320085300000002,-0.2683597985
cck__cck_ale2__2,0.11207021730000001,0.21966280300000002,-0.2514209465
cck_pgi__gmos_delpgi__1,-2.24088278,0.6099491930000001,0.6060146245
cck_pgi__gmos_delpgi__2,-1.9055982752,0.5151660730000001,0.7381710875
cck_pgi__pgi_ale1__1,-1.9288746856999999,0.087196909,0.7260667495
cck_pgi__pgi_ale1__2,-1.0631481817,0.47036157300000003,0.5844785635
cck_pgi__pgi_ale2__2,-0.9342439475000001,0.645027843,0.7345049165
cck_pgi__pgi_ale3__1,-1.55186095,0.257702043,0.5925155875
cck_pgi__pgi_ale3__2,-1.0888664016,0.527121343,0.26521203250000003
cck_pgi__pgi_ale4__1,-1.1744585753,0.02567041,0.16424863850000002
cck_pgi__pgi_ale4__2,-0.3951010076,0.149264913,-0.2129997915
cck_pgi__pgi_ale4__3,0.8415385051000001,0.23104943300000003,-0.2145117295
cck_pgi__pgi_ale5__1,-0.5664441829,0.264446703,0.7874878605000001
cck_pgi__pgi_ale5__2,-0.2272215797,0.491011093,0.6611623395
cck_pgi__pgi_ale6__1,-1.6477309144999999,0.40659345300000005,0.5555448175000001
cck_pgi__pgi_ale6__2,-0.374487493,0.629358233,0.5203032145
cck_pgi__pgi_ale7__1,-2.6513697833,0.41980537300000004,0.7851825415
cck_pgi__pgi_ale7__2,-2.1102894188,0.725253033,0.43343123250000004
cck_pgi__pgi_ale8__1,-0.9683850809000001,0.29002768300000004,0.4270065595
cck_pgi__pgi_ale8__2,-0.2022708289,0.6440838830000001,0.22235662850000001
