,Value,list
TF,SigM,
reg_genes,129,"['recU' 'mreC' 'yacC' 'mreB' 'disA' 'ycgR' 'S39' 'yceH' 'ylxX' 'clpC'
 'S525' 'yabQ' 'yabP' 'yabO' 'S410' 'murG' 'S883' 'ugtP' 'tagT' 'secDF'
 'S844' 'cysK' 'dltD' 'minD' 'yceD' 'dltB' 'S1480' 'ispF' 'mcsB' 'S1163'
 'S606' 'mcsA' 'spx' 'tagU' 'S40' 'ycgQ' 'metA' 'ddl' 'yabR' 'divIC'
 'ytpA' 'yhdK' 'yabN' 'yhdL' 'S1164' 'dltA' 'S1381' 'S1403' 'tilS' 'yceF'
 'ypuD' 'ispD' 'ywtE' 'yraA' 'dltC' 'ywbO' 'yngB' 'yceC' 'yacD' 'murB'
 'ylxW' 'S45' 'yacL' 'S1018' 'S1476' 'S250' 'pbpX' 'ftsH' 'yrhJ' 'S826'
 'dltE' 'fatR' 'radA' 'yceE' 'coaX' 'efeU' 'sigM' 'S330' 'minC' 'comN'
 'yabM' 'S1048' 'yngA' 'S527' 'S106' 'sbp' 'hprT' 'S156' 'yngC' 'ywnJ'
 'murF' 'yfnI' 'ytpB' 'S105' 'ctsR' 'mreD' 'ponA' 'S38' 'rodA' 'divIB'
 'yceG' 'efeO' 'abh' 'S1479' 'rapD' 'efeB' 'ywzH' 'S1047']"
comp_genes,22,['S327']
both_genes,21,"['yrhH' 'S408' 'bcrC' 'ypbG' 'S155' 'yqjL' 'ypuA' 'radC' 'S843' 'amj'
 'maf' 'S887' 'S1380' 'yebC' 'sasA' 'S1469' 'S228' 'S1023' 'yjbC' 'S409'
 'S825']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,56,
comp_ops,11,
both_ops,11,
