,-0.071270076,-0.059391730000000004,-0.047513384000000006,-0.03563503800000001,-0.02375669200000001,-0.011878346000000012,-1.3877787807814457e-17,0.011878345999999984,0.023756691999999982,0.03563503799999998,0.04751338399999998,0.05939172999999999,0.07127007599999997,0.08314842199999996,0.09502676799999997,0.10690511399999998,0.11878345999999997,0.13066180599999994,0.14254015199999998,0.15441849799999996
thresh,-0.07720924900000001,0.07720924900000001,2,,,,,,,,,,,,,,,,,
unreg,0,2,9,17,105,1051,2220,657,105,21,10,1,2,0,0,0,0,0,0,0
SigM,0,0,0,0,0,4,16,19,19,11,5,7,1,4,3,1,1,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
SigM_genes,[],[],[],[],[],['hprT' 'cysK' 'efeO' 'comN'],"['yabP' 'ftsH' 'efeU' 'ywbO' 'yabO' 'yabN' 'yacD' 'yngA' 'yacC' 'yngB'
 'coaX' 'ywtE' 'tagU' 'murG' 'yabQ' 'yceH']","['ispF' 'yceF' 'secDF' 'yceG' 'ugtP' 'ytpB' 'tilS' 'yabM' 'yabR' 'sbp'
 'ylxX' 'yraA' 'dltE' 'murF' 'yceE' 'yceD' 'ylxW' 'yceC' 'ytpA']","['yngC' 'ddl' 'dltD' 'metA' 'dltC' 'efeB' 'ponA' 'dltB' 'ctsR' 'mreC'
 'mreB' 'clpC' 'rapD' 'dltA' 'minD' 'mcsB' 'ycgQ' 'mcsA' 'ispD']","['divIB' 'minC' 'mreD' 'ywzH' 'divIC' 'yacL' 'pbpX' 'recU' 'ywnJ' 'ycgR'
 'abh']",['yfnI' 'tagT' 'yhdK' 'yrhJ' 'spx'],['rodA' 'yhdL' 'disA' 'fatR' 'radA' 'ypuD' 'murB'],['sigM'],['ypbG' 'bcrC' 'yjbC' 'yebC'],['radC' 'ypuA' 'maf'],['amj'],['sasA'],['yqjL'],['yrhH'],[]
