,-0.22769803872162642,-0.18215843097730114,-0.13661882323297586,-0.09107921548865058,-0.045539607744325306,-2.7755575615628914e-17,0.04553960774432525,0.0910792154886505,0.1366188232329758,0.1821584309773011,0.22769803872162636,0.2732376464659516,0.3187772542102769,0.3643168619546022,0.4098564696989274,0.4553960774432527,0.500935685187578,0.5464752929319033,0.5920149006762286,0.6375545084205538
thresh,-0.25046784259378907,0.25046784259378907,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,2,30,1748,15,3,2,0,1,1,0,1,0,0,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['narZ'],[],['yfcG'],[],[],['yedY'],['ygiZ'],[],[]
