,-0.14023299446146248,-0.09348866297430833,-0.04674433148715418,-2.7755575615628914e-17,0.04674433148715412,0.09348866297430827,0.14023299446146242,0.18697732594861655,0.23372165743577072,0.2804659889229249,0.327210320410079,0.37395465189723315,0.4206989833843873,0.4674433148715415,0.5141876463586956,0.5609319778458497,0.607676309333004,0.654420640820158,0.7011649723073123,0.7479093037944664
thresh,-0.07011649723073124,0.07011649723073124,2,,,,,,,,,,,,,,,,,
unreg,1,8,86,4109,90,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0
ComA,0,5,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,['sscB'],['ykzV' 'yczM' 'ywzF' 'yrzQ' 'fbpB' 'phrK' 'BSU_13545' 'ylzH'],[],[],[],['BSU_19915' 'BSU_14568'],['BSU_02585'],['BSU_21925'],['yvzH'],[],[],[],[],['antE'],[],[],[],[],[],[]
ComA_genes,[],['phrC' 'degQ' 'phrF' 'phrI' 'phrA'],['phrE'],"['fabG' 'lutP' 'srfAD' 'fabD' 'plsX' 'srfT' 'comS' 'rapF' 'ywhH' 'pelA'
 'srfAA' 'srfAC' 'srfAB' 'fapR' 'rapA' 'acpA' 'rapC' 'rapI']",[],['rapE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
