,-0.09002935306227348,-0.06001956870818232,-0.030009784354091157,1.3877787807814457e-17,0.03000978435409117,0.06001956870818233,0.09002935306227351,0.12003913741636467,0.1500489217704558,0.180058706124547,0.21006849047863813,0.2400782748327293,0.2700880591868205,0.3000978435409116,0.3301076278950028,0.36011741224909394,0.3901271966031851,0.4201369809572763,0.4501467653113675,0.48015654966545857
thresh,-0.0750244608852279,0.0750244608852279,3,,,,,,,,,,,,,,,,,
unreg,2,0,103,3524,77,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0
Crp,0,0,22,497,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XylR and Crp,0,0,0,1,0,0,0,0,1,0,1,0,3,0,1,1,0,0,0,0
unreg_genes,['ubiK' 'glrR'],[],[],[],[],[],['yiaB' 'yiaA'],[],[],['yicI'],['yagH' 'yagG'],['yicJ'],[],[],[],[],[],[],[],[]
Crp_genes,[],[],"['ycdZ' 'treB' 'cspE' 'csgE' 'rbsA' 'glpQ' 'glpT' 'ptsG' 'cdd' 'udp'
 'srlB' 'fucO' 'fucI' 'fucK' 'yiaM' 'nanK' 'tsx' 'mhpC' 'treC' 'aegA'
 'agaA' 'entD']","['yhcH' 'csgD' 'lsrC' 'tdcB' 'fadL' 'hyfB' 'ygeA' 'araD' 'ilvN' 'dgoK'
 'tdcD' 'yjcH' 'sucB' 'cstA' 'fadD' 'zraR' 'araG' 'mdtE' 'zraS' 'nupC'
 'nagE' 'rplI' 'prpR' 'uidA' 'ugpA' 'lsrF' 'fucU' 'casE' 'bglF' 'fur'
 'glcC' 'fucA' 'fepA' 'ptsH' 'gntP' 'gadX' 'caiE' 'rof' 'nanA' 'araH'
 'xseA' 'melA' 'malK' 'mhpE' 'hupB' 'hyfE' 'ygeW' 'sgcE' 'malT' 'rbsR'
 'yiaL' 'mhpR' 'hicA' 'mazF' 'sucC' 'rhaD' 'nanC' 'glpA' 'tnaB' 'dgoA'
 'rpsR' 'nanE' 'rbfA' 'gadE' 'raiA' 'ulaD' 'focB' 'feaR' 'abgR' 'hupA'
 'fucP' 'dgoT' 'lsrA' 'rhaB' 'agaV' 'chiQ' 'ugpQ' 'hofC' 'gabT' 'ugpB'
 'csiE' 'actP' 'idnO' 'lsrG' 'yhgH' 'psuG' 'gcvP' 'chbA' 'yeiP' 'dcuA'
 'ygcW' 'mazE' 'hyfI' 'paaJ' 'rhaA' 'gatY' 'guaB' 'agaW' 'nagA' 'srlD'
 'fucR' 'rimP' 'paaE' 'sucD' 'trg' 'nagC' 'fecC' 'speC' 'ulaB' 'malY'
 'rhaR' 'rbsK' 'aceB' 'preA' 'chbC' 'chbG' 'dsdA' 'araF' 'araA' 'dgoD'
 'dsdX' 'nfuA' 'caiB' 'malE' 'trxA' 'paaK' 'dgoR' 'sucA' 'puuB' 'yaeQ'
 'lacI' 'hyfH' 'crr' 'fumA' 'arfB' 'mhpB' 'rpsF' 'aceA' 'hofO' 'entH'
 'argG' 'manY' 'fixC' 'crp' 'relA' 'gcvT' 'fecB' 'yaeP' 'yeiW' 'mtlD'
 'rpsI' 'ldtB' 'hpt' 'priB' 'mtlR' 'fecD' 'osmY' 'oxyR' 'bhsA' 'grpE'
 'ulaE' 'ompR' 'caiA' 'ppiA' 'gntK' 'rpoE' 'lgoR' 'gyrA' 'citC' 'tam'
 'cas1' 'aaeA' 'ykgR' 'rpoH' 'pncB' 'ynfK' 'puuR' 'ugpC' 'sgbH' 'gabD'
 'gcvH' 'cyoA' 'aroA' 'ompF' 'gntU' 'hyfF' 'idnK' 'srlE' 'exuR' 'gadB'
 'bglG' 'guaA' 'serC' 'glgP' 'rbsC' 'comR' 'uhpT' 'hofN' 'nusA' 'hfq'
 'uxaB' 'feaB' 'nirC' 'cirA' 'nrdB' 'cpdB' 'glpX' 'chbR' 'prpE' 'hofM'
 'manZ' 'sgcX' 'gntT' 'ilvB' 'sohB' 'fadH' 'aspA' 'gutQ' 'ascF' 'melB'
 'gltF' 'lacZ' 'gatB' 'araE' 'ompA' 'ugpE' 'exuT' 'nagB' 'malF' 'modC'
 'uxaC' 'fixB' 'idnT' 'nadC' 'puuD' 'aceF' 'rpsO' 'truB' 'csiD' 'sodB'
 'envZ' 'mdh' 'sdhB' 'yjhG' 'dksA' 'dctA' 'yhfA' 'lacA' 'ortT' 'modA'
 'glpC' 'entA' 'mtlA' 'ascB' 'bglB' 'hyfD' 'infB' 'idnD' 'sgcC' 'marA'
 'nanT' 'aldA' 'glnL' 'glpB' 'malS' 'uxuR' 'rseD' 'prpC' 'cyoD' 'cas2'
 'hyfA' 'ptsI' 'aaeR' 'rspA' 'melR' 'hyfG' 'caiC' 'sbmC' 'grcA' 'entB'
 'gatD' 'gcd' 'gdhA' 'plaR' 'gatZ' 'hyfC' 'hflK' 'hflC' 'rseA' 'tdcC'
 'dcuR' 'cysG' 'sodA' 'aceK' 'rseB' 'nanM' 'glgA' 'glgC' 'marR' 'ampD'
 'cspD' 'paaI' 'rhaS' 'lpd' 'sdhC' 'casC' 'entC' 'manX' 'gltA' 'fecE'
 'proP' 'hofP' 'acnB' 'hyfR' 'entE' 'araJ' 'galP' 'kbaZ' 'uidC' 'nrdA'
 'mdtF' 'sgbU' 'galT' 'mlc' 'yqeF' 'lsrR' 'hyfJ' 'rpoS' 'ompW' 'gatA'
 'deoB' 'aldB' 'acs' 'rseC' 'araB' 'cyoB' 'preT' 'aaeB' 'yfaE' 'gapA'
 'aceE' 'sgcB' 'manA' 'lhgO' 'gltD' 'galM' 'sdhA' 'paaB' 'hlyE' 'glpK'
 'glgS' 'puuE' 'marB' 'rmf' 'caiT' 'chiP' 'patZ' 'ebgC' 'ulaA' 'sgbE'
 'csgG' 'mpl' 'focA' 'fecA' 'deoC' 'glpG' 'casA' 'narQ' 'gutM' 'glpR'
 'paaZ' 'cyoC' 'paaH' 'umpH' 'fumC' 'uxaA' 'ntrC' 'tdcA' 'lsrD' 'ulaF'
 'ybiT' 'yiaO' 'idnR' 'secB' 'dusB' 'gpsA' 'nupG' 'malM' 'lamB' 'yjhH'
 'yahN' 'pnp' 'metK' 'gadA' 'malX' 'chbF' 'puuC' 'hflX' 'fixA' 'pdhR'
 'btsT' 'glnA' 'modB' 'galE' 'rihA' 'nlpE' 'ampE' 'hofB' 'cyaA' 'cas3'
 'galK' 'prpB' 'ubiG' 'fumB' 'ulaC' 'ppdD' 'malI' 'ychH' 'deoD' 'aaeX'
 'rplM' 'cytR' 'mhpD' 'tdcE' 'gltB' 'glpD' 'hicB' 'paaA' 'lacY' 'agp'
 'sdhD' 'gabP' 'dpiB' 'uxuB' 'flhC' 'mhpF' 'chbB' 'gatC' 'acnA' 'cyoE'
 'caiD' 'rspB' 'csgF' 'dpiA' 'glpF' 'srlR' 'citG' 'epd' 'serA' 'sgcA'
 'psuK' 'putP' 'uidB' 'dadA' 'caiF' 'murP' 'pflB' 'tdcG' 'tnaA' 'yiaK'
 'fis' 'csqR' 'sfsA' 'pck' 'lyxK' 'murQ' 'uxuA' 'flhD' 'rbsD' 'nanS'
 'ansB' 'paaG' 'dadX' 'mglA' 'lgoD' 'yiaN' 'glpE' 'citX' 'prpD' 'casD'
 'citE' 'srlA' 'mhpA' 'casB' 'yjhI' 'sgcQ' 'tdcF' 'ebgA' 'pgk' 'lsrK'
 'fbaA' 'citF' 'deoA' 'rhaT' 'paaF' 'galS' 'sgcR']","['lsrB' 'mglB' 'mglC' 'paaD' 'fiu' 'paaC' 'aer' 'fixX' 'dcuB' 'gadC'
 'malG' 'rbsB' 'nirB' 'mokB' 'psiE' 'nirD']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
XylR and Crp_genes,[],[],[],['araC'],[],[],[],[],['xylR'],[],['xylB'],[],['xylA' 'xylH' 'xylG'],[],['xylE'],['xylF'],[],[],[],[]
