sample,BSU19780
LBexp_1,7.1708
LBexp_2,7.3487
LBexp_3,7.1732
LBtran_1,7.1507
LBtran_2,7.049
LBtran_3,7.1551
LBstat_1,7.2211
LBstat_2,7.4042
LBstat_3,7.4922
LBGexp_1,7.0659
LBGexp_2,7.0614
LBGexp_3,7.0663
LBGtran_2,7.4881
LBGtran_3,7.473
LBGstat_1,7.3684
LBGstat_2,7.2703
LBGstat_3,7.7084
S0_1,12.2642
S0_2,12.3997
S0_3,11.7872
S1_1,11.8645
S1_2,11.752
S1_3,11.2126
S2_1,11.1486
S2_2,11.0311
S2_3,9.9493
S3_1,10.5787
S3_2,10.3118
S4_1,10.2586
S4_2,9.9674
S4_3,9.2793
S5_1,10.7414
S5_2,11.3089
S5_3,10.9443
S6_1,14.9529
S6_2,14.0084
S6_3,15.2356
S6/t_1,14.9711
S6/t_2,13.2324
S6_4,15.6688
S6_5,15.9876
S6_6,15.6663
S7_4,16.2129
S7_5,15.904000000000002
S7_6,15.7196
S8_4,15.9906
S8_5,16.2608
G135_1,8.5297
G135_3,8.2991
G150_1,7.7697
G150_2,7.7597
G150_3,7.8639
G180_1,7.7183
G180_2,7.6433
G180_3,8.2182
C30_1,9.0194
C30_2,9.1353
C90_1,8.3001
C90_2,7.9208
BI_1,7.1249
BI_2,7.0353
BC_2,7.8537
BC/t_1,7.4338
BC/t_2,8.5357
BC_1,7.3797
Sw_1,6.8207
Sw_2,6.992000000000001
BT_1,16.3202
BT_2,16.1557
B36_1,16.3415
B36_2,16.1366
B60_1,13.9662
B60_2,14.3653
M9exp_1,10.2183
M9exp_2,9.7846
M9exp_3,6.9894
M9tran_1,7.3061
M9tran_2,7.3906
M9tran_3,10.508
M9stat_1,8.9709
M9stat_2,7.9528
M9stat_3,7.6398
M+G_1,9.203
M+G_2,9.9988
M+G_3,10.6746
Glu_1,7.3916
Glu_2,7.3748
Glu_3,9.5142
Fru_1,7.081
Fru_2,10.2018
Fru_3,9.8095
Mal_1,9.5333
Mal_2,11.5668
Mal_3,12.0962
G+S_2,14.9428
G+S_3,15.9657
Pyr_1,12.1462
Pyr_2,15.8829
Pyr_3,15.3556
Gly_1,9.4585
Gly_2,10.5221
Gly_3,8.9784
Glucon_1,13.6891
Glucon_2,14.3327
Glucon_3,8.0893
aero_1,11.2693
aero_2,7.8875
aero_3,8.3644
nit_1,12.3749
nit_2,9.4861
nit_3,9.2844
ferm_1,12.0742
ferm_2,9.0406
ferm_3,9.4508
T-5.40H_1,7.2253
T-4.40H_1,7.3123
T-3.40H_1,7.1391
T-2.40H_1,7.135
T-1.40H_1,7.042999999999998
T-1.10H_1,6.8046
T-0.40H_1,6.8275
T0.0H_1,6.7051
T0.30H_1,7.7713
T1.0H_1,7.5133
T1.30H_1,7.8581
T2.0H_1,8.0454
T2.30H_1,7.6219
T3.0H_1,7.5402
T3.30H_1,7.8298
T4.0H_1,7.6442
T5.0H_1,7.8369
HPh_1,7.6602
HPh_2,7.1869
HPh_3,7.6144
LPh_1,7.5216
LPh_2,7.2044
LPh_3,7.5914
LPhT_1,7.7226
LPhT_2,7.4007
LPhT_3,7.8084
SMMPr_1,11.481
SMMPr_2,11.321
SMMPr_3,12.2236
HiTm_1,7.5732
HiTm_2,7.0911
HiTm_3,7.4353
LoTm_1,10.7387
LoTm_2,9.5421
LoTm_3,11.0889
HiOs_1,7.9158
HiOs_2,8.7523
HiOs_3,7.7357
BMM_1,6.9458
BMM_2,6.9396
BMM_3,7.2479
Heat_1,7.5945
Heat_2,6.9782
Heat_3,7.4973
Cold_1,7.4483
Cold_2,7.4889
Cold_3,7.4844
Etha_1,7.5286
Etha_2,7.7225
Etha_3,7.3437
SMM_1,7.5276
SMM_2,6.9008
SMM_3,7.1966
Salt_1,7.1532
Salt_2,7.2443
Salt_3,7.5516
Mt0_1,7.1827
Mt0_3,7.7322
M0t45_1,7.1504
M0t45_2,6.8155
M0t45_3,7.2709
M0t90_1,7.352
M0t90_2,6.8562
M0t90_3,7.3108
M40t45_1,7.3541
M40t45_2,7.1726
M40t45_3,7.1288
M40t90_1,7.1222
M40t90_2,6.9765
M40t90_3,7.346
dia0_1,6.9643
dia0_2,7.0664
dia0_3,6.6471
dia5_1,7.2258
dia5_2,7.454
dia5_3,6.9557
dia15_1,8.1813
dia15_2,7.9121
dia15_3,7.2793
Diami_1,7.6777
Diami_2,7.3514
Diami_3,7.8453
Paraq_1,7.5037
Paraq_2,7.352
Paraq_3,7.1206
H2O2_1,7.4574
H2O2_2,7.5914
H2O2_3,7.9345
Oxctl_1,7.7902
Oxctl_2,7.6286
Oxctl_3,7.2837
GM-0.1_1,7.8011
GM-0.2_1,8.1781
GM+5_1,7.8203
GM+15_1,7.9025
GM+25_1,8.2351
GM+45_1,8.1488
GM+60_1,8.0045
GM+90_1,7.8669
GM+120_1,8.045
GM+150_1,7.8458
GM-0.1_2,6.7615
GM-0.2_2,7.5424
GM+5_2,6.4052
GM+10_2,6.559
GM+15_2,7.1087
GM+25_2,6.9298
GM+45_2,6.3734
GM+60_2,7.0126
GM+90_2,7.7467
GM+150_2,7.0652
GM-0.1_3,7.3003
GM-0.2_3,6.7764
GM+5_3,6.896
GM+10_3,6.7825
GM+15_3,6.8888
GM+25_3,7.2632
GM+45_3,7.7736
GM+60_3,7.3353
GM+90_3,7.5614
GM+120_3,8.1065
GM+150_3,7.2759
MG-0.1_1,13.6821
MG+5_1,13.2873
MG+10_1,13.8259
MG+15_1,12.4892
MG+25_1,12.7326
MG+45_1,11.8464
MG+120_1,9.4246
MG+150_1,9.2646
MG-0.1_2,8.6463
MG-0.2_2,9.2811
MG+5_2,9.3183
MG+10_2,9.4971
MG+15_2,10.3569
MG+25_2,8.8945
MG+45_2,8.2478
MG+60_2,8.2689
MG+90_2,7.2648
