,Value,list
TF,GlpP,
reg_genes,0,[]
comp_genes,13,['bglH' 'bglA' 'bglP' 'licA' 'ptsJ' 'licH' 'xylA' 'manR']
both_genes,0,['glpQA' 'glpK' 'glpF' 'glpT' 'glpD']
reg_genes2,5,
comp_genes2,0,
both_genes2,0,
