,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,0.0,1.5942030293443654,3.0,0.0,-0.5284354281,2.0,-1.2628874878,4.0,1.7913229159,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-0.5432418086333333,0.9434686918933596,3.0,1.0,-0.9718038630000001,3.0,-1.196361552,5.0,0.5384399891,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-1.9108686657,2.923923114482634,4.0,6.0,-2.3006604835,20.0,-0.9381440026000001,40.0,1.2890788699,63.0,-5.6937490466,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-1.4641473467750001,1.01774454014558,4.0,7.0,-2.6099111322,33.0,-1.21369057,81.0,-0.2006748435,82.0,-1.8323128414,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-19.79661496275,2.247276530115772,4.0,8.0,-22.093457615,51.0,-18.1519367963,65.0,-17.605372712,76.0,-21.3356927277,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-23.2243610965,2.7400248338682385,3.0,9.0,-23.0515388586,22.0,-20.574838107,49.0,-26.0467063239,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,2.57782947125,1.5752322794598463,2.0,10.0,1.4639720445,26.0,3.691686898,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-24.19339691676667,1.7666990517154686,3.0,11.0,-24.0847052392,54.0,-22.4835531034,83.0,-26.0119324077,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-17.365997483925,4.862828098798334,4.0,12.0,-20.3924336583,48.0,-12.4728583129,64.0,-14.0510037484,78.0,-22.5476942161,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,3.2806389251,0.2862245114878281,4.0,13.0,3.1966062932,38.0,3.6054726399,67.0,3.3884952638,72.0,2.9319815035000003,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,0.17951779106666665,0.6858673578632793,3.0,14.0,-0.5202916436,41.0,0.8505363495,85.0,0.2083086673,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-0.9665671279499999,1.3179366850672751,4.0,15.0,-1.1349842991,52.0,0.5739097957,71.0,-2.6190761398999998,80.0,-0.6861178685,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-17.70148121853333,5.554454869713495,3.0,16.0,-19.1465945442,53.0,-11.5672977664,77.0,-22.390551345,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-11.773539360466666,4.118639939633904,3.0,17.0,-16.3010508496,50.0,-8.249059721,66.0,-10.7705075108,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-10.348875136666669,4.826508410212687,3.0,18.0,-12.1140069774,25.0,-4.8882729973,62.0,-14.0443454353,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,3.5264370405000003,2.3551828243578714,4.0,19.0,1.1584429569,28.0,5.4383069926,56.0,5.6615899671,73.0,1.8474082454,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-5.964747724875,2.2010207913316844,4.0,21.0,-3.5817202736000002,34.0,-6.4651766403,45.0,-8.75430834,58.0,-5.0577856456,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,1.561154626075,0.7537547626726235,4.0,23.0,0.5176332912,42.0,2.0965619512,70.0,2.1312425022,79.0,1.4991807597,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,3.2178593316999997,1.4455242854999608,4.0,24.0,4.0322915555,29.0,1.2445963941,68.0,3.0761260908,74.0,4.5184232864,,,,,,,,,,,,,,,,,,,,
