,-0.04809560202857144,-0.032063734685714294,-0.01603186734285715,-6.938893903907228e-18,0.016031867342857137,0.032063734685714274,0.048095602028571424,0.06412746937142857,0.08015933671428571,0.09619120405714285,0.11222307139999999,0.12825493874285715,0.1442868060857143,0.16031867342857142,0.1763505407714286,0.19238240811428572,0.20841427545714286,0.22444614280000003,0.24047801014285713,0.2565098774857143
thresh,-0.056111535700000006,0.056111535700000006,1,,,,,,,,,,,,,,,,,
unreg,7,60,1060,3847,797,88,15,11,5,4,2,4,0,2,1,3,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],"['PSPTO_RS29930' 'PSPTO_RS25355' 'PSPTO_RS01210' 'PSPTO_3094' 'PSPTO_2425'
 'PSPTO_4747' 'PSPTO_3085' 'PSPTO_RS26690' 'cysW' 'PSPTO_3084'
 'PSPTO_1793']",['PSPTO_5184' 'PSPTO_5216' 'PSPTO_5198' 'PSPTO_5197' 'tonB-2'],['PSPTO_5317' 'cysT' 'PSPTO_2487' 'PSPTO_5313'],['PSPTO_3077' 'PSPTO_3467'],['ssuD' 'ssuB' 'PSPTO_3086' 'PSPTO_5217'],[],['ssuC' 'sbp'],['PSPTO_5218'],['PSPTO_5316' 'oscA' 'PSPTO_RS29905'],[],[],[],[]
