,Value,list
TF,PedR1,
reg_genes,34,"['PP_2675' 'exaE' 'PP_3785' 'qedH-II' 'PP_2666' 'PP_3784' 'PP_2677'
 'PP_2667' 'pqqB' 'aldB-II' 'PP_2669' 'cvrA' 'pqqC' 'pedR1' 'PP_2668'
 'PP_2676' 'PP_2664' 'PP_0375' 'yiaY' 'PP_2663' 'PP_2671' 'pqqD-I'
 'PP_2683' 'pqqE' 'PP_3781' 'syrB' 'PP_5538' 'scpC' 'pqqD-II' 'PP_3782'
 'pqqA' 'PP_2678']"
comp_genes,0,[]
both_genes,0,['qedH-I' 'PP_2673']
reg_genes2,0,
comp_genes2,2,
both_genes2,0,
