,A,PedR1
R2,,0.029055095396611663
xmin,,-5.6364054555
xmid,,-1.0224093516161818
xmax,,5.565769769333334
ystart,,-0.18240893710861525
yend,,1.4789467025936645
ALE:GalactoseA5:1.0,0.9211818521232612,1.7232324447499998
ALE:GalactoseA5:2.0,0.6763695358517052,1.684131377749999
ALE:GalactoseA6:1.0,3.3099393218893045,1.0960062907499992
ALE:GalactoseA6:2.0,2.5621128273292872,1.0542303497499992
ALE:GalactoseA8:1.0,2.1011178308724987,0.6691301367499998
ALE:GalactoseA8:2.0,2.7759857361001434,0.6959512207499996
ALE:IL_Control:1.0,-0.0596599752080191,-0.2211911342500006
ALE:IL_Control:2.0,-0.1157451118670691,-0.5275400732500004
ALE:IL_Control:3.0,0.1534852516449792,0.5210966257499994
ALE:IL_Control:4.0,0.0219198347711049,0.2276345817499994
ALE:IL_TEOH_OAc:1.0,1.0609319905131482,-0.9882758962500008
ALE:IL_TEOH_OAc:2.0,-0.3575762610910933,-0.4740257322500003
ALE:IL_TEA_HS:1.0,0.269076063254887,0.4915439997499993
ALE:IL_TEA_HS:2.0,0.3600113566707997,-0.4269878812500005
ALE:IL_Mixed:1.0,-1.528801327923753,-0.2054897362500005
ALE:IL_Mixed:2.0,-1.1086643950445818,-0.2997404832500003
ALE:IL_PP5350:1.0,4.644843414364027,-0.4191052042500005
ALE:IL_PP5350:2.0,3.9229731189731183,-0.4424903782500005
ALE:IL_T8:1.0,1.8927341941475408,0.1080339457499999
ALE:IL_T8:2.0,1.5709498309745156,-0.2690898932500003
ALE:IL_T9:1.0,0.9331593803708664,0.3033141357499991
ALE:IL_T9:2.0,1.3019723820147844,0.3818892777499991
ALE:IL_Control2:1.0,0.3507854249817079,0.0004913217499993
ALE:IL_Control2:2.0,-0.0302690707307884,0.0284391367499994
ALE:IL_Glc+Ace:1.0,0.6900455908486562,0.1301421727499994
ALE:IL_Glc+Ace:2.0,-0.0058332598821369,-0.3271321082500007
ALE:XyloseA1:1.0,3.2027494364353823,2.347868740749999
ALE:XyloseA1:2.0,2.710965352034065,2.190173969749999
ALE:XyloseA2:1.0,2.575295743079284,2.419730479749999
ALE:XyloseA2:2.0,1.831769919850042,2.555166131749999
ALE:XyloseA3:1.0,0.9485978003247096,2.48461167775
ALE:XyloseA3:2.0,1.2836360001420744,2.50902013075
ALE:XyloseA4:1.0,2.1445125135806062,2.39196025475
ALE:XyloseA4:2.0,2.4097788192446825,2.5197922317499994
Aromatic:Coumarate:1.0,1.8450345372594767,1.515690830333333
Aromatic:Coumarate:2.0,1.4343066238410611,1.8076790553333333
Aromatic:Coumarate:3.0,0.5307411465984221,1.2318072733333332
Aromatic:Coumarate+ferulate:1.0,-0.4143253308424641,0.702190373333333
Aromatic:Coumarate+ferulate:2.0,0.1461354597900658,0.8770507263333331
Aromatic:Coumarate+ferulate:3.0,0.636435878033581,0.5991766543333332
Aromatic:Ferulate:1.0,7.127461393533385,4.662949194333333
Aromatic:Ferulate:2.0,6.498783020543179,5.006530373333334
Aromatic:Ferulate:3.0,7.096305533869181,4.9055607593333335
Aromatic:Glucose:1.0,-0.174167377423167,-0.051415809666667
Aromatic:Glucose:2.0,-0.0331304029316226,0.3710632313333333
Aromatic:Glucose:3.0,0.2072977821187467,-0.3196474216666667
Bioreactor1:24h:1.0,-0.9218592128463812,-0.358801364
Bioreactor1:24h:2.0,0.921859213230866,0.358801364
Bioreactor2:S_0min:1.0,0.1669264115381611,-0.0042970140000004
Bioreactor2:S_15min:1.0,1.2139504487989996,-0.4241345380000005
Bioreactor2:P1_15min:1.0,0.6156866964604798,-0.3631164950000007
Bioreactor2:P3_15min:1.0,0.0656082079069663,0.3158749129999991
Bioreactor2:P5_15min:1.0,0.7302415749905122,0.939546041999999
Bioreactor2:S_1h:1.0,1.2740260840978483,-0.3950913070000004
Bioreactor2:S_3h:1.0,1.0963320692991794,-0.8478950770000004
Bioreactor2:S_9h:1.0,0.6061071659253533,0.0378666489999988
Bioreactor2:S_25h:1.0,0.3125012908067636,-0.2367813050000009
Bioreactor2:P1_25h:1.0,0.8533085566800828,0.0695785939999993
Bioreactor2:P3_25h:1.0,0.2393224410363027,-0.0607569000000012
Bioreactor2:P5_25h:1.0,0.0878652502006915,0.6904278149999996
Bioreactor2:S_0min:2.0,-0.3348180156157079,0.0248415019999992
Bioreactor2:S_15min:2.0,-0.6412804314535631,-0.7170707150000011
Bioreactor2:P1_15min:2.0,-0.2839882545542242,-0.4113783090000007
Bioreactor2:P3_15min:2.0,-0.4493303188830613,-0.1601476370000005
Bioreactor2:P5_15min:2.0,0.0299376724647958,0.3376425859999994
Bioreactor2:S_1h:2.0,0.701401964833533,-0.303110310000001
Bioreactor2:S_3h:2.0,0.3612417619452543,0.0790256989999989
Bioreactor2:S_9h:2.0,0.6912449405712272,-0.0818683170000005
Bioreactor2:S_25h:2.0,0.2090179551076797,-0.3181669220000005
Bioreactor2:P1_25h:2.0,-0.2516821995158763,-0.0346952700000011
Bioreactor2:P3_25h:2.0,0.063956619042526,0.6325556019999992
Bioreactor2:P5_25h:2.0,0.0017421173905262,0.9951842909999992
Bioreactor2:S_0min:3.0,0.1678916034372066,-0.0205444880000005
Bioreactor2:S_15min:3.0,0.4909423028115341,-0.7097303000000013
Bioreactor2:P1_15min:3.0,0.1711129672573516,0.6063590539999995
Bioreactor2:P3_15min:3.0,-0.853231162058268,-0.5648288500000005
Bioreactor2:P5_15min:3.0,0.0539051907724092,-0.0504858680000008
Bioreactor2:S_1h:3.0,0.9949198681936298,-0.7495417580000012
Bioreactor2:S_3h:3.0,0.8134997430007196,-0.7610833800000005
Bioreactor2:S_9h:3.0,0.7315012314185473,-0.2663008930000003
Bioreactor2:S_25h:3.0,0.3905903206207596,0.2423071519999995
Bioreactor2:P1_25h:3.0,0.2512635425443201,-0.2399381050000011
Bioreactor2:P3_25h:3.0,0.1151850997971943,0.7472964159999993
Bioreactor2:P5_25h:3.0,-0.5906900683672355,1.263755977999999
Carbon:Citrate:1.0,0.8794034212099423,1.2215877309999996
Carbon:Citrate:2.0,2.344150810633703,1.1273802540000002
Carbon:Citrate:3.0,3.1804208122542272,0.9012591619999996
Carbon:Ferulate:1.0,0.0760632443697941,3.618845108
Carbon:Ferulate:2.0,1.3438139532305498,4.02913392
Carbon:Ferulate:3.0,0.2739454664733284,4.49863362
Carbon:Glucose:1.0,-1.0235147261158184,-0.1193925470000003
Carbon:Glucose:2.0,1.023514725935845,0.1193925469999999
Carbon:Serine:1.0,-0.4916737365893869,2.4960963939999994
Carbon:Serine:2.0,-2.1928486200654618,2.4156482409999995
Carbon:Serine:3.0,-1.5166262738373788,1.901142212
Carbon2:Glucose:1.0,0.1657562666525674,0.0633420039999999
Carbon2:Glucose:2.0,-0.1089108659768491,-0.0911709840000001
Carbon2:Glucose:3.0,-0.0568454013668308,0.0278289800000002
Carbon2:Coumarate:1.0,-0.1423269344084998,0.5448570290000001
Carbon2:Coumarate:2.0,0.6437036385319946,0.7947685419999999
Carbon2:Coumarate:3.0,-0.0662194417952793,0.7302384150000001
Crc:Control:1.0,0.4476199512855401,-0.0217815864999995
Crc:Control:2.0,-0.4476199519175798,0.0217815865000003
Crc:Del_crc:1.0,0.6853689452474261,-0.1192647484999991
Crc:Del_crc:2.0,0.9930771989338344,-0.0794300454999996
Crc:Del_crcZ_crcY:1.0,-0.9581975750398534,-0.7211622894999992
Crc:Del_crcZ_crcY:2.0,-0.9986340992390188,-0.3751007784999993
FinR:Control:1.0,0.4906958705299813,0.1218898383333333
FinR:Control:2.0,0.2585732240920951,-0.2898448016666668
FinR:Control:3.0,-0.7492690926337717,0.167954963333333
FinR:Del_finR:1.0,0.443709312521277,0.1041810133333331
FinR:Del_finR:2.0,0.8680115991291611,-0.5484549216666665
FinR:Del_finR:3.0,0.0647232365599889,-0.1083919856666666
