,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.18929433531013984,2.0,0.0,-0.133851308138,1.0,0.133851308138,,,,,,,,
1,fur__wt_dpd,1.562502796375,0.08122365355996783,2.0,2.0,1.6199365926,3.0,1.5050690001499998,,,,,,,,
2,fur__wt_fe,-0.088386980102,0.226253179463984,2.0,4.0,-0.248372137566,5.0,0.071598177362,,,,,,,,
3,fur__delfur_dpd,0.10097631000599999,0.48122166961969676,2.0,6.0,0.441251415848,7.0,-0.239298795836,,,,,,,,
4,fur__delfur_fe2,-0.6985267648319999,0.18160867673551756,2.0,8.0,-0.826943491674,9.0,-0.5701100379899999,,,,,,,,
5,acid__wt_ph5,0.4686925395625,0.1070695659861398,2.0,10.0,0.54440215573,11.0,0.392982923395,,,,,,,,
6,acid__delgadx_ph5,0.1359963203965,0.5065484811253771,2.0,12.0,0.4941801864,13.0,-0.222187545607,,,,,,,,
7,acid__delgadw_ph5,-0.03997962872525,0.14257345381638092,2.0,14.0,-0.140794284736,15.0,0.0608350272855,,,,,,,,
8,acid__delgade_ph5,0.6357657141690001,0.2563729206171681,2.0,16.0,0.454482683488,17.0,0.81704874485,,,,,,,,
9,oxidative__wt_pq,4.319779414065,0.2816364907020473,2.0,18.0,4.51892648647,19.0,4.12063234166,,,,,,,,
10,oxidative__deloxyr_pq,2.30688236647,0.42100781898945183,2.0,20.0,2.00918488273,21.0,2.60457985021,,,,,,,,
11,oxidative__delsoxr_pq,5.133267143935,0.36398183762729386,2.0,22.0,4.87589311832,23.0,5.39064116955,,,,,,,,
12,oxidative__delsoxs_pq,4.680672544115,0.6089772498326487,2.0,24.0,4.2500606011699995,25.0,5.11128448706,,,,,,,,
13,nac_ntrc__wt_csn,0.846920579794,0.30841117692303194,2.0,26.0,1.06500021439,27.0,0.628840945198,,,,,,,,
14,nac_ntrc__wt_cytd,1.653946882105,0.14323196519915776,2.0,28.0,1.75522717598,29.0,1.55266658823,,,,,,,,
15,nac_ntrc__wt_gln,0.34547750800300003,0.0919512429719532,2.0,30.0,0.280458160559,31.0,0.410496855447,,,,,,,,
16,nac_ntrc__bw_delnac_csn,3.2321503372800002,0.9107951539218705,2.0,32.0,3.87617976689,33.0,2.58812090767,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,1.636868112405,0.32583492614564,2.0,34.0,1.40646802658,35.0,1.86726819823,,,,,,,,
18,nac_ntrc__bw_delnac_gln,0.7299181210525,0.16828476169868176,2.0,36.0,0.84891341722,37.0,0.6109228248849999,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,0.8183995448100001,0.18385163353525097,2.0,38.0,0.688396808005,39.0,0.9484022816150001,,,,,,,,
20,misc__wt_no_te,1.7701661297035003,1.9266385090812623,2.0,40.0,3.1325052843700005,41.0,0.40782697503700005,,,,,,,,
21,misc__bw_delcbl,1.749357066805,0.24767851535961496,2.0,42.0,1.9244922245700002,43.0,1.5742219090399998,,,,,,,,
22,misc__bw_delfabr,1.63955599051,0.5620555059351774,2.0,44.0,2.0369892501599995,45.0,1.24212273086,,,,,,,,
23,misc__bw_delfadr,1.2841967782800001,0.2734298062529715,2.0,46.0,1.0908527081000001,47.0,1.4775408484600001,,,,,,,,
24,misc__nitr_031,1.1160216040200002,,1.0,48.0,1.1160216040200002,,,,,,,,,,
25,omics__wt_glu,1.070335081137,0.579181115440265,2.0,49.0,1.4798779754,50.0,0.660792186874,,,,,,,,
26,omics__wt_gly,0.624130585151,0.013152295865971171,2.0,51.0,0.633430662746,52.0,0.614830507556,,,,,,,,
27,omics__wt_thr,4.125892482825,0.4635180371555957,2.0,53.0,4.4536492301,54.0,3.7981357355500003,,,,,,,,
28,omics__bw_ac,3.673812144,0.4488542011680512,2.0,55.0,3.9911999934099995,56.0,3.35642429459,,,,,,,,
29,omics__bw_fum,2.7600663751,0.11131474801856651,2.0,57.0,2.68135496193,58.0,2.8387777882700003,,,,,,,,
30,omics__bw_glc,0.43073794670700005,0.03835234775219259,2.0,59.0,0.45785715187700005,60.0,0.403618741537,,,,,,,,
31,omics__bw_pyr,1.9128961048749997,0.378268813921097,2.0,61.0,2.18037254831,62.0,1.6454196614399998,,,,,,,,
32,ompr__wt_nacl,2.245194401285,0.7581472824166986,2.0,63.0,2.7812854858200002,64.0,1.70910331675,,,,,,,,
33,ompr__bw_delompr_nacl,0.491123258498,0.5402433011559804,2.0,65.0,0.10911355676,66.0,0.873132960236,,,,,,,,
34,minspan__wt_ade,-0.532165751445,,1.0,67.0,-0.532165751445,,,,,,,,,,
35,minspan__wt_glc,-0.09957356324600002,0.29019754816637255,4.0,68.0,0.312586610266,69.0,-0.147894187729,70.0,-0.36588335727300003,71.0,-0.197103318248,,,,
36,minspan__wt_glc_anaero,0.5166143124895001,0.1618278160442523,2.0,72.0,0.631043858599,73.0,0.40218476638000006,,,,,,,,
37,minspan__wt_trp,3.6927988156800002,,1.0,74.0,3.6927988156800002,,,,,,,,,,
38,minspan__bw_delcra_glc,3.05222764182,0.01149230890752297,2.0,75.0,3.0441013522600002,76.0,3.0603539313800003,,,,,,,,
39,minspan__bw_delcra_trp,3.4212496414499998,,1.0,77.0,3.4212496414499998,,,,,,,,,,
40,minspan__bw_delmntr,3.32430946051,,1.0,78.0,3.32430946051,,,,,,,,,,
41,minspan__bw_delnac_ade,-2.62625608348,,1.0,79.0,-2.62625608348,,,,,,,,,,
42,minspan__bw_delnac_glc,-0.8626836091069999,,1.0,80.0,-0.8626836091069999,,,,,,,,,,
43,cra_crp__wt_ac,4.49575716955,0.5440340821006946,2.0,81.0,4.1110669809,82.0,4.8804473582,,,,,,,,
44,cra_crp__wt_fru,3.60369247908,0.5489821437415809,2.0,83.0,3.9918814756699996,84.0,3.21550348249,,,,,,,,
45,cra_crp__delcra_ac,4.77379412504,0.1122218687492201,2.0,85.0,4.6944412806499995,86.0,4.85314696943,,,,,,,,
