,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.5219354948645469,3.0,0.0,0.24394887280000002,1.0,0.3552921258,2.0,-0.5992409986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,1.1478259881333333,0.4965266553726187,3.0,3.0,1.2178404693,4.0,1.6056292576,5.0,0.6200082375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,0.40123330949999997,0.1697084280410265,3.0,6.0,0.21577484330000002,7.0,0.5487787677,8.0,0.4391463175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-9.523683429181672e-12,1.9314800436113906,21.0,9.0,1.9972408675,10.0,0.8823427761,11.0,1.9167951692,12.0,1.5691452772,13.0,0.9305789884000001,14.0,1.6271679421,15.0,-2.1497290121,16.0,-2.6307130735,17.0,-2.2490330919,18.0,1.9262669452,19.0,2.2138146117,20.0,0.4778327949,21.0,1.159452761,22.0,2.0176301536,23.0,1.9789132608000002,24.0,-1.3370890434,25.0,-0.957446262,26.0,-1.7330269155,27.0,-2.1331582616,28.0,-2.7845315586,29.0,-2.7224543293
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.17524922736666668,1.6033068397511443,21.0,30.0,0.9687007779000001,31.0,0.6064555351,32.0,1.2913930366,33.0,1.825888059,34.0,0.853309121,35.0,1.4838988881000001,36.0,-1.5936052761,37.0,-2.6853040112,38.0,-2.2173885636,39.0,1.3249101599,40.0,1.453198235,41.0,0.4748433018,42.0,0.9154831056,43.0,0.4895453126,44.0,0.8471158277,45.0,-1.7227155731,46.0,0.1392361695,47.0,-0.6103102645,48.0,-2.3682134181,49.0,-2.5822896364,50.0,-2.5743845615
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.14117876928103398,3.0,51.0,-0.1551877455,52.0,0.0343617362,53.0,0.12082600930000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-2.3127242606,0.04536991994849437,4.0,54.0,-2.3225463464000002,55.0,-2.3374587033,56.0,-2.2461005505,57.0,-2.3447914422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,1.734723475976807e-18,0.09444250050611569,4.0,58.0,-0.0333260123,59.0,-0.0569982494,60.0,0.1408687086,61.0,-0.050544446900000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.9916310787000001,0.29687596454215187,4.0,62.0,-1.0178111887,63.0,-1.3175376869,64.0,-1.0341317323,65.0,-0.5970437069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-1.7049092298250001,0.16802178203540785,4.0,66.0,-1.4660258722,67.0,-1.7613956467,68.0,-1.7336430627000001,69.0,-1.8585723377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
