,A,RcnR
ompr__bw_delompr_nacl__2,-5.435646813708006,-0.6779028980000001
minspan__wt_ade__1,-1.8808201934011537,-1.5248877070000004
minspan__wt_glc__2,-4.319337946784533,-1.7474092430000008
minspan__wt_glc__3,-4.794743544959171,-2.2012709459999997
minspan__wt_glc__4,-6.104683778827819,-2.210323099
minspan__wt_glc_anaero__1,-4.431611656673956,-2.89977501
minspan__wt_glc_anaero__2,-8.090677670624126,-2.819197828
minspan__wt_trp__1,-0.1724761301048788,-1.4332138820000004
minspan__bw_delcra_glc__2,-0.7844672178498191,-1.6615519790000004
minspan__bw_delcra_trp__1,-0.028511896604915,-0.6263360490000007
minspan__bw_delmntr__1,-0.905550171989245,-1.6361883140000009
minspan__bw_delnac_ade__1,-5.583255629202751,-1.83500396
minspan__bw_delnac_glc__1,-3.982547143101337,-1.485498196
cra_crp__wt_ac__1,-1.661196531650813,-0.211720895
cra_crp__wt_ac__2,-2.0893617657299925,-0.4678420770000002
cra_crp__wt_fru__1,-1.8804505709234935,0.046521728000000095
cra_crp__wt_fru__2,-1.3731352039541842,0.19897631499999946
cra_crp__delcra_ac__1,0.8829204639354565,0.7575219869999996
cra_crp__delcra_ac__2,0.1635600275405772,0.64130501
cra_crp__delcra_fru__1,-0.1163974391453661,0.2726823739999995
cra_crp__delcra_fru__2,0.3434971815386773,0.5422387659999997
cra_crp__delcra_glc__1,-0.921153774196658,-0.299159038
cra_crp__delcra_glc__2,-0.7791292024882063,-0.31014830999999976
rpoB__wt_031__1,-0.2444219539126674,-0.20707171900000088
rpoB__wt_044__1,-0.939824132629816,-0.11522606200000053
rpoB__wt_lb__1,-6.454509091980991,-3.729071764
rpoB__wt_lb__2,-6.785898334299228,-2.6268507450000005
rpoB__rpoBE546V_031__1,-0.1272750629777223,-0.7454372249999999
rpoB__rpoBE546V_044__1,-0.392789119196653,-0.5424333670000001
rpoB__rpoBE546V_lb__1,-8.07838368966659,-2.922511758
rpoB__rpoBE546V_lb__2,-5.810297016105792,-2.588513201
rpoB__rpoBE546V_glc__1,-2.683621631409056,-1.5811888099999996
rpoB__rpoBE672K_glc__1,-2.293311308796688,-2.087272613000001
rpoB__rpoBE672K_glc__2,-2.240032778971232,-1.9551447050000004
rpoB__rpoBE672K_lb__1,-5.536564666755078,-3.0825334019999997
rpoB__rpoBE672K_lb__2,-5.848080931142479,-3.1359137000000006
crp__wt_fru__1,-1.929993561299561,0.1584339530000003
crp__wt_glyc__1,-1.8093322139649732,-0.07601572100000009
crp__wt_glyc__2,-1.515971144547862,-0.17157633900000047
crp__delar1_glyc__1,2.397567054861524,-0.7252877030000002
crp__delar1_glyc__2,0.9702206800189476,-0.993550085
crp__delar1ar2_glyc__1,-2.205443586186112,-0.1017974509999986
crp__delar1ar2_glyc__2,-1.898766989956304,-0.4019391089999997
crp__delar1ar2_glyc__3,-1.697276092583812,-0.07172293499999949
crp__delar2_glyc__1,-0.4084704591351895,-0.8012529740000005
crp__delar2_glyc__2,-0.4665465713240551,-0.9158050740000006
crp__delar2_glyc__3,-0.4465852978157332,-1.134514244000001
crp__delcrp_fru__1,-1.7784898333187693,0.5330126430000002
crp__delcrp_fru__2,-2.19616422076504,0.17101385099999966
crp__delcrp_fru__3,-1.7474112126797572,0.4312001619999997
crp__delcrp_glc__1,-3.370552144835457,-0.3533161069999986
crp__delcrp_glc__2,-3.476478149122553,-0.3100146190000004
crp__delcrp_glc__3,-3.74968738444594,-0.06934807999999926
crp__delcrp_glyc__1,0.2380362321309984,0.3734373559999993
crp__delcrp_glyc__2,0.5015644977434247,0.861302663
crp__delcrp_glyc__3,0.450160352998257,0.6733884219999995
glu__glu_ale3__1,1.3599117465772612,-1.1001989830000003
glu__glu_ale4__1,-0.3247585750396835,-1.826340466
glu__glu_ale5__1,-0.9847591130611982,-1.8816374830000004
glu__glu_ale6__1,-3.9234199408187793,-2.3631766050000005
glu__glu_ale8__1,2.340153737125288,-0.424289645
glu__glu_ale9__1,0.9383988018529076,-1.1037360399999994
glu__glu_ale10__1,1.6231327946325869,-1.3566546520000005
42c__wt_42c__1,-3.3714756037286646,-1.5864573899999996
42c__42c_ale1__1,3.248295564638957,-0.06706350400000094
42c__42c_ale2__1,4.018446830786369,0.09483827500000076
42c__42c_ale3__1,1.1256721458920445,0.2060995959999996
42c__42c_ale4__1,4.697714192308483,0.4055459699999995
42c__42c_ale5__1,1.2608334884221812,0.207979473
42c__42c_ale6__1,2.14557162350902,-1.3676949580000004
42c__42c_ale8__1,4.941150774911458,0.07149564400000141
42c__42c_ale9__1,0.5936858675760627,-0.2534156420000002
42c__42c_ale10__1,4.951454767973311,0.15865497299999998
ssw__wt_ac__1,-1.3247426598332812,0.02733102500000051
ssw__wt_glc__1,-2.95074939142822,-2.72731994
ssw__wt_glyc__1,-0.0813468535636343,-0.8598270830000008
ssw__wt_xyl__1,3.847126109125043,0.5587453300000007
ssw__glc_ale1__1,2.4025684113299124,-0.03188284199999991
ssw__glc_ale2__1,3.35503079436842,0.18030190400000026
ssw__glc_ale3__1,2.9017088805778224,0.06959544599999923
ssw__glyc_ale1__1,2.7742090244053803,0.2490522929999983
ssw__glyc_ale2__1,2.569931422893274,0.086266234
ssw__xyl_ale1__1,-0.2444381171964226,0.24048535199999946
ssw__xyl_ale2__1,1.13650716527628,0.5991284380000002
ssw__xyl_ale3__1,0.6329757256853836,0.3816981859999995
ssw__glc_ac_ac2__1,4.511850480896165,0.14320135500000042
ssw__glc_ac_glc1__1,4.526695029852656,0.7957340139999998
ssw__glc_glyc_glc__1,2.6507785622871363,-0.2736520440000003
ssw__glc_glyc_glyc__1,2.5815574765284857,-0.09396214599999997
ssw__glc_xyl_glc__1,1.6544527379598533,-0.5285803499999995
ssw__glc_xyl_xyl__1,1.916073003688208,0.1564938429999998
ica__wt_glc__1,0.6136182054659428,-1.0390482319999998
ica__wt_glc__2,0.7681437147829896,-1.0103396259999986
ica__wt_glc__3,2.781468073218697,0.3081230859999993
ica__wt_glc__4,3.226263962398623,0.2725953809999995
ica__arg_sbt__1,1.3736346012604237,-0.7411335470000004
ica__arg_sbt__2,2.6229853489106096,-0.7304969740000002
ica__cytd_rib__1,-0.1232579777823545,-0.11467974199999985
ica__cytd_rib__2,-0.4948462592306832,-0.04880447399999977
ica__gth__1,0.0940666639189369,0.1526732950000005
ica__gth__2,0.6513458819648947,0.7206900540000003
ica__leu_glcr__1,3.18948271799598,-0.33478074499999977
ica__leu_glcr__2,2.483479885076319,-0.3821504320000004
ica__met_glc__1,1.0399264098549184,-0.9546780410000002
ica__met_glc__2,0.6134049641713424,-0.6433004770000004
ica__no3_anaero__1,2.432491243707537,0.3488218619999994
ica__no3_anaero__2,1.7897797247969258,0.19721707500000016
ica__phe_acgam__1,1.709667868361689,-0.4789599680000008
ica__phe_acgam__2,1.645860722419333,-0.5648123639999998
ica__thm_gal__1,-0.6891009884412188,-0.33910428499999945
ica__thm_gal__2,-1.397464035932083,-0.32710924499999994
ica__tyr_glcn__1,1.8297402027797829,-0.7292525549999995
ica__tyr_glcn__2,1.6890546244411386,-0.4214266330000003
ica__ura_pyr__1,2.6457378633269424,0.1593172340000013
ica__ura_pyr__2,2.295017385681415,0.01356929599999912
ica__wt_glc__5,1.8522721440941508,-0.1119290909999986
ica__wt_glc__6,2.4057427340222546,0.009853462999999785
ica__bw_delpurR_cytd__1,2.907890802032196,-0.3133687319999998
ica__bw_delpurR_cytd__2,3.2603903710064563,0.6161936539999999
ica__ade_glc__1,2.515021455249714,0.36693773699999976
ica__ade_glc__2,3.296406993634199,-0.0614006930000004
ytf__wt_glc__1,2.963484890938596,0.05285840000000075
ytf__wt_glc__2,3.265159009139957,0.405857350999999
ytf__delyafC__1,2.410258579760995,0.5245464550000003
ytf__delyafC__2,2.719658886806342,0.5088569280000002
ytf__delyeiE__1,1.1699396949996026,0.8745205130000002
ytf__delyeiE__2,0.0529008917850785,0.5598574200000002
ytf__delyiaJ__1,3.517151522899103,0.526537695
ytf__delyiaJ__2,3.013270104478502,0.7538945809999991
ytf__delyieP__1,3.280867954293616,0.23113397099999844
ytf__delyieP__2,2.483974279963673,0.2282090850000005
ytf__wt_ph5__1,-0.974469428170846,-0.2142360420000005
ytf__wt_ph5__2,-0.6505353455559775,-0.20673317099999974
ytf__wt_ph8__1,0.4069723530358805,-0.30740676400000044
ytf__wt_ph8__2,1.4032396723616698,-0.2713542749999993
ytf__delybaO__1,2.993237938426594,0.4824236629999996
ytf__delybaO__2,2.7858443915634825,0.4571102850000006
ytf__delybaQ__1,0.5103595606060803,0.1481727079999997
ytf__delybaQ__2,0.1211976226243741,0.1605950380000003
ytf__delybiH__1,3.731946376062166,-0.15453711800000036
ytf__delybiH__2,2.71949239263084,-0.08299547400000051
ytf__delydcI_ph5__1,-0.1864886508444489,-0.3525629549999998
ytf__delydcI_ph5__2,0.4310233163459144,-0.2381125329999998
ytf__delydcI_ph8__1,2.218307059211524,0.21628385400000028
ytf__delydcI_ph8__2,0.9986785771986542,-0.6435918549999995
ytf__delyddM__1,0.8480272739540542,0.9399839609999994
ytf__delyddM__2,0.7902757740599522,0.930888198
ytf__delyheO__1,2.3747082147921543,0.31145757699999965
ytf__delyheO__2,3.1329204516984834,0.07704654199999972
fps__bw_glc__1,1.5729918315358935,0.05773522599999925
fps__bw_glc__2,0.8285487126270469,0.014355051999999981
fps__fps_thrA_ale1__1,1.8004255386280377,0.09570058300000016
fps__fps_thrA_ale1__2,1.18181464711579,0.13585886499999944
fps__fps_thrA_ale2__1,1.7562081689494824,0.13129245000000012
fps__fps_thrA_ale2__2,1.8367405743565457,0.16390815099999845
fps__fps_serB_ale1__1,-0.3624831343915339,0.014835905999999175
fps__fps_serB_ale1__2,-0.430869912965395,-0.07646942400000079
fps__fps_serB_ale4__1,-1.4652795860999075,0.3312796659999995
fps__fps_serB_ale4__2,-0.9926284282805586,0.6630633900000005
fps__fps_ptsI_ale1__1,1.394311120805632,-0.12260625800000025
fps__fps_ptsI_ale1__2,1.3720010240061031,-0.12871860000000002
fps__fps_ptsI_ale3__1,1.510590941221001,-0.12067140100000008
fps__fps_ptsI_ale3__2,1.1188106642773743,-0.17207717500000008
pal__lyx_ale2_f6__1,-1.4611614383467424,0.15597837299999995
pal__lyx_ale2__1,-0.7250358863536921,0.08011802199999972
pal__lyx_ale2__2,-1.947395150376472,-0.34399398800000025
pal__lyx_ale4__1,-1.1407395308992616,-0.4570099179999998
pal__lyx_ale4__2,-1.2703566376332065,-0.7446353859999997
pal__5drib_ale10_f18__1,-1.1439712610583137,0.2211939139999997
pal__5drib_ale10_f18__2,-1.4811057867671111,-0.032018456000000306
pal__5drib_ale10__1,-0.6566749595204165,0.236999172
pal__arab_ale14_f9__1,-0.7753068534867581,0.1959440839999997
pal__arab_ale14_f9__2,-0.2780384976211429,0.1776447319999983
pal__arab_ale14__1,-0.2858156561828206,-0.20434526499999967
pal__arab_ale14__2,-0.7167830878669137,-0.4368306949999994
pal__arab_ale16__1,-1.5348696865806328,0.5222294450000007
pal__arab_ale16__2,-0.917115394984295,0.7231453669999999
pal__tartr_ale26_f10__1,-0.4149530511687245,-0.2953784930000003
pal__tartr_ale26_f10__2,-1.3153191618926212,-0.10581316999999936
pal__tartr_ale26__1,-1.3637842566119531,-0.4965638050000001
pal__tartr_ale26__2,-2.436803061460519,-0.7186874949999993
pal__tartr_ale28_f10__1,-2.782912435273896,-0.1717351770000004
pal__tartr_ale28_f10__2,-2.785947704917899,0.006290126999999757
pal__tartr_ale28__1,-1.6398106245090105,-0.8301107040000009
pal__tartr_ale28__2,-2.1704159942631365,-0.007330827000000539
efeU__delmenFentC_citr__1,0.0650473208477104,-1.24532109
efeU__delmenFentC_citr__2,1.1655790404773485,-1.42374913
efeU__delmenFentC__1,1.196078876776188,0.321871582
efeU__delmenFentC__2,1.453154144104351,0.3576709819999984
efeU__menFentC_ale39__1,2.947605411401484,-0.6904280419999997
efeU__menFentC_ale39__2,3.513006351208993,-0.4606370849999992
efeU__menFentC_ale29__1,3.2803798265833244,-1.2882595080000003
efeU__menFentC_ale29__2,3.1673344560461767,-1.2285973549999998
efeU__menFentC_ale30__1,0.8738321835251376,-0.4604265280000002
efeU__menFentC_ale30__2,-0.0266874856143033,-0.9829542820000006
efeU__menFentCubiC_ale36__1,2.40697731426794,0.15398468500000018
efeU__menFentCubiC_ale36__2,1.873948535665546,0.1935996539999998
efeU__menFentCubiC_ale37__1,2.957134735966785,0.2403870769999985
efeU__menFentCubiC_ale37__2,3.0020620998091068,0.369312785
efeU__menFentCubiC_ale38__1,3.527731988660954,0.7643193779999997
efeU__menFentCubiC_ale38__2,3.4772755903026056,0.4794338569999983
misc2__salc_glc__1,0.6836626276271743,0.6846189750000002
misc2__salc_glc__2,0.8797784680681188,0.9349144799999998
misc2__dbcn_glc__1,4.591209382065433,0.048773866999999534
misc2__dbcn_glc__2,3.424761936042375,0.5488560359999992
misc2__tyr_glc__1,4.03692844632703,0.5490728350000005
misc2__tyr_glc__2,3.7045637577141024,0.5783539619999996
misc2__arg_cytd__1,1.524834406235725,-0.645609136
misc2__arg_cytd__2,1.450807814875103,-0.4309170780000002
misc2__delyheO_pyr__1,1.90875188759726,0.28569440199999985
misc2__delyheO_pyr__2,1.3493092252914396,0.2397697590000014
misc2__dellon_glc__1,4.606340288444773,0.7521814789999999
misc2__dellon_glc__2,4.248810379765387,0.6928901550000006
nquinone__delubiC__1,3.107639719839953,0.13912937399999947
nquinone__delubiC__2,4.803604303558105,0.3893144529999999
nquinone__ubiC_ale1__1,1.4740421024906196,0.606352673
nquinone__ubiC_ale1__2,1.8252759317711105,0.4915598279999998
nquinone__ubiC_ale2__1,1.12714682797106,0.23214892400000145
nquinone__ubiC_ale2__2,0.9529983681097186,0.08633402599999851
nquinone__ubiC_ale3__1,4.27460063142843,-0.2401533220000003
nquinone__ubiC_ale3__2,4.131116723492426,-0.3009850639999998
nquinone__ubiC_ale4__1,1.5334503185200137,0.3858507200000005
nquinone__ubiC_ale4__2,1.1849749494914128,0.5383068140000002
nquinone__delpdhR__1,2.866121382128304,-0.19851275899999976
nquinone__delpdhR__2,3.272750997626712,-0.02374886999999948
quinone__glu_ale4__1,2.591972545944987,-0.11993674300000025
quinone__glu_ale4__2,5.586619725289491,-0.12011469200000048
quinone__delmenF__1,1.72984872896752,0.6830639419999995
quinone__delmenF__2,0.7918210272514979,-0.11057849300000022
quinone__menF_ale5__1,4.389323158097682,-0.040425458000000525
quinone__menF_ale5__2,3.7169499770153127,-0.7032418770000001
quinone__menF_ale6__1,3.5820159834423797,-0.8652949649999995
quinone__menF_ale6__2,4.009177998533734,-0.6020523369999999
quinone__menF_ale7__1,3.6848180920784106,-0.5460983429999997
quinone__menF_ale7__2,3.268222927005411,-0.5106044590000005
quinone__menF_ale8__1,5.229932624795021,0.15597134799999954
quinone__menF_ale8__2,5.877856470400789,0.3841234119999983
quinone__delmenFubiC__1,2.0468199983540845,0.4180023129999997
quinone__delmenFubiC__2,2.291753787698156,0.4925107619999984
quinone__menFubiC_ale1__1,3.913950862510271,-0.4476836129999997
quinone__menFubiC_ale1__2,4.429641578748248,-0.5003356219999997
quinone__menFubiC_ale2__1,2.869817997284053,-0.3926559039999997
quinone__menFubiC_ale2__2,2.533144878993956,-0.3746385190000003
quinone__menFubiC_ale3__1,2.375550442102237,-0.08523957199999987
quinone__menFubiC_ale3__2,1.6174030653764186,0.1208046309999995
quinone__menFubiC_ale4__1,3.440725356514388,-0.12270700499999965
quinone__menFubiC_ale4__2,3.817666604602487,0.0683545539999999
oxyR__wt_glc__1,1.3783246944125394,0.008002910000000085
oxyR__wt_glc__2,1.2755258503134064,0.12460036099999973
oxyR__wt_h2o2__1,1.0974815941158411,-0.15405533699999996
oxyR__wt_h2o2__2,1.2303824965864,0.3269803840000014
oxyR__glu_ale4__1,2.013398127379434,0.6227609209999985
oxyR__glu_ale4__2,2.1039826232910777,0.164862885999999
oxyR__glu_ale4_h2o2__1,3.1483207261166166,0.4368977479999998
oxyR__glu_ale4_h2o2__2,2.95862315937215,0.5880990529999996
oxyR__oxyR_ale17__1,2.11212285221508,0.15643833199999954
oxyR__oxyR_ale17__2,2.318091815944284,0.04069624199999833
oxyR__oxyR_ale17_h2o2__1,2.45136280896422,0.15870559800000006
oxyR__oxyR_ale17_h2o2__2,1.4091422293948748,0.2870537190000002
oxyR__oxyR_ale18__1,1.3615957568151047,-0.7546124240000003
oxyR__oxyR_ale18__2,1.0035762915409272,-0.4154546449999996
oxyR__oxyR_ale18_h2o2__1,3.0536880743668475,-0.09140224499999937
oxyR__oxyR_ale18_h2o2__2,3.057588591983891,-0.011917869000000358
oxyR__oxyR_ale19__1,1.315113414080799,-0.4938443279999998
oxyR__oxyR_ale19__2,2.035013507972172,-0.4321939190000004
oxyR__oxyR_ale19_h2o2__1,0.909918960426677,-0.4971338740000002
oxyR__oxyR_ale19_h2o2__2,1.0734638895841304,-0.7046514440000005
oxyR__oxyR_ale20__1,1.9324438306603733,-0.1896046570000003
oxyR__oxyR_ale20__2,1.94754657833664,-0.282156854000001
oxyR__oxyR_ale20_h2o2__1,1.7713609963151724,-0.1383734350000001
oxyR__oxyR_ale20_h2o2__2,2.0493316353330897,-0.010913056999999782
svns_pgi__BmePgi24_15__1,0.4640199890682706,0.19296204099999947
svns_pgi__BmePgi24_15__2,0.6641124152468039,0.4182743509999991
svns_pgi__BmePgi24_26__1,1.0930301829333555,0.11253367700000004
svns_pgi__BmePgi24_26__2,0.6492461461421488,0.14545656699999832
svns_pgi__BmePgi24_41__1,0.7699003173912792,0.7274160100000007
svns_pgi__BmePgi24_41__2,0.8262274829398367,0.3239524509999985
svns_pgi__BmePgi24_52__1,0.7587865608682582,0.03489664599999909
svns_pgi__BmePgi24_52__2,0.622819105281171,0.2683853789999997
svns_pgi__PaePgi2_34__1,0.3188180879166815,0.4617716769999998
svns_pgi__PaePgi2_34__2,0.1374745595020881,0.4663699769999985
svns_pgi__PaePgi2_63__1,0.4472582085813143,0.6250172900000006
svns_pgi__PaePgi2_63__2,0.300061721684528,0.4477283139999999
svns_pgi__PaePgi24_54__1,1.834475487629668,0.7459572609999991
svns_pgi__PaePgi24_54__2,1.9493799624155963,0.8393571370000004
svns_pgi__PaePgi24_90__1,1.968443543900105,0.7544242179999996
svns_pgi__PaePgi24_90__2,2.6618114784256197,0.8976991099999996
abx_media__m9_ctrl__1,0.328715005147807,0.17191567300000002
abx_media__m9_ctrl__2,0.3588196580191704,0.021526238999999947
abx_media__rpmi_ctrl__1,-2.521154558016137,-1.48227829
abx_media__rpmi_ctrl__2,-3.2604398440461604,-1.668294437
abx_media__camhb_ctrl__1,-1.7253797419040473,-2.2787707180000005
abx_media__camhb_ctrl__2,-2.601424075679853,-2.5734726750000005
abx_media__m9_mero__1,2.481221238780428,0.23505840099999895
abx_media__m9_mero__2,0.276316831587913,-0.05808436199999978
abx_media__rpmi_mero__1,-3.22007669250734,-2.090877709
abx_media__rpmi_mero__2,-3.723567141005965,-2.069368711
abx_media__camhb_mero__1,-2.089778456680221,-3.0032011410000004
abx_media__camhb_mero__2,-1.90786412501209,-3.367082168
abx_media__m9_trisulf__1,-1.6599142696777454,-0.6110195909999998
abx_media__m9_trisulf__2,-1.677927515430898,-0.4741878030000004
abx_media__rpmi_trisulf__1,-2.0328330465962376,-1.483400993
abx_media__rpmi_trisulf__2,-2.1204218960075467,-1.4957362510000003
abx_media__camhb_trisulf__1,-4.498097244751239,-2.302284037
abx_media__camhb_trisulf__2,-4.533153644186062,-2.555862706
abx_media__m9_cef__1,-2.868706914782014,-0.5635116590000004
abx_media__m9_cef__2,-2.0993596345114653,-1.007405212
abx_media__rpmi_cef__1,-0.3350363546051049,-0.4918766649999995
abx_media__rpmi_cef__2,0.0021336638004252,-0.11275851999999985
abx_media__camhb_cef__1,-2.2836167455434038,-2.74308787
abx_media__camhb_cef__2,-2.2717288108416955,-2.735962752
abx_media__m9_cipro__1,-2.3020516167728733,-0.5769261859999997
abx_media__m9_cipro__2,-1.345015222510524,-0.3257625219999998
abx_media__rpmi_cipro__1,-4.040832478101331,-1.5280366670000003
abx_media__rpmi_cipro__2,-3.309805015610125,-1.147301402
abx_media__camhb_cipro__1,-4.126985537028546,-3.396059885
abx_media__camhb_cipro__2,-4.0877234869855394,-3.667107217
hot_tale__42c_ale3_30c__1,1.6546622031861642,0.1801056430000001
hot_tale__42c_ale3_30c__2,1.0707509905590369,0.049053828999999986
hot_tale__42c_ale3_37c__1,2.602255568552422,0.2582649150000007
hot_tale__42c_ale3_37c__2,3.780094956106459,0.4630604150000002
hot_tale__42c_ale3_44c__1,1.7824712144808763,0.9851953869999992
hot_tale__42c_ale3_44c__2,1.156059185927302,1.034024894
hot_tale__hot_ale3_mid_30c__1,2.3181997035413597,0.5805741879999999
hot_tale__hot_ale3_mid_30c__2,1.073703813044203,0.06034930399999984
hot_tale__hot_ale3_mid_37c__1,4.215149507878843,0.2511081700000002
hot_tale__hot_ale3_mid_37c__2,1.8668109593834556,-0.4336735919999999
hot_tale__hot_ale3_mid_44c__1,2.711161980357205,0.7637734829999996
hot_tale__hot_ale3_mid_44c__2,2.9705067730550803,0.6406464969999996
hot_tale__hot_ale3_30c__1,0.4528503213387185,0.2840743699999999
hot_tale__hot_ale3_30c__2,1.0296794364963078,0.3371496590000014
hot_tale__hot_ale3_37c__1,0.782696667617684,-0.26663989600000004
hot_tale__hot_ale3_37c__2,0.5944798581016204,-0.017467454999999354
hot_tale__hot_ale3_44c__1,2.3286770803242214,0.4890245419999984
hot_tale__hot_ale3_44c__2,1.309099657712137,0.312307755
hot_tale__hot_ale4_30c__1,1.399580487773472,0.12765450000000025
hot_tale__hot_ale4_30c__2,1.2447785657646249,0.021482372999999555
hot_tale__hot_ale4_37c__1,1.0619110476092806,-0.2658455540000002
hot_tale__hot_ale4_37c__2,1.519266087388565,-0.5258975269999997
hot_tale__hot_ale4_44c__1,2.4852957050651305,0.6342675109999991
hot_tale__hot_ale4_44c__2,2.691068178293798,0.7755180509999997
hot_tale__hot_ale8_30c__1,0.1239393126563079,0.1259747219999996
hot_tale__hot_ale8_30c__2,1.1677052332283675,0.04055719700000005
hot_tale__hot_ale8_37c__1,1.0618544256750904,-0.3137665340000009
hot_tale__hot_ale8_37c__2,0.6030344968666912,-0.2664636869999999
hot_tale__hot_ale8_44c__1,0.9595806294365052,0.21816710899999947
hot_tale__hot_ale8_44c__2,1.2701119012099935,0.3083645399999995
hot_tale__hot_ale9_mid_30c__1,0.8296781696016752,-0.0586223299999995
hot_tale__hot_ale9_mid_30c__2,0.7283027228297039,-0.0036678690000009344
hot_tale__hot_ale9_30c__1,0.9316048177466758,-0.1922629140000005
hot_tale__hot_ale9_30c__2,0.3747699588093615,-0.22075252099999965
hot_tale__hot_ale9_mid_37c__1,1.6619871630395322,-0.4994438590000003
hot_tale__hot_ale9_mid_37c__2,1.9102459978728656,-0.19262383199999975
hot_tale__hot_ale9_37c__1,1.3665415000256782,0.19899001599999974
hot_tale__hot_ale9_37c__2,1.1812903709516327,0.049009750999999824
hot_tale__hot_ale9_mid_44c__1,1.443779370342932,0.6627349679999996
hot_tale__hot_ale9_mid_44c__2,1.6096437467807077,0.7476095819999999
hot_tale__hot_ale9_44c__1,1.4789568635742558,0.5649011679999996
hot_tale__hot_ale9_44c__2,2.1841357175567064,0.7319570209999995
