,A,PyrR
nac_ntrc__bw_delnac_nh4__1,-0.22876268400000002,0.2959304175
nac_ntrc__bw_delnac_nh4__2,0.054360397500000004,0.40828048050000004
misc__wt_no_te__1,-0.026439654400000002,0.9482843305
misc__wt_no_te__2,0.0459049743,0.7073989105
misc__bw_delcbl__1,-1.0576850723,0.17096875150000002
misc__bw_delcbl__2,-1.089231599,0.3019812625
misc__bw_delfabr__1,-0.6339826824,-0.14087230650000002
misc__bw_delfabr__2,-0.8713143298,-0.1291628985
misc__bw_delfadr__1,-0.6318503774,0.4151202255
misc__bw_delfadr__2,-0.2770561507,0.3567273815
misc__nitr_031__1,0.9866773437,0.7335957325
omics__wt_glu__1,0.1399697563,0.0815477855
omics__wt_glu__2,-0.4779908861,0.42427614950000003
omics__wt_gly__1,0.7735006642000001,-0.0916696025
omics__wt_gly__2,0.39775143290000003,-0.1231850355
omics__wt_thr__1,1.6287256409,0.7735204455
omics__wt_thr__2,1.7020470049,0.7580708575
omics__bw_ac__1,0.2707846063,0.1225903555
omics__bw_ac__2,0.16010351720000002,-0.1129947815
omics__bw_fum__1,0.0677833945,0.09099315050000001
omics__bw_fum__2,-0.22175397200000002,0.0854584825
omics__bw_glc__1,0.5171879402,0.6962043265
omics__bw_glc__2,0.7325581083,0.5617242905000001
omics__bw_pyr__1,5.5131330602,0.1938704645
omics__bw_pyr__2,5.5063143808,0.6218272165000001
ompr__wt_nacl__1,1.4526491474,0.5746683735
ompr__wt_nacl__2,1.5301650353,0.6236814325000001
ompr__bw_delompr_nacl__1,1.9603486124,0.1375472245
ompr__bw_delompr_nacl__2,1.5711573636,0.2691814795
minspan__wt_ade__1,5.6246062279,0.6664670715000001
minspan__wt_glc__2,0.5740461469,0.44410275650000003
minspan__wt_glc__3,0.7493697643,0.3566675005
minspan__wt_glc__4,0.4286924523,0.1876689125
minspan__wt_glc_anaero__1,1.6809706011,0.9169742555
minspan__wt_glc_anaero__2,2.3995722159,0.5898282825
minspan__wt_trp__1,0.3574909573,0.9818188795
minspan__bw_delcra_glc__2,0.11536655770000001,0.9641743805
minspan__bw_delcra_trp__1,0.1715459705,0.9717964805
minspan__bw_delmntr__1,0.7615197103,0.7560165175
minspan__bw_delnac_ade__1,5.8836419245,0.7346487945
minspan__bw_delnac_glc__1,4.6303606356,0.3709850135
cra_crp__wt_ac__1,0.2437905427,-0.1125695275
cra_crp__wt_ac__2,0.5360188412,-0.0885137245
cra_crp__wt_fru__1,-0.1954411671,-0.11646843250000001
cra_crp__wt_fru__2,-0.0040684068,0.1419132195
cra_crp__delcra_ac__1,0.1020261657,0.5323539465
cra_crp__delcra_ac__2,-0.39467969940000003,0.7393234355
cra_crp__delcra_fru__1,-0.4795439657,0.6940298845
cra_crp__delcra_fru__2,0.0254332596,0.6549463505
cra_crp__delcra_glc__1,-0.7264084536000001,0.5009110785
cra_crp__delcra_glc__2,-0.5753011454,0.41049241950000004
rpoB__wt_031__1,0.3588804358,0.15423470250000001
rpoB__wt_044__1,0.0840083605,-0.0976783345
rpoB__wt_lb__1,-1.6587725102,0.6038672685
rpoB__wt_lb__2,-1.0092912606,0.5775311565
rpoB__rpoBE546V_031__1,0.491875369,-0.15060612950000002
rpoB__rpoBE546V_044__1,0.4461196126,0.13102531350000002
rpoB__rpoBE546V_lb__1,-0.1387045193,0.6215208315
rpoB__rpoBE546V_lb__2,-1.1357435579,0.2800259305
rpoB__rpoBE546V_glc__1,-0.8458704973000001,-0.053699498500000005
rpoB__rpoBE672K_glc__1,-0.0868178824,-0.4185269495
rpoB__rpoBE672K_glc__2,-0.5838172620000001,-0.7696500845
rpoB__rpoBE672K_lb__1,-0.3501364141,-0.6240821385
rpoB__rpoBE672K_lb__2,-0.2315701352,-0.4397695245
crp__wt_fru__1,0.0961273401,-0.48130429150000004
crp__wt_glyc__1,-0.4134378964,-0.1926721805
crp__wt_glyc__2,-0.4230877421,-0.4548924265
crp__delar1_glyc__1,-1.0523257252,1.2650150985
crp__delar1_glyc__2,-0.2604254198,1.4038163095
crp__delar1ar2_glyc__1,-0.533611193,0.42269471350000004
crp__delar1ar2_glyc__2,-0.2328892905,0.5801725235
crp__delar1ar2_glyc__3,-0.4040443299,0.4364921545
crp__delar2_glyc__1,-2.2672269426,0.5127709315
crp__delar2_glyc__2,-1.9694064876000001,0.6837740395
crp__delar2_glyc__3,-1.8348436751000001,0.7130629475
crp__delcrp_fru__1,1.2830414785,0.6176799775
crp__delcrp_fru__2,0.5462225953000001,0.3833843655
crp__delcrp_fru__3,0.35745349670000004,0.7051088755
crp__delcrp_glc__1,1.3837035301,0.47293757350000004
crp__delcrp_glc__2,0.7474033353,0.7067604375000001
crp__delcrp_glc__3,1.5338736725,0.6234344875
crp__delcrp_glyc__1,0.2210066668,0.6875680435
crp__delcrp_glyc__2,0.5843965950000001,1.0687639945
crp__delcrp_glyc__3,0.6988839947000001,0.9185399105000001
glu__glu_ale3__1,-1.0660996882,0.6918605445
glu__glu_ale4__1,-1.2103632529000001,-0.3186072555
glu__glu_ale5__1,-1.40582955,-0.5214791775000001
glu__glu_ale6__1,-0.47275511470000003,-0.5179335495
glu__glu_ale8__1,-0.4710970561,1.0333072795
glu__glu_ale9__1,-0.2641699367,0.5924004735
glu__glu_ale10__1,-0.7662646369,0.3519409315
42c__wt_42c__1,0.0794348633,0.0612225235
42c__42c_ale1__1,-0.3903797952,0.5648083265
42c__42c_ale2__1,-0.33518376980000003,0.35218647550000004
42c__42c_ale3__1,-0.12139621260000001,0.6032781965
42c__42c_ale4__1,-0.26591061390000004,0.9683721235
42c__42c_ale5__1,-0.24700357350000002,0.5945378585000001
42c__42c_ale6__1,-1.2047683017,1.3016112685
42c__42c_ale8__1,0.0056878708000000005,1.5918502795
42c__42c_ale9__1,0.1270423485,0.4480695925
42c__42c_ale10__1,-0.2159053243,1.4072961725
ssw__wt_ac__1,1.8206684191,0.20717989750000002
ssw__wt_glc__1,-0.3814475101,0.4615060335
ssw__wt_glyc__1,0.2564969968,0.8789311015
ssw__wt_xyl__1,0.4272153104,1.1897763665
ssw__glc_ale1__1,-0.8890500577,0.1362617265
ssw__glc_ale2__1,0.5931033589,0.6500915985
ssw__glc_ale3__1,1.2895229478,0.9687195045
ssw__glyc_ale1__1,-0.5745040262000001,0.2323134095
ssw__glyc_ale2__1,0.9647103029,0.9867041135000001
ssw__xyl_ale1__1,1.7936526887,0.060328031500000004
ssw__xyl_ale2__1,-0.3127773024,0.042420266500000005
ssw__xyl_ale3__1,1.6483516666,0.4159133705
ssw__glc_ac_ac2__1,-0.3531721739,0.9482267825
ssw__glc_ac_glc1__1,1.0422471673,0.5586108105
ssw__glc_glyc_glc__1,-0.3157532416,0.7736715815
ssw__glc_glyc_glyc__1,0.6715777282000001,0.2718227405
ssw__glc_xyl_glc__1,0.2491096679,-0.1936507465
ssw__glc_xyl_xyl__1,0.1083934154,-0.5004114265
ica__wt_glc__1,-0.1079880804,-0.4346858885
ica__wt_glc__2,-0.40244924860000003,-0.2908354395
ica__wt_glc__3,1.0705039626,0.0965811495
ica__wt_glc__4,1.279588415,0.0990260525
ica__arg_sbt__1,0.830154417,-0.0601244785
ica__arg_sbt__2,-0.1241260794,-0.1538178925
ica__cytd_rib__1,-0.0460146501,0.6856714045
ica__cytd_rib__2,0.9373396529,0.9517238295
ica__gth__1,1.9845981596,1.3245528785
ica__gth__2,1.3295053572,1.4265937705
ica__leu_glcr__1,1.1846475537,0.1901352325
ica__leu_glcr__2,1.0197724732,0.26930020050000003
ica__met_glc__1,0.09720799890000001,-0.8246596495
ica__met_glc__2,0.28600531290000003,-0.6718319025
ica__no3_anaero__1,1.3115255558,0.7676593055
ica__no3_anaero__2,1.3072259918,0.8898439235000001
ica__phe_acgam__1,0.4625873593,-0.2250168115
ica__phe_acgam__2,0.3860919239,-0.20956826650000002
ica__thm_gal__1,0.8441547817,0.1051363025
ica__thm_gal__2,0.9056073406,0.0895360855
ica__tyr_glcn__1,0.3037959762,-0.2729233265
ica__tyr_glcn__2,0.3181758487,0.0202970235
ica__ura_pyr__1,4.5233731378,0.14933430550000001
ica__ura_pyr__2,5.620970282,0.11625223250000001
ica__wt_glc__5,0.7527722694000001,0.2569881795
ica__wt_glc__6,0.7779930144,0.3649718575
ica__bw_delpurR_cytd__1,0.2479409331,-0.1351446795
ica__bw_delpurR_cytd__2,1.3607069529,-0.11237029850000001
ica__ade_glc__1,1.4964385698,-0.0612161855
ica__ade_glc__2,0.19629451480000001,0.1855032835
ytf__wt_glc__1,-0.8581958686000001,0.4793868385
ytf__wt_glc__2,-0.6044488405,1.0031829185
ytf__delyafC__1,0.3448708023,1.2676501435
ytf__delyafC__2,0.0697266026,1.3054134805
ytf__delyeiE__1,0.3906918412,1.1700148905
ytf__delyeiE__2,-0.1506857497,0.7849203725
ytf__delyiaJ__1,-0.6215080465,1.2565866285
ytf__delyiaJ__2,-0.6087901244,1.4925381355
ytf__delyieP__1,-0.5449068155,1.2412114635
ytf__delyieP__2,-0.6381789548,1.2749943235
ytf__wt_ph5__1,0.9485747593,0.6807995325
ytf__wt_ph5__2,1.0874751353,0.7874121325000001
ytf__wt_ph8__1,-0.40156070860000004,0.4323153575
ytf__wt_ph8__2,0.0011948596000000001,0.3080334605
ytf__delybaO__1,-0.13392845520000002,1.2029229104999999
ytf__delybaO__2,-0.2683999178,1.2853614515
ytf__delybaQ__1,0.9831789744,0.3487828075
ytf__delybaQ__2,0.3225154391,0.2726069255
ytf__delybiH__1,-0.2850888312,1.0320592335
ytf__delybiH__2,-0.132673325,1.3739029365
ytf__delydcI_ph5__1,0.47478162770000004,0.48412932550000004
ytf__delydcI_ph5__2,0.08037547240000001,0.5886189175000001
ytf__delydcI_ph8__1,-0.1586292496,0.36496230350000003
ytf__delydcI_ph8__2,-0.8077566409,0.25280876350000003
ytf__delyddM__1,0.0093316773,0.9869646415000001
ytf__delyddM__2,0.3922253711,0.8671475585
ytf__delyheO__1,0.8636583749000001,1.0722254295
ytf__delyheO__2,-0.24574424700000003,1.1786977215
fps__bw_glc__1,0.1579709581,0.22359260450000001
fps__bw_glc__2,0.06962133,0.0314312195
fps__fps_thrA_ale1__1,0.3002841884,0.47385474850000003
fps__fps_thrA_ale1__2,0.7464937841,0.3881713365
fps__fps_thrA_ale2__1,-0.35783640440000003,0.4831796265
fps__fps_thrA_ale2__2,-0.16063990050000002,0.5479058455
fps__fps_serB_ale1__1,0.3991372092,0.24603605650000002
fps__fps_serB_ale1__2,-0.003776886,0.38460766350000003
fps__fps_serB_ale4__1,1.0060296503,0.5381886115
fps__fps_serB_ale4__2,0.6894671611000001,1.0189405115
fps__fps_ptsI_ale1__1,-0.5195693593,0.0505353075
fps__fps_ptsI_ale1__2,-0.0831613389,-0.004820586500000001
fps__fps_ptsI_ale3__1,-0.469442046,-0.054394331500000004
fps__fps_ptsI_ale3__2,-0.13656258200000002,-0.041564512500000005
pal__lyx_ale2_f6__1,0.9997989845,0.3015587515
pal__lyx_ale2__1,-0.190487563,0.4644475065
pal__lyx_ale2__2,-0.0222668508,0.3596639675
pal__lyx_ale4__1,0.2690899873,-0.7397855125
pal__lyx_ale4__2,-1.1120636714,-0.6571806895
pal__5drib_ale10_f18__1,2.0266968516,0.3766995965
pal__5drib_ale10_f18__2,1.9428548991,0.2747194175
pal__5drib_ale10__1,0.41990327180000003,0.2559982475
pal__arab_ale14_f9__1,0.4552503538,0.5153418935
pal__arab_ale14_f9__2,0.3427151218,0.6187946175
pal__arab_ale14__1,0.3340930964,-0.0233887315
pal__arab_ale14__2,0.5724053264,0.24422830750000002
pal__arab_ale16__1,0.9633883899000001,0.3594546145
pal__arab_ale16__2,1.025537565,0.7755069055
pal__tartr_ale26_f10__1,0.48644940410000004,0.3671516595
pal__tartr_ale26_f10__2,0.0640212358,0.4754665075
pal__tartr_ale26__1,0.0851624936,0.3861910495
pal__tartr_ale26__2,-0.7178853951,0.2938121655
pal__tartr_ale28_f10__1,1.0493438915,0.7479063375
pal__tartr_ale28_f10__2,1.7577336916,0.8429133195
pal__tartr_ale28__1,1.7501788549000001,0.0480370165
pal__tartr_ale28__2,1.8345784503,0.0030032785
efeU__delmenFentC_citr__1,0.3309039281,0.047372897500000004
efeU__delmenFentC_citr__2,-0.31731861240000003,0.2040445035
efeU__delmenFentC__1,0.1428609608,1.0500276145
efeU__delmenFentC__2,0.4119042705,0.9656031105
efeU__menFentC_ale39__1,-0.0072995149,0.5891900435
efeU__menFentC_ale39__2,0.1077681421,0.5634892445
efeU__menFentC_ale29__1,0.2456364707,0.7656226525000001
efeU__menFentC_ale29__2,-0.0115196484,0.6952499855000001
efeU__menFentC_ale30__1,1.2777406886,0.0010228075
efeU__menFentC_ale30__2,-0.5711835254000001,-0.20913682150000001
efeU__menFentCubiC_ale36__1,0.7097923858,0.8256914965000001
efeU__menFentCubiC_ale36__2,0.4993067821,0.5856614635
efeU__menFentCubiC_ale37__1,-0.2928631645,0.7448987215
efeU__menFentCubiC_ale37__2,-0.12180651420000001,0.8961020365000001
efeU__menFentCubiC_ale38__1,2.1645095844,0.6242629145
efeU__menFentCubiC_ale38__2,2.4327548834,0.45820012450000003
misc2__salc_glc__1,1.0843425984,0.7509129385000001
misc2__salc_glc__2,2.2747668351,0.7958624165
misc2__dbcn_glc__1,-0.9837837658,-0.4171593535
misc2__dbcn_glc__2,-0.1235686644,-0.4266051375
misc2__tyr_glc__1,1.0270927108,0.6857300035
misc2__tyr_glc__2,1.3809584865,0.5054028725
misc2__arg_cytd__1,0.3247967773,0.035850744500000004
misc2__arg_cytd__2,0.5104204725,-0.2774449865
misc2__delyheO_pyr__1,4.5900225708,0.2131892445
misc2__delyheO_pyr__2,4.3688648827,-0.0204335615
nquinone__delubiC__1,0.44754257750000004,0.40398946750000003
nquinone__delubiC__2,0.46868272580000003,0.7185616075
nquinone__ubiC_ale1__1,0.1892153789,0.4171446755
nquinone__ubiC_ale1__2,-0.0454102648,0.6503556395
nquinone__ubiC_ale2__1,0.9531160557,0.8773374175
nquinone__ubiC_ale2__2,0.3290150254,0.7051104925
nquinone__ubiC_ale3__1,1.1587660195,-0.3276262615
nquinone__ubiC_ale3__2,0.4090473826,-0.31978509250000003
nquinone__ubiC_ale4__1,0.34718785550000003,0.7267965685000001
nquinone__ubiC_ale4__2,0.6014930489,0.8687255835000001
nquinone__delpdhR__1,0.0883267204,-0.3465728215
nquinone__delpdhR__2,-0.0250011879,-0.2392057595
quinone__glu_ale4__1,-0.2590583244,-0.0458988275
quinone__glu_ale4__2,0.078565454,0.3191171445
quinone__delmenF__1,-0.22319551470000001,0.43030637250000003
quinone__delmenF__2,0.3560821287,0.19253696950000002
quinone__menF_ale5__1,0.6792290763000001,1.0898121565
quinone__menF_ale5__2,0.2047464141,0.9708073425
quinone__menF_ale6__1,0.5692076966,0.9678389315
quinone__menF_ale6__2,0.0454666155,1.0122277575
quinone__menF_ale7__1,0.20510265730000002,1.0156647455
quinone__menF_ale7__2,0.5151078336,0.9329627535
quinone__menF_ale8__1,-0.16550952730000001,0.5795648845
quinone__menF_ale8__2,0.16318055380000002,0.8782468835
quinone__delmenFubiC__1,0.20605484540000002,0.4110647355
quinone__delmenFubiC__2,0.6800112868,0.6902907465
quinone__menFubiC_ale1__1,0.1331866428,0.8004266215
quinone__menFubiC_ale1__2,0.2161925845,0.8540224675
quinone__menFubiC_ale2__1,0.5620893494,0.9993425815
quinone__menFubiC_ale2__2,-0.13595306940000002,0.7758288755
quinone__menFubiC_ale3__1,-0.155816433,0.0816878775
quinone__menFubiC_ale3__2,-0.6721768769,0.1204326985
quinone__menFubiC_ale4__1,-0.4899069713,0.6260510685
quinone__menFubiC_ale4__2,0.3683680639,0.5786908385
oxyR__wt_glc__1,0.0714525802,-0.07779420150000001
oxyR__wt_glc__2,0.38540478970000003,-0.0317215235
oxyR__wt_h2o2__1,0.053555557000000004,-0.0969902015
oxyR__wt_h2o2__2,0.38222906430000003,0.4239325135
oxyR__glu_ale4__1,0.4193071568,0.7405403475
oxyR__glu_ale4__2,-0.0772547013,0.7097516475
oxyR__glu_ale4_h2o2__1,0.4192734675,0.8648798835
oxyR__glu_ale4_h2o2__2,0.704135837,0.9662319295
oxyR__oxyR_ale17__1,0.1270237992,0.6749864465000001
oxyR__oxyR_ale17__2,-0.07900761540000001,0.6246376545
oxyR__oxyR_ale17_h2o2__1,-0.3478405644,0.5168148295
oxyR__oxyR_ale17_h2o2__2,-0.37110069360000003,0.3651241435
oxyR__oxyR_ale18__1,0.6236141068000001,-0.33845524250000003
oxyR__oxyR_ale18__2,0.6372225845,-0.1342818255
oxyR__oxyR_ale18_h2o2__1,1.0638690301,0.5703553865000001
oxyR__oxyR_ale18_h2o2__2,1.3653860377,0.7352499225
oxyR__oxyR_ale19__1,0.6631437249000001,-0.1965845765
oxyR__oxyR_ale19__2,0.5384466195000001,0.0502808435
oxyR__oxyR_ale19_h2o2__1,0.7040050215,-0.34533212350000003
oxyR__oxyR_ale19_h2o2__2,0.6140593616000001,-0.5632184455
oxyR__oxyR_ale20__1,-0.0683573694,0.3383719465
oxyR__oxyR_ale20__2,0.48249381480000003,0.36291721650000003
oxyR__oxyR_ale20_h2o2__1,0.26720678940000003,0.3437650525
oxyR__oxyR_ale20_h2o2__2,0.3102589557,0.3665911645
svns_pgi__BmePgi24_15__1,0.1307961206,0.16823883650000002
svns_pgi__BmePgi24_15__2,0.012605112600000001,0.2502732495
svns_pgi__BmePgi24_26__1,-0.25257327220000003,-0.0038505505
svns_pgi__BmePgi24_26__2,0.1497812647,-0.11440945150000001
svns_pgi__BmePgi24_41__1,0.9490063946,0.6533198565
svns_pgi__BmePgi24_41__2,-0.0380423708,-0.1077618565
svns_pgi__BmePgi24_52__1,-0.4439968456,0.0355655645
svns_pgi__BmePgi24_52__2,-0.2172164053,-0.0578270075
svns_pgi__PaePgi2_34__1,0.1155077932,0.46415048550000004
svns_pgi__PaePgi2_34__2,-0.12741177780000001,0.4425138715
svns_pgi__PaePgi2_63__1,-0.1359182052,0.3883981575
svns_pgi__PaePgi2_63__2,0.0980402096,0.4075622545
svns_pgi__PaePgi24_54__1,-0.3668101655,0.1922556035
svns_pgi__PaePgi24_54__2,-0.3031975241,0.1380807435
svns_pgi__PaePgi24_90__1,-0.5672228117,0.1451375685
svns_pgi__PaePgi24_90__2,-0.00047845250000000004,0.44819951750000003
abx_media__m9_ctrl__1,2.0329647617,-0.0317824915
abx_media__m9_ctrl__2,1.8925564681,0.2058470575
abx_media__rpmi_ctrl__1,1.8924583622000002,-0.6190019755
abx_media__rpmi_ctrl__2,1.1686006577999999,-0.5172606615
abx_media__camhb_ctrl__1,6.3714253561,-0.7069848565
abx_media__camhb_ctrl__2,5.6002116117,-1.0931855845
abx_media__m9_mero__1,2.5874533098,-0.0219337275
abx_media__m9_mero__2,1.842247989,-0.3286684015
abx_media__rpmi_mero__1,1.7789486042,-0.9893475395
abx_media__rpmi_mero__2,1.2819142829,-0.6178536705000001
abx_media__camhb_mero__1,2.5889784919,-1.4563733815
abx_media__camhb_mero__2,3.3997909166999998,-1.6189581175
abx_media__m9_trisulf__1,0.9088014929,-0.1255934665
abx_media__m9_trisulf__2,1.0249656829,0.0089480575
abx_media__rpmi_trisulf__1,-0.0813373069,-0.3222277385
abx_media__rpmi_trisulf__2,-0.1570438666,-0.2094578745
abx_media__camhb_trisulf__1,2.6622512642,-0.2202173685
abx_media__camhb_trisulf__2,2.9090449722000002,-0.0502030645
abx_media__m9_cef__1,1.806810915,-0.1354080215
abx_media__m9_cef__2,2.3786605181000002,-0.3054066005
abx_media__rpmi_cef__1,3.0817390688,-0.3589793475
abx_media__rpmi_cef__2,3.1816037866,-0.0423637105
abx_media__camhb_cef__1,2.1571731349,-0.5845573655
abx_media__camhb_cef__2,2.316917352,-0.7046062895
abx_media__m9_cipro__1,1.7410648464,0.2383317825
abx_media__m9_cipro__2,1.7345716911,0.1345445605
abx_media__rpmi_cipro__1,1.9469259170000002,-0.2453873335
abx_media__rpmi_cipro__2,1.4294026147,-0.18929428450000002
abx_media__camhb_cipro__1,0.9586038328,-0.0172359295
abx_media__camhb_cipro__2,0.9139442766,0.1275176465
hot_tale__42c_ale3_30c__1,-0.0536875237,-0.2850440475
hot_tale__42c_ale3_30c__2,0.2744048358,-0.0717210355
hot_tale__42c_ale3_37c__1,0.2680010008,0.25845615850000003
hot_tale__42c_ale3_37c__2,-0.0347717831,0.2356927245
hot_tale__42c_ale3_44c__1,0.6417786711,1.3438521745
hot_tale__42c_ale3_44c__2,0.18570781290000002,1.1673719275
hot_tale__hot_ale3_mid_30c__1,-0.054000213000000005,0.1967499925
hot_tale__hot_ale3_mid_30c__2,-0.0610191469,0.34429996350000003
hot_tale__hot_ale3_mid_37c__1,0.17731824470000002,-0.1547910865
hot_tale__hot_ale3_mid_37c__2,-0.0520894885,-0.1689291245
hot_tale__hot_ale3_mid_44c__1,1.166460597,0.4330140395
hot_tale__hot_ale3_mid_44c__2,0.7433066983000001,0.7321614675
hot_tale__hot_ale3_30c__1,0.2319969493,-0.0852519265
hot_tale__hot_ale3_30c__2,-0.33821676430000003,-0.1965196975
hot_tale__hot_ale3_37c__1,0.38706315820000003,-0.2047299215
hot_tale__hot_ale3_37c__2,-0.20687138160000001,-0.1273736235
hot_tale__hot_ale3_44c__1,0.8449893625,0.4098369255
hot_tale__hot_ale3_44c__2,0.5491794698,0.42003852950000004
hot_tale__hot_ale4_30c__1,-0.17683583290000002,-0.0882918245
hot_tale__hot_ale4_30c__2,-0.025962503600000002,0.008609407500000001
hot_tale__hot_ale4_37c__1,0.0297876795,-0.0967919515
hot_tale__hot_ale4_37c__2,0.46765147700000004,-0.0349493485
hot_tale__hot_ale4_44c__1,-0.1502096761,0.7640331115
hot_tale__hot_ale4_44c__2,-0.020306161200000002,0.7781268555
hot_tale__hot_ale8_30c__1,-0.1091541282,-0.19748245650000001
hot_tale__hot_ale8_30c__2,-0.029992787700000002,-0.2076470235
hot_tale__hot_ale8_37c__1,0.28721773300000003,-0.1626594505
hot_tale__hot_ale8_37c__2,0.2802001966,-0.0804648055
hot_tale__hot_ale8_44c__1,-0.1128125561,0.7519940315
hot_tale__hot_ale8_44c__2,0.0941807378,0.6765564565000001
hot_tale__hot_ale9_mid_30c__1,-0.4150921651,-0.0539588915
hot_tale__hot_ale9_mid_30c__2,0.0633662178,-0.0894937745
hot_tale__hot_ale9_30c__1,-0.1001321953,-0.4756039455
hot_tale__hot_ale9_30c__2,-0.4970700501,-0.5829003205000001
hot_tale__hot_ale9_mid_37c__1,-0.2509689746,0.0166424685
hot_tale__hot_ale9_mid_37c__2,-0.025130901100000002,0.3084950855
hot_tale__hot_ale9_37c__1,-0.0143715599,0.24193395650000002
hot_tale__hot_ale9_37c__2,0.7860108330000001,-0.0752461685
hot_tale__hot_ale9_mid_44c__1,0.6595167206,0.5552633595
hot_tale__hot_ale9_mid_44c__2,-0.0696849413,1.0735154365
hot_tale__hot_ale9_44c__1,0.4320975883,0.6521983845
hot_tale__hot_ale9_44c__2,0.5463360069000001,0.7956094055
hot_tale__hot_ale10_30c__1,-0.1774570339,-0.0268503005
hot_tale__hot_ale10_30c__2,0.2176179406,-0.0017132505
hot_tale__hot_ale10_37c__1,0.0664440204,0.0054469705
hot_tale__hot_ale10_37c__2,-0.0887859706,0.1713549275
hot_tale__hot_ale10_44c__1,0.1494452382,0.6201927275
hot_tale__hot_ale10_44c__2,0.8155990993000001,0.8568100625
hot_tale__hot_ale16_30c__1,0.0240398725,-0.1876508695
hot_tale__hot_ale16_30c__2,0.058458839400000004,0.0029188415000000003
hot_tale__hot_ale16_37c__1,0.46159047540000003,0.12958954250000002
hot_tale__hot_ale16_37c__2,0.6659760087000001,-0.0480516535
hot_tale__hot_ale16_44c__1,1.1426312492,0.9390795115
hot_tale__hot_ale16_44c__2,1.4254360341,0.9211274955000001
pdhr_ale__pdhR-13_51__1,0.5514271672000001,0.3357353675
pdhr_ale__pdhR-13_51__2,0.3696482532,0.2139654765
pdhr_ale__pdhR-14_46__1,0.6908121038,0.6964732325
pdhr_ale__pdhR-14_46__2,0.7061661093,0.4569067485
pdhr_ale__pdhR-15_51__1,0.7182100058,0.6218576845
pdhr_ale__pdhR-15_51__2,0.6922048234,0.6119314325
pdhr_ale__pdhR-16_49__1,1.0079563407,0.8813732535000001
pdhr_ale__pdhR-16_49__2,0.9942599798,0.4955931215
tcs__del_atoC_LiAcet__1,0.16398379,0.4402125355
tcs__del_atoC_LiAcet__2,0.0571730488,0.5324396235000001
tcs__del_atoC_LiCl__1,-0.30749204690000004,0.5803910235
tcs__del_atoC_LiCl__2,-0.48915790330000003,0.7078665765000001
tcs__del_atoC_m9__1,0.2422321318,0.6315373625
tcs__del_atoC_m9__2,0.2190189447,0.6685762325
tcs__del_baeR_etoh__1,6.5526354609,0.062179410500000004
tcs__del_baeR_etoh__2,6.112612883,0.0073154035000000004
tcs__del_baeR_lb__1,0.2283351694,0.5187288155
tcs__del_baeR_lb__2,0.1693672894,0.6614481815000001
tcs__del_btsR_01xlb__1,1.1173014212,0.9523050665
tcs__del_btsR_01xlb__2,1.342535893,0.8908323905000001
tcs__del_btsR_lb__1,11.7523140816,0.8208341705000001
tcs__del_btsR_lb__2,11.9851262369,0.9197129925
tcs__del_btsR_pyruvate__1,0.4315535137,1.1215784735
