,-0.09107383200000001,-0.045536916000000004,0.0,0.045536916,0.09107383200000001,0.136610748,0.182147664,0.22768458000000003,0.273221496,0.318758412,0.36429532800000003,0.409832244,0.45536916,0.500906076,0.5464429920000001,0.5919799080000001,0.6375168240000001,0.6830537400000001,0.7285906560000001,0.7741275720000002
thresh,-0.068305374,0.068305374,1,,,,,,,,,,,,,,,,,
unreg,2,56,5437,71,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
unreg_genes,['nosZ' 'PA0225'],[],[],[],['hpcC' 'PA2143' 'PA4121' 'PA4122'],[],[],[],[],[],[],[],[],['PA0223' 'PA0224'],[],[],[],[],[],[]
