,A,GadX,RpoS
R2,,0.32275625551565446,0.12685405958749774
xmin,,-7.9997220445,-2.4793139040000005
xmid,,-2.2657050176859626,
xmax,,3.063129088213076,3.139938211880993
ystart,,-3.918310772216543,-5.115828508820199
yend,,2.861283254641944,0.5066787459344484
control__wt_glc__1,-0.1193108346198856,0.05034560650000053,-0.049727751000000715
control__wt_glc__2,0.1193108346198918,-0.05034560650000053,0.049727751000000715
fur__wt_dpd__1,3.559513570477603,0.0018779744999992687,1.6503265020000004
fur__wt_dpd__2,3.1472929634668354,-0.2226567355000002,1.6437026919999995
fur__wt_fe__1,0.1755687800646537,-0.2452050735000002,-0.2294725589999995
fur__wt_fe__2,-0.4632735231862401,-0.27420616150000043,-0.2717253760000009
fur__delfur_dpd__1,5.875131185551295,0.4358068684999985,1.5271957219999999
fur__delfur_dpd__2,5.397698897062895,0.5825835075000008,1.2385445819999994
fur__delfur_fe2__1,-0.198397460556819,-0.1916528105000017,0.6013075319999999
fur__delfur_fe2__2,0.0414651879477127,-0.2312257124999997,0.6226109219999998
acid__wt_ph5__1,4.372470498495715,0.7887973084999995,0.17730274899999898
acid__wt_ph5__2,4.02418399145719,0.7702489964999994,0.18070148099999986
acid__delgadx_ph5__2,2.01363400537599,-7.9997220445,0.041918445000000304
acid__delgadw_ph5__1,3.3571753935867266,1.1232866215,0.13294699599999935
acid__delgadw_ph5__2,3.6411465249986272,1.082268986499999,0.028727889000000676
acid__delgade_ph5__1,3.2453102771543096,0.7466471415000004,0.245873005
acid__delgade_ph5__2,3.469508372173149,0.6977910974999997,0.3536770219999994
oxidative__wt_pq__1,0.3503278770931715,-1.0220851425,2.4493267319999994
oxidative__wt_pq__2,0.4795393280605166,-1.0583158675000002,2.150239471999999
oxidative__deloxyr_pq__1,-0.2566901503251149,-0.4701019115000005,1.9186836320000005
oxidative__deloxyr_pq__2,-0.2174576494910279,-0.4400705725000007,1.8757188320000004
oxidative__delsoxr_pq__1,0.8300006981091615,-1.1171747124999998,2.1746498119999997
oxidative__delsoxr_pq__2,1.0845798006490674,-1.0342160025,2.132365622
oxidative__delsoxs_pq__1,0.4047371066177386,-0.6086542565000013,2.4270615719999995
oxidative__delsoxs_pq__2,1.0087069867757128,-0.7181850405000008,2.475274892
nac_ntrc__wt_csn__1,2.501182400245709,0.8083707765000003,1.849426562
nac_ntrc__wt_csn__2,2.487265698715089,0.7844004704999996,1.8262455620000004
nac_ntrc__wt_cytd__1,-0.1754387998712961,-0.6108441465000007,0.9658633820000002
nac_ntrc__wt_cytd__2,-0.6291932560958015,-0.6173364105000019,0.8995555819999996
nac_ntrc__wt_gln__1,2.9854769135974863,0.8968826824999994,1.143877011999999
nac_ntrc__wt_gln__2,3.296957672034237,0.8132582564999993,1.201356272
nac_ntrc__bw_delnac_csn__1,0.3142682706363505,0.5021608385,2.1708239119999995
nac_ntrc__bw_delnac_csn__2,1.0454678407029194,-0.5769943865000018,2.3634965119999998
nac_ntrc__bw_delnac_cytd__1,0.624013111380849,-0.0016244155000002536,1.560056101999999
nac_ntrc__bw_delnac_cytd__2,0.696266206502615,-0.03936516850000071,1.5728261719999992
nac_ntrc__bw_delnac_gln__1,5.67636045262671,1.1473516924999991,1.4617363419999998
nac_ntrc__bw_delnac_gln__2,5.589746170433972,1.2716164785000004,1.4067977519999992
nac_ntrc__bw_delnac_nh4__1,-0.2113060084825681,-0.7623851755000004,0.3601772620000005
nac_ntrc__bw_delnac_nh4__2,-0.1294297799975217,-0.8481387655000008,0.3699574519999995
misc__wt_no_te__1,3.3577135951237627,0.35408937749999936,0.924456952
misc__wt_no_te__2,2.150333450413876,0.06725673849999936,0.42003344199999937
misc__bw_delcbl__1,-1.2444627311076395,-1.0031535195000003,0.244772523
misc__bw_delcbl__2,-1.0327430752248856,-0.730323781500001,0.07157739500000028
misc__bw_delfabr__1,-1.1948571792742224,-2.0228205285000005,-0.2551086290000004
misc__bw_delfabr__2,-1.9590700665294023,-2.2226282165000004,-0.16277256400000084
misc__bw_delfadr__1,-0.6422766998400976,-0.5562966065000009,0.10687962199999924
misc__bw_delfadr__2,-0.6866972106905819,-0.5743505424999995,0.19751071299999975
misc__nitr_031__1,6.661398702366395,0.9696136904999992,1.1360686920000005
omics__wt_glu__1,0.0664960934897039,0.5847712625000003,-0.23051727
omics__wt_glu__2,0.2659698846092352,0.12433989750000053,0.043958795
omics__wt_gly__1,2.49437384614156,0.3938978884999997,-0.016657597000000024
omics__wt_gly__2,3.2069375918276783,0.3540767954999993,-0.015329333000000387
omics__wt_thr__1,0.774196422031753,1.7915137305000002,-0.27653058900000005
omics__wt_thr__2,1.4748270129293528,1.9122185435,-0.3382411019999996
omics__bw_ac__1,-1.9580666591906213,-0.5347496345000007,1.014675532
omics__bw_ac__2,-1.83188976281852,-0.3125456895000003,0.9779118219999994
omics__bw_fum__1,-3.3021851178841453,-1.8076444175,0.7274200319999995
omics__bw_fum__2,-3.064651893021158,-1.733761330500002,0.7373106620000005
omics__bw_glc__1,-1.858616041866203,-0.4403304865000006,0.3882324019999999
omics__bw_glc__2,-1.6208162753768014,-0.5462515795000007,0.39518415200000057
omics__bw_pyr__1,-3.531593180502346,-0.8417174484999999,1.0398495719999996
omics__bw_pyr__2,-2.3653898134766056,-0.9461260324999996,1.1488143320000006
ompr__wt_nacl__1,2.606748486805335,1.991036059499999,1.6465871120000006
ompr__wt_nacl__2,3.240405427434769,1.9055433104999988,1.759748342
ompr__bw_delompr_nacl__1,2.269068899970936,2.1682473555,0.7287601719999994
ompr__bw_delompr_nacl__2,2.5522408577840325,2.123150065499999,0.5739272920000005
minspan__wt_ade__1,-0.7219299496235226,0.8973646515000002,-0.41096649500000026
minspan__wt_glc__2,0.321575350893879,0.07092463449999897,0.11574757800000054
minspan__wt_glc__3,0.1011289908151021,-0.02060153050000046,0.02785716100000002
minspan__wt_glc__4,0.6164174357458373,-0.09337175249999953,0.04818290200000064
minspan__wt_glc_anaero__1,1.2225279765288457,0.4667018155000005,-0.27702965699999993
minspan__wt_glc_anaero__2,1.5457735092813574,0.3605176754999988,-0.08955874199999947
minspan__wt_trp__1,-0.5626019439083894,0.3446108265000003,0.016084042999999326
minspan__bw_delcra_glc__2,-1.3508735672243166,0.9584900285,0.268831166
minspan__bw_delcra_trp__1,-2.7899995951993226,1.211382497499999,0.03030116299999896
minspan__bw_delmntr__1,-1.094455925821701,-2.1356155775000003,0.12121000099999968
minspan__bw_delnac_ade__1,-1.113888256322994,0.1883657915000008,0.08339037800000071
minspan__bw_delnac_glc__1,-1.638403143142427,0.5466738854999988,0.41288737200000014
cra_crp__wt_ac__1,1.9466319712288167,0.4230997695000003,0.34391979199999945
cra_crp__wt_ac__2,2.17632949101613,0.3689077584999989,0.2228516109999994
cra_crp__wt_fru__1,-0.2044567504054443,-0.34141858250000023,0.32115443200000016
cra_crp__wt_fru__2,-0.4407401067239024,-0.061436753499998886,0.2865428439999995
cra_crp__delcra_ac__1,-0.5918931935790799,-0.16753512249999947,0.5809128020000003
cra_crp__delcra_ac__2,-0.6083233228058407,-0.3311380915000006,0.6237719419999994
cra_crp__delcra_fru__1,4.106058481534597,0.7307231054999992,0.4457110719999999
cra_crp__delcra_fru__2,4.087228463773385,0.5180304865000007,0.527806022
cra_crp__delcra_glc__1,0.6244510525934591,-0.15916949250000026,-0.06741425999999963
cra_crp__delcra_glc__2,0.8900167055084889,-0.08186029450000021,-0.00946141200000028
rpoB__wt_031__1,0.016432188398203,-0.8791274405000005,0.4189900820000005
rpoB__wt_044__1,3.5508342865020395,-0.004002877499999613,-0.0027066280000003213
rpoB__wt_lb__1,0.4907799183150509,-0.1341524655000006,0.5912388619999991
rpoB__wt_lb__2,1.0856782639389209,-0.15154457350000072,0.5552148619999997
rpoB__rpoBE546V_031__1,-0.6723450939011874,-0.3916882325,1.0753228020000003
rpoB__rpoBE546V_044__1,-0.5057025265560225,-0.12611743450000024,1.0465195620000003
rpoB__rpoBE546V_lb__1,-1.9922537555240944,-1.6231970045000006,0.6638522620000007
rpoB__rpoBE546V_lb__2,-2.94826267426191,-1.9313957055000002,0.6135239919999993
rpoB__rpoBE546V_glc__1,-3.249914882003719,-0.7906842455000005,0.12999292800000006
rpoB__rpoBE672K_glc__1,-3.3617264813359418,-2.3959389855,-0.9269440880000008
rpoB__rpoBE672K_glc__2,-3.718216879637296,-2.4724740365000004,-0.9221537669999992
rpoB__rpoBE672K_lb__1,-3.51811306620841,-3.7807173775,-0.9664375940000004
rpoB__rpoBE672K_lb__2,-5.459685321363219,-3.8310427684999984,-0.8909124800000008
crp__wt_fru__1,-1.8091624733280025,-1.0349503855000002,-0.08924797200000079
crp__wt_glyc__1,-2.393493463766124,-2.0598013055000006,0.382196532
crp__wt_glyc__2,-2.635659332889819,-1.8432232455000002,0.29671736199999893
crp__delar1_glyc__1,-0.9264577447959716,-0.4147074605000008,0.457625371999999
crp__delar1_glyc__2,-0.6332871902180973,-0.0268740815000017,0.3320905520000004
crp__delar1ar2_glyc__1,0.0444716363485289,-1.2687447835,0.19362971600000026
crp__delar1ar2_glyc__2,-0.1950599532701591,-1.3185563105,0.33613993200000003
crp__delar1ar2_glyc__3,0.0842686062857683,-1.0371191905000003,0.2143648299999992
crp__delar2_glyc__1,1.5852730627557896,-0.27005087050000043,1.187215512
crp__delar2_glyc__2,1.0838798264676857,-0.3513296575,1.0412096020000003
crp__delar2_glyc__3,1.265069081553576,-0.3897686635,1.0004265120000009
crp__delcrp_fru__1,9.068899407432555,1.1948374064999996,1.4035451519999995
crp__delcrp_fru__2,8.9280947481145,0.7470562884999996,1.3121425020000004
crp__delcrp_fru__3,9.098580963109251,1.2226409834999998,1.3327748219999993
crp__delcrp_glc__1,8.620292059610232,0.7165756064999993,1.2202025120000002
crp__delcrp_glc__2,8.52661303204183,0.6537706495000002,1.232196922
crp__delcrp_glc__3,8.462184813333275,0.8757698375,1.218558562
crp__delcrp_glyc__1,5.398646198754465,-0.4877115424999996,1.4730303219999996
crp__delcrp_glyc__2,5.368124749855295,-0.4297659245000007,1.491695502000001
crp__delcrp_glyc__3,5.3119516807544445,-0.2743316055000005,1.4256353120000007
glu__glu_ale3__1,-3.1080556200808127,-3.5605257545000004,0.7930836120000002
glu__glu_ale4__1,-3.578813631847888,-4.570009235500001,-0.2613450630000003
glu__glu_ale5__1,-2.893331614971576,-3.6301086555,-0.923966688
glu__glu_ale6__1,-4.470900979375268,-4.0755330464999995,-1.0723884590000008
glu__glu_ale8__1,-2.8066857183536325,-2.6778444525000005,0.8990942620000002
glu__glu_ale9__1,-3.63664841119966,-3.984603704500001,-0.267016099000001
glu__glu_ale10__1,-3.0822951282009146,-3.1232451655,-0.0609958190000004
42c__wt_42c__1,0.5838694515870331,-0.6641676675000001,-0.2815316019999994
42c__42c_ale1__1,-1.4636490278614844,-2.4926936955000008,-0.4853856130000001
42c__42c_ale2__1,-2.822200905685372,-3.3215281885000003,-0.28717722000000023
42c__42c_ale3__1,-2.596769301767913,-2.5676270684999998,-0.5307598339999995
42c__42c_ale4__1,-2.984434624132541,-3.7653167725,-0.06679679299999998
