,A,GadX,RpoS
42c__42c_ale5__1,-3.565330872522736,-3.2485777455000004,-0.4238999000000003
42c__42c_ale6__1,-1.2859673431034708,-2.3587458455000005,-1.6790261920000005
42c__42c_ale8__1,-3.358991671331592,-1.6374206695,-0.6158962060000004
42c__42c_ale9__1,-1.9752538065839855,-2.2969533874999994,-0.5299862819999994
42c__42c_ale10__1,-3.2194313902404126,-2.4741213105,-0.5234000390000002
ssw__wt_ac__1,6.41910218582357,1.5725522954999995,1.2230336019999992
ssw__wt_glc__1,-0.3342358632842237,1.0121943234999993,-0.6345283510000002
ssw__wt_glyc__1,-2.985741396311784,-0.5384877405000017,-0.13753819100000084
ssw__wt_xyl__1,-5.188296246683663,0.19492083749999975,0.2429983199999999
ssw__glc_ale1__1,-4.35358920189665,-0.8785478974999998,0.7432752320000002
ssw__glc_ale2__1,-4.723131631513012,-1.4678291235000005,0.426754171999999
ssw__glc_ale3__1,-3.5902904800191653,-1.4820735955000002,-0.5801338450000006
ssw__glyc_ale1__1,-4.793877491537608,-0.5866332855000005,0.2539637250000002
ssw__glyc_ale2__1,-4.691969624462353,-0.9423013995000008,-0.7526172219999996
ssw__xyl_ale1__1,-3.7245158336220734,-1.8214672174999995,0.07102489999999939
ssw__xyl_ale2__1,-2.934570498074916,-2.5037119015,0.11657292900000014
ssw__xyl_ale3__1,-3.3324652338231244,-0.5179192585000001,-0.2888721400000005
ssw__glc_ac_ac2__1,-3.4174869964643024,-0.18483118950000052,-0.9307193809999994
ssw__glc_ac_glc1__1,-4.93058238413241,-0.9389855945,-0.209421098
ssw__glc_glyc_glc__1,-3.264414706036948,-0.20742260650000066,0.5182240819999997
ssw__glc_glyc_glyc__1,-4.490850093402499,-1.9561528685000005,0.4607958520000004
ssw__glc_xyl_glc__1,-3.907769550929798,-1.9803755384999988,-0.6348894549999997
ssw__glc_xyl_xyl__1,-2.971452756036018,-2.2334857265000005,-0.2640025520000009
ica__wt_glc__1,-2.5848044073303806,-2.682087675500001,-0.7602189819999996
ica__wt_glc__2,-2.2465223418011884,-2.7018631905000006,-0.8536889090000006
ica__wt_glc__3,-1.1888292012935335,-2.8471762915000003,0.049913985999999966
ica__wt_glc__4,-1.6553793598532258,-1.7290232895000006,0.09081191900000007
ica__arg_sbt__1,-3.019482893782279,-2.567950439500001,0.5891611220000001
ica__arg_sbt__2,-2.8117179280379245,-2.357745678499999,0.3881980019999993
ica__cytd_rib__1,0.3973697941681027,-1.4912708385000002,0.765180341999999
ica__cytd_rib__2,0.1293968730563318,-1.3227017195000004,0.6480234419999995
ica__gth__1,0.4041845933062702,-0.2893386785000001,0.8912684019999997
ica__gth__2,0.5020862543042697,-0.7855878284999989,1.0063285620000002
ica__leu_glcr__1,-3.468896521280628,-2.5893977465000004,-0.2369398530000009
ica__leu_glcr__2,-3.4367763566792418,-2.8568834615,-0.3034178609999998
ica__met_glc__1,-1.3309712234397522,-1.818392330500001,-1.022815705000001
ica__met_glc__2,-1.4578258622103473,-2.0743621715000007,-1.102207818
ica__no3_anaero__1,4.771241597187427,1.1866750014999994,-0.1954281790000003
ica__no3_anaero__2,4.873085106484185,1.3401015794999989,-0.12172514500000098
ica__phe_acgam__1,-2.448303954061093,-1.7561430025,-0.4922668249999997
ica__phe_acgam__2,-2.721307401495411,-1.9421576475,-0.5852651299999998
ica__thm_gal__1,3.973766099325744,-0.14201983650000116,0.6066152819999999
ica__thm_gal__2,4.0337169628984535,-0.4840179345000006,0.668510972
ica__tyr_glcn__1,-2.5114757880199794,-2.7535215385000003,-0.5756726790000002
ica__tyr_glcn__2,-2.3432184095948343,-2.7243186135000004,-0.5077214810000008
ica__ura_pyr__1,-2.019822420683774,-1.4441016815000012,0.20881733899999946
ica__ura_pyr__2,-2.0299473997373694,-1.0161573185000004,0.4469161219999993
ica__wt_glc__5,-1.92106385816082,-2.0696088345000003,-0.443233116
ica__wt_glc__6,-2.1772845647827923,-1.8934059435000004,-0.3440205879999993
ica__bw_delpurR_cytd__1,-0.6459186606241092,-3.5665444835000004,-1.10661481
ica__bw_delpurR_cytd__2,-2.1497445567451177,-2.4868514615000006,-0.40072797000000016
ica__ade_glc__1,-2.5723877543803577,-2.1694308705000003,-0.4128361290000005
ica__ade_glc__2,0.615564166837553,-3.7408427184999984,-1.293643015999999
ytf__wt_glc__1,-0.5055975037473295,0.4181332184999995,0.3419649420000006
ytf__wt_glc__2,-0.1235066327842817,0.8978764334999987,0.6804132620000001
ytf__delyafC__1,-0.1064973962946449,1.1120384264999998,0.5565448419999992
ytf__delyafC__2,0.2266086836713404,1.2081581855000003,0.6846965419999993
ytf__delyeiE__1,0.1777249161075024,1.0320698234999988,0.24851932099999985
ytf__delyeiE__2,-1.2968167625774252,0.1891227724999993,0.07231935399999934
ytf__delyiaJ__1,0.4590660794614312,1.2824518195000003,0.6024993319999989
ytf__delyiaJ__2,1.0394006973973162,1.6897983854999996,0.775933062
ytf__delyieP__1,-1.357305619502371,0.5667240004999989,0.6228551420000006
ytf__delyieP__2,-1.2711963073674304,0.4748707665000005,0.7701409819999991
ytf__wt_ph5__1,2.0168811814091843,0.7212957744999997,0.4666802919999995
ytf__wt_ph5__2,1.0570438089198495,0.7985534404999992,0.4907947220000004
ytf__wt_ph8__1,-1.022704489229956,-0.1624804165000011,0.4135751320000001
ytf__wt_ph8__2,-1.317528268286397,-0.16072864150000046,0.42222096199999903
ytf__delybaO__1,-0.097798355571785,0.7732569665000001,0.3931707919999994
ytf__delybaO__2,-0.0080810243410087,0.8706142304999993,0.5098479620000003
ytf__delybaQ__1,-0.3571075632234436,0.09040182750000092,0.1104798529999993
ytf__delybaQ__2,-0.8997710062494203,0.07067158749999969,0.1918486270000006
ytf__delybiH__1,-0.5166133310246849,0.8468115494999999,0.7546381320000002
ytf__delybiH__2,0.0246518801748288,1.0371667175,0.8583397119999994
ytf__delydcI_ph5__1,-0.3656682271300349,0.1551985165000005,0.2372309430000001
ytf__delydcI_ph5__2,-0.2269959753063862,0.2612386195000003,0.21605959200000055
ytf__delydcI_ph8__1,-1.976816837364077,-0.22314194950000046,0.5150319519999993
ytf__delydcI_ph8__2,-2.8834516955629805,-0.4702757265000006,0.07543053599999894
ytf__delyddM__1,-1.149313254547072,0.4644082884999996,0.5905555519999997
ytf__delyddM__2,-0.9560277701538904,0.2945014864999997,0.5548536019999997
ytf__delyheO__1,-0.4068088884797092,0.8779873094999999,0.440513052
ytf__delyheO__2,-1.1003452346477238,0.7393764734999984,0.5138055220000002
fps__bw_glc__1,-2.424822695418037,-0.22245717550000066,-0.4232219330000007
fps__bw_glc__2,-2.1161948473159127,-0.03539674950000027,-0.3972259690000008
fps__fps_thrA_ale1__1,-2.5285547167779856,0.7113875854999989,0.39264833200000027
fps__fps_thrA_ale1__2,-1.9381044345975036,0.5942760135,0.40612146199999977
fps__fps_thrA_ale2__1,-2.5384953773510595,0.5811847715000003,0.5639018419999999
fps__fps_thrA_ale2__2,-2.624699149315613,0.4354840184999986,0.4527652119999992
fps__fps_serB_ale1__1,-2.60208672007665,0.4004644025000008,0.1916031569999994
fps__fps_serB_ale1__2,-2.82223964631307,0.2223255704999989,0.1464529989999992
fps__fps_serB_ale4__1,-2.527198984313811,1.1907886684999998,0.3611007019999999
fps__fps_serB_ale4__2,-2.480827248341672,1.3902241914999998,0.1423332540000004
fps__fps_ptsI_ale1__1,-3.1532987594244872,-0.6984725725,1.0472531420000006
fps__fps_ptsI_ale1__2,-2.647467848438472,-0.6216534885000007,0.915891192
fps__fps_ptsI_ale3__1,-3.415250831889572,-0.7241060875,0.5594406820000001
fps__fps_ptsI_ale3__2,-3.1858273928910528,-0.7588548975,0.6253451220000006
pal__lyx_ale2_f6__1,-1.89137787676973,-0.7624092984999988,1.2211207119999994
pal__lyx_ale2__1,-2.8601113414646337,-2.5247343665000006,0.9668986020000006
pal__lyx_ale2__2,-3.066988292969142,-2.6254183174999994,1.011708711999999
pal__lyx_ale4__1,-2.7534295004198857,-3.2007966514999997,-0.3148401500000002
pal__lyx_ale4__2,-2.2320078760536943,-3.6088553384999984,-0.4860173060000008
pal__5drib_ale10_f18__1,-3.568522632615862,-2.1381204855,0.6526537319999992
pal__5drib_ale10_f18__2,-3.4482448659854867,-2.1636230915000008,0.6990012320000005
pal__5drib_ale10__1,-3.845693022248123,-2.9189051295000006,0.720726312
pal__arab_ale14_f9__1,-1.5479916826646924,-0.6759124855000005,0.6728991620000002
pal__arab_ale14_f9__2,-1.384057211207465,-1.2943004905000004,0.5141713219999993
pal__arab_ale14__1,-3.365291166065976,-1.1333685825000002,-0.06586883900000018
pal__arab_ale14__2,-3.310431854626832,-1.4114338924999998,-0.17177665700000055
pal__arab_ale16__1,-3.3338141917142363,-1.7964047074999998,-0.0026713770000004193
pal__arab_ale16__2,-2.928248380697956,-1.3343431365000011,0.1913841870000006
pal__tartr_ale26_f10__1,-2.179366843142428,-2.0021755575,1.0529872519999994
pal__tartr_ale26_f10__2,-1.5071405774258515,-1.8295724945000007,1.117358552000001
pal__tartr_ale26__1,-1.9136368895696427,-2.4582644025,0.3892269420000005
pal__tartr_ale26__2,-2.3584546281263767,-2.7993066385,0.3141092519999997
pal__tartr_ale28_f10__1,4.327813094658987,1.3234171564999997,1.2650587219999991
pal__tartr_ale28_f10__2,4.015693814969371,0.9217125205,0.9722561120000002
pal__tartr_ale28__1,-1.8898781165507188,-0.5743875255000006,0.06391488899999942
pal__tartr_ale28__2,-3.0341941013075657,-0.3904157374999997,0.3663876120000005
efeU__delmenFentC_citr__1,0.2827782874843716,0.7976262954999989,0.4324642720000007
efeU__delmenFentC_citr__2,0.090358271138944,0.6350549484999988,0.3897561520000004
efeU__delmenFentC__1,2.931792930249612,0.9462921125,1.177584972
efeU__delmenFentC__2,2.435234837951674,0.8296804474999995,1.1153529019999997
efeU__menFentC_ale39__1,-3.534116484078188,-1.6532818525,-0.06847482300000074
efeU__menFentC_ale39__2,-3.4869995383346217,-1.554912675500001,-0.11409336400000035
efeU__menFentC_ale29__1,-2.0506310691740626,-0.9148278185,0.6533644019999993
efeU__menFentC_ale29__2,-2.222954309016086,-1.0554260145,0.7308609120000007
efeU__menFentC_ale30__1,-3.3453789951087822,-1.8311730245,-0.6166222720000007
efeU__menFentC_ale30__2,-3.0126394055215857,-2.0313747315000006,-0.36928399700000014
efeU__menFentCubiC_ale36__1,-1.854953050566258,-0.23657443650000065,0.20465600400000028
efeU__menFentCubiC_ale36__2,-1.7306288831213723,-0.2080952475000002,0.24587958699999926
efeU__menFentCubiC_ale37__1,-0.682034858437146,0.6232716375000003,0.5874251219999991
efeU__menFentCubiC_ale37__2,-0.8983403367164754,0.6814589805000004,0.4022910319999991
efeU__menFentCubiC_ale38__1,-4.456905419231296,-1.3383443145000005,0.3376043820000003
efeU__menFentCubiC_ale38__2,-4.303408783412882,-1.7073409395000008,0.32172978200000024
misc2__salc_glc__1,1.3924822155957433,0.8239774805,0.8863017319999997
misc2__salc_glc__2,1.6954585097085724,0.3530768394999999,1.151312292
misc2__dbcn_glc__1,-3.0585055098992977,-3.4045219585,-0.8705704379999997
misc2__dbcn_glc__2,-2.3546146855270957,-2.5408321124999995,-0.053842641000001024
misc2__tyr_glc__1,-1.2589492967260876,-2.4634371655,0.030154188999999217
misc2__tyr_glc__2,-1.819469749190061,-2.3430090944999997,0.18931526099999907
misc2__arg_cytd__1,-2.497176467608283,-2.5977299685000004,-0.971555575
misc2__arg_cytd__2,-2.765611086607876,-2.4144484424999995,-0.9203768009999996
misc2__delyheO_pyr__1,-1.7672504415417805,-0.3398890935000001,0.7467160320000001
misc2__delyheO_pyr__2,-2.671963390151351,-0.5550009745000004,0.6404214120000002
misc2__dellon_glc__1,0.5715651920477498,-3.0930345855000008,1.8514310720000005
misc2__dellon_glc__2,0.974241585139344,-2.7692378585000004,1.957580102
nquinone__delubiC__1,-1.31489276320662,-1.6773367615000012,-0.18854235400000088
nquinone__delubiC__2,-1.7117697904605915,-1.5457851534999991,0.030013312999999545
nquinone__ubiC_ale1__1,-0.8006191903634733,-0.03056938249999952,0.4131705320000005
nquinone__ubiC_ale1__2,-0.8816604966102171,0.2102494234999988,0.4437214019999995
nquinone__ubiC_ale2__1,1.4065666644334542,1.004957516499999,0.9644070320000004
nquinone__ubiC_ale2__2,1.1403186921240387,0.7656772155000002,0.8252573020000007
nquinone__ubiC_ale3__1,-0.3210662932154745,-3.1584375015,-0.490303827
nquinone__ubiC_ale3__2,-0.4076517750975295,-3.0311061725000004,-0.4632218869999996
nquinone__ubiC_ale4__1,0.6367085507267898,0.8257871095000002,0.6307305620000001
nquinone__ubiC_ale4__2,0.5140112421950915,0.8404219115,0.6971855320000007
nquinone__delpdhR__1,-2.84457229734136,-2.6943264825,-0.7608141740000001
nquinone__delpdhR__2,-3.0662926034194684,-2.5546141815000007,-0.7927318759999995
quinone__glu_ale4__1,-3.80654746099529,-3.3907812855000015,-0.37281189800000014
quinone__glu_ale4__2,-4.226192886548427,-2.5651576625,-0.3709926190000008
quinone__delmenF__1,0.2030249275038315,0.5069120204999997,0.0468542499999991
quinone__delmenF__2,0.2693485157958344,0.39723397549999895,0.3632182420000003
quinone__menF_ale5__1,-2.5371975317908437,-0.3103754655000017,0.4144457020000001
quinone__menF_ale5__2,-2.432645686055356,-0.5030668555000002,0.6358449919999991
quinone__menF_ale6__1,-2.783651966572472,-0.06252689749999972,0.41663132200000064
quinone__menF_ale6__2,-2.3756635363266985,-0.21366946050000024,0.3498554820000006
quinone__menF_ale7__1,-1.833530827173553,0.10835245949999894,0.2786310329999999
quinone__menF_ale7__2,-1.7307282249313989,0.013046458499999858,0.3520761920000002
quinone__menF_ale8__1,-3.968579629648944,-0.9155298515000004,0.08137363099999995
quinone__menF_ale8__2,-4.131966368149225,-0.14026824350000044,0.289872226
quinone__delmenFubiC__1,0.8853032256171269,0.21734787149999946,0.4343023420000005
quinone__delmenFubiC__2,0.8436399825433779,0.3712992334999985,0.4454577420000021
quinone__menFubiC_ale1__1,-2.2650410231101588,-0.4354938605000003,-0.5929867130000002
quinone__menFubiC_ale1__2,-2.424422727679876,-0.3101468505000007,-0.6825730510000003
quinone__menFubiC_ale2__1,-0.4276255967672708,0.2579378654999989,-0.4829198459999997
quinone__menFubiC_ale2__2,0.2130461833886654,0.12436075849999995,-0.6668817029999996
quinone__menFubiC_ale3__1,-2.588765235113179,-2.0091461145,0.230084175
quinone__menFubiC_ale3__2,-2.580893631933124,-2.137883641500001,0.23440550299999965
quinone__menFubiC_ale4__1,-3.1314568766587,-0.5243469175,1.0102096120000006
quinone__menFubiC_ale4__2,-3.632103850141299,-0.4873598785000004,0.964788561999999
oxyR__wt_glc__1,-1.5349301070783417,-2.2019184855,0.3785155019999991
oxyR__wt_glc__2,-1.9509278872152704,-1.9782261825000005,0.4468185120000001
oxyR__wt_h2o2__1,-1.303281703525282,-1.2630418005,0.5232890319999992
oxyR__wt_h2o2__2,-0.7846924428321013,-0.5647255485000002,1.140273702
oxyR__glu_ale4__1,-2.4582764596240345,-1.567487475500001,1.471336792000001
oxyR__glu_ale4__2,-3.0546439219391144,-1.6419698805000005,0.9894781819999992
oxyR__glu_ale4_h2o2__1,-2.4046272942648934,-0.9542591845000006,1.105704231999999
oxyR__glu_ale4_h2o2__2,-2.1209766879793053,-1.0239043545,1.3085406620000004
oxyR__oxyR_ale17__1,-2.422868256719557,-0.2087909385,0.8646676620000004
oxyR__oxyR_ale17__2,-2.199056926340846,-0.4666404985000003,1.0449935319999994
oxyR__oxyR_ale17_h2o2__1,-2.7964398725592834,-0.40402613950000005,0.8066634019999999
oxyR__oxyR_ale17_h2o2__2,-3.458715201276737,-1.4946212085,0.7939193719999995
oxyR__oxyR_ale18__1,-2.888254806791581,-2.4047770434999998,-0.1898837439999994
oxyR__oxyR_ale18__2,-2.9034872745979543,-2.1639725495000004,-0.012120127999999395
oxyR__oxyR_ale18_h2o2__1,-0.5897135984305372,-0.6526674224999995,0.3807744920000005
oxyR__oxyR_ale18_h2o2__2,-0.6586244526347693,-0.6526529945000004,0.4257068620000002
oxyR__oxyR_ale19__1,-3.746379471625208,-1.6291993305000003,-0.284247916
oxyR__oxyR_ale19__2,-2.750528696033007,-0.7954169874999995,-0.020286427000000273
oxyR__oxyR_ale19_h2o2__1,-3.963251714346181,-1.9723728605,-0.3533771090000002
oxyR__oxyR_ale19_h2o2__2,-3.780485484637339,-2.151935645500001,-0.35396490599999986
oxyR__oxyR_ale20__1,-3.3237010766455257,-0.30122937749999945,0.2926861649999992
oxyR__oxyR_ale20__2,-3.382039632370591,-0.2615753855000005,0.28449155899999923
