,b1956
control__wt_glc__1,5.3246854622
control__wt_glc__2,5.2373190864
fur__wt_dpd__1,6.20502643
fur__wt_dpd__2,6.2694605886
fur__wt_fe__1,4.7776242058000005
fur__wt_fe__2,4.6180538463000005
fur__delfur_dpd__1,6.269345509
fur__delfur_dpd__2,6.1325758721
fur__delfur_fe2__1,4.9786751272
fur__delfur_fe2__2,5.0736472522
acid__wt_ph5__1,5.2506253433
acid__wt_ph5__2,5.269582194
acid__delgadx_ph5__1,5.476210135
acid__delgadx_ph5__2,5.3134185079
acid__delgadw_ph5__1,5.2252599682
acid__delgadw_ph5__2,5.1472606925
acid__delgade_ph5__1,5.2797770522
acid__delgade_ph5__2,5.3283634634
oxidative__wt_pq__1,6.0954125227
oxidative__wt_pq__2,6.0262792896
oxidative__deloxyr_pq__1,5.7633976279
oxidative__deloxyr_pq__2,5.6761208201999995
oxidative__delsoxr_pq__1,5.867796569
oxidative__delsoxr_pq__2,6.0286166662
oxidative__delsoxs_pq__1,6.2204971388
oxidative__delsoxs_pq__2,6.2802153761
nac_ntrc__wt_csn__1,5.99115687
nac_ntrc__wt_csn__2,6.1447792456
nac_ntrc__wt_cytd__1,5.5367361852
nac_ntrc__wt_cytd__2,5.638980811
nac_ntrc__wt_gln__1,5.9874631372
nac_ntrc__wt_gln__2,6.038970858
nac_ntrc__bw_delnac_csn__1,6.3667388795
nac_ntrc__bw_delnac_csn__2,6.0463654357
nac_ntrc__bw_delnac_cytd__1,5.6201959850000005
nac_ntrc__bw_delnac_cytd__2,5.5763347293
nac_ntrc__bw_delnac_gln__1,5.7217739543
nac_ntrc__bw_delnac_gln__2,5.7303233241000004
nac_ntrc__bw_delnac_nh4__1,4.6228149104
nac_ntrc__bw_delnac_nh4__2,4.6564066374
misc__wt_no_te__1,5.6870524008
misc__wt_no_te__2,5.3330069062
misc__bw_delcbl__1,4.91713828
misc__bw_delcbl__2,4.8605235204
misc__bw_delfabr__1,4.3730862824
misc__bw_delfabr__2,4.3844712612
misc__bw_delfadr__1,4.7995516857
misc__bw_delfadr__2,4.8977112825999995
misc__nitr_031__1,5.9651844143
omics__wt_glu__1,5.3460980004
omics__wt_glu__2,5.3855668665
omics__wt_gly__1,5.0026518365
omics__wt_gly__2,4.8973311492
omics__wt_thr__1,5.4943895865
omics__wt_thr__2,5.5735560576
omics__bw_ac__1,5.7278007359
omics__bw_ac__2,5.8026188572
omics__bw_fum__1,5.2088167147
omics__bw_fum__2,5.3516211374000004
omics__bw_glc__1,5.4906479915
omics__bw_glc__2,5.6600606865
omics__bw_pyr__1,5.6735111804
omics__bw_pyr__2,5.8281284513
ompr__wt_nacl__1,6.2473850788
ompr__wt_nacl__2,6.4065001294
ompr__bw_delompr_nacl__1,6.5477153987
ompr__bw_delompr_nacl__2,6.2783001549
minspan__wt_ade__1,5.1041965572
minspan__wt_glc__1,4.8416847716
minspan__wt_glc__2,5.039414828
minspan__wt_glc__3,5.0419533406
minspan__wt_glc__4,4.5820631407
minspan__wt_glc_anaero__1,5.3334725732
minspan__wt_glc_anaero__2,5.4629799076
minspan__wt_trp__1,5.1664429397
minspan__bw_delcra_glc__1,5.0666913698
minspan__bw_delcra_glc__2,5.3157764074
minspan__bw_delcra_trp__1,5.3550776517
minspan__bw_delmntr__1,5.1704366697
minspan__bw_delnac_ade__1,5.584878675
minspan__bw_delnac_glc__1,5.0546191704
cra_crp__wt_ac__1,5.4804608541
cra_crp__wt_ac__2,5.2932116873
cra_crp__wt_fru__1,5.2925714379
cra_crp__wt_fru__2,5.3432603845
cra_crp__delcra_ac__1,5.4955957251
cra_crp__delcra_ac__2,5.4859530082
cra_crp__delcra_fru__1,5.4192438315
cra_crp__delcra_fru__2,5.3191524721
cra_crp__delcra_glc__1,4.8736626457
cra_crp__delcra_glc__2,5.0172137478
rpoB__wt_031__1,5.3636985837
rpoB__wt_044__1,5.3137748142
rpoB__wt_lb__1,5.7394265247
rpoB__wt_lb__2,5.3671707981
rpoB__rpoBE546V_031__1,5.3846408097000005
rpoB__rpoBE546V_044__1,5.1814859908
rpoB__rpoBE546V_lb__1,5.2511066121
rpoB__rpoBE546V_lb__2,5.1473449182
rpoB__rpoBE546V_glc__1,4.7631289703
rpoB__rpoBE672K_glc__1,4.287830712
rpoB__rpoBE672K_glc__2,4.4012958009
rpoB__rpoBE672K_lb__1,4.1774616103
rpoB__rpoBE672K_lb__2,3.9539638975
crp__wt_fru__1,4.8363282575
crp__wt_glyc__1,4.8269272578999995
crp__wt_glyc__2,4.7656788983
crp__delar1_glyc__1,5.6833191365
crp__delar1_glyc__2,5.7522089898
crp__delar1ar2_glyc__1,5.6268070275
crp__delar1ar2_glyc__2,5.3580413981
crp__delar1ar2_glyc__3,5.38272948
crp__delar2_glyc__1,5.1574973609
crp__delar2_glyc__2,5.0827230625
crp__delar2_glyc__3,5.1820052345
crp__delcrp_fru__1,6.0093322533
crp__delcrp_fru__2,5.9437231511
crp__delcrp_fru__3,6.0166068441
crp__delcrp_glc__1,5.8840165171
crp__delcrp_glc__2,6.0052177196
crp__delcrp_glc__3,5.989852197
crp__delcrp_glyc__1,5.9112012567
crp__delcrp_glyc__2,5.9534090438
crp__delcrp_glyc__3,5.9386153763
glu__glu_ale3__1,4.5837506255000005
glu__glu_ale4__1,4.1620849814
glu__glu_ale5__1,3.9188275461
glu__glu_ale6__1,3.9627713563
glu__glu_ale8__1,5.0186185727
glu__glu_ale9__1,4.4751011038
glu__glu_ale10__1,4.4066954519
42c__wt_42c__1,4.80290192
42c__42c_ale1__1,4.5702177382
42c__42c_ale2__1,4.529801208
42c__42c_ale3__1,4.807222874
42c__42c_ale4__1,4.8033583701
42c__42c_ale5__1,4.6282087141
42c__42c_ale6__1,5.217623742
42c__42c_ale8__1,4.8944158773
42c__42c_ale9__1,4.6146896258
42c__42c_ale10__1,4.674289707
ssw__wt_ac__1,6.1046867327
ssw__wt_glc__1,5.2031325947
ssw__wt_glyc__1,5.7880651055
ssw__wt_xyl__1,5.8103634786
ssw__glc_ale1__1,5.4084894462
ssw__glc_ale2__1,4.8972250935
ssw__glc_ale3__1,4.8859570175
ssw__glyc_ale1__1,4.8996063251
ssw__glyc_ale2__1,4.9075323442
ssw__xyl_ale1__1,5.3471481491
ssw__xyl_ale2__1,5.0354468527
ssw__xyl_ale3__1,5.4802445998
ssw__glc_ac_ac2__1,5.5957446498
ssw__glc_ac_glc1__1,5.9051886377
ssw__glc_ac_glc2__1,5.2756763585
ssw__glc_glyc_glc__1,5.0459697283
ssw__glc_glyc_glyc__1,4.5444150621
ssw__glc_xyl_glc__1,4.688874696
ssw__glc_xyl_xyl__1,4.7385115141
pgi__glu4_delpgi__1,5.2279371081
pgi__pgi_ale1__1,4.6383278494999995
pgi__pgi_ale2__1,5.3866363847
pgi__pgi_ale3__1,4.7818869753
pgi__pgi_ale5__1,4.920650288
pgi__pgi_ale6__1,5.0557961597
pgi__pgi_ale7__1,5.0605733452
pgi__pgi_ale8__1,4.6916929779
ica__wt_glc__1,3.9470926903
ica__wt_glc__2,3.9755130691
ica__wt_glc__3,4.8238214517
ica__wt_glc__4,4.854062858
ica__arg_sbt__1,4.53976861
ica__arg_sbt__2,4.6020193674000005
ica__cytd_rib__1,5.3570147249
ica__cytd_rib__2,5.4738886612
ica__gth__1,6.6917638171
ica__gth__2,6.5016275589
ica__leu_glcr__1,4.7272177715
ica__leu_glcr__2,4.5451549527
ica__met_glc__1,4.0033780674
ica__met_glc__2,4.0746309102
ica__no3_anaero__1,5.3983909777
ica__no3_anaero__2,5.5163049948000005
ica__phe_acgam__1,4.6372258377
ica__phe_acgam__2,4.2948066866
ica__thm_gal__1,5.0637120159
ica__thm_gal__2,5.176398594
ica__tyr_glcn__1,4.3259068992
ica__tyr_glcn__2,4.4534560955
ica__ura_pyr__1,4.8180266078
ica__ura_pyr__2,4.9982478169
ica__wt_glc__5,4.4454629686
ica__wt_glc__6,4.7455377589
ica__bw_delpurR_cytd__1,4.4014838231
ica__bw_delpurR_cytd__2,3.9380210621
ica__ade_glc__1,5.1028149701
ica__ade_glc__2,5.0335395951
ytf__wt_glc__1,5.1739535943
ytf__wt_glc__2,5.2826425504
ytf__delyafC__1,5.5419696689
ytf__delyafC__2,5.535069514
ytf__delyeiE__1,5.3072836536
ytf__delyeiE__2,5.3025247921
ytf__delyiaJ__1,5.6177636645
ytf__delyiaJ__2,5.841406205
ytf__delyieP__1,5.4446302964
ytf__delyieP__2,5.3762802543
ytf__wt_ph5__1,5.4742835585
ytf__wt_ph5__2,5.4952946963
ytf__wt_ph8__1,5.196279271
ytf__wt_ph8__2,4.756509555
ytf__delybaO__1,5.3157849727
ytf__delybaO__2,5.4015827437
ytf__delybaQ__1,4.9547073174000005
ytf__delybaQ__2,5.1074311991
ytf__delybiH__1,5.231736727
ytf__delybiH__2,5.5984139711
ytf__delydcI_ph5__1,5.1860389711
ytf__delydcI_ph5__2,5.0882522736
ytf__delydcI_ph8__1,5.2091842101
