,A,GadW,GadX
SRX5936138,-2.6952284994999998,-2.681539279,-1.8680578025
SRX5936139,-2.0989060399,-2.8002526687,-1.6727527119
SRX5936140,-2.4584346728,-3.2040126441,-2.3225043084
SRX5936141,-1.7313352441,-2.4329606314,-1.4445394857
SRX5936142,-1.9469058801,-2.4186091068,-1.6708619825
SRX5936143,-0.31949545900000004,-0.7251844271,-0.3588493385
SRX5936144,-0.4765010356,-0.6629154669,-0.2984615787
SRX8557650,-0.0128562772,-0.0188591151,0.0397828847
SRX8557651,-0.041594301,0.0256575949,-0.0268634676
SRX8557652,0.0544505782,-0.0067984798,-0.0129194171
SRX8557653,-0.3837402856,-0.1767402031,0.5049014184
SRX8557654,-0.3154707057,-0.0416449891,0.4324867082
SRX8557655,-0.3227055427,-0.2591280639,0.3513618287
SRX8557656,-4.4678364105,-3.7599669718,-0.9105338894
SRX8557657,-5.5676318097,-3.9881954976,-0.9554864741
SRX8557658,-4.9995351632,-4.017432854,-1.0409183111
SRX8557659,-5.6475002873,-3.1650307532,-2.7241064427
SRX8557660,-6.9278959333,-4.742415883,-2.9851221644
SRX8557661,-6.7790582163,-4.1172756335,-3.0396955322
SRX8557662,-6.206310202,-3.6186524789,-2.3502737254
SRX8557663,-5.2809257214,-2.5507838423,-1.81610906
SRX8557664,-5.5594975556,-2.6135572981,-1.7306245536
SRX8557665,-6.308846662,-4.2453602478,-3.0163001418
SRX8557666,-7.0309940085,-4.4403232932,-3.8104101124
SRX8557667,-4.920702366,-2.4069031672,-1.4421916065
SRX3405147,0.543664198,0.08468193730000001,0.5814078986
SRX3405148,0.053876597400000004,0.1425037217,0.2714568262
SRX3405149,-0.5975407954,-0.227185659,-0.8528647248000001
SRX3405150,7.0274619993,2.5941913168,2.2758764727
SRX3405151,3.8371019101,1.3234915465000001,-0.7361228765000001
SRX3405152,0.2823396237,0.7503603441000001,-1.313780599
SRX3405153,1.5247593088,1.1910352928,0.2588387773
SRX3405154,-1.7890519298,0.0411084319,-1.8023622471
SRX3405155,-2.5815578930000003,-0.30771499880000003,-2.2883251700000002
SRX3405156,-3.2126751819,-0.5120059009,-3.2256485935
SRX3405157,-3.1524487534,-0.4721397275,-2.8205517744
SRX312063,3.5241707208,2.3503575951,0.465814106
SRX312064,3.4995400048,2.3067261984,0.602752449
SRX312065,2.7063971258,1.5281904777,0.7252241410000001
SRX312066,4.8473398098,1.8914181139,1.3307168114999999
SRX312067,4.970461588,2.0515908691,1.1983483363
SRX312068,3.6205826426,1.0937275964,0.8043245939
SRX312069,3.5434052736,1.0904910824,0.7805754274000001
SRX312070,0.14067971440000002,0.1473228902,0.061920867600000006
SRX312071,-0.14067971440000002,-0.1473228902,-0.061920867600000006
SRX312072,4.0794685181,1.8975396028,1.3539816527
SRX312073,4.0795297982,1.8761793334,1.4904240506
SRX312074,5.4482934002,2.6355677224000003,2.098003203
SRX312075,5.6035517472,2.6452717615,2.0870286724
SRX312076,3.7104155642,1.2739018341000001,2.0884650836
ecoli_00001,0.0850833735,0.06424297200000001,0.0503456065
ecoli_00002,-0.0850833735,-0.06424297200000001,-0.0503456065
ecoli_00003,-0.2047619391,0.016480986,0.0018779745
ecoli_00004,-0.42465790410000004,-0.14052072300000001,-0.2226567355
ecoli_00005,-0.150582176,-0.053599875000000005,-0.2452050735
ecoli_00006,-0.2137026706,-0.194293297,-0.2742061615
ecoli_00007,0.2666918881,0.47346385900000004,0.4358068685
ecoli_00008,0.30873001640000003,0.49502830700000006,0.5825835075
ecoli_00009,-0.43877198700000003,-0.628317933,-0.19165281050000002
ecoli_00010,-0.4275963332,-0.51094127,-0.2312257125
ecoli_00011,1.5879481636000001,1.183885023,0.7887973085000001
ecoli_00012,1.1992804038,1.21022007,0.7702489965
ecoli_00014,-1.0151828531,3.201331527,-7.9997220445
ecoli_00015,-1.1978708980000001,-6.023342154,1.1232866215
ecoli_00016,-1.1731020395,-6.553144841,1.0822689865
ecoli_00017,2.4919160454,1.236608188,0.7466471415
ecoli_00018,2.5411086338,1.119526342,0.6977910975
ecoli_00019,-2.3698009694,-0.202981351,-1.0220851425
ecoli_00020,-1.8973387701000002,-0.421498635,-1.0583158675
ecoli_00021,-1.9727266381000002,-0.031181392000000002,-0.4701019115
ecoli_00022,-2.0386620964,-0.171378785,-0.44007057250000003
ecoli_00023,-1.387250453,-0.158629813,-1.1171747125
ecoli_00024,-1.6720237586,-0.101468362,-1.0342160025
ecoli_00025,-1.4923912326,0.381916831,-0.6086542565
ecoli_00026,-1.5710999577,0.255380714,-0.7181850405
ecoli_00027,0.0679804396,-0.12680923800000002,0.8083707765
ecoli_00028,0.0578215527,-0.051973411000000004,0.7844004705000001
ecoli_00029,-0.159866155,0.933452206,-0.6108441465000001
ecoli_00030,0.0899566765,0.811081625,-0.6173364105
ecoli_00031,1.5272160493,1.437062345,0.8968826825
ecoli_00032,1.56495223,1.351842725,0.8132582565
ecoli_00033,-1.1412978652,-0.703432594,0.5021608385
ecoli_00034,-2.1492401254,-1.413505335,-0.5769943865
ecoli_00035,0.4140518139,0.582224426,-0.0016244155
ecoli_00036,0.5748410149000001,0.5982516680000001,-0.0393651685
ecoli_00037,2.3907696144,1.616408244,1.1473516925
ecoli_00038,1.8232394579000002,1.693071207,1.2716164785
ecoli_00039,-1.110049651,-0.656205005,-0.7623851755000001
ecoli_00040,-0.487641398,-0.554440339,-0.8481387655
ecoli_00041,0.4933565881,0.7306706810000001,0.3540893775
ecoli_00042,0.4745638582,0.364576983,0.0672567385
ecoli_00043,-0.7706067159000001,-0.7280113650000001,-1.0031535195
ecoli_00044,-0.8131605091,-0.5784660030000001,-0.7303237815
ecoli_00045,-2.3956985612,-1.7178206020000002,-2.0228205285
ecoli_00046,-2.6769759773,-1.706090157,-2.2226282165
ecoli_00047,-0.5791085509,-0.230839813,-0.5562966065
ecoli_00048,-0.44364184030000003,-0.216614084,-0.5743505425000001
ecoli_00049,1.4864636413,1.260818029,0.9696136905
ecoli_00050,1.2215924561,1.6234802190000002,0.5847712625
ecoli_00051,0.4947466374,1.41107181,0.1243398975
ecoli_00052,1.2178179677,1.21019296,0.3938978885
ecoli_00053,1.6916780246,1.252214763,0.3540767955
ecoli_00054,-0.061942733300000004,1.879815238,1.7915137305000002
ecoli_00055,0.4507874362,2.056366966,1.9122185434999999
ecoli_00056,-1.3907381672,-0.378980555,-0.5347496345
ecoli_00057,-0.8536471164,-0.45761565400000004,-0.3125456895
ecoli_00058,-2.4247388495,-1.911670788,-1.8076444175000002
ecoli_00059,-2.5979071373,-2.101659599,-1.7337613305000001
ecoli_00060,-1.9557992166,-0.49831519900000004,-0.4403304865
ecoli_00061,-1.5906812362,-0.52361264,-0.5462515795
ecoli_00062,-2.7141127786,-1.544738829,-0.8417174485000001
ecoli_00063,-1.5300759253,-1.60925665,-0.9461260325
ecoli_00064,3.2643768386,1.832809218,1.9910360595
ecoli_00065,3.3415916381,1.9073840350000002,1.9055433105000001
ecoli_00066,3.9678348252,1.783833096,2.1682473555
ecoli_00067,4.0008997889,1.7194623070000001,2.1231500655
ecoli_00068,1.9971839628999999,1.424785844,0.8973646515
ecoli_00070,1.1184399221,0.80390633,0.0709246345
ecoli_00071,1.1169275776,0.691619076,-0.0206015305
ecoli_00072,0.2826043147,0.591377758,-0.0933717525
ecoli_00073,1.6470509515,1.483491353,0.4667018155
ecoli_00074,1.0670118079,1.335162955,0.3605176755
ecoli_00075,0.1906444234,0.157508648,0.3446108265
ecoli_00077,0.5714634025,0.9462769110000001,0.9584900285
ecoli_00078,0.6434666734000001,1.098664275,1.2113824975
ecoli_00079,-3.0415175482,-1.201004224,-2.1356155775
ecoli_00080,-0.29769745610000004,-0.10213981300000001,0.18836579150000002
ecoli_00081,1.2274744491,0.879765046,0.5466738855000001
ecoli_00082,1.2659042963,1.116933942,0.4230997695
ecoli_00083,1.1560609359,1.085421368,0.3689077585
ecoli_00084,-0.34852775550000004,0.485292985,-0.3414185825
ecoli_00085,0.09292737920000001,0.550311455,-0.0614367535
ecoli_00086,-0.5585753298,-0.349465574,-0.1675351225
ecoli_00087,-0.7386688326,-0.438083153,-0.3311380915
ecoli_00088,1.5413603113,1.136826201,0.7307231055000001
ecoli_00089,1.5091257849000002,1.218760394,0.5180304865
ecoli_00090,0.1661710266,0.027506371,-0.1591694925
ecoli_00091,0.3966970569,0.073995842,-0.0818602945
ecoli_00092,-1.0395393863,-0.618681342,-0.8791274405
ecoli_00093,0.3967253592,0.9471625950000001,-0.0040028775
ecoli_00094,0.6863297782000001,0.09808772,-0.1341524655
ecoli_00095,0.6820451336000001,0.246563463,-0.1515445735
ecoli_00096,-0.1787190573,0.15170543,-0.3916882325
ecoli_00097,-0.14134918300000002,0.389219588,-0.12611743450000001
ecoli_00098,-1.0831851472,-0.8835893530000001,-1.6231970045000002
ecoli_00099,-2.0846491355,-1.281129677,-1.9313957055
ecoli_00100,-0.8726485645000001,0.019949094,-0.7906842455
ecoli_00101,-1.9873054702,-1.281693433,-2.3959389855
ecoli_00102,-2.2657505588,-1.786996383,-2.4724740365
ecoli_00103,-2.4977633675,-2.508386547,-3.7807173775000003
ecoli_00104,-2.7583496621,-2.191780917,-3.8310427685
ecoli_00105,-1.2526422748,-1.2782083,-1.0349503855
ecoli_00106,-1.9757204865,-2.021607622,-2.0598013055
ecoli_00107,-2.06584745,-1.983985939,-1.8432232455
ecoli_00108,-1.2854026284,-0.963563393,-0.4147074605
ecoli_00109,-1.1434790446,-0.525788052,-0.0268740815
ecoli_00110,-0.9143699079000001,-0.8469844480000001,-1.2687447835
ecoli_00111,-0.7984232875,-0.9199065780000001,-1.3185563105
ecoli_00112,-0.5387315123,-0.825492121,-1.0371191905
ecoli_00113,0.250876724,-0.43475637100000003,-0.2700508705
ecoli_00114,0.3862206808,-0.24328116300000002,-0.3513296575
ecoli_00115,-0.1217533353,-0.453909186,-0.3897686635
ecoli_00116,1.7425567809,1.408067237,1.1948374065
ecoli_00117,1.0980560694000001,1.051193035,0.7470562885
ecoli_00118,2.4863340926,1.417342729,1.2226409835
ecoli_00119,1.2598605585,0.57052875,0.7165756065000001
ecoli_00120,1.1858385585,0.49273302,0.6537706495000001
ecoli_00121,1.3812918586,0.6084343050000001,0.8757698375
ecoli_00122,0.5903681567,0.011693979,-0.48771154250000004
ecoli_00123,0.23511060720000002,0.037232564,-0.4297659245
ecoli_00124,0.18249071990000001,0.14973972600000002,-0.2743316055
ecoli_00125,-5.8601748219,-3.820824262,-3.5605257545
ecoli_00126,-4.2268063976,-3.220637316,-4.5700092355
ecoli_00127,-2.2646228547,-2.482109099,-3.6301086555
ecoli_00128,-3.3003422522,-3.165400574,-4.0755330465
ecoli_00129,-4.8294715816,-3.129414161,-2.6778444525
ecoli_00130,-4.666265527,-2.859600121,-3.9846037045
ecoli_00131,-3.7332529280999998,-2.188454741,-3.1232451655
ecoli_00132,-0.662710266,-1.396659138,-0.6641676675
ecoli_00133,-3.8380160617,-2.952788327,-2.4926936955
ecoli_00134,-2.1376542024,-2.834563574,-3.3215281885
ecoli_00135,-3.1621897584,-2.643261265,-2.5676270685
ecoli_00136,-5.5194321416,-3.857724788,-3.7653167725000003
ecoli_00137,-2.4007249826,-1.386267358,-3.2485777455
ecoli_00138,-4.3562999917,-2.330740671,-2.3587458455
ecoli_00139,-3.3213175409,-2.209546733,-1.6374206695
ecoli_00140,-3.3367561143,-2.942839616,-2.2969533875
ecoli_00141,-4.6044357364,-2.739693018,-2.4741213105
ecoli_00142,2.152444043,1.93967369,1.5725522955
ecoli_00143,2.1232719955,1.407133981,1.0121943235
ecoli_00144,-1.2579030204000001,-0.7199954860000001,-0.5384877405
ecoli_00145,-1.6239004618,0.08260465,0.1949208375
ecoli_00146,0.4372759994,-0.278292558,-0.8785478975000001
ecoli_00147,-2.2626157676,-1.516682156,-1.4678291235
ecoli_00148,-4.1329011056,-2.098077214,-1.4820735955
ecoli_00149,1.4753514698,0.438221892,-0.5866332855
ecoli_00150,-3.0113254007,-1.356406531,-0.9423013995
ecoli_00151,-2.9173062345,-1.97399177,-1.8214672175
ecoli_00152,-2.997817094,-2.039250685,-2.5037119015
ecoli_00153,-0.9290651891,-0.206092725,-0.5179192585
ecoli_00154,-0.9767868143,-0.251824008,-0.18483118950000002
ecoli_00155,-1.4364329026,-0.540798118,-0.9389855945000001
ecoli_00157,-0.6765675636,-0.7358312290000001,-0.2074226065
ecoli_00158,-2.3823620538,-1.693338753,-1.9561528685
ecoli_00159,-1.0930731997,-2.109054664,-1.9803755385000001
ecoli_00160,-1.9032874054,-1.699236873,-2.2334857265
ecoli_00169,-1.4378125141,-1.196404176,-2.6820876755
ecoli_00170,-1.2688771972000001,-1.147654787,-2.7018631905
ecoli_00171,-2.5555316036,-1.561464642,-2.8471762915000003
ecoli_00172,-1.1147989656,-0.7011498780000001,-1.7290232895000002
ecoli_00173,-2.8932626032,-3.640530501,-2.5679504395
ecoli_00174,-2.0720452359,-3.231117176,-2.3577456785
ecoli_00175,-0.6882080022,-0.41970356000000003,-1.4912708385
ecoli_00176,-0.7734594198,-0.33861643700000005,-1.3227017195
ecoli_00177,-1.3773418240000002,-1.393069997,-0.2893386785
ecoli_00178,-1.8394854605000002,-2.408482429,-0.7855878285
ecoli_00179,-2.4761194589,-2.544273163,-2.5893977465
ecoli_00180,-2.7670982164,-2.75308715,-2.8568834615
ecoli_00181,-0.7981566363,-1.444732645,-1.8183923305
ecoli_00182,-0.9008733502,-1.697261814,-2.0743621715
ecoli_00183,2.5212338903,1.360021274,1.1866750015
ecoli_00184,2.4843958194,1.322140998,1.3401015795
ecoli_00185,-1.4124353286,-1.028571155,-1.7561430025
ecoli_00186,-1.3493658167,-1.228230601,-1.9421576475000002
ecoli_00187,-0.1537561093,-0.337977539,-0.1420198365
ecoli_00188,-0.6837340337000001,-0.528370134,-0.4840179345
ecoli_00189,-1.8273447476,-1.588094947,-2.7535215385000003
ecoli_00190,-1.2492848396,-1.375024388,-2.7243186135
ecoli_00191,-0.7669986040000001,-0.621178038,-1.4441016815
ecoli_00192,-0.4383148934,-0.939121623,-1.0161573185
ecoli_00193,-0.7804301112,-0.9889248820000001,-2.0696088345
ecoli_00194,-0.7515226781000001,-0.9427251940000001,-1.8934059435
ecoli_00195,-3.3076437091,-2.721225773,-3.5665444835
ecoli_00196,-2.0559864705,-1.695554091,-2.4868514615
ecoli_00197,-1.6310414513,-1.76943737,-2.1694308705
ecoli_00198,-2.6782973977999998,-2.729811283,-3.7408427185
ecoli_00199,0.866165473,-0.021624869,0.4181332185
ecoli_00200,1.1490301612,0.24032783900000002,0.8978764335
ecoli_00201,1.2215969238,0.873962526,1.1120384265
ecoli_00202,1.3612362811,0.966888998,1.2081581855
ecoli_00203,2.2950836667,1.312438238,1.0320698235
ecoli_00204,1.2341237065,0.277521601,0.1891227725
ecoli_00205,1.1941390265,0.9939227270000001,1.2824518195
ecoli_00206,1.8001215294000001,1.496700428,1.6897983855
ecoli_00207,0.047230606800000005,0.607849319,0.5667240005
ecoli_00208,-0.9180417911000001,0.57921187,0.47487076650000004
ecoli_00209,1.926907635,1.238805417,0.7212957745
ecoli_00210,1.8191277440000002,1.242052141,0.7985534405
ecoli_00211,-0.0131225214,0.027892422,-0.1624804165
ecoli_00212,0.5233251389,-0.010985805000000001,-0.16072864150000002
ecoli_00213,0.8927621749,0.794003459,0.7732569665
ecoli_00214,0.4162389127,0.621459683,0.8706142305000001
ecoli_00215,0.3389027741,0.195624015,0.0904018275
ecoli_00216,0.4634588235,0.159849021,0.07067158750000001
ecoli_00217,-0.0419540323,0.397481998,0.8468115495
ecoli_00218,-0.2735883637,0.7148056020000001,1.0371667175
ecoli_00219,1.2968316018000001,0.712518968,0.1551985165
ecoli_00220,1.7273323013000002,0.864305482,0.2612386195
ecoli_00221,-0.057392645900000004,0.103279828,-0.22314194950000002
ecoli_00222,-0.0111025749,-0.35893379000000003,-0.4702757265
ecoli_00223,0.8521190514,0.604587238,0.46440828850000004
ecoli_00224,0.6980969256,0.37474112600000004,0.2945014865
ecoli_00225,1.0994736545000001,0.751779064,0.8779873095
ecoli_00226,0.3680406184,0.5116376530000001,0.7393764735
ecoli_00227,0.004924366,-0.177066504,-0.22245717550000002
ecoli_00228,0.4567858395,-0.187221572,-0.0353967495
ecoli_00229,1.5651145346000002,1.017766354,0.7113875855
ecoli_00230,1.5014687782,0.9564244510000001,0.5942760135
ecoli_00231,1.4274054364,1.010275802,0.5811847715
ecoli_00232,1.1662007058000001,0.899799686,0.4354840185
ecoli_00233,0.488048144,0.3717686,0.40046440250000004
ecoli_00234,0.8209474594,0.38896291600000005,0.2223255705
ecoli_00235,0.4466965103,0.318527329,1.1907886685
ecoli_00236,0.5163997966,0.463919371,1.3902241915
ecoli_00237,0.2297464657,-1.205415976,-0.6984725725
ecoli_00238,0.31435058200000005,-1.073430045,-0.6216534885
ecoli_00239,0.2281938704,-1.4345625910000002,-0.7241060875
ecoli_00240,-0.1619400169,-1.318135827,-0.7588548975
ecoli_00241,-2.2863237661999998,-1.119150655,-0.7624092985
ecoli_00242,-2.9909702405000003,-2.375425877,-2.5247343665
ecoli_00243,-2.9231900143000003,-2.250966847,-2.6254183175
ecoli_00244,-2.9372002799,-3.483788867,-3.2007966515
ecoli_00245,-3.0876027205,-3.129693314,-3.6088553385
ecoli_00246,-3.251598985,-2.810975764,-2.1381204855
ecoli_00247,-3.3928890698,-2.998482937,-2.1636230915
ecoli_00248,-2.7416215112,-2.640588831,-2.9189051295
ecoli_00249,-2.3135174623,-1.325801725,-0.6759124855
ecoli_00250,-2.6600603608,-1.404641653,-1.2943004905
ecoli_00251,-0.3724216892,-1.346458884,-1.1333685825
ecoli_00252,-1.0454518144,-1.612339761,-1.4114338925
ecoli_00253,-1.9031694272,-1.477559819,-1.7964047075
ecoli_00254,-2.8047121582,-1.448755021,-1.3343431365
ecoli_00255,-4.1641092777,-2.505852778,-2.0021755575
ecoli_00256,-4.1082620504,-2.061661943,-1.8295724945
ecoli_00257,-3.7959940402,-2.737978688,-2.4582644025000002
ecoli_00258,-3.0779667191,-2.67214088,-2.7993066385
ecoli_00259,0.7528017164,0.37868495500000005,1.3234171565000001
ecoli_00260,-0.4730746431,-0.39925135100000003,0.9217125205000001
ecoli_00261,-0.8815861407000001,-1.580691029,-0.5743875255
ecoli_00262,-1.291947588,-1.39812504,-0.3904157375
ecoli_00263,2.3407308009,0.757619059,0.7976262955000001
ecoli_00264,2.5703869025,0.374658592,0.6350549485
ecoli_00265,1.7492727943,1.523000587,0.9462921125
ecoli_00266,1.2871784145,1.476074463,0.8296804475
ecoli_00267,-1.5706499239,-1.794530617,-1.6532818525000001
ecoli_00268,-1.5801692172,-1.584389341,-1.5549126755
ecoli_00269,-2.0670028731,-1.160226395,-0.9148278185000001
ecoli_00270,-2.1476517097,-1.154397208,-1.0554260145
ecoli_00271,-0.9265232552,-1.382123146,-1.8311730245
ecoli_00272,-0.6503489211,-1.153985685,-2.0313747315
ecoli_00273,0.6914846424000001,0.32164033200000003,-0.2365744365
ecoli_00274,0.7763708503000001,0.159182274,-0.2080952475
ecoli_00275,1.4234347244,1.156631598,0.6232716375
ecoli_00276,1.58665418,1.241283481,0.6814589805
ecoli_00277,0.0690809904,0.11312646200000001,-1.3383443145
ecoli_00278,-0.0279581647,-0.157946899,-1.7073409394999999
ecoli_00279,0.1731212553,-0.17743699100000002,0.8239774805000001
ecoli_00280,-0.8449492728,-0.720482056,0.3530768395
ecoli_00281,-2.5752213484,-2.406799069,-3.4045219585
ecoli_00282,-1.5641322222,-1.760840277,-2.5408321125
ecoli_00283,-2.1943239311,-1.2189375820000001,-2.4634371655000002
ecoli_00284,-2.563319332,-1.207368087,-2.3430090945
ecoli_00285,-1.0927545939,-1.520620696,-2.5977299685
ecoli_00286,-1.6043307503,-1.59674242,-2.4144484425
ecoli_00287,0.1431419608,-0.45720907400000005,-0.3398890935
ecoli_00288,0.0675527566,-0.501213503,-0.5550009745
ecoli_00289,-0.740094719,-0.937614802,-1.6773367614999999
ecoli_00290,-0.6744045753,-0.6374130520000001,-1.5457851535
ecoli_00291,0.3473222653,0.90668247,-0.030569382500000002
ecoli_00292,0.8846820213000001,1.164278318,0.2102494235
ecoli_00293,2.4979368308,1.477420323,1.0049575165
ecoli_00294,1.8555580924,1.233037806,0.7656772155
ecoli_00295,-1.5620019846000002,-2.128911433,-3.1584375015
ecoli_00296,-1.8312483694,-2.076136975,-3.0311061725
ecoli_00297,2.0681679773,1.401237628,0.8257871095
ecoli_00298,1.5888532225,1.5001658450000002,0.8404219115
ecoli_00299,-1.1781653711,-1.880523555,-2.6943264825
ecoli_00300,-1.3307196845,-1.75344626,-2.5546141815
ecoli_00301,-2.3245778181,-2.634200214,-3.3907812855
ecoli_00302,-2.4034516853,-2.944175411,-2.5651576625
ecoli_00303,1.5900360159,0.95207929,0.5069120205000001
ecoli_00304,1.6232359351999999,0.43500693900000004,0.3972339755
ecoli_00305,-0.9572475379000001,-0.42275708900000003,-0.3103754655
ecoli_00306,-0.6254551363,-0.5864222760000001,-0.5030668555
ecoli_00307,-0.31436488560000003,-0.14662601,-0.0625268975
ecoli_00308,-0.4548801986,-0.08268077500000001,-0.21366946050000002
ecoli_00309,-0.0453923311,0.272280792,0.1083524595
ecoli_00310,-0.3488832848,0.269462902,0.0130464585
ecoli_00311,-1.6633853359000002,-0.605294862,-0.9155298515
ecoli_00312,-1.0672052144,0.112190223,-0.1402682435
ecoli_00313,1.384092414,0.540640593,0.2173478715
ecoli_00314,1.37744915,0.5673190850000001,0.3712992335
ecoli_00315,0.4130198966,-0.035395909,-0.4354938605
ecoli_00316,0.1906207121,-0.053538131,-0.3101468505
ecoli_00317,0.6358747491,0.551929914,0.25793786550000003
ecoli_00318,0.9638466943,0.5160121470000001,0.1243607585
ecoli_00319,-1.2496082722,-1.647449492,-2.0091461145
ecoli_00320,-1.7509061456000001,-1.509699405,-2.1378836415
ecoli_00321,-1.5103852339000001,-0.609960335,-0.5243469175000001
ecoli_00322,-1.7834812299,-0.6618542470000001,-0.4873598785
ecoli_00323,-1.4295347168,-1.132876532,-2.2019184855
ecoli_00324,-1.1933113342000001,-1.144646305,-1.9782261825
ecoli_00325,-0.47556084930000003,-0.7886300700000001,-1.2630418005
ecoli_00326,-0.0910108744,-0.128084642,-0.5647255485
ecoli_00327,-1.8595295768,-1.484630841,-1.5674874755000001
ecoli_00328,-2.1085794338,-1.7239335,-1.6419698805
ecoli_00329,-1.7110514492000002,-0.932372147,-0.9542591845
ecoli_00330,-1.2490477168,-1.060544392,-1.0239043545
ecoli_00331,-0.0849537566,-0.0034096390000000003,-0.2087909385
ecoli_00332,-0.1803249104,-0.167777995,-0.4666404985
ecoli_00333,-0.6537492801,-0.40036409500000003,-0.4040261395
ecoli_00334,-0.8056372675,-0.7903472370000001,-1.4946212085
ecoli_00335,-1.0709001592,-1.9014666290000002,-2.4047770435
ecoli_00336,-0.9600430053000001,-1.488398967,-2.1639725495
ecoli_00337,0.3128410035,-0.148464697,-0.6526674225
ecoli_00338,0.22518647460000002,-0.21537019000000002,-0.6526529945
ecoli_00339,-0.6198100978000001,-1.786964023,-1.6291993305
ecoli_00340,0.1572560831,-0.7879267750000001,-0.7954169875
ecoli_00341,-0.7311184899000001,-1.723423801,-1.9723728605000002
ecoli_00342,-0.8560051812,-1.78845851,-2.1519356455
ecoli_00343,0.5861399185,-0.10791590300000001,-0.3012293775
ecoli_00344,0.18480830180000002,0.044917878,-0.26157538550000003
ecoli_00345,-0.0593215901,-0.37937634200000003,-0.5587236515
ecoli_00346,-0.1843732077,-0.32626138800000004,-0.6518127225
ecoli_00347,0.8751118775000001,-0.09487389,-0.1543816975
ecoli_00348,0.652825312,0.079199251,-0.1050935425
ecoli_00349,0.4254216361,-0.3823489,-0.7090673635
ecoli_00350,-0.0165889101,-0.453423248,-0.7048534715
ecoli_00351,-0.8092248362000001,-0.193987858,-0.39289340850000004
ecoli_00352,-0.545488332,-0.781859077,-1.4875947045
ecoli_00353,0.1508240784,-0.259728556,-0.6791849755
ecoli_00354,-0.3079198543,-0.5221780340000001,-1.0084784055
ecoli_00355,-0.2113719972,-1.495300296,-1.0348139375
ecoli_00356,-0.44027716780000004,-1.546696987,-0.9523703495
ecoli_00357,-1.2520239011,-1.801357926,-1.2434492685
ecoli_00358,-1.2700840781,-1.8129860080000002,-1.0285970265
ecoli_00359,-1.9272072181,-1.523332188,-1.6844179355
ecoli_00360,-2.095829413,-1.710951174,-1.6786213785
ecoli_00361,-2.0927812186,-1.8730224930000001,-2.3910121185
ecoli_00362,-2.2665483972000002,-1.9607078590000002,-2.0417512255
ecoli_00363,2.8668878035,1.470252623,1.7543605494999999
ecoli_00364,2.1916386463,1.096747601,1.2785649095
ecoli_00365,-1.3844323852,-3.267590235,-2.5542012015
ecoli_00366,-2.1590433186,-3.5460337710000003,-3.0858233295
ecoli_00367,-2.3931349731,-3.689769792,-2.8222592505
ecoli_00368,-2.9097509973999998,-4.512560851,-3.5607856985
ecoli_00369,2.1898335266,0.6905471350000001,1.1793834155
ecoli_00370,2.2783485986,0.9401046980000001,1.2867231865
ecoli_00371,-1.8839049634,-3.576828542,-3.1512241415
ecoli_00372,-1.666548213,-3.6173238750000003,-3.2363759945
ecoli_00373,-2.6293825582,-4.254496702,-3.8070951395
ecoli_00374,-2.9816552830000003,-4.573696401,-3.9466018225
ecoli_00375,0.5744449721,0.42059036200000005,0.2829123965
ecoli_00376,-0.1378720305,0.296002936,-0.10773344850000001
ecoli_00377,-2.8933034921000003,-3.614357594,-3.3159992445
ecoli_00378,-2.3139840455,-3.360360812,-3.3844024245
ecoli_00379,-4.316077776,-3.839473969,-3.8432497475
ecoli_00380,-4.2803087842,-4.260295307,-3.6479587465
ecoli_00381,1.3614796554,0.884581947,0.8842419225
ecoli_00382,1.1377331882,0.950516836,0.6343994645000001
ecoli_00383,-1.9348740066999999,-3.326692312,-3.3793965905
ecoli_00384,-1.8104711884,-2.809830398,-3.4699665395
ecoli_00385,-4.4576618476,-4.182248851,-4.5628209695
ecoli_00386,-3.7321261464,-4.358526646,-4.1191546185
ecoli_00387,-1.4891325903000001,0.16776211200000002,-0.34966792550000003
ecoli_00388,-0.9155862367000001,0.369946914,-0.0607847225
ecoli_00389,-1.778478671,-2.8010360800000003,-2.9914089544999998
ecoli_00390,-1.4282805596,-2.822133697,-2.5756930475
ecoli_00391,-4.7889831393,-4.893868697,-5.0575483215
ecoli_00392,-4.3470396501,-4.917834806,-4.7357063595
ecoli_00393,-0.11496975840000001,0.38415950400000004,-3.1895458985
ecoli_00394,-0.2574179542,0.304439081,-3.3054740445
ecoli_00395,-2.2003909065,-1.844297659,-3.4337416445
ecoli_00396,-2.4506935096999998,-1.890106807,-3.2745179155
ecoli_00397,-0.7838951886000001,-1.402028499,-0.5305872175
ecoli_00398,-1.110030099,-1.6839079,-0.4867010205
ecoli_00399,-1.9952428899,0.824206933,-3.7457702775
ecoli_00400,-1.7736778765999999,0.848559025,-4.0328969245
ecoli_00401,-2.4689831187,-1.340513485,-4.3788427895
ecoli_00402,-0.9107420525000001,-1.119476568,-3.5039167985
ecoli_00403,0.3876881876,-0.8080799780000001,-0.8758368695000001
ecoli_00404,-0.4046422141,-2.067601137,-0.9826416715
ecoli_00405,-1.0469427503,0.9331973450000001,-3.8160395215
ecoli_00406,-1.0214553515,0.7461494590000001,-3.9454299775
ecoli_00407,-1.0853099634,-0.820476367,-2.8256511295
ecoli_00408,-1.6473898017000002,-0.9097587410000001,-3.2561358645
ecoli_00409,0.0360076812,-1.484896529,-0.5712976345
ecoli_00410,-0.0094677764,-1.521393625,-1.0045334675
