,A,ArcA,AppY,YdeO,RpoS
SRX1300293,0.7270042315,0.41795786620000003,0.053256988500000005,0.5754957718,-0.0319115236
SRX1300299,0.1571123976,0.2339488295,0.1940752935,-0.5754957718,0.1755425277
SRX1300300,0.4472716149,0.2709119195,-0.2207440607,-0.5754957718,0.024489941100000003
SRX1300304,-1.4800627641,0.7109499026,-0.044082378900000004,0.4413009323,-0.2854373702
SRX1300305,0.4491996232,0.8332963912,0.37708813950000003,1.36952238,0.3764522019
SRX1300306,0.74903235,0.8146757537,-0.2208310661,-0.5754957718,0.2949215998
SRX1300310,-4.1794983937,0.5839121668,-0.6552361198000001,1.6472250927,-0.0268914219
SRX1300311,-2.2198938768,0.6312221720000001,-0.4793006973,2.1959222698,0.056630553900000005
SRX7291195,-1.0902019629,0.3372829208,-0.0806151845,-0.25572206680000004,0.8425441532
SRX7291196,-1.0343070047,0.41080054930000004,-0.1876222962,-0.15538350780000001,0.6879051231000001
SRX7291197,-0.6262573198,0.3180135734,-0.4040596333,-0.018349720400000002,0.6686345142
SRX7291198,0.34133653820000004,0.08858568750000001,-0.021395627400000002,0.043781735700000005,-0.5242501190000001
SRX7291199,-0.3023961297,-0.0570708614,0.2981211664,-0.0633100677,0.3029605819
SRX7291200,-0.0389404085,-0.031514826100000004,-0.27672553910000003,0.019528332000000002,0.22128953710000002
SRX7291201,-1.0755630406,0.3130374735,-0.40817245620000003,-0.39163885470000004,0.5729494946
SRX7291202,-1.7115212635,0.4191365037,0.2027190045,-0.1122352846,0.8031390428
SRX7291203,-1.5192723818,0.3197920426,0.1471517733,-0.2579595301,0.5992687779
SRX7291204,-0.251934137,0.1251290824,0.2104952907,0.4257443134,-0.2291631891
SRX7291205,-0.2789587619,0.1037722164,0.2069829008,0.0695107595,-0.18907728040000002
SRX7291206,-0.3530861858,0.1088100151,0.484240938,0.2201163087,-0.1244349435
SRX2436955,-8.7551250338,0.1425476608,-1.9957766894,0.23606517940000002,1.097039597
SRX2436956,-13.1303852004,-0.4960096405,-0.367816588,0.36758338700000004,-0.9273947829
SRX2436957,-14.8361848699,-0.3588527667,-0.15948686950000002,0.7506844465,-1.0439189205
SRX2436958,-9.5370998196,-0.14995993500000002,0.2460697503,0.4740795914,-0.8374599219000001
SRX2436959,-3.1222827989,0.5268494525,-0.7321016915,0.1298062009,-0.0241568321
SRX2436960,-1.2493445861999999,0.3300483652,-0.35330489,0.5267987386,-0.0860494442
SRX2436961,-7.3258934991,0.1176002028,-1.3635600744,0.3814843096,-0.2103483814
SRX2436962,6.3979396192,-0.2104390858,1.5077292516,1.1201857549,-0.7525754931
SRX2436963,-4.2394118279,0.0149251139,-0.35051588,-0.1436780779,-0.0423046222
SRX2436964,-6.3312637697,0.0050649824,0.19212393190000002,0.6299658394000001,-2.0566938058
SRX2436965,-15.1113956881,-2.0450412115,-1.038309951,0.37535583910000003,-0.9828317065000001
SRX2436966,-9.9268447963,0.2509442296,-0.4708239388,0.4329073035,-0.5097708088
SRX2436967,-8.3197401381,-0.0192003367,-1.4099543397,0.4084393859,-0.2337895701
SRX2436969,-4.4682449692,0.1182597891,-0.028136033600000002,0.2536136774,0.5081283672
SRX2436970,-10.7959272077,0.39856133250000003,-0.2594101488,0.5302592471,-0.47408949180000004
SRX2436971,-6.1466771331,-0.13303799560000001,-1.1021800522,0.4563549438,-0.6043009345
SRX2437029,5.6967374006,-0.3410695594,1.0853844104,1.4549201203,-0.6240025128000001
SRX2437030,-8.1016556145,0.155742511,-1.6339431842,-0.0711729677,0.9201684831
SRX2437031,2.9364054904,0.12230633960000001,0.8992195344,0.4362272304,0.4262621594
SRX2437032,2.4685513557,-0.0231116861,1.1507054427,0.4106798305,-0.0907873793
SRX2437033,2.0830313507,-0.7123728968,-0.3855221956,-0.6575550313,-0.6271696783
SRX2437034,-14.649195796,-2.0397357955,-1.3416926808,0.4393764617,-0.9878038137
SRX2437035,-9.3152974293,-0.3836625166,-1.3993502453,0.2427514029,0.1061579939
SRX2437036,-9.7427207389,-0.4890135682,-1.3905581879,0.2675737091,0.0811030881
SRX2437037,-3.6576445852,0.1264931956,-0.4281130917,0.7698237749,-1.4706241186
SRX2437038,-8.4595011224,0.24165958950000002,-0.4913929757,0.1735802706,-0.4671100716
SRX2437039,-0.3166958896,0.6254806809,-0.40864338650000004,-0.2612216377,0.291305217
SRX2437040,-10.4701333014,-0.3886040764,-1.5407454987,0.21784786020000002,0.0806200884
SRX2437041,-8.2541097766,0.11163370210000001,-2.4161522311,0.2323879195,1.2349298928
SRX2437042,1.3111459092,-0.5679767338,-0.1147011003,-0.1448662831,-0.5168503485
SRX2437043,-3.2789007489,-0.0194579248,-0.33723699830000003,0.5190601172,-1.5198680512
SRX2437044,3.3475013797,-0.1043600593,-0.030304689500000002,-0.0230059091,0.0755731168
SRX4705203,7.5204566959,-0.38558688100000005,-0.0960325612,2.2867787341,0.6045900864
SRX4705204,-1.9943038179,-0.2343390475,-1.8615776241000002,-0.0413883513,0.6665521292000001
SRX4705205,2.4290684428000002,-0.1768228467,-1.0357004713,0.1296316039,0.5463657323000001
SRX4705206,3.7260197961,-0.1829866169,-0.9563811777000001,0.0636347089,0.6278999625
SRX4705207,-2.2727640795,-0.1312277256,-0.9499524633,0.9427612128,1.5070312818
SRX4705208,5.3782907688,-0.6927357911,-0.5233046637000001,0.7388156175,0.8280153045
SRX4705209,-1.6529302573,-0.05061829700000001,-1.464795734,0.7373349152,1.5406839391
SRX4705210,-3.235301985,-0.2321428443,-1.7073528653,-0.12140546940000001,2.2125833362
SRX4705211,-2.1144830566,-0.33308463520000003,-1.7270819106,0.2207626973,1.7876219128000002
SRX4705212,-2.2711475499000002,-0.3163096863,-1.451119894,0.044590557,1.9715246501
SRX4705213,2.2035561322,0.1901686705,0.6830884134,-0.6686372989,-0.2027626566
SRX4705214,-0.041451718000000005,-0.058796187400000005,0.7766489312,-0.5502521833,-0.1722772558
SRX4705215,-0.3277788316,0.0858430565,-0.8396769873000001,0.5838235873000001,-0.0238262804
SRX4705216,0.4104068846,0.0028923649,0.9111383705,-0.22706519420000001,-0.3323414589
SRX4705217,-1.0817462558,-0.1846147007,-0.7739450807,0.6499463923000001,0.09276473390000001
SRX4705218,-1.1629862115,-0.035493203800000005,-0.7572536470000001,0.21218469680000002,0.6384429179000001
SRX4705219,11.3863811204,-0.23346584150000002,-0.8962977072,0.1527964858,1.0306032465
SRX4705220,11.9545393345,-0.1391940875,-0.7304746816000001,0.24734900910000002,1.0620790756
SRX4705221,1.6122704361,0.0132220698,-1.1232237302,0.059788687300000004,1.1761166277
SRX4705222,12.7526969319,-0.15327054480000002,-1.4756482211,-0.1619863463,1.0781661632
SRX4705223,7.3968752597,-0.40193558090000003,-0.0671861603,2.2812148624,0.5970242542
SRX4705224,7.0807184256,-0.5313746106,0.2738375711,2.1643086432,0.41313108940000004
SRX4705225,-4.0091153801,-0.6203175706,-2.6528739749,-0.19685432220000001,0.6560503050000001
SRX4705226,-2.4882093946,-0.6981566933000001,-2.5710915444999998,-0.3404299464,0.5163063446
SRX4705227,-2.3585762222,-0.7595007277,-2.3718155495,-0.40782430900000005,0.5921911449
SRX4705228,11.1428015199,-0.0372590058,-0.40752416610000003,0.9193235079000001,0.4145018807
SRX4705229,11.6584368712,0.09376858960000001,-0.1917782787,0.7337181328,0.3385546109
SRX4705230,12.3828841787,0.0231333739,0.3363092629,1.183898338,0.6707933292
SRX4705231,3.4487938916,0.1127304596,-0.9631346255000001,0.20645682110000002,1.0105470486
SRX4705232,2.9772982675,-0.0380817781,-1.0363052298,0.24904940500000003,1.2598023969
SRX4705233,5.4925421479,-0.2157053013,-1.7826117459000002,-0.1931761326,1.8700815334
SRX4705234,4.4350474702,-0.4094781025,-3.6839927406,-0.1961796815,1.2053437335
SRX4705235,-4.0288573589,-0.1995304755,-4.1919981385,-0.2987583554,0.8512096507
SRX4705236,4.9047757676,-0.4656880963,-3.5689443854,-0.1831443254,1.0336142905
SRX4705237,-4.4971106693,-0.0487554939,-4.0607067595,-0.1877457929,0.8297124726
SRX4705238,-4.0793591512,-0.215019177,-3.9090517254,0.14303548870000002,0.9577840338
SRX2038319,-0.5972267707000001,1.0693941837,-1.0973432072,-0.027002796000000003,0.6428626927000001
SRX2038320,1.3849175074,0.2635843553,0.7173884029,0.6419199625,0.5569332490000001
SRX2038321,-1.6175425172,0.9174621933,-1.8581381475,0.6207881266,0.45583812900000004
SRX2038322,-1.5673119724,-0.1218903694,-0.4010950582,1.7937139999,-0.0059625017
SRX2038323,-0.8208875206,-0.8918312391000001,-0.1770197991,0.6670486636,-0.7958093834000001
SRX2038324,-2.1696374305,-0.6881736304,-2.2766691855,0.2335871296,-0.9913625079
SRX2038325,-2.1510646918,0.7699156984000001,-2.285754623,0.5200282277,0.8636873724
SRX2038326,-3.0597625855,0.9700102006,-1.1793560228,1.0969995365,0.9692145481000001
SRX2038327,-0.4309158046,1.0384347552,-0.9584204435,0.014295977000000001,0.5484635499
SRX2038328,-1.1458510208,1.1285368322,-0.1481445867,0.6605134022,0.47975582850000004
SRX2038329,-1.7057107394000002,0.8161619262,-1.3948835561,0.0208575729,0.0560243226
SRX2038330,0.8969031753000001,-0.0201403201,-0.2026899591,0.0029950071,-0.4189636936
SRX2038331,0.6090643375,-0.10491848840000001,-0.1632103685,-0.3359225261,-0.9782229419
SRX2038332,-0.5008078643,0.7603654310000001,0.9992036636,-0.0591107195,0.5822594640000001
SRX2038334,-1.1393500032000001,-1.0891380371,-1.489708823,-0.91413476,-1.0677223828
SRX2038335,-1.6983693986000001,-0.8079639627,-1.7876797401000002,-0.3511205184,-0.6452112251000001
SRX2038336,-2.2207128412,-0.6936482731,-1.3944147857,-0.4702110613,0.1060509201
SRX2038337,-1.1445202719,0.44997349200000003,-0.2640619614,0.3157053047,-0.601614632
SRX2038338,-0.26842992660000004,-0.3344079171,0.2886050853,0.3264762614,-0.7106380433
SRX2038339,0.4228172082,0.6810912996,-0.4342902551,3.2407211894,0.48744292520000004
SRX2038340,-1.4143056613,-0.7281520391,-1.7024913585,0.6531177945000001,-0.1201034834
SRX2038341,-1.2961466246,-1.0546255310000001,-0.3901184612,1.3112050237,-0.49547265960000003
SRX2038342,-0.4470800386,-0.8944886509000001,0.5693008970000001,-0.0962030418,-0.7485561418000001
SRX2038343,-1.9753942546,-0.7695802995000001,-1.4877281369,-0.2343130059,-0.1073952073
SRX2038344,-2.113424073,-0.5339921031,-0.8512664495000001,0.3151977291,-0.5009317645
SRX2038345,-2.3636068779,-0.0834480876,-1.4331065567,1.0691884876,-0.8764053693
SRX2038346,-0.8622682974,0.6391570357,0.809574511,2.2057357119,0.2653966235
SRX2038347,-1.9495675154,0.9185526292,2.282872777,2.4931444635,0.8576571565000001
SRX2038348,-0.8497292875,0.6901443962,1.2959777878,3.092713335,0.5060509845
SRX2038349,-0.8927291206,-0.6312365123,0.5146491886,-0.0087109538,-0.7526508004
SRX2038350,1.2687460599,-0.6568917332,0.307788489,-0.929204745,-0.6745435179
SRX2038351,-1.6839578406,-1.0174438648,0.6370661865,-0.1654382133,-0.2096922728
SRX2038352,-1.9801002004,-0.6496157627,0.802460006,-0.8002386103,-0.5210191926000001
SRX2038353,-0.7876670471,-0.7033841573,-0.8678338267,-0.99990855,-0.9885591913
SRX2038354,-1.3669266916,-0.6182618178,-0.8695264777,-0.085307821,-0.5335854546000001
SRX2038355,-1.0946993519000001,-0.5516249936000001,-1.0974597621,-0.4953685326,-0.6650077532
SRX2038356,1.1165734906,-0.7842142551,0.5051656454,-0.17370623070000002,-0.6734272628
SRX2038357,0.8656566973,-0.7349862666,0.8087381219,-0.2994734654,0.0677753505
SRX2038358,0.9854164289,-0.31267291070000003,-1.0941614267,0.8274445135,-0.6635944368000001
SRX2038359,-1.5752794626000002,-0.4842923424,-1.3406942800000001,0.07721671220000001,0.24001536340000001
SRX2038360,-1.0046668233,-1.0148851516,-1.2326264945,1.1938519817,-0.39957036030000004
SRX2038361,-0.2841607154,-0.6907153027,1.2691828007,-0.7467941581,0.13779702600000002
SRX2038362,-1.5546916354,-0.5100728839,-0.1424008064,-0.5599669031,-0.2892728428
SRX2038363,-0.9556144024000001,-0.3755575815,-0.6193610534,0.3564342447,0.063880307
SRX2038364,-1.1778538362,-0.2196301371,0.0670680298,0.6698927760000001,-0.0446195849
SRX2038365,-0.7151860997,0.4059186527,0.5918994479,1.9568148107,0.6790029578
SRX2038366,-1.6330518962,0.6795316201,1.745863966,2.8285011752,0.5657041852
SRX2038367,-1.3041228806,0.5180514967000001,0.8300738127,2.1591190217,0.7180691943
SRX2038368,0.0657964951,-0.5719402797,-0.48048068780000003,-1.0205305455,-0.4285660378
SRX2038369,1.1427611833,-1.1732918553,1.3778479677,-1.1176109807,-0.37244374420000004
SRX2038370,-0.4311469429,-0.7755120344,1.326545431,-0.2825345448,-0.5556808697
SRX2038371,-1.4709072056,-0.5555756714,-1.3066488174,0.0442188278,-0.1552247884
SRX2038372,-0.389223871,-1.0030252318,-1.0591427438,-1.2936490343,-0.6178347536000001
SRX2038373,-1.6624314099,-0.5831005596000001,-0.9620278107,-0.9832626171000001,-0.1980209816
SRX2038374,-1.7887961464000002,-0.9335797538,-1.1221004509,-0.8685813798,-0.2259185498
SRX2038375,1.9300896105,-0.8369083792,1.0706254361,0.1232210448,-0.7817842324000001
ERX530520,0.0089117989,-0.0588099996,0.041117560500000004,0.1351036557,-0.0242983062
ERX530521,-0.7270374605000001,0.0707141134,-0.3658184942,-0.4398290227,0.7349939390000001
ERX530522,-0.3102390759,0.0792301926,-0.2887967795,0.5068593428,0.42723498790000003
ERX530523,-0.2274626348,0.1165178999,-0.1112841837,0.5109036352,0.2324750193
ERX530524,-0.0089117989,0.0588099996,-0.041117560500000004,-0.1351036557,0.0242983062
ERX530525,0.2111510881,0.1391146988,-0.3195979085,0.2608616884,0.6642612716
ERX530526,-0.4906643229,-0.2406300043,0.1199484162,0.3975268789,0.43708541440000004
ERX530527,-0.2021811,0.09393124500000001,-0.1729455668,-0.4243004266,0.7065415546
ERX3212443,-0.9662460278,0.8784288994,-0.8326316685,-0.39620348450000004,0.9454235623
ERX3212444,-1.0048410214,0.7269323781,-0.7073858930000001,-0.2525828067,0.7759384872
ERX3212445,-0.9698492375000001,0.7669138366,-1.2262700217,-0.1218288737,0.5711733054
ERX3212446,-0.38600251480000003,0.3543791704,-1.6154441720000001,-0.5056213242,0.9374318935
ERX3212447,-0.6492800799,0.6126265213000001,-1.0440944567,-0.29221767590000003,0.910492182
ERX3212448,-0.6049358986000001,0.7204335675,-0.7760746104,-0.2495651724,0.8612305479
ERX3212449,-0.0898324377,0.0023349412,-0.2385422452,-0.1857692644,-0.037221874200000005
ERX3212450,-0.079852665,0.0138897402,0.2419135323,-0.052631320700000005,0.0013268786
ERX3212451,0.1696851027,-0.0162246814,-0.0033712871,0.23840058520000001,0.0358949956
ERX3212452,0.49962842020000003,-0.5224664074,1.673834465,0.38526120810000003,-0.0877083962
ERX3212453,0.6646877688,-0.5060912851,1.7633823425,0.1575851772,-0.044082464
ERX3212454,0.3206228921,-0.2103690696,1.9922680078,0.39531929,0.0040361203
SRX7478973,-0.0154297329,-0.0026986212,0.5810028484,-0.3634442271,-0.3611764005
SRX7478974,-0.4843645217,0.0232666232,-0.3216779061,-0.0242421832,0.0771642025
SRX7478975,0.49979425460000004,-0.0205680019,-0.2593249422,0.3876864103,0.2840121979
SRX7478976,0.32755396140000004,-0.0248110193,0.36471599520000003,-0.1911959828,0.1505303285
SRX7478977,-0.1382966096,-0.0365080084,-0.4092780761,0.2484878148,0.1160648475
SRX7478978,0.1350366069,0.10535953910000001,-0.1988845802,0.2526169122,0.3506432363
SRX7478979,0.2644723932,0.2585635182,0.5793091448000001,0.2835779297,1.0733189414
SRX7478980,0.0718398098,0.303827907,0.7123333679,0.6198423136,0.9355091798
SRX7478981,0.6078033651,0.24080459610000002,0.9848405894000001,0.4360197321,0.6864147749
SRX7478982,0.1805916346,0.2868203253,0.5663690586,0.09799782400000001,1.4027260516
SRX7478983,0.5151526644000001,0.2959739772,0.4918778386,0.4950425,1.1597094079999999
SRX7478984,0.5398228774,0.24580874260000002,0.5206416616,0.2743481215,1.2837350512
ERX1521038,0.7439993148,0.9327413782,2.5646638277,3.8345239456,-0.5141281642000001
ERX1521039,1.0788360548,0.9261506939,4.0333488137,3.97611802,0.4709148805
ERX1521040,1.0175328788,1.0687949022,2.4957850795,4.0972601193,-0.4309899782
ERX1521041,2.1141037199,0.5925125441,3.4737751275,3.4909764704,0.5072233562
ERX1521042,-0.4546386743,0.191028469,-0.1670438145,-0.0167690687,0.0010033149
ERX1521043,0.34533209400000003,0.0868822129,0.2591340366,-0.1483968306,0.1241556788
ERX1521044,-0.6786543365000001,0.12093167490000001,-0.3151718214,-0.1434822655,-0.095928678
ERX1521045,0.6786543365000001,-0.12093167490000001,0.3151718214,0.1434822655,0.095928678
SRX621182,1.9511798868999999,-1.0591036869,5.3401360695,7.9862418321,-1.6296757112
SRX621183,1.5824368182000002,-1.0120794948,5.856206919,8.1266504467,-1.5207212803
SRX621184,1.828062639,-1.4965225604,4.163449071,8.156760630600001,-2.1551091053
SRX621185,0.7775441139,-1.193941523,4.411014881,8.0613437877,-2.271826186
SRX621188,8.220676959,-1.4967474998,5.1325485741,7.8594141441000005,-8.919357295
SRX621189,7.7210287328,-1.8797889081,5.6835217336,8.7943466455,-8.5537604829
SRX621190,0.3126576714,0.0614368063,0.1852582439,0.2256441709,0.2355117427
SRX621191,-0.3126576714,-0.0614368063,-0.1852582439,-0.2256441709,-0.2355117427
SRX621192,4.7327081693,-1.2240719898,5.9600630711,8.7236631202,-3.123507769
SRX621193,5.4900336698,-0.9646090827,5.8808149283,8.6889944033,-2.652046765
SRX6489436,0.9589275849000001,-2.3862196642,0.1039222468,0.0107484299,-0.07601669750000001
SRX6489437,0.1536690078,-1.2660276597,0.1139072565,0.4848413942,-0.2865615411
SRX6489438,0.5412015185,-2.3724224758,-0.2203202683,-0.0146142052,0.200378254
SRX6489439,0.3376437539,0.011139977700000001,-0.8772001559,-0.2507418208,-0.2852539933
SRX6489440,0.5039363699,-0.2115586693,-1.0493053298,0.0115352586,-0.38528219900000005
SRX6489441,-0.8415801238,0.2004186917,1.9265054857,0.2392065622,0.6705361923000001
SRX6489442,0.19965473050000002,0.2432724134,-0.7746960281,0.10168922770000001,-0.2520204133
SRX6489443,0.15513673190000002,-0.25783494830000003,-0.5773009855,-0.1037960827,-0.561476191
SRX6489444,-0.5926453973,0.27401214690000003,1.7626236986000001,0.5875675419,0.3723034616
SRX6489445,0.0413312438,0.043676152100000004,-0.0694572868,0.0282212918,-0.4987923756
SRX6489446,0.3157685378,-0.2864002101,-0.6971854891,0.34828464270000004,-0.40853676120000004
SRX6489447,-0.34300005850000004,-0.1341877166,1.8301517122000002,-0.16744936700000002,0.4330006176
SRX6489448,1.0121846626,-0.5771907675,0.1639024368,-0.10786951500000001,-0.1061310161
SRX6489449,0.1438565255,-0.5073577501000001,-0.5287770956,-0.0077006097,-0.26026007500000004
SRX6489450,0.0536756337,-0.7561764232,0.9914647951000001,0.8044873077,1.1858326733
SRX6489451,0.3281159276,-0.139486361,-0.839669709,0.0354146069,0.1802800029
SRX6489452,-0.2252216404,-0.7649544516,-1.5313604731,-0.3453054857,0.0778207767
SRX6489453,-0.6485861709,-0.2798375699,1.7449806259,0.1454977499,0.5343687421000001
SRX6489454,0.1758985151,-0.3225539216,-0.5670030971000001,-0.43443112570000003,0.0135547038
SRX6489455,-0.2949582602,-0.3566598492,-1.1453783732,-0.0176946748,0.2293122333
SRX6489456,-0.4566530943,-0.16903673660000001,1.8902246933,0.3269090898,0.5407124442
SRX6489457,-0.1327185974,-1.0507190625,-0.4522579725,1.2595460521000001,0.8095686286
SRX6489458,-1.0218311968,-1.3019793658,-1.2650901233,0.9613613637,1.2513711449
SRX6489459,-0.060191401400000004,-1.200284001,0.7741281813,1.5657774602,1.548525294
SRX6489460,0.3104416431,-0.692848533,0.15051628420000002,0.4869606393,0.8769834036
SRX6489461,-0.1698373094,-0.721131519,-0.4221357905,1.3810348457,1.2547770457
SRX6489462,0.4940200581,-1.1946762861,0.5649754639,1.5130511678,1.1842660553
SRX6489463,-0.21627178900000002,-1.1387573988,0.108183131,0.7713546475,1.1372458531
SRX6489464,-0.2047462297,-1.0754994254,-0.1134188072,0.2973972635,1.1463289075
SRX6489465,0.8556024088,-1.1412931212,1.3736168279,1.7257858673,1.7365144753
SRX6489466,-0.1191431549,-1.3610413978,-0.7020486539,1.3047663938,1.1354345071
SRX6489467,-0.2136287608,-1.2445931649,-0.2553074278,2.3360361018,1.3896646958
SRX6489468,-0.1110690493,-1.0844773372,0.5670508096,1.8219859884,1.7925796462
SRX6489469,0.1573511783,-1.2057146664,0.2553128302,1.8526181705,1.4298720576
SRX6489470,-0.44440170910000004,-1.1663520224,-1.3267164935,0.8829036671,1.5256808674
SRX6489471,0.2342273731,-1.3199865412,0.3918560941,0.8007712338,1.7725243485000002
SRX6452027,-1.7857044972,1.3487612159,-2.446091073,-0.06983338950000001,0.8576281599000001
SRX6452029,0.0417302577,-0.1205748881,-0.2350459188,-0.024487268000000003,-0.0357922916
SRX6452030,-1.0686609170999999,1.3799665865000001,-1.6256986905000002,0.2820529449,1.0718098388
SRX6452031,0.19804124050000002,0.3409236023,-1.0998145988,0.1466487024,2.7106892852
SRX6452044,1.6265265971,0.21495707700000002,-1.4190286503,0.7060503986000001,2.5173608643
SRX6452045,0.5197849921000001,0.5988323535,-1.0561747734,0.24107645160000002,2.0887380381
SRX6452046,0.3529951297,0.17335244460000002,-1.0779189899,-0.23835243890000002,1.6333807607000002
SRX6452047,0.38027245260000003,1.1378923818,-0.845901267,1.0331843974,1.8894668441
SRX6452048,-0.0417302577,0.1205748881,0.2350459188,0.024487268000000003,0.0357922916
SRX6452059,-0.1881787454,1.0703387567,-1.0112329479,0.1600062583,1.1493698707
SRX1828491,0.5395400767,0.9847594599,-0.1163714373,-0.10731020250000001,0.1023595369
SRX1828492,-0.1307650749,1.0641314952,0.2556506264,-0.4925391431,0.1403495972
SRX1828493,0.5758913698,0.4470775843,-0.7051540304,-0.4925391431,0.2159801222
SRX1828494,0.8549936209000001,0.9888960972,-0.4392851652,-0.4925391431,0.9006441864
SRX1828495,0.1471045567,-0.3516493636,-0.4329082118,0.4358432305,0.2114957314
SRX1828496,0.1780761441,-0.0888831399,-0.2877497305,-0.4925391431,0.0341085542
SRX1828497,-0.2671845893,0.6470682595,-1.9410429112,-0.0390305518,0.0574789951
SRX1828498,-0.18024054920000002,0.5005750261,-2.2750720348,-0.4925391431,0.1905253961
SRX1828499,0.0906761076,0.44943581320000003,-0.7004871745,-0.4925391431,0.2715029668
SRX1828500,0.4988307246,0.6363389736,0.31274397,0.5070491570000001,0.3383597293
SRX1828501,0.1525982016,0.5226066503,0.3305034412,-0.0981020004,-0.0762878141
SRX1828502,0.1683170126,0.2223851306,-0.2875150264,-0.4925391431,0.0644537729
SRX1828503,0.9773268745,0.0892295235,1.0632965226,-0.4925391431,0.4682717709
SRX1828504,1.7900636274,0.2306965681,0.5019018779000001,-0.08678774610000001,0.4622266492
SRX1828505,0.0885426487,0.2943102145,0.7022507741,-0.1492805073,0.10568250550000001
SRX1828506,0.6317900076,0.5272311071,1.2678806431,-0.08964673470000001,0.1224065695
SRX1828507,0.09410822070000001,-0.11984394920000001,0.1860586707,0.0728260329,0.0291191404
SRX1828508,-0.09410822070000001,0.11984394920000001,-0.1860586707,-0.0728260329,-0.0291191404
SRX3796953,0.42093903190000004,-0.0676967451,-0.0608524483,-0.0034392653,-0.0916816194
SRX3796954,-0.42093903190000004,0.0676967451,0.0608524483,0.0034392653,0.0916816194
SRX3796955,8.2657378419,0.1233067759,-0.3657202048,0.147503026,2.344864249
SRX3796956,6.8960601602,0.20364527300000002,0.7988158037,0.22628668240000002,2.4750359464000002
SRX3796957,13.7193801477,1.6182345706999999,1.6162288643,0.0990741259,-1.3283950462
SRX3796958,11.964752559,1.594982006,1.0907959883,0.4852135956,-0.7012450246
SRX3796959,-0.046670328600000005,0.0672035128,-0.5160176614,0.3285318976,-0.4062392875
SRX3796960,-0.4477691596,-0.0222688136,-0.9319439366000001,0.4008003614,-0.34427511600000005
SRX3796961,14.0178974593,0.0424268426,0.5222711133,-0.0747687745,0.5652722018
SRX3796962,12.3226424009,-0.3133300406,-1.0056653805,0.40442146640000004,0.3501828524
SRX3796963,18.147755128,1.5958580575,1.3379845584,0.5636108607,-0.80333658
SRX3796964,15.9808823142,1.7177042546,1.4442970768,0.6481024449,-0.6902801887000001
SRX3796965,-1.0263545875,-1.0287892827,-1.1508299119,-0.3089868764,-2.9091474858
SRX3796966,-0.765068374,-1.0047560455,-1.3109909053,-0.5835405277,-2.3521656947
SRX3796967,13.6005721634,0.3254800541,0.48710061590000003,-0.1049037423,0.47658346360000003
SRX3796968,19.699386294900002,0.1120321633,-0.0162818589,-0.5875551320000001,0.729636558
SRX3796969,12.3075024711,0.4894026192,-0.46799327830000004,0.7627733141,0.7320597323
SRX3796970,9.1957237764,0.6397665666,0.1624858328,-0.6713515714,0.5104468489
SRX3796971,-1.591411592,-0.0407208341,-0.103374092,1.0150762611,-0.0841837064
SRX3796972,-1.4867491827000001,-0.014845037,-0.8746970976,1.2789294189,-0.0998972396
SRX3796973,8.0406949881,0.5397192637,-2.0848498605,-0.0939911645,1.9498139023
SRX3796974,6.6451929387,0.48378118270000003,1.039871502,0.17587451040000002,1.9358189895
SRX3796975,11.6538777184,1.3182395307,2.3775594531,1.0274549849,-0.6457053986
SRX3796976,11.3850221352,1.3320724377,1.4178835961,0.943397849,-0.4989868059
SRX3796977,2.4048720547,0.4198393247,0.2806854555,0.1544376839,-0.1532633284
SRX3796978,0.3971500033,0.5218605334,0.033235606,0.1031604106,-0.046939220100000005
SRX3796979,10.0534514475,-0.12638412400000001,1.0904972993,0.2375751503,0.687795469
SRX3796980,9.7602844404,-0.1359480794,0.8291837657000001,0.0082926314,0.6605843735
SRX3796981,13.0528288465,1.2536283473,2.0657803347,0.3678467871,-1.0321942078
SRX3796982,13.6148391185,1.4218786994000001,1.7576949384,0.9026413924000001,-0.8593466625
SRX3796983,-1.1288065801,-0.7977188794000001,-1.7365386889,-0.1128479835,-2.7138238342000003
SRX3796984,-1.2283096457,-0.7443303324,-1.944829453,-0.3427126683,-2.7299371422
SRX3796985,14.646847718,0.7261719226000001,0.040475262500000005,-1.0163111522,0.7771902454
SRX3796986,18.7554962369,0.8865826679000001,0.9647883086000001,-0.49015582080000003,0.797993669
SRX3796987,8.6867539617,-0.9243434027,-0.9813603407,-0.2031227269,1.279288052
SRX3796988,9.811706077,-0.4780419603,-1.1914256764,-0.5988709942,1.7053157904
SRX2568270,-0.10183120600000001,-0.0418893319,0.1921984475,0.0,0.1461162477
SRX2568271,0.3200921793,0.3591658249,-1.3580052874000001,0.0644180509,-0.020551822
SRX2568272,-0.42527558730000004,-0.8304810236,-0.6653797650000001,3.1313047389,0.15772488810000002
SRX2568273,-0.5446549150000001,-0.9492480625,-1.2571179262,1.844708118,0.3089530048
SRX2568274,1.1877437095,-0.7195329218000001,-1.604082744,0.0605150484,0.2899842541
SRX2568275,0.10183120600000001,0.0418893319,-0.1921984475,0.0,-0.1461162477
SRX2568276,-0.4252072838,0.36484522820000004,-0.6181529945,1.1187349721,0.1798188618
SRX2568277,0.3871465691,-0.2926059744,-1.24939304,0.9153634328,0.2526851056
SRX2568278,-1.1435131521,-0.96780511,-3.5761085157,2.4622124204,0.4086042501
SRX2568279,-0.6814055167,-0.8880264464000001,-0.6985462998,1.2393017826000001,0.3222732267
