,-0.05859310330495882,-0.035155861982975295,-0.011718620660991767,0.011718620660991767,0.03515586198297529,0.05859310330495881,0.08203034462694236,0.10546758594892588,0.1289048272709094,0.15234206859289293,0.17577930991487645,0.19921655123686,0.22265379255884354,0.24609103388082704,0.2695282752028106,0.2929655165247941,0.3164027578467776,0.3398399991687612,0.36327724049074467,0.3867144818127282
thresh,-0.07031172396595059,0.07031172396595059,8,,,,,,,,,,,,,,,,,
unreg,1,46,1941,1662,30,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0
RpoS,0,3,148,126,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YdeO,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArcA,0,7,98,87,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and YdeO,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and ArcA,0,2,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RpoS, YdeO, and ArcA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RpoS, AppY, YdeO, and ArcA",0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,2,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],['yjiG'],['adiC' 'adiA'],['yjiH'],[],[],[],[],[],[],[],[],[],[]
RpoS_genes,[],['ytfK' 'patA' 'hdeD'],"['aldB' 'hdeB' 'bolA' 'hdfR' 'glgS' 'hdeA' 'ecnB' 'ydhV' 'pdeR' 'csgC'
 'yciZ' 'ybiI' 'alkA' 'treA' 'znuA' 'yqiI' 'ydhU' 'oxyR' 'acs' 'topA'
 'yhfG' 'yhiD' 'yadS' 'mtn' 'yffO' 'ddpF' 'ddpC' 'insI-1' 'kbp' 'frdC'
 'yciG' 'murR' 'yafO' 'viaA' 'galT' 'metK' 'narU' 'ddpB' 'epd' 'frdA'
 'sodC' 'ydhT' 'gltD' 'ftsQ' 'mglB' 'yehX' 'rpoH' 'yhjG' 'hofN' 'ddpX'
 'phoU' 'hofM' 'mlrA' 'sgrT' 'araH' 'ravA' 'hofO' 'proP' 'sra' 'yehY'
 'blc' 'ydhW' 'artP' 'artQ' 'osmC' 'yafN' 'glk' 'iraD' 'tam' 'otsB' 'yciT'
 'pstB' 'glgC' 'ycgZ' 'adhE' 'lsrF' 'artI' 'astE' 'otsA' 'frdB' 'setA'
 'evgS' 'glgA' 'yciF' 'hmp' 'ompF' 'ddpA' 'yjcH' 'ydbD' 'mdtA' 'ddpD'
 'yadV' 'ompN' 'yqiH' 'ariR' 'galM' 'dgcC' 'ygiB' 'csgA' 'gltF' 'gltB'
 'dhaK' 'insN' 'dnaN' 'sohB' 'ftsA' 'rseB' 'xapB' 'csiE' 'gyrB' 'blr'
 'pdhR' 'csgD' 'pcnB' 'speB' 'ftsZ' 'gapA' 'ihfB' 'ihfA' 'baeR' 'ydcT'
 'galE' 'frdD' 'recF' 'mglC' 'murP' 'ydhX' 'rseD' 'speC' 'dkgA' 'htrE'
 'lsrB' 'yibQ' 'astB' 'mdtD' 'dhaL' 'galK' 'ppk' 'pgi' 'ydcU' 'osmB'
 'yiaG' 'pstC' 'rssB' 'poxB' 'patD' 'rpoE' 'yddG']","['rraA' 'rseC' 'asr' 'yehW' 'ygiC' 'rseA' 'gpmA' 'yabI' 'araG' 'dkgB'
 'mpl' 'ybjP' 'proV' 'hchA' 'pphA' 'evgA' 'ydcV' 'luxS' 'osmF' 'insC-5'
 'glgP' 'astD' 'ybgA' 'ymgC' 'katE' 'dhaR' 'lsrD' 'pstA' 'btuF' 'pdeC'
 'cpxA' 'fau' 'araF' 'fic' 'crr' 'proX' 'ada' 'insD-5' 'ilvY' 'alkB'
 'ydhY' 'pgk' 'mdtB' 'mutS' 'pqiA' 'fbaA' 'csgE' 'mglA' 'yffP' 'yihG'
 'cfa' 'baeS' 'ansP' 'gpmM' 'csgF' 'lsrC' 'yggE' 'artM' 'yciE' 'lsrA'
 'treF' 'talA' 'pqiB' 'pstS' 'yeiL' 'pfkB' 'tktB' 'btsT' 'dmsD' 'rsmG'
 'pfkA' 'csgB' 'gabT' 'csgG' 'ynfE' 'ydcS' 'csrA' 'mdtC' 'speG' 'pqiC'
 'ldcC' 'actP' 'phr' 'lsrG' 'rssA' 'dinB' 'yafP' 'envC' 'cbpM' 'fbaB'
 'proW' 'ppx' 'tolC' 'dhaM' 'osmE' 'folK' 'elaB' 'msyB' 'ynfB' 'gor' 'eno'
 'gabD' 'mnmG' 'murQ' 'aidB' 'ydbK' 'bsmA' 'astC' 'astA' 'wrbA' 'ynfH'
 'pykF' 'xapA' 'yhiM' 'yccJ' 'cpxR' 'pabA' 'cbpA' 'uspB' 'tpiA' 'pykA'
 'ynfF' 'lhgO' 'ymgA' 'rhaR' 'rhaS']",['gadB' 'gabP' 'nhaA' 'ynfG' 'glsA' 'gadC' 'dps' 'ybaT'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
YdeO_genes,[],[],['safA'],['ydeO' 'dctR' 'slp'],['uspD' 'yiiS'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
