,A,MetR,MetJ
SRX5936141,1.7682737128000001,-0.8207369290000001,0.17505174210000002
SRX5936142,1.38155022,-0.6195200151,0.1806209216
SRX5936143,0.2918093403,0.35085806750000004,0.519953428
SRX5936144,0.8208389122,0.0709756731,0.26869327200000004
SRX8557650,0.3441903712,-0.0495643151,-0.0255942909
SRX8557651,-0.1231072037,-0.1184188263,-0.0408267957
SRX8557652,-0.22108316760000002,0.1679831414,0.0664210866
SRX8557653,-1.8053881187,-0.5273591445,-0.1631225371
SRX8557654,-1.9857796341,0.3667844228,-0.19601132910000002
SRX8557655,-1.7499705368,0.1301760132,-0.2894671053
SRX8557656,-1.3101696582,-0.0316476439,-1.0594205921
SRX8557657,-1.8539662148,0.0458959311,-0.7521349383
SRX8557658,-1.8605925974000002,-0.3122166946,-0.9243271632000001
SRX8557659,0.0412486039,1.0482424879,-0.850804379
SRX8557660,0.9020081569,1.1882827205,-0.7712622742
SRX8557661,1.0659982228,0.6658645589000001,-0.5655569475000001
SRX8557662,-1.766956918,0.7412142516,-0.3115355342
SRX8557663,-2.4452570058,0.6371771099,-0.36206554560000004
SRX8557664,-1.4593607156,0.26275356710000003,-0.4249557561
SRX8557665,-1.5378549532,-0.0133096097,-0.49649181900000006
SRX8557666,-1.6712868751,0.2445222334,-0.5011462360000001
SRX8557667,-0.9656151611,0.2483964821,-0.37567148100000003
SRX3405147,0.5618204412000001,0.09729875190000001,0.3594219399
SRX3405148,0.3874804712,0.1394945639,0.1236478351
SRX3405149,-0.9493009124,-0.2367933157,-0.48306977500000003
SRX3405150,2.2854011592,0.45981924900000004,0.3082858181
SRX3405151,-1.1668967583,-0.42645589710000004,-0.5374967302
SRX3405152,0.0981445106,-0.4093843541,-1.0524359872
SRX3405153,-2.4688962084,-1.1994748597,-0.5021226983
SRX3405154,-0.0508272565,-0.7562800179,-0.6503620546000001
SRX3405155,0.3183100056,-0.5757964822,-0.6891571779
SRX3405156,-1.2807362334999999,-1.5083020752,-1.2077585496
SRX3405157,-0.1743166288,0.3022020602,-0.7529414073
SRX312063,5.3888131459,5.3928466596,3.9973464582
SRX312064,5.5440096805,5.3509898985,4.0680765902000005
SRX312065,3.6705826954000003,4.9867715148,4.9585306888
SRX312066,2.4875392582,3.7637783134,2.0068804735
SRX312067,2.9044241155,3.7961261132,1.9831114999000001
SRX312068,-6.1959287699,4.8524382167,2.5416518983
SRX312069,-6.1637413561,4.8466163756,2.5205189876
SRX312070,-0.038540104900000004,0.06424811750000001,-0.0113897867
SRX312071,0.038540104900000004,-0.06424811750000001,0.0113897867
SRX312072,-2.1016884214,1.2439299423,-0.0198057901
SRX312073,-2.0726342029,1.181392356,-0.1533905532
SRX312074,-2.2159254232,-1.3968144479,-0.8820399454000001
SRX312075,-2.279889164,-1.314376645,-0.8698263220000001
SRX312076,-4.8165155595,-2.3442820604,0.3299070443
ecoli_00001,-0.2036894736,-0.007716469500000001,-0.079342653
ecoli_00002,0.2036894736,0.007716469500000001,0.079342653
ecoli_00003,-3.0983250744,3.7580896855,1.6048190610000002
ecoli_00004,-3.4394761635,3.2825054605,1.03889058
ecoli_00005,1.0622391602,-0.20252247550000002,-0.005803676000000001
ecoli_00006,0.9270830905,0.0670661415,0.037792165
ecoli_00007,-2.3257936598,4.7323467055,2.227476661
ecoli_00008,-1.9907112278999999,4.6401529155,2.2578750210000003
ecoli_00009,-0.1888001914,0.5027314145,0.058909729
ecoli_00010,-0.4930008625,0.5365925585,-0.024020786000000002
ecoli_00011,0.1675707304,0.5768174255,0.663087022
ecoli_00012,0.3569873478,0.5693500265,0.6760802340000001
ecoli_00014,-0.3537525845,0.4269889525,0.53533729
ecoli_00015,0.3447599985,0.6616154375000001,0.6916216780000001
ecoli_00016,0.2618380174,0.5812744765,0.700325292
ecoli_00017,0.15660033110000002,0.6239307485000001,0.671548824
ecoli_00018,0.204701826,0.6583606545,0.7756436590000001
ecoli_00019,-2.6557308201,0.45338217550000004,-0.213041274
ecoli_00020,-2.9425753997,0.6741969185000001,-0.265355392
ecoli_00021,-4.2915597008,-0.5952309695,-0.546955132
ecoli_00022,-4.5828916405,-0.4815172995,-0.478410871
ecoli_00023,0.5522852301,0.9012463545,0.085099959
ecoli_00024,0.1221665846,0.9139595035,0.114434383
ecoli_00025,-1.6023886016,1.5296283915000002,0.39513668300000004
ecoli_00026,-1.6414996768,1.5495596305000001,0.373972503
ecoli_00027,-1.0072406156,0.4146091645,0.108939538
ecoli_00028,-1.1496228285,0.46241938850000003,0.22389188200000001
ecoli_00029,-1.843661202,-0.4443801565,-0.608197595
ecoli_00030,-1.4054795785,-0.5083070755,-0.734103842
ecoli_00031,-3.6014700881,-0.2305200925,-0.420540144
ecoli_00032,-3.3813620876,-0.2362468395,-0.448891321
ecoli_00033,-2.5963447327,0.8789788605000001,0.152317074
ecoli_00034,-2.5798098103,0.8442700025000001,-0.18071025400000001
ecoli_00035,-1.3238063120999999,0.0277080695,0.037164481
ecoli_00036,-1.0965341098,0.0143561585,-0.072468435
ecoli_00037,-2.0200994721,-0.2983773695,-0.055179333000000004
ecoli_00038,-2.4869624858,-0.4990020405,-0.112139053
ecoli_00039,-0.6498142449000001,0.4563466325,0.301950265
ecoli_00040,0.0293482007,0.3661505365,0.24683826500000003
ecoli_00041,-0.0102261186,-0.3155888005,-0.293957931
ecoli_00042,0.3151531631,-0.3815897225,-0.34093622
ecoli_00043,0.017180638800000002,0.5374321145000001,0.315645785
ecoli_00044,-0.034721064100000004,0.6384687705000001,0.429661601
ecoli_00045,-0.14872542260000002,0.6589119095,0.452471208
ecoli_00046,-0.4115057171,0.5500751545,0.491894769
ecoli_00047,-0.1118257354,0.2857069185,0.29986936200000003
ecoli_00048,0.2259211937,0.24557613250000002,0.28409831900000004
ecoli_00049,0.034523737,0.1615648175,-0.054388067000000005
ecoli_00050,0.5260477497,0.4312557785,-0.17336004600000002
ecoli_00051,0.548454234,0.5254359155,0.11473680200000001
ecoli_00052,-0.2553648046,0.5065688635,-0.077180316
ecoli_00053,-0.4736595289,0.5569965795,-0.19891222500000003
ecoli_00054,-0.2690355168,0.2791205305,-0.251840872
ecoli_00055,0.2798514321,0.3245082695,-0.441274052
ecoli_00056,-2.6164163272,0.5443973405,-0.040740247
ecoli_00057,-2.1488027203,0.4426726925,-0.056202207000000004
ecoli_00058,-3.5766797225999998,0.8085685535,0.685628793
ecoli_00059,-3.4720574588,0.7509257235,0.714193787
ecoli_00060,-1.9642685594,0.2702233285,0.687795202
ecoli_00061,-1.9745723196,0.24353635750000002,0.600219491
ecoli_00062,-2.2763362058,0.6631529975,0.7693029440000001
ecoli_00063,-3.0869970904,0.7613714475000001,0.7941369880000001
ecoli_00064,-4.5460162393,0.2031663705,0.780571804
ecoli_00065,-3.9675055104,0.3057947355,0.38863771700000005
ecoli_00066,-5.9680621413,1.5081157845000002,1.416517801
ecoli_00067,-5.5868915651,1.5980658925,1.430037611
ecoli_00068,-0.584433946,-2.1085655775,-0.772969992
ecoli_00070,-0.4207495103,-0.1331367675,0.03292602
ecoli_00071,-0.8449250345,-0.38859294250000004,-0.118802952
ecoli_00072,-1.1564520002,-0.09801934550000001,0.015042925
ecoli_00073,-2.0117887106,0.5881220805,0.57225477
ecoli_00074,-2.834840118,0.5927702745,0.409583831
ecoli_00075,-4.1557868251,-2.4050492255,-0.924005315
ecoli_00077,-2.1831369498,-1.6034779685,-0.900374101
ecoli_00078,-5.427947143,-0.0936956395,-0.313207206
ecoli_00079,-1.4500104995,-2.0666940755,-1.166454668
ecoli_00080,-1.826041033,-2.6439751705,-1.7878350470000002
ecoli_00081,-1.5706829346,-2.6340754195000002,-0.9310161880000001
ecoli_00082,-1.8240240289,0.3484240185,-0.547923127
ecoli_00083,-1.4840844071000001,0.43001345950000003,-0.5652056870000001
ecoli_00084,-0.2130050441,0.5225445975,-0.442327493
ecoli_00085,-0.4163978989,0.4976658385,-0.338439996
ecoli_00086,-2.8639678772,-0.2134365315,-0.138025811
ecoli_00087,-3.2549370139000002,-0.26098495650000003,-0.09550514900000001
ecoli_00088,0.7139630901,-0.0990737515,0.116794347
ecoli_00089,0.43825731640000004,-0.0950427635,0.145097528
ecoli_00090,-0.0310064822,0.1985495115,0.397892546
ecoli_00091,0.0488323483,0.3213948145,0.269090129
ecoli_00092,-0.6419976523,0.007556559500000001,-0.687071556
ecoli_00093,0.9508459293,-0.009565012500000001,-0.21662746600000002
ecoli_00094,-7.5477328747,-2.0619841485,-0.9760810620000001
ecoli_00095,-7.3709996144,-2.3608426715,-1.210914787
ecoli_00096,-0.10584293980000001,0.2090050145,-0.251959003
ecoli_00097,0.2775004991,0.1018344565,-0.174318085
ecoli_00098,-7.3514751634,-2.1569004245,-1.111024419
ecoli_00099,-7.5236907967,-2.2577287505,-0.9818447280000001
ecoli_00100,0.9547991959000001,0.1394314315,0.086314187
ecoli_00101,2.4318205089,-2.1110150785,-1.262114517
ecoli_00102,1.8481797593,-2.0808774455,-1.110640893
ecoli_00103,-8.3703222759,-1.7607714245000001,-0.93790423
ecoli_00104,-8.1723285891,-1.7301394935,-0.8346254280000001
ecoli_00105,-0.4362647564,-0.5753411955000001,-0.305630931
ecoli_00106,-0.6508970095000001,0.4339776925,0.132585205
ecoli_00107,-0.9059612959000001,0.0440568135,-0.0065276940000000006
ecoli_00108,-0.7606272224,-0.3401683715,-0.214110356
ecoli_00109,-1.120816114,-0.3387949535,-0.334612363
ecoli_00110,0.9678251654000001,0.5065020775,-0.108611284
ecoli_00111,0.7783443764,0.5955419665,-0.060702536
ecoli_00112,0.7838359526,0.9429539635,0.14311881
ecoli_00113,-3.8418042686,-0.2033578145,-0.40970928100000004
ecoli_00114,-3.331695812,-0.32664469150000003,-0.741167417
ecoli_00115,-3.9879710763,-0.055371896500000004,-0.6239754750000001
ecoli_00116,-0.0449162804,0.12152075550000001,-0.25766962
ecoli_00117,0.1189365534,0.1135095755,-0.42906942800000003
ecoli_00118,-0.1451848503,-0.0692155805,-0.30620772
ecoli_00119,-0.3259908206,0.1937754955,-0.407785012
ecoli_00120,-0.1309594153,0.1330800785,-0.263626897
ecoli_00121,-0.48840648480000004,0.0288064375,-0.347910151
ecoli_00122,1.0579185475,-0.1973501075,-0.636183732
ecoli_00123,0.9529484144,-0.055166335500000004,-0.80496734
ecoli_00124,0.48230518840000003,-0.2346244275,-0.6981451070000001
ecoli_00125,0.21761298140000002,-2.7116612075,-1.247942964
ecoli_00126,0.15494936310000001,0.5770041425,0.073772157
ecoli_00127,-0.8739666931000001,0.4999620675,-0.19844251300000001
ecoli_00128,1.0383696121,0.6985788025,0.154898625
ecoli_00129,0.3242060429,-3.4024747485,-1.407896346
ecoli_00130,-0.5988535573,-1.5971545185,-1.15300146
ecoli_00131,1.0338951008,-2.7043278945,-1.124781767
ecoli_00132,-1.0557241042,-0.4169733755,-0.28650744
ecoli_00133,-2.1074927405,-3.4923274095,-1.905076551
ecoli_00134,0.0938421564,-0.3080355395,-0.43376308
ecoli_00135,-0.48381911930000004,0.6995740835,0.11403107200000001
ecoli_00136,0.9818769379000001,-2.0467365725,-1.091022164
ecoli_00137,0.0193224795,0.5145364385,0.190134877
ecoli_00138,-2.0594243798,-3.1578850495,-1.885070898
ecoli_00139,0.4199325593,-2.6693723735,-1.4232141999999999
ecoli_00140,-0.2165908836,0.35085373950000004,0.14023729000000001
ecoli_00141,-0.8143745475,-2.7061294355000003,-1.8024316310000001
ecoli_00142,-3.9543079656,-0.3320609195,-0.025564458
ecoli_00143,-0.1774501488,-0.4562139025,-0.556995825
ecoli_00144,-7.6867455734,-2.3998581575,-0.586019185
ecoli_00145,-3.5972029162,-3.8665281965,-1.749455415
ecoli_00146,-1.1997590725,0.4629554845,0.160197537
ecoli_00147,-1.2035438166,-2.2727766765,-1.127161359
ecoli_00148,-3.1097505719,-2.8897653805,-1.420682692
ecoli_00149,-1.9288346367,0.11881158950000001,0.014245898000000002
ecoli_00150,-3.7503793542,-3.2116744895,-1.55674479
ecoli_00151,-1.9728132542,-0.4271642765,0.553928298
ecoli_00152,-1.7428597317,-0.8093364635,0.22946886600000002
ecoli_00153,-1.4551208339000001,-0.2080390135,0.561341199
ecoli_00154,-3.5831454553,-4.3080974505,-1.5671080430000002
ecoli_00155,-2.6891261362,-0.7403950735,0.11552058700000001
ecoli_00157,-1.4491891635,-1.7520426005,-0.594323218
ecoli_00158,-0.6914854274000001,-1.1437951005,-0.874143419
ecoli_00159,-2.4079607263,-0.5743161555,0.532066887
ecoli_00160,0.38598573270000003,-0.1552654715,-0.030922996
ecoli_00169,0.0249160351,-0.5244233735,-0.38471418700000004
ecoli_00170,-0.2076342848,-0.5614629205,-0.372843148
ecoli_00171,-0.0729935815,-0.5219904035,-0.6158134150000001
ecoli_00172,-0.2154634899,-0.5741536635,-0.350475344
ecoli_00173,-2.5190488625,-0.7554800765,-0.9113583590000001
ecoli_00174,-2.3178232589,-0.6355837115,-0.837894637
ecoli_00175,-6.0562374123,-2.6318462885000002,-1.651579487
ecoli_00176,-6.8021879141,-2.6935392955,-1.629882104
ecoli_00177,-8.9897730636,3.6693471155,1.242112681
ecoli_00178,-9.0975508885,3.5371067755,0.775709227
ecoli_00179,-2.6886238125,-1.2580614165,-1.14892291
ecoli_00180,-2.4872130106,-1.2460923205,-1.266393364
ecoli_00181,-7.0171009167,-2.8864005385000002,-1.213884283
ecoli_00182,-6.6344020578,-2.9508310075,-1.269419966
ecoli_00183,0.8272595420000001,-0.1427265125,0.06166976800000001
ecoli_00184,0.8737975194000001,-0.3839402975,0.181194704
ecoli_00185,-0.3381246912,-0.2592454205,-0.5207748630000001
ecoli_00186,-0.0554736848,-0.5574534545000001,-0.5810169350000001
ecoli_00187,-0.5185954031000001,-0.4463284145,-0.43936181
ecoli_00188,-0.5678825341,-0.2169844725,-0.45849150400000005
ecoli_00189,-0.8919032523,-0.22427916550000002,-0.27019748
ecoli_00190,-0.9300984995,-0.2798934755,-0.20130060600000002
ecoli_00191,-0.5590684543000001,-0.3214957985,-0.322429821
ecoli_00192,-1.8105641655,0.0488402075,-0.251669776
ecoli_00193,-1.4867356317,0.2906767015,-0.08553917500000001
ecoli_00194,-1.5134005567000002,0.5447020195,-0.030317865000000003
ecoli_00195,-0.8045599560000001,0.1497209755,-0.064005327
ecoli_00196,-2.5595398042,0.4944785695,0.49673044400000005
ecoli_00197,-2.9057110349,0.3681212875,0.46699458600000004
ecoli_00198,-0.5903828999,0.1286623985,0.051665296000000006
ecoli_00199,-0.40998744540000004,-0.4184785005,-0.344982973
ecoli_00200,-0.6909805818,-0.8130062865000001,-0.274119535
ecoli_00201,-6.0451575467,-0.6064879395,-0.56226698
ecoli_00202,-5.8497588967,-0.3126722885,-0.520788475
ecoli_00203,-3.7245658735,1.9798547355,0.636965434
ecoli_00204,-3.3545743999,1.4486879165,0.405553117
ecoli_00205,-4.7933717369,-0.8214917375,-0.7066596980000001
ecoli_00206,-4.095141298,-0.1952715595,-0.43147073300000005
ecoli_00207,-2.9032891513,0.1700510315,-0.0079323
ecoli_00208,-2.1142448807,-0.0496505675,-0.17752972
ecoli_00209,-0.8893128058,0.5368103345,-0.11405503300000001
ecoli_00210,-0.9269435738,0.3801201495,0.057289001000000006
ecoli_00211,-0.6550984534000001,-0.40710817650000003,-0.408183995
ecoli_00212,-0.7235324281000001,-0.24387089850000002,-0.327280122
ecoli_00213,-5.3470865119,-0.8252465365,-0.609958173
ecoli_00214,-4.2528142103,-1.0935649675,-0.6405262580000001
ecoli_00215,-0.5266750741,0.3815130795,-0.132641595
ecoli_00216,-0.9660967353000001,0.5093898445,-0.011261237
ecoli_00217,-1.0541701143,-1.7413587485000002,-0.7648103310000001
ecoli_00218,-2.3183521227,-1.4919841745,-1.226674469
ecoli_00219,-0.5164202902,0.27554877650000004,-0.280803271
ecoli_00220,-0.5796514101,0.2334897665,-0.23168976400000002
ecoli_00221,-1.5138338375,-0.3327155875,-0.6993854420000001
ecoli_00222,-1.3462657802,-0.3412309705,-0.348992216
ecoli_00223,-2.0937220573,-1.3400313074999999,-0.78845547
ecoli_00224,-1.9951252885000001,-1.3967128725,-0.8496633720000001
ecoli_00225,-6.0019591846,-1.0585251045,-0.9025355960000001
ecoli_00226,-4.5058870289,-1.0155963225,-0.684057694
ecoli_00227,-1.0705359036,0.0345235785,0.23683890700000002
ecoli_00228,-1.5589373655,0.1052296355,0.27139538700000004
ecoli_00229,-2.2284092417,-0.1092174345,0.623920271
ecoli_00230,-1.6479504973,-0.0598992015,0.610507381
ecoli_00231,-0.0401373632,1.7683223825,1.334657511
ecoli_00232,-0.1965386895,1.7142932225,1.228158871
ecoli_00233,-0.3925580567,0.15445210750000002,0.301799541
ecoli_00234,0.0468620526,0.33643768350000003,0.211982628
ecoli_00235,-1.0531964475,0.8039552375,0.5469159100000001
ecoli_00236,-0.38602222150000004,1.0322965885,0.45810437600000004
ecoli_00237,-3.5164950212,0.3773813125,0.10223633300000001
ecoli_00238,-2.8814877758,0.45804219150000003,0.064114907
ecoli_00239,-2.4199246938,0.19266436150000002,0.070975407
ecoli_00240,-2.4430356304,0.23761651350000002,-0.042080516000000005
ecoli_00241,-3.2980101362,-0.0097267485,-0.313122405
ecoli_00242,-1.972100533,0.0269472265,-0.481459811
ecoli_00243,-1.4236016545,0.0050991995,-0.32434187200000003
ecoli_00244,-1.9398387665999999,-0.4502811705,-0.212637769
ecoli_00245,-1.2569454926999999,-0.6793177545,-0.5094646890000001
ecoli_00246,-7.2740156143,1.4270052015,-0.13184810800000002
ecoli_00247,-7.574255077,1.2996289165000001,-0.066057478
ecoli_00248,-4.3555242256,0.6967130485,-0.658294143
ecoli_00249,-2.2283932329000002,-0.0356271645,-0.039975416
ecoli_00250,-2.2342426118,0.12283941550000001,-0.055180689000000005
ecoli_00251,0.0840322881,0.6113419675,-0.20061584300000002
ecoli_00252,0.006844276000000001,0.7267275535000001,-0.18123023900000002
ecoli_00253,-1.5840515611,0.0396170495,-0.24391846500000003
ecoli_00254,-2.3229694117,0.6758148655,0.033541568
ecoli_00255,-2.0966376131,-0.3582092915,-0.656700853
ecoli_00256,-3.6121352926,-1.0536233595,-1.005344753
ecoli_00257,-1.1641475017,0.0996995495,-0.49136677100000004
ecoli_00258,-1.0634855373,-0.0894517645,-0.5773227590000001
ecoli_00259,-5.3270281261,0.1784619995,-0.284297379
ecoli_00260,-4.6310134808,-0.1659410335,-0.29726288700000003
ecoli_00261,-2.2921441257,-0.0217677625,-0.037396511
ecoli_00262,-3.2456093259,-0.10385477750000001,0.30362935500000005
ecoli_00263,-0.33782433910000004,-0.7350121985,-0.015403202000000001
ecoli_00264,-0.47290279690000003,-1.0753864714999999,-0.40608662900000003
ecoli_00265,-0.8382601390000001,1.3901498035,0.093654445
ecoli_00266,-0.572697776,1.2494288105,-0.012016671000000001
ecoli_00267,-0.9134329784,-3.6730424725,-1.7023522020000001
ecoli_00268,-1.5024982241,-3.3166274195,-1.732899819
ecoli_00269,-0.1486307758,-2.8647058935,-1.8437379740000002
ecoli_00270,-0.4297830057,-2.9678937025,-1.774571876
ecoli_00271,-0.1339216882,-0.0084232095,-0.040453431000000005
ecoli_00272,0.0555469965,-0.1893024255,-0.21350954
ecoli_00273,0.6591542397,-0.1519776765,-0.399267052
ecoli_00274,0.7933367626000001,-0.5497867645,-0.40751448500000004
ecoli_00275,0.15229490880000002,-0.2143877095,-0.21568978800000002
ecoli_00276,0.10772999100000001,-0.1217605645,-0.17379986700000002
ecoli_00277,-0.030711265100000003,-1.4167503425,-0.5127722760000001
ecoli_00278,-0.716706083,-1.5932862325000001,-0.752336749
ecoli_00279,-3.7159266797,3.2399447555,0.70326604
ecoli_00280,-3.9083554477,3.5578071955,0.8450186160000001
ecoli_00281,-0.9448967669,-0.5315228205,-0.80712421
ecoli_00282,-0.6459045091,0.1605766375,-0.480794743
ecoli_00283,-1.2400653717,-0.5158030015,-0.860919595
ecoli_00284,-1.5127567305,-0.5529399845,-0.56191104
ecoli_00285,-0.8521462657000001,0.1370264935,0.047238124000000006
ecoli_00286,-0.7671093619,0.2676299415,0.169934468
ecoli_00287,-2.8002189242,-0.0342388085,-0.009230376
ecoli_00288,-2.6859038176,0.4521894845,0.24985273300000002
ecoli_00289,-0.4585286643,0.6346810615,0.09865644100000001
ecoli_00290,-0.185768544,0.7319328235,0.08126918400000001
ecoli_00291,0.1254759145,-0.0481264275,-0.259066892
ecoli_00292,0.3599102784,-0.0407872955,-0.22799912600000002
ecoli_00293,-0.2366489002,-0.39496883250000003,-0.438846375
ecoli_00294,-0.1702927162,-0.2777115985,-0.517766111
ecoli_00295,1.1025971446,-1.0143760445,-0.6113159060000001
ecoli_00296,1.2022317694,-0.8413318915,-0.7549023450000001
ecoli_00297,-0.1393293722,-0.2379163155,-0.40565195600000004
ecoli_00298,-0.09202880840000001,-0.27936860550000003,-0.37170529100000005
ecoli_00299,-0.6825796613,-0.0606789545,-0.158199588
ecoli_00300,-0.6092191132,-0.2184050105,-0.153036165
ecoli_00301,-0.6092713822,0.2285076835,0.0768717
ecoli_00302,-2.5878697024,-0.7160068795,-0.45874553500000004
ecoli_00303,-0.8691212810000001,-0.0907085715,0.006312975
ecoli_00304,-1.0411189972,0.2771291645,-0.10864913600000001
ecoli_00305,-0.2908547674,-2.5257520765,-1.798630055
ecoli_00306,-0.6949656311,-2.7557675735,-2.090951517
ecoli_00307,-0.9947388673,-2.9658573905,-1.920534642
ecoli_00308,-0.8986501111,-2.8106970955,-2.001931695
ecoli_00309,-2.7365961853,-2.0395734345,-1.669193339
ecoli_00310,-2.6303769003,-2.1166694805,-1.7767728850000002
ecoli_00311,-2.6853854039,-3.4419656885,-1.747156064
ecoli_00312,-2.5366077994,-2.6277609235,-1.925258554
ecoli_00313,0.3241512089,0.1233440655,-0.145051244
ecoli_00314,0.3237900192,0.1631440045,-0.07791738200000001
ecoli_00315,-2.4285734562,-2.2367939225,-1.497029806
ecoli_00316,-2.4859758178,-2.3313830925,-1.361782336
ecoli_00317,-2.6349067986,-2.3368377645000002,-1.392880493
ecoli_00318,-2.463205535,-2.2681583025,-1.64467735
ecoli_00319,0.2445398934,0.5621220005,0.035231934
ecoli_00320,-0.0262923026,0.4040432075,0.060007529000000004
ecoli_00321,-0.254009669,-3.1351243795,-1.5773682999999998
ecoli_00322,-0.3275474183,-3.0958524005,-1.584784733
ecoli_00323,-0.47732123800000004,-0.1279331615,0.06977194
ecoli_00324,-0.3842083761,0.0986141455,0.123479321
ecoli_00325,-0.7476664152,-0.0051827105,-0.02499386
ecoli_00326,-1.2661336173,0.0497889055,-0.12779331700000002
ecoli_00327,-2.6657763237000003,-0.5047793605,-0.158154182
ecoli_00328,-2.6986298139000002,0.6218042595000001,-0.032186363
ecoli_00329,-2.2975255268,-0.2538455375,-0.142895499
ecoli_00330,-1.2395137437,0.7491172645,0.371797547
ecoli_00331,-0.8224840672,0.8687476355,0.252619714
ecoli_00332,-0.7203745281,0.9267094915,0.48453277200000006
ecoli_00333,-1.794479469,0.5447957805,-0.049874783000000006
ecoli_00334,-1.3600623786,1.2787284245000001,0.5206564340000001
ecoli_00335,-0.2119798208,-0.1578556025,-0.37160961400000003
ecoli_00336,-0.7417295042000001,0.5260194845,0.12303938900000001
ecoli_00337,-1.0881392512,0.9839097685,0.278108787
ecoli_00338,-1.5165149017,1.0109909495,0.172791095
ecoli_00339,-0.4427317256,-0.0719123415,-0.059796627000000005
ecoli_00340,-1.2656465794,0.009197041500000001,-0.235424036
ecoli_00341,0.0598013536,-0.0598713435,-0.12920273000000002
ecoli_00342,0.0239712187,0.0455412365,-0.072277381
ecoli_00343,-0.6781524704,1.5484293175000001,0.431750391
ecoli_00344,-0.6527284182,1.1079292145,0.23442797
ecoli_00345,-0.5738925140000001,1.1974165635,0.339181536
ecoli_00346,-1.089039158,1.2544421964999999,0.45246455900000004
ecoli_00347,-0.8339821057,0.09087888050000001,0.07789443800000001
ecoli_00348,-0.3743800157,-0.0331091005,0.116821056
ecoli_00349,0.0052076314,-0.0349040185,0.23702170700000003
ecoli_00350,-0.3293974745,-0.0100561305,0.176640714
ecoli_00351,-1.8310486816,0.33987576550000004,0.110971731
ecoli_00352,0.0186990962,0.0787758425,0.178238543
ecoli_00353,-0.1085442855,0.039015363500000004,-0.021651441
ecoli_00354,0.1487101748,0.0157019505,-0.110980403
ecoli_00355,-1.3913339111,0.2149951595,-0.023023404
ecoli_00356,-1.4045046198,0.1658828545,0.022108577
ecoli_00357,-0.9161196931000001,-0.027618997500000003,0.014382303
ecoli_00358,-0.9127166109,0.1420804075,-0.053308358
ecoli_00359,-0.806886506,0.7141550925,0.053836205000000005
ecoli_00360,-1.1341814297,0.7713973925000001,0.20454265900000002
ecoli_00361,-1.022650011,0.43151412250000004,0.042464928000000006
ecoli_00362,-1.5410338611999999,0.5775684165,0.38397341100000004
ecoli_00363,-1.3912032446,-2.9597498155,-1.448171092
ecoli_00364,-1.6673685566,-2.8687515795,-1.186189295
ecoli_00365,-10.813193863,-4.8719095595,-0.252636625
ecoli_00366,-10.3623406467,-4.5013627055,-0.50238846
ecoli_00367,-12.4823841204,-4.5901081775,-1.256312439
ecoli_00368,-11.9105808905,-4.6614133925,-1.10334011
ecoli_00369,-3.8759136833000003,-4.2366016255,-1.467249901
ecoli_00370,-2.0182053417,-3.6690350005,-1.739966069
ecoli_00371,-10.940667274900001,-4.9214300235,-0.8757687510000001
ecoli_00372,-10.8235267742,-4.9520819005,-0.701015389
ecoli_00373,-11.841067981,-4.6254522945000005,-1.598369265
ecoli_00374,-11.5409286977,-4.8386429905,-1.679380691
ecoli_00375,-0.5035511721,-4.4496021375,-2.366703517
ecoli_00376,-0.2908084521,-4.2469425665,-2.5849792799999998
ecoli_00377,-5.0117816662,-4.1691934395,-1.289832499
ecoli_00378,-5.0776577673,-4.4418386165,-1.4236525819999999
ecoli_00379,-9.2845322878,-4.6378390075,-1.377456032
ecoli_00380,-9.2935467147,-4.9512478345,-1.376064022
ecoli_00381,0.45625280160000004,-4.6247598355,-2.173942189
ecoli_00382,0.6436428174000001,-4.9368786745,-2.329147748
ecoli_00383,-9.3039811897,-4.2940274425,-1.636210914
ecoli_00384,-9.3913240648,-3.7985370595,-1.726050963
ecoli_00385,-10.7182884141,-4.3611302385,-1.854441991
ecoli_00386,-10.5536957289,-4.1213038995,-1.791802528
ecoli_00387,0.5261615347,-3.3707799875,-2.201583167
ecoli_00388,0.3318078718,-3.5476359425,-2.254622523
ecoli_00389,-6.8336247461,-4.2879619245,-1.390222898
ecoli_00390,-6.7049252968,-4.3681673765,-1.023121436
ecoli_00391,-8.3866753295,-4.2185924915,-1.744766839
ecoli_00392,-8.5546738412,-4.7282606225,-1.528530371
ecoli_00393,-0.506036506,-0.3672503925,0.041938708000000005
ecoli_00394,-0.8619747251000001,-0.3647233105,0.09227252400000001
ecoli_00395,-0.6425907236,-0.2243131355,0.298338596
ecoli_00396,-0.2891294615,-0.1502593925,0.14687164800000002
ecoli_00397,-4.6597275005,2.3002906325,0.783649139
ecoli_00398,-4.9923549339,2.7503546995,1.012877206
ecoli_00399,1.4543091825,0.1954048545,0.6516553700000001
ecoli_00400,1.1531576711,0.09538121150000001,0.720776476
ecoli_00401,1.0844822318,0.6230696115000001,0.826632612
ecoli_00402,1.2791408714,0.40834272050000003,0.721328737
ecoli_00403,-0.9340272567000001,0.6627455175,1.062861686
ecoli_00404,-2.2602227784,0.9842570415,1.141610948
ecoli_00405,1.4831394918,0.0387449505,0.7447747650000001
ecoli_00406,1.8863944538,0.3337343245,0.752820044
ecoli_00407,1.6285996634000002,0.4674164135,0.7596491
ecoli_00408,1.8291857038,0.4419488535,0.801880086
