,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,2.885361471,0.1778802175944864,2.0,0.0,3.0111417791,1.0,2.7595811629,,,,,,,,
1,Fur__wt_dpd,4.1393382769,0.269821637659653,2.0,2.0,3.9485455672,3.0,4.3301309866,,,,,,,,
2,Fur__wt_fe,2.9904556630999997,0.04520931696674861,2.0,4.0,2.9584878485,5.0,3.0224234777,,,,,,,,
3,Fur__delfur_dpd,4.45017875885,0.05958193256088274,2.0,6.0,4.4923095474,7.0,4.4080479703,,,,,,,,
4,Fur__delfur_fe2,2.99443854215,0.06731779105572189,2.0,8.0,2.9468376756,9.0,3.0420394087,,,,,,,,
5,Acid__wt_ph5,3.50851819565,0.041136612353214,2.0,10.0,3.4794302181,11.0,3.5376061732,,,,,,,,
6,Acid__delgadx_ph5,3.2559052167,0.2757075649491858,2.0,12.0,3.4508599054999998,13.0,3.0609505279,,,,,,,,
7,Acid__delgadw_ph5,3.398557281,0.011866920136049525,2.0,14.0,3.3901661013,15.0,3.4069484607,,,,,,,,
8,Acid__delgade_ph5,3.78338406375,0.09523747055147219,2.0,16.0,3.7160410025,17.0,3.850727125,,,,,,,,
9,Oxidative__wt_pq,4.34128350595,0.025951474286821805,2.0,18.0,4.3229330425,19.0,4.3596339694,,,,,,,,
10,Oxidative__deloxyr_pq,3.5353455397999998,0.1720928872946227,2.0,20.0,3.4136574922,21.0,3.6570335874,,,,,,,,
11,Oxidative__delsoxr_pq,3.9650475543,0.1434077688094574,2.0,22.0,4.0664521601,23.0,3.8636429485,,,,,,,,
12,Oxidative__delsoxs_pq,4.8950798760000005,0.1650760835642527,2.0,24.0,5.0118062941,25.0,4.7783534579,,,,,,,,
13,Nac/NtrC__wt_csn,3.99047081105,0.012253624460312178,2.0,26.0,3.9818061901,27.0,3.999135432,,,,,,,,
14,Nac/NtrC__wt_cytd,3.9401582401999997,0.14864064692411916,2.0,28.0,3.8350534308,29.0,4.0452630496,,,,,,,,
15,Nac/NtrC__wt_gln,4.84162232245,0.25745273358080406,2.0,30.0,5.0236688962,31.0,4.6595757487,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,3.8659100101000003,0.2246279358733745,2.0,32.0,4.0247459468,33.0,3.7070740734000003,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,3.41271995565,0.34158185224118054,2.0,34.0,3.6542547997,35.0,3.1711851116,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,3.6850525094,0.24877379100341543,2.0,36.0,3.5091428748,37.0,3.860962144,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,2.6991363238000003,0.4292953239546376,2.0,38.0,2.3955786891,39.0,3.0026939585,,,,,,,,
20,Misc__wt_no_te,3.0993603507,0.2450556819851589,2.0,40.0,2.9260798162,41.0,3.2726408852,,,,,,,,
21,Misc__bw_delcbl,2.30431265695,0.6350427929661369,2.0,42.0,1.8552695917,43.0,2.7533557222000002,,,,,,,,
22,Misc__bw_delfabr,2.04434554565,0.00043888894613528336,2.0,44.0,2.0440352043,45.0,2.0446558870000002,,,,,,,,
23,Misc__bw_delfadr,2.7771636605000003,0.4474392315529656,2.0,46.0,2.4607763457000003,47.0,3.0935509753,,,,,,,,
24,Misc__nitr_031,3.5253919453,,1.0,48.0,3.5253919453,,,,,,,,,,
25,Omics__wt_glu,2.38855518695,0.7317929324361632,2.0,49.0,1.871099442,50.0,2.9060109319,,,,,,,,
26,Omics__wt_gly,2.2167252159,0.17792234673366697,2.0,51.0,2.090915118,52.0,2.3425353138,,,,,,,,
27,Omics__wt_thr,3.6479866977,0.26324199322152,2.0,53.0,3.8341268962,54.0,3.4618464992,,,,,,,,
28,Omics__bw_ac,3.6695021163500003,0.18046552054821047,2.0,55.0,3.5418937230000003,56.0,3.7971105097,,,,,,,,
29,Omics__bw_fum,3.30060521475,0.16618170236299729,2.0,57.0,3.1830970061,58.0,3.4181134234,,,,,,,,
30,Omics__bw_glc,3.6521473923,0.2992632317072534,2.0,59.0,3.8637584528,60.0,3.4405363318,,,,,,,,
31,Omics__bw_pyr,3.4769064797500002,0.039575285507857695,2.0,61.0,3.5048904325,62.0,3.448922527,,,,,,,,
32,OmpR__wt_nacl,5.2218548123,0.27534004450260796,2.0,63.0,5.4165496249,64.0,5.0271599997,,,,,,,,
33,OmpR__bw_delompr_nacl,4.8271251907,0.25127130063984765,2.0,65.0,4.6494495501,66.0,5.0048008313,,,,,,,,
34,MinSpan__wt_ade,3.5541894891,,1.0,67.0,3.5541894891,,,,,,,,,,
35,MinSpan__wt_glc,3.49963433415,0.4233005407920893,4.0,68.0,2.8764919659,69.0,3.7389598191,70.0,3.7872225665,71.0,3.5958629851,,,,
36,MinSpan__wt_glc_anaero,2.6184235406500003,0.3078819409491213,2.0,72.0,2.8361289489,73.0,2.4007181324,,,,,,,,
37,MinSpan__wt_trp,3.9217132556000003,,1.0,74.0,3.9217132556000003,,,,,,,,,,
38,MinSpan__bw_delcra_glc,3.9248379825499997,0.11450086550455554,2.0,75.0,4.005802321,76.0,3.8438736441,,,,,,,,
39,MinSpan__bw_delcra_trp,4.0780653705,,1.0,77.0,4.0780653705,,,,,,,,,,
40,MinSpan__bw_delmntr,2.7627018470999998,,1.0,78.0,2.7627018470999998,,,,,,,,,,
41,MinSpan__bw_delnac_ade,3.9274593884,,1.0,79.0,3.9274593884,,,,,,,,,,
42,MinSpan__bw_delnac_glc,3.8944847011,,1.0,80.0,3.8944847011,,,,,,,,,,
43,Cra/Crp__wt_ac,3.4686050167499998,0.30280318623265023,2.0,81.0,3.6827192031,82.0,3.2544908304,,,,,,,,
44,Cra/Crp__wt_fru,2.55805613905,0.5207777368957948,2.0,83.0,2.1898106698,84.0,2.9263016083,,,,,,,,
45,Cra/Crp__delcra_ac,3.71624000685,0.15977428198386126,2.0,85.0,3.8292174851,86.0,3.6032625286,,,,,,,,
46,Cra/Crp__delcra_fru,3.43622344945,0.15225518848700909,2.0,87.0,3.3285627732,88.0,3.5438841257,,,,,,,,
47,Cra/Crp__delcra_glc,3.0483864021000002,0.2230416857767231,2.0,89.0,2.8906721136,90.0,3.2061006906,,,,,,,,
48,RpoB Knock-in__wt_031,4.0474912109,,1.0,91.0,4.0474912109,,,,,,,,,,
49,RpoB Knock-in__wt_044,3.6545681458,,1.0,92.0,3.6545681458,,,,,,,,,,
50,RpoB Knock-in__wt_lb,4.5659472373,0.4426394438967014,2.0,93.0,4.2529538849,94.0,4.8789405897,,,,,,,,
51,RpoB Knock-in__rpoBE546V_031,4.2181593454,,1.0,95.0,4.2181593454,,,,,,,,,,
52,RpoB Knock-in__rpoBE546V_044,4.2575240454,,1.0,96.0,4.2575240454,,,,,,,,,,
53,RpoB Knock-in__rpoBE546V_lb,3.8413184840000003,0.47627664004985965,2.0,97.0,4.1780969259,98.0,3.5045400421,,,,,,,,
54,RpoB Knock-in__rpoBE546V_glc,3.2441604098,,1.0,99.0,3.2441604098,,,,,,,,,,
55,RpoB Knock-in__rpoBE672K_glc,1.28408990685,1.8159773615736743,2.0,100.0,0.0,101.0,2.5681798137,,,,,,,,
56,RpoB Knock-in__rpoBE672K_lb,1.85306512025,0.3583051407382262,2.0,102.0,1.5997051254999999,103.0,2.106425115,,,,,,,,
57,Crp ARs__wt_fru,3.3099241152,,1.0,104.0,3.3099241152,,,,,,,,,,
58,Crp ARs__wt_glyc,3.27938920515,0.1337078920263629,2.0,105.0,3.3739349623,106.0,3.184843448,,,,,,,,
59,Crp ARs__delar1_glyc,3.62007169925,0.09697850123135622,2.0,107.0,3.5514975434,108.0,3.6886458551,,,,,,,,
