,b4496_1
ytf__wt_ph5__1,4.2161524811
ytf__wt_ph5__2,4.0355866865
ytf__wt_ph8__1,3.7788595764
ytf__wt_ph8__2,3.0942002217
ytf__delybaO__1,4.3880734888
ytf__delybaO__2,4.0286118158
ytf__delybaQ__1,3.8150484166
ytf__delybaQ__2,4.2512440636
ytf__delybiH__1,4.3595963243
ytf__delybiH__2,4.4661362278
ytf__delydcI_ph5__1,3.8391622393000002
ytf__delydcI_ph5__2,4.0382624123
ytf__delydcI_ph8__1,3.7127156414
ytf__delydcI_ph8__2,3.0647140355
ytf__delyddM__1,4.3013868054
ytf__delyddM__2,4.1498179349
ytf__delyheO__1,4.5292005376999995
ytf__delyheO__2,4.3546099329
fps__bw_glc__1,4.085906236
fps__bw_glc__2,3.9146508997
fps__fps_thrA_ale1__1,4.7880769519
fps__fps_thrA_ale1__2,4.1954934003
fps__fps_thrA_ale2__1,4.3664004064
fps__fps_thrA_ale2__2,4.209001929
fps__fps_serB_ale1__1,4.0367942743
fps__fps_serB_ale1__2,4.2962555412
fps__fps_serB_ale4__1,5.0257845854
fps__fps_serB_ale4__2,4.8981560653
fps__fps_ptsI_ale1__1,5.4798539984
fps__fps_ptsI_ale1__2,5.2158303094
fps__fps_ptsI_ale3__1,4.7264782253
fps__fps_ptsI_ale3__2,4.7702456462
pal__lyx_ale2_f6__1,5.0784875366
pal__lyx_ale2__1,3.5123905964
pal__lyx_ale2__2,3.0423634272
pal__lyx_ale4__1,3.5123905964
pal__lyx_ale4__2,3.0423634272
pal__5drib_ale10_f18__1,5.2842420666
pal__5drib_ale10_f18__2,5.1092695521
pal__5drib_ale10__1,5.3336546978
pal__arab_ale14_f9__1,4.5753859781
pal__arab_ale14_f9__2,4.4899812221
pal__arab_ale14__1,2.3390051717
pal__arab_ale14__2,3.5757739516
pal__arab_ale16__1,3.8693050331
pal__arab_ale16__2,4.0700853722
pal__tartr_ale26_f10__1,4.788225795
pal__tartr_ale26_f10__2,5.3995303426
pal__tartr_ale26__1,4.5213596272
pal__tartr_ale26__2,3.9795574931
pal__tartr_ale28_f10__1,5.7677476592
pal__tartr_ale28_f10__2,5.9383400652
pal__tartr_ale28__1,3.9993501072
pal__tartr_ale28__2,4.1452391663
efeU__delmenFentC_citr__1,4.0755229277
efeU__delmenFentC_citr__2,4.4028431946
efeU__delmenFentC__1,4.2745399271
efeU__delmenFentC__2,4.6991859939000005
efeU__menFentC_ale39__1,3.5075119722
efeU__menFentC_ale39__2,3.5551590503
efeU__menFentC_ale29__1,2.8992576984
efeU__menFentC_ale29__2,3.4464812999
efeU__menFentC_ale30__1,2.7907349854
efeU__menFentC_ale30__2,2.9398631572
efeU__menFentCubiC_ale36__1,3.8131770802
efeU__menFentCubiC_ale36__2,4.4759381021
efeU__menFentCubiC_ale37__1,4.2795641449
efeU__menFentCubiC_ale37__2,4.1394395859
efeU__menFentCubiC_ale38__1,3.7399274247000003
efeU__menFentCubiC_ale38__2,3.550377149
