,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.030781153114493823,2.0,0.0,0.0217655621,1.0,-0.0217655621,,,,,,,,
1,fur__wt_dpd,-5.25165458215,0.7251290210929674,2.0,2.0,-4.7389109341,3.0,-5.7643982302,,,,,,,,
2,fur__wt_fe,0.12045270625000001,0.007320583803925308,2.0,4.0,0.11527627180000001,5.0,0.1256291407,,,,,,,,
3,fur__delfur_dpd,-4.1834600992999995,0.4706442693726653,2.0,6.0,-3.8506643449,7.0,-4.5162558537,,,,,,,,
4,fur__delfur_fe2,1.12638110445,0.2039110063518977,2.0,8.0,1.2705679598000001,9.0,0.9821942491000001,,,,,,,,
5,acid__wt_ph5,-1.8492578769,0.15420457051342218,2.0,10.0,-1.9582969744,11.0,-1.7402187794000001,,,,,,,,
6,acid__delgadx_ph5,-2.3480311367,,1.0,12.0,-2.3480311367,,,,,,,,,,
7,acid__delgadw_ph5,-0.80378514525,0.27472827063547867,2.0,13.0,-0.9980473684000001,14.0,-0.6095229221,,,,,,,,
8,acid__delgade_ph5,-1.2340273979999998,0.16255394370157508,2.0,15.0,-1.1190844021,16.0,-1.3489703939,,,,,,,,
9,oxidative__wt_pq,-6.07080663795,0.72417117410575,2.0,17.0,-6.5828729859,18.0,-5.55874029,,,,,,,,
10,oxidative__deloxyr_pq,-4.9828911842500005,0.27998666158707003,2.0,19.0,-5.1808716513,20.0,-4.7849107172,,,,,,,,
11,oxidative__delsoxr_pq,-4.4228504217,0.08263610214845941,2.0,21.0,-4.3644178735,22.0,-4.4812829699,,,,,,,,
12,oxidative__delsoxs_pq,-5.3702596091,0.3083116479722814,2.0,23.0,-5.5882688661,24.0,-5.1522503521,,,,,,,,
13,nac_ntrc__wt_csn,-1.27116121205,0.31645830276794573,2.0,25.0,-1.0473914002,26.0,-1.4949310239,,,,,,,,
14,nac_ntrc__wt_cytd,-1.65797674525,1.007312873530608,2.0,27.0,-2.3702545089,28.0,-0.9456989816,,,,,,,,
