locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4519,0.5298001132,icdC,protein IcdC,Energy production and conversion,icdC,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10556
b4548,0.0934550168,ypjJ,CP4-57 prophage%3B DUF987 domain-containing protein YpjJ,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10464
