,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,0.0,0.19260482066419163,3.0,0.0,0.2200014857,6.0,-0.08178502630000001,12.0,-0.1382164594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.24243598596666668,0.2544229821577754,3.0,1.0,-0.534724592,7.0,-0.0706678281,13.0,-0.1219155378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.2893659478,0.08560648313374547,3.0,2.0,-0.2854908872,8.0,-0.3768441578,14.0,-0.2057627984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.47007569880000005,0.12233389630454924,3.0,3.0,-0.3337887185,9.0,-0.5060481393,15.0,-0.5703902386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.5681631875,0.08963465722579182,3.0,4.0,-0.46637732070000004,10.0,-0.6353072675,16.0,-0.6028049743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.5747839574000001,0.13793803143232958,3.0,5.0,-0.7103350205000001,11.0,-0.4345768548,17.0,-0.5794399969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,0.34822793575,0.5397645539610633,2.0,18.0,-0.0334432406,71.0,0.7298991121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-2.036808623166667,0.7713746366582086,3.0,19.0,-1.8633800402,70.0,-2.8801342581,205.0,-1.3669115712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.599535212825,0.7229115661383562,8.0,20.0,-1.165005341,32.0,-1.1510192271,55.0,-1.1703033154,67.0,-0.4130550666,126.0,-0.8527569886,147.0,-0.9210075553,203.0,0.8576848773,210.0,0.0191809141,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.36070371826666664,0.010039195799730038,3.0,21.0,-0.3583217036,34.0,-0.3717196916,61.0,-0.35206975960000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
