k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,0.03340533144772053,,,
6,Iron,False,-0.019561184979975225,,,
11,Chromium,False,0.013425138331949709,,,
3,Cadmium,False,-0.010268302401527762,,,
10,Copper,False,0.010159777421504259,,,
7,Zinc - Steady,False,-0.00960558207705617,,,
14,UC-7,False,0.008904266944155097,,,
13,UC-6,False,0.008609800320118665,,,
1,UC-2,False,0.005452721267938614,,,
4,UC-4,False,0.00515787391923368,,,
2,UC-3,False,0.003332580039277673,,,
12,Zinc - Intermediate,False,-0.001420768034375828,,,
8,Zinc - Fast,False,-0.0004078452833800839,,,
9,UC-5,False,-8.14868520148637e-05,,,
0,UC-1,False,-7.960070561239264e-06,,,
