,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,7.401486830834377e-17,3.297089878241289,3.0,0.0,-3.7446976504,2.0,2.4671019635,4.0,1.2775956869,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-1.5570883066666668,2.1008569816578198,3.0,1.0,-1.8762616963,3.0,0.6850920398,5.0,-3.4800952635,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-6.303375891599999,3.8402045091582315,4.0,6.0,-10.6030869471,20.0,-6.1882253084,40.0,-7.1253248868,63.0,-1.2968664241,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,5.1358053853,1.9540272938475702,4.0,7.0,7.9819315434,33.0,3.8599409449,81.0,3.8539135748,82.0,4.8474354781,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,12.326011412375,11.024445298483133,4.0,8.0,18.0040419377,51.0,-2.6445585208,65.0,11.2678292003,76.0,22.6767330323,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,12.795760518533333,15.86634828700385,3.0,9.0,20.0739756838,22.0,23.7172743502,49.0,-5.4039684784,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-4.9980120454,2.3375284876018463,2.0,10.0,-6.6508942902,26.0,-3.3451298006,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,17.117913688999998,5.504502752561534,3.0,11.0,17.7115584787,54.0,22.3015328777,83.0,11.3406497106,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,10.523571430925,8.579881403800172,4.0,12.0,14.3326243536,48.0,-1.3155906216,64.0,10.4199413686,78.0,18.6573106231,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-4.463445983650001,1.276752068050612,4.0,13.0,-5.1139593942,38.0,-5.5443767392000005,67.0,-2.6491040916,72.0,-4.5463437096,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-5.111306341966667,2.5343952338550872,3.0,14.0,-6.0903281255,41.0,-7.0101623529,85.0,-2.2334285475,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-5.695788480525,3.1092645567830646,4.0,15.0,-6.5441759455,52.0,-7.0645380253,71.0,-1.1266207945,80.0,-8.0478191568,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,10.6176685508,7.928151364498054,3.0,16.0,13.3150315294,53.0,1.6927902069,77.0,16.8451839161,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,7.785924336333333,5.175277377665299,3.0,17.0,11.6769712405,50.0,1.9125119566,66.0,9.7682898119,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,11.492694588600001,5.28055472318858,3.0,18.0,16.577045806,25.0,6.0356797548,62.0,11.865358205,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-2.803227015625,3.0307633509172334,4.0,19.0,-6.3766908359,28.0,0.8324569822000001,56.0,-1.9492376790000001,73.0,-3.7194365298000003,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,10.353008481025,1.2815257021987063,4.0,21.0,11.2364691565,34.0,8.4530951435,45.0,10.7608283534,58.0,10.9616412707,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-5.287694297925,2.0656774003613263,4.0,23.0,-4.3546285006,42.0,-6.4873300201,70.0,-2.8679489754,79.0,-7.4408696956,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-2.4095281584499997,3.4475140470214694,4.0,24.0,0.3466917111,29.0,-6.9204780414,68.0,0.2244107561,74.0,-3.2887370596,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-2.778573957125,3.0164074311599856,4.0,27.0,1.4120893659,31.0,-4.9029556341,69.0,-5.0540361668,75.0,-2.5693933935,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,12.81330486145,6.246510778770888,4.0,30.0,17.7005347106,32.0,6.8660919620000005,59.0,18.6930885239,86.0,7.9935042493,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,6.3206726416,,1.0,35.0,6.3206726416,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,13.748616953700001,9.099796238865668,4.0,36.0,6.4980311813,44.0,5.2810002312,60.0,21.0525592468,61.0,22.1628771555,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,4.163336342344337e-17,1.271760321183432,4.0,37.0,-1.1719501165,46.0,-0.3040169843,57.0,1.8096621636,84.0,-0.3336950628,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,-7.08004357285,1.3365226749263424,2.0,39.0,-8.0251078195,43.0,-6.1349793262,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,29.989630831950002,2.4260368586359644,2.0,47.0,31.7050979461,55.0,28.2741637178,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,1.4802973661668753e-16,3.17041521384183,3.0,87.0,-2.2802248466,90.0,-1.3402028016,93.0,3.6204276482,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,4.000133734033334,0.6923478291939016,3.0,88.0,4.7604576173,91.0,3.8339255514,94.0,3.4060180334,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,2.9138849576,1.7420905489897758,3.0,89.0,1.0288667215,92.0,3.2481924906,95.0,4.4645956607,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,-2.500002982408489e-11,1.0517598377535573,4.0,96.0,-0.9198298269,97.0,1.5135708655,98.0,-0.2451579335,99.0,-0.3485831052,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,-0.012148784900000001,0.15957922042644207,2.0,100.0,0.100690764,104.0,-0.1249883338,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,0.97053486285,0.03676910410386914,2.0,101.0,0.94453518,105.0,0.9965345457,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,7.401486830834377e-17,3.171854003416091,12.0,102.0,2.4939556652,110.0,3.8855822536,117.0,-0.2249979503,125.0,5.0457355396,131.0,-0.2437299295,134.0,0.25071981790000003,138.0,0.3813572068,159.0,0.9237228474,162.0,-1.658143068,164.0,0.0948062192,170.0,-5.5740463201,174.0,-5.3749622818,,,,
33,immunity_isolated__WT_npr1,2.2329331114,0.9181335875616847,2.0,103.0,2.8821515972,126.0,1.5837146255999999,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,2.437029631157143,2.5020044746929138,14.0,106.0,3.4195711975,113.0,5.4608898237,121.0,5.0560377734,127.0,4.7664276141,136.0,3.2216686682,142.0,2.7599419068,145.0,0.9968388608000001,150.0,-2.5830500822999998,160.0,4.1699298681,161.0,3.6654987667,163.0,1.9397640294,167.0,3.4585310495,172.0,-1.294067477,176.0,-0.9195671627
35,immunity_isolated__AvrRpt2_npr1,1.8056501956000002,1.832348419390176,3.0,107.0,1.8091493647,128.0,3.6362465245999998,146.0,-0.028445302500000002,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,1.8663894407333332,2.224419328397246,3.0,108.0,2.460524077,129.0,3.7334141664000002,147.0,-0.5947699212,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,-0.5360058389,0.23145743338136957,2.0,109.0,-0.37234071820000003,148.0,-0.6996709596,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,1.8336935491500002,3.0143493440824414,4.0,111.0,6.2038686339,119.0,1.4636786573,140.0,-0.059326217300000005,165.0,-0.2734468773,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,1.35486752105,4.18110141368338,4.0,112.0,6.8632486719,120.0,2.3032623126000003,141.0,-1.4503575231,166.0,-2.2966833772,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,3.790559854733333,1.579430857358105,3.0,114.0,5.3803849024,122.0,3.7695621011,143.0,2.2217325607,,,,,,,,,,,,,,,,,,,,,,
41,immunity_isolated__AvrRpt2_pad4,4.056765460675,2.043707373609783,4.0,115.0,6.3276369015,123.0,5.2412439376,144.0,2.3110406162,168.0,2.3471403874,,,,,,,,,,,,,,,,,,,,
42,immunity_isolated__AvrRpt2_PS,4.2374232994000005,0.847329891151176,3.0,116.0,5.0799202435,124.0,4.2470078795,169.0,3.3853417752,,,,,,,,,,,,,,,,,,,,,,
