,-0.05706120401333334,-0.048909603440000005,-0.04075800286666667,-0.032606402293333336,-0.024454801720000002,-0.016303201146666668,-0.008151600573333334,0.0,0.008151600573333334,0.016303201146666668,0.024454801720000002,0.032606402293333336,0.04075800286666667,0.048909603440000005,0.05706120401333334,0.06521280458666667,0.07336440516,0.08151600573333334,0.08966760630666668,0.09781920688000001
thresh,-0.061137004300000006,0.061137004300000006,1,,,,,,,,,,,,,,,,,
unreg,1,1,6,54,152,552,1367,1918,1170,421,135,54,18,10,14,9,15,6,3,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['rpsD' 'rplF' 'rpsN' 'atpG' 'rplK' 'rplD' 'rpoA' 'rplE' 'atpC'],"['rplA' 'rplB' 'rplR' 'rplW' 'rplN' 'secY' 'rpsF' 'rpsC' 'rplX' 'rplO'
 'rpsS' 'rplQ' 'rplV' 'rpmJ' 'rpsE']",['rplP' 'rplL' 'rpsR' 'rpsQ' 'rplJ' 'rpmC'],['rpmD' 'rplI' 'PSPTO_4931'],[]
