sample,BSU06010
LBexp_1,12.4693
LBexp_2,12.6484
LBexp_3,12.4519
LBtran_1,12.3794
LBtran_2,12.4141
LBtran_3,12.0095
LBstat_1,11.7368
LBstat_2,11.4641
LBstat_3,11.251
LBGexp_1,12.4358
LBGexp_2,12.502
LBGexp_3,12.3471
LBGtran_2,12.1904
LBGtran_3,12.552
LBGstat_1,10.227
LBGstat_2,10.1219
LBGstat_3,11.1103
S0_1,11.6667
S0_2,11.3263
S0_3,11.2464
S1_1,12.1548
S1_2,12.0403
S1_3,12.102
S2_1,11.9191
S2_2,11.5909
S2_3,11.158
S3_1,11.9949
S3_2,11.9772
S4_1,12.3095
S4_2,11.8475
S4_3,11.0648
S5_1,11.3057
S5_2,11.5349
S5_3,11.7717
S6_1,10.2599
S6_2,7.806
S6_3,10.4956
S6/t_1,10.3138
S6/t_2,7.6786
S6_4,9.9892
S6_5,10.3862
S6_6,10.5558
S7_4,10.7648
S7_5,10.7201
S7_6,10.8974
S8_4,10.5063
S8_5,9.5451
G135_1,12.1735
G135_3,10.352
G150_1,11.8562
G150_2,12.3254
G150_3,12.0587
G180_1,11.995
G180_2,12.2569
G180_3,11.3098
C30_1,11.538
C30_2,11.6502
C90_1,12.2408
C90_2,12.3387
BI_1,12.0618
BI_2,12.007
BC_2,11.39
BC/t_1,10.345999999999998
BC/t_2,11.4246
BC_1,10.2349
Sw_1,10.1623
Sw_2,10.9697
BT_1,9.9437
BT_2,9.1289
B36_1,9.8917
B36_2,10.3814
B60_1,10.0042
B60_2,11.2183
M9exp_1,12.3253
M9exp_2,11.9843
M9exp_3,11.882
M9tran_1,11.6033
M9tran_2,11.6415
M9tran_3,11.8982
M9stat_1,10.0939
M9stat_2,9.707
M9stat_3,9.5546
M+G_1,11.6861
M+G_2,11.8581
M+G_3,11.938
Glu_1,12.3182
Glu_2,12.2319
Glu_3,12.345
Fru_1,12.4393
Fru_2,12.3325
Fru_3,11.9601
Mal_1,11.0779
Mal_2,11.5639
Mal_3,12.1074
G+S_2,11.4957
G+S_3,11.6241
Pyr_1,11.3722
Pyr_2,11.69
Pyr_3,11.5484
Gly_1,10.8772
Gly_2,11.5386
Gly_3,10.3274
Glucon_1,11.2384
Glucon_2,11.6978
Glucon_3,11.1182
aero_1,12.5847
aero_2,11.7851
aero_3,12.6194
nit_1,11.8894
nit_2,12.3571
nit_3,11.9968
ferm_1,11.9282
ferm_2,11.9148
ferm_3,12.1902
T-5.40H_1,12.6737
T-4.40H_1,12.3812
T-3.40H_1,12.4126
T-2.40H_1,11.9576
T-1.40H_1,11.997
T-1.10H_1,12.0911
T-0.40H_1,12.112
T0.0H_1,11.8209
T0.30H_1,11.464
T1.0H_1,11.3886
T1.30H_1,10.7619
T2.0H_1,10.7485
T2.30H_1,11.6462
T3.0H_1,11.2609
T3.30H_1,11.6253
T4.0H_1,11.6432
T5.0H_1,10.9912
HPh_1,12.1831
HPh_2,11.8983
HPh_3,11.7578
LPh_1,12.1823
LPh_2,12.7403
LPh_3,12.1906
LPhT_1,10.890999999999998
LPhT_2,10.9825
LPhT_3,11.2408
SMMPr_1,11.7524
SMMPr_2,11.7049
SMMPr_3,12.0985
HiTm_1,11.099
HiTm_2,11.8587
HiTm_3,11.8221
LoTm_1,12.3079
LoTm_2,11.8684
LoTm_3,11.9256
HiOs_1,12.5473
HiOs_2,12.3622
HiOs_3,12.4816
BMM_1,12.1309
BMM_2,11.9364
BMM_3,12.1235
Heat_1,12.4605
Heat_2,11.9274
Heat_3,11.8761
Cold_1,12.8987
Cold_2,12.5446
Cold_3,11.8942
Etha_1,11.7885
Etha_2,11.7064
Etha_3,12.0785
SMM_1,11.9563
SMM_2,11.948
SMM_3,12.1044
Salt_1,12.0752
Salt_2,12.2158
Salt_3,12.1718
Mt0_1,12.3159
Mt0_3,12.5973
M0t45_1,12.5255
M0t45_2,12.81
M0t45_3,13.0192
M0t90_1,10.9847
M0t90_2,12.390999999999998
M0t90_3,11.8314
M40t45_1,12.2038
M40t45_2,12.5653
M40t45_3,13.0072
M40t90_1,11.3843
M40t90_2,12.308
M40t90_3,12.3495
dia0_1,12.1926
dia0_2,12.5604
dia0_3,12.6283
dia5_1,12.4347
dia5_2,12.6574
dia5_3,12.3819
dia15_1,13.2115
dia15_2,13.4567
dia15_3,12.4028
Diami_1,12.0563
Diami_2,12.7884
Diami_3,12.4785
Paraq_1,12.3473
Paraq_2,12.9489
Paraq_3,11.428
H2O2_1,12.8335
H2O2_2,13.1208
H2O2_3,12.9795
Oxctl_1,11.6943
Oxctl_2,11.9189
Oxctl_3,12.594
GM-0.1_1,11.8535
GM-0.2_1,11.6702
GM+5_1,11.7324
GM+15_1,12.0973
GM+25_1,12.6277
GM+45_1,12.3032
GM+60_1,12.1223
GM+90_1,12.2012
GM+120_1,11.0613
GM+150_1,11.8333
GM-0.1_2,12.5417
GM-0.2_2,12.1595
GM+5_2,12.2877
GM+10_2,12.2234
GM+15_2,11.8932
GM+25_2,12.3291
GM+45_2,11.1714
GM+60_2,11.152
GM+90_2,12.3602
GM+150_2,11.2217
GM-0.1_3,12.5481
GM-0.2_3,12.392
GM+5_3,12.3656
GM+10_3,11.2973
GM+15_3,11.918
GM+25_3,11.7404
GM+45_3,11.4942
GM+60_3,11.3134
GM+90_3,11.6011
GM+120_3,11.9876
GM+150_3,11.7061
MG-0.1_1,11.9197
MG+5_1,11.8244
MG+10_1,12.6147
MG+15_1,11.8866
MG+25_1,12.1751
MG+45_1,11.7655
MG+120_1,11.1533
MG+150_1,11.5165
MG-0.1_2,11.166
MG-0.2_2,11.9819
MG+5_2,11.9157
MG+10_2,12.1824
MG+15_2,12.7186
MG+25_2,11.6465
MG+45_2,11.4419
MG+60_2,11.9381
MG+90_2,11.5188
MG+120_2,12.1874
MG-0.1_3,12.5454
MG-0.2_3,11.909
MG+5_3,12.0078
MG+10_3,10.9367
MG+15_3,12.4927
MG+25_3,12.462
MG+45_3,12.9253
MG+60_3,12.2243
MG+90_3,12.2939
MG+120_3,11.8971
MG+150_3,11.7793
