,A,BaeR,CpxR
nac_ntrc__bw_delnac_nh4__1,0.5680025966000001,-0.510035619,-0.045097728000000004
nac_ntrc__bw_delnac_nh4__2,-0.021386377,-0.38211748100000004,-0.047231382
misc__wt_no_te__1,0.7551872539000001,-0.032092025,0.265605576
misc__wt_no_te__2,0.7087154487,-0.029033455000000003,0.21461374500000002
misc__bw_delcbl__1,0.4516028362,-0.126234433,-0.36555257100000005
misc__bw_delcbl__2,0.28534988580000004,-0.063708059,-0.290672036
misc__bw_delfabr__1,1.0641847869,-0.23376590900000002,-0.49350523100000004
misc__bw_delfabr__2,1.5074521702,-0.323514833,-0.40606392900000005
misc__bw_delfadr__1,0.7932348634,-0.018954541000000002,-0.131238931
misc__bw_delfadr__2,1.1559200245,-0.009485508,-0.088533862
misc__nitr_031__1,0.5660305171000001,0.187038525,0.561196726
omics__wt_glu__1,0.2372473977,0.620405826,1.100875522
omics__wt_glu__2,-0.0575239467,1.065994119,1.237183526
omics__wt_gly__1,-1.0039396728,0.361740599,0.832935233
omics__wt_gly__2,-0.1390925583,0.080853798,0.864445447
omics__wt_thr__1,0.3380845142,0.42665246300000004,1.441400653
omics__wt_thr__2,0.2229822531,0.7866453950000001,1.424536454
omics__bw_ac__1,1.4482020595,-0.339181815,0.281755229
omics__bw_ac__2,1.8188059371,-0.15841902300000002,0.188715756
omics__bw_fum__1,1.8100473877,-0.569552249,-0.18006717500000002
omics__bw_fum__2,1.7468029511,-0.472305024,-0.031336151
omics__bw_glc__1,1.0766997724,0.036636083,-0.059620317000000006
omics__bw_glc__2,1.0059378674,-0.134731588,-0.051596002
omics__bw_pyr__1,1.6794675329,0.08572636700000001,0.063542728
omics__bw_pyr__2,1.6331251247,-0.44246195,0.031548838
ompr__wt_nacl__1,4.5482189193,-0.206041296,0.470277959
ompr__wt_nacl__2,4.4717495542,-0.039258115,0.595664834
ompr__bw_delompr_nacl__1,4.9970988931,-0.5101604240000001,0.25057528500000004
ompr__bw_delompr_nacl__2,5.7101025464,-0.38167936900000005,0.31728971
minspan__wt_ade__1,-2.0277324908,-0.178362911,-0.303016885
minspan__wt_glc__1,-0.5466899218,-0.9954655210000001,-0.366281515
minspan__wt_glc__2,-0.9658258991,-0.417313358,-0.39905693600000003
minspan__wt_glc__3,-0.7848590466,-0.761888435,-0.197432551
minspan__wt_glc_anaero__1,1.0051472711,-0.573049288,-0.519723361
minspan__wt_glc_anaero__2,1.4448085896,-0.24227864300000002,-0.123981032
minspan__wt_trp__1,-1.0025476515,-0.512959174,-0.21628477200000001
minspan__bw_delcra_glc__1,-1.1585618542,-0.38081331300000004,-0.0010492020000000002
minspan__bw_delcra_trp__1,0.19018366220000002,-0.31455682300000004,-0.351655979
minspan__bw_delmntr__1,-0.6860571870000001,-0.337095079,-0.233844026
minspan__bw_delnac_ade__1,0.1900680552,0.094477216,-0.83793286
minspan__bw_delnac_glc__1,-0.9102844173,-0.564684635,-0.5596798390000001
cra_crp__wt_ac__1,0.0626444447,0.23462047200000002,0.914020224
cra_crp__wt_ac__2,0.7588012890000001,0.073100054,0.888485166
cra_crp__wt_fru__1,0.6825689823000001,0.5612115430000001,1.134151356
cra_crp__wt_fru__2,0.6424074001,0.7315058440000001,1.082567691
cra_crp__delcra_ac__1,0.2385409642,-0.278308964,0.26330238300000003
cra_crp__delcra_ac__2,0.1591133481,-0.24523293100000002,0.19419856400000002
cra_crp__delcra_fru__1,1.0390508812,0.137594068,0.105368764
cra_crp__delcra_fru__2,1.1730621169,0.135244361,0.084918884
cra_crp__delcra_glc__1,-0.2277802471,-0.23271564900000002,-0.20316713600000003
cra_crp__delcra_glc__2,0.594312108,-0.12397653500000001,0.001045006
rpoB__wt_031__1,0.6147066256,-0.605883904,-0.08811020700000001
rpoB__wt_044__1,0.042799212100000004,-0.099731052,0.180257883
rpoB__wt_lb__1,0.6603417842,-0.6967939400000001,0.18127199900000002
rpoB__wt_lb__2,0.9886663506000001,-0.422356294,0.12299757900000001
rpoB__rpoBE546V_031__1,0.37663533260000004,-0.45959604600000004,-0.0068059570000000005
rpoB__rpoBE546V_044__1,-0.3552765771,-0.892433048,0.08366097600000001
rpoB__rpoBE546V_lb__1,1.8074457534000001,-0.41101645000000003,-0.19123894300000002
rpoB__rpoBE546V_lb__2,2.2820029928,-0.155471772,-0.19221227700000001
rpoB__rpoBE546V_glc__1,-0.4069518365,-0.141706715,-0.45536037500000004
rpoB__rpoBE672K_glc__1,1.0905152003,-0.621326656,-1.013562137
rpoB__rpoBE672K_glc__2,0.9741928430000001,-0.670585369,-0.9952300150000001
rpoB__rpoBE672K_lb__1,0.9152088202,-1.5289296650000002,-1.059313448
rpoB__rpoBE672K_lb__2,1.7026382781,-1.30865429,-0.9056743490000001
crp__wt_fru__1,0.3774056161,-0.5464767110000001,-0.321701088
crp__wt_glyc__1,0.6874778454,-0.754967248,-0.46519456600000003
crp__wt_glyc__2,0.9420282091000001,-0.48852777700000005,-0.6120343730000001
crp__delar1_glyc__1,0.5177474849,-0.034178813,0.49123089700000006
crp__delar1_glyc__2,0.4390032048,0.004038979,0.671828634
crp__delar1ar2_glyc__1,-0.19493340380000002,0.035952158000000005,0.21348961300000002
crp__delar1ar2_glyc__2,0.17840538520000002,0.149178012,0.26250089800000004
crp__delar1ar2_glyc__3,-0.0015732795,0.285532112,0.262762467
crp__delar2_glyc__1,0.6448184249000001,-0.159194671,0.23584839999999999
crp__delar2_glyc__2,0.2848000827,-0.43386635,0.251450198
crp__delar2_glyc__3,0.5727720091,-0.167083048,0.231613232
crp__delcrp_fru__1,0.8384132601000001,0.35367432,0.470387712
crp__delcrp_fru__2,0.8539703314,0.18272928200000002,0.5585201160000001
crp__delcrp_fru__3,0.9617254431000001,0.271922583,0.43093641200000005
crp__delcrp_glc__1,0.5494251773000001,0.36812315700000003,0.47738438200000005
crp__delcrp_glc__2,0.6564087,0.5070862660000001,0.497850243
crp__delcrp_glc__3,0.3789332461,0.25830869700000003,0.528216152
crp__delcrp_glyc__1,0.9716062619,0.372244929,0.396219023
crp__delcrp_glyc__2,0.5807444399,0.306828429,0.45777799999999996
crp__delcrp_glyc__3,0.42947468920000004,0.40103806900000005,0.360808571
glu__glu_ale3__1,0.1488816399,0.14513984800000002,-0.377345046
glu__glu_ale4__1,-0.4390859077,-0.369385976,-0.665005668
glu__glu_ale5__1,-0.6599017635000001,-0.864965274,-0.739201989
glu__glu_ale6__1,-0.5632846562,-0.791633986,-1.228548538
glu__glu_ale8__1,-0.1727879702,0.239042143,-0.07749206
glu__glu_ale9__1,-0.8897275691000001,0.097085498,-0.31869361
glu__glu_ale10__1,0.0346532016,-0.190830575,-0.507891577
42c__wt_42c__1,0.0014320427000000001,0.155261893,0.042350504000000004
42c__42c_ale1__1,-0.059092625,0.013880315,-0.08140993
42c__42c_ale2__1,0.2710155723,-0.24879228900000003,-0.29933009600000005
42c__42c_ale3__1,0.4648804935,0.156185669,-0.16394340200000002
42c__42c_ale4__1,0.2529479619,0.093911334,0.37917283100000004
42c__42c_ale5__1,0.2406597729,-0.24519021700000002,-0.572718395
42c__42c_ale6__1,-0.2457347981,0.21671869500000002,0.350159749
42c__42c_ale8__1,-0.8379367376,0.09189079900000001,0.550315646
42c__42c_ale9__1,0.024967994,-0.18047736,-0.21709989500000001
42c__42c_ale10__1,-0.746290403,-0.181817743,0.508499483
ssw__wt_ac__1,0.21294663730000002,-0.676215588,-0.100011322
ssw__wt_glc__1,-0.42279428410000003,-0.8907664110000001,-0.363180771
ssw__wt_glyc__1,2.5863603741,-0.545875207,-0.7199506880000001
ssw__wt_xyl__1,-0.9430919605,0.191107147,-1.174384379
ssw__glc_ale1__1,0.2049820476,-0.533700368,-0.672707339
ssw__glc_ale2__1,-0.9505790259,-0.155172148,-0.5744744890000001
ssw__glc_ale3__1,0.8651791488,0.252450357,-0.6221487130000001
ssw__glyc_ale1__1,-1.0349687813,-0.7616807160000001,-0.339340058
ssw__glyc_ale2__1,0.9426067012,0.20280630400000002,-0.6629369270000001
ssw__xyl_ale1__1,1.3156452399,-0.6482993,-1.056847999
ssw__xyl_ale2__1,0.2608671336,-0.5487421370000001,-0.6113435970000001
ssw__xyl_ale3__1,0.4365692192,-0.616075699,-0.541917344
ssw__glc_ac_ac2__1,-0.0477816062,-0.20900758200000003,-0.993955875
ssw__glc_ac_glc1__1,1.1477037212,-0.294871775,-1.419592047
ssw__glc_glyc_glc__1,-0.2369292457,-0.566696399,-0.5577164370000001
ssw__glc_glyc_glyc__1,-0.1030350383,-0.6565379410000001,-0.767649707
ssw__glc_xyl_glc__1,-0.1820318681,-0.902389286,-0.588613519
ssw__glc_xyl_xyl__1,-0.4898944196,-0.9942752950000001,-0.9350712320000001
ica__wt_glc__1,-0.07788055990000001,-1.497814229,-0.768803356
ica__wt_glc__2,-0.1686639638,-1.441980233,-0.7857402710000001
ica__wt_glc__3,0.8772096575,-0.7166364580000001,-0.47962126
ica__wt_glc__4,0.43633461090000003,-0.9678581470000001,-0.5672737640000001
ica__arg_sbt__1,0.5693234877000001,-1.1853401510000001,-0.314297804
ica__arg_sbt__2,0.16215542130000002,-0.9226954970000001,-0.361462801
ica__cytd_rib__1,0.9034451888,-1.051594247,-0.15751878500000002
ica__cytd_rib__2,0.9981764463,-1.049791121,-0.175180402
ica__gth__1,-0.2805985722,0.425685776,0.144295204
ica__gth__2,0.1328653691,0.424932332,0.128436887
ica__leu_glcr__1,0.173027133,-0.607661639,-0.6865956830000001
ica__leu_glcr__2,0.1359368468,-0.48061216300000004,-0.690760484
ica__met_glc__1,0.77711669,-1.556426934,-1.049996104
ica__met_glc__2,0.7495602829,-1.432848405,-1.096009357
ica__no3_anaero__1,-0.7998415514,-0.41831726100000005,-0.334290405
ica__no3_anaero__2,-0.9603756612000001,-0.708019554,-0.269943176
ica__phe_acgam__1,0.1258005817,-0.9012355510000001,-0.823042151
ica__phe_acgam__2,-0.1705766809,-0.9575368620000001,-0.934398103
ica__thm_gal__1,-0.052472052000000005,-0.876590011,-0.214442015
ica__thm_gal__2,0.2608113362,-0.9208833460000001,-0.177717747
ica__tyr_glcn__1,0.0353967761,-1.384803534,-0.8420201860000001
ica__tyr_glcn__2,-1.88602e-05,-1.09832709,-0.738097389
ica__ura_pyr__1,0.5674247322,-0.9967584650000001,-0.511470883
ica__ura_pyr__2,1.5507265217000001,-0.944086002,-0.476827999
ica__wt_glc__5,-0.0720520363,-0.7612299840000001,-0.5089311240000001
ica__wt_glc__6,0.0662662836,-0.757366968,-0.47036250700000004
ica__bw_delpurR_cytd__1,0.0060206471,-0.8836798610000001,-0.797113362
ica__bw_delpurR_cytd__2,-0.09804242340000001,-0.7893792780000001,-0.805689948
ica__ade_glc__1,-0.4964914352,-0.8879689810000001,-0.663226345
ica__ade_glc__2,-0.0715072419,-0.830403275,-1.020004102
ytf__wt_glc__1,-1.3173853912,-0.8036012330000001,0.116039626
ytf__wt_glc__2,-1.3456109681,-0.5989715840000001,0.36610711100000004
ytf__delyafC__1,0.2223217374,-0.44253571700000005,0.11510076100000001
ytf__delyafC__2,-0.18302312680000002,-0.734404281,0.122157185
ytf__delyeiE__1,-0.20187321160000002,-0.17845571100000002,-0.016444439
ytf__delyeiE__2,-0.6187985446000001,-0.40399284900000004,-0.10683157900000001
ytf__delyiaJ__1,-1.0721856222,-0.45270063600000005,0.252587279
ytf__delyiaJ__2,-1.5941183213999999,-0.462882257,0.32036507000000003
ytf__delyieP__1,-0.8598737918,-0.372404618,0.21932071
ytf__delyieP__2,-0.6362251552,-0.36356092500000003,0.631185269
ytf__wt_ph5__1,-0.7814150596,-0.12237658500000001,-0.123235641
ytf__wt_ph5__2,-0.3805630631,-0.15459641500000001,-0.106662001
ytf__wt_ph8__1,-0.5140148099,-0.517169165,-0.11077808
ytf__wt_ph8__2,-0.2403832058,-0.537692305,-0.0071240140000000006
ytf__delybaO__1,-0.8935025144000001,-0.557843276,0.169711745
ytf__delybaO__2,-1.2881267206,-0.405153005,0.303379874
ytf__delybaQ__1,-0.8498603247000001,-0.555065688,-0.282013889
ytf__delybaQ__2,-1.1293096503,-0.5545524390000001,-0.31118823100000004
ytf__delybiH__1,-0.36796575260000003,-0.724274249,0.224712497
ytf__delybiH__2,0.0220692551,-0.46278874600000003,0.42364796
ytf__delydcI_ph5__1,-0.8531075784000001,-0.258046588,-0.38991506800000003
ytf__delydcI_ph5__2,-0.9991243775,-0.458863167,-0.36446154000000003
ytf__delydcI_ph8__1,-0.1301915115,-0.37088436700000005,-0.032813702
ytf__delydcI_ph8__2,-1.3132641304,-0.785679216,-0.14693393100000002
ytf__delyddM__1,-0.6347702664,-0.261869059,-0.002849813
ytf__delyddM__2,-0.5900196010000001,-0.104625884,-0.093258622
ytf__delyheO__1,-0.5296795781,-0.5904151870000001,-0.03267713
ytf__delyheO__2,-0.7200982808,-0.7608707480000001,0.018513902000000002
fps__bw_glc__1,-0.9756029362,-0.67549731,-0.53724556
fps__bw_glc__2,-0.9456897198,-0.8747941330000001,-0.416188661
fps__fps_thrA_ale1__1,-0.5848020004,-0.20140080800000001,-0.34650182
fps__fps_thrA_ale1__2,-0.20711833940000002,-0.36288472,-0.347086326
fps__fps_thrA_ale2__1,-0.47177590020000004,-0.661561677,-0.523967072
fps__fps_thrA_ale2__2,-0.0544589378,-0.299052662,-0.466316538
fps__fps_serB_ale1__1,-1.0284568401,-0.6556144810000001,-0.239625307
fps__fps_serB_ale1__2,-0.9999921612,-0.303304839,-0.10360308900000001
fps__fps_serB_ale4__1,-0.9281140315,-0.5086730730000001,-0.392390057
fps__fps_serB_ale4__2,-1.2516491798,-0.536230583,-0.071870155
fps__fps_ptsI_ale1__1,-1.1557930057,-1.257973146,-0.6175540620000001
fps__fps_ptsI_ale1__2,-1.1781651115,-1.096638684,-0.499324617
fps__fps_ptsI_ale3__1,-0.8078418465,-1.454352197,-0.613920035
fps__fps_ptsI_ale3__2,-0.5957833434,-1.291087613,-0.693045884
pal__lyx_ale2_f6__1,-0.021916814200000002,-0.309408326,-0.429527796
pal__lyx_ale2__1,-0.4364346102,-0.456360085,-0.5245636220000001
pal__lyx_ale2__2,-0.22924767810000002,-0.291093186,-0.6098771350000001
pal__lyx_ale4__1,-0.42675776990000003,-1.428359291,-0.6885535930000001
pal__lyx_ale4__2,0.3225943255,-1.126257468,-0.7844064260000001
pal__5drib_ale10_f18__1,0.5358592384,-0.55167443,-0.40131418700000004
pal__5drib_ale10_f18__2,0.8349618261,-0.92762258,-0.423448716
pal__5drib_ale10__1,-0.3374726671,-0.396703279,-0.256978309
pal__arab_ale14_f9__1,-0.3103348792,-0.40450519100000004,-0.49861995800000003
pal__arab_ale14_f9__2,-0.5060725995,-0.45517984400000006,-0.405896132
pal__arab_ale14__1,-0.7529070406,-0.601032074,-0.9685474340000001
pal__arab_ale14__2,-0.7573309867,-0.7356901180000001,-0.8057507380000001
pal__arab_ale16__1,0.1751760562,-0.762158046,-0.32719115400000004
pal__arab_ale16__2,0.1408877235,-0.48739016,0.048285281000000006
pal__tartr_ale26_f10__1,-0.4776181392,-0.100297971,-0.419396278
pal__tartr_ale26_f10__2,0.0069062539,-0.020084141,-0.44130673400000003
pal__tartr_ale26__1,-0.5110186612000001,-0.166314777,-0.11999543500000001
pal__tartr_ale26__2,-0.098732046,0.023440562,-0.057376083
pal__tartr_ale28_f10__1,0.5245646628,-0.600283781,-0.08875432200000001
pal__tartr_ale28_f10__2,0.9561416495,-0.383594201,-0.19730430100000002
pal__tartr_ale28__1,-1.1035107087,-0.9923011780000001,-0.445814649
pal__tartr_ale28__2,-1.1666624825,-0.9614563650000001,-0.588253279
efeU__delmenFentC_citr__1,-1.3726436288000001,-0.972328666,-0.158205861
efeU__delmenFentC_citr__2,-1.6532194911,-0.725149943,-0.09016438900000001
efeU__delmenFentC__1,-0.4386439138,-0.09960565,0.326195609
efeU__delmenFentC__2,-0.5808789857000001,-0.18014606,0.28714727100000004
efeU__menFentC_ale39__1,-2.2235828194,-0.788836058,-0.128349826
efeU__menFentC_ale39__2,-1.9877938038,-0.727641563,-0.137553585
efeU__menFentC_ale29__1,-1.4649680929,-0.599042358,-0.46567196400000005
efeU__menFentC_ale29__2,-1.4303543399,-0.32851456900000003,-0.373473608
efeU__menFentC_ale30__1,-0.8492195057,-0.537726624,-0.951872891
efeU__menFentC_ale30__2,-0.9365288678,-0.40353762800000004,-0.7746585380000001
efeU__menFentCubiC_ale36__1,-0.0367486202,0.121781524,-0.198018793
efeU__menFentCubiC_ale36__2,0.0629720847,0.056686262,-0.17437232800000002
efeU__menFentCubiC_ale37__1,-0.5306471148,-0.126149662,-0.10043742500000001
efeU__menFentCubiC_ale37__2,-0.371964086,-0.14058166800000002,-0.021144741
efeU__menFentCubiC_ale38__1,-1.8208794027000001,-0.9555785170000001,-0.217485272
efeU__menFentCubiC_ale38__2,-1.6314201309,-0.9334768630000001,-0.175807121
misc2__salc_glc__1,-1.6245384968,-0.39289221,-0.196995852
misc2__salc_glc__2,-0.5225686527,0.121626089,-0.15578172
misc2__dbcn_glc__1,4.6779104435,-1.215680892,-0.8264479180000001
misc2__dbcn_glc__2,4.0006019884,-1.054836374,-0.620765676
misc2__tyr_glc__1,0.9107943947,-0.350333685,-0.38935691800000005
misc2__tyr_glc__2,1.0466400694,-0.27439679100000003,-0.313100223
misc2__arg_cytd__1,0.00012135890000000001,-0.794097751,-0.704435087
misc2__arg_cytd__2,-0.3790915872,-0.873660591,-0.5782908010000001
misc2__delyheO_pyr__1,-1.1300844487,-1.085454193,-0.189932339
misc2__delyheO_pyr__2,-1.3579940957,-1.054425902,-0.23367484
nquinone__delubiC__1,0.3926755993,-0.576243305,-0.49008445700000003
nquinone__delubiC__2,0.5559963753,-0.476140045,-0.38917122800000004
nquinone__ubiC_ale1__1,-0.7732640204,-0.369563266,-0.267989593
nquinone__ubiC_ale1__2,-0.6828133123,-0.45856708500000004,-0.012295714000000001
nquinone__ubiC_ale2__1,-0.9263326457000001,-0.598160542,-0.11274742600000001
nquinone__ubiC_ale2__2,-0.6466479310000001,-0.475831447,-0.11974617400000001
nquinone__ubiC_ale3__1,2.8060545204,-1.0296325610000001,-0.839216921
nquinone__ubiC_ale3__2,2.8363056491,-1.001704791,-0.933420039
nquinone__ubiC_ale4__1,-0.9528395395,-0.744460295,-0.077850266
nquinone__ubiC_ale4__2,-0.6512323668000001,-0.5058517840000001,0.051826929
nquinone__delpdhR__1,0.503025151,-0.8829624180000001,-0.8176568030000001
nquinone__delpdhR__2,0.4522081096,-0.9766245590000001,-0.8721316640000001
quinone__glu_ale4__1,-0.3859205546,-0.902416344,-0.845480698
quinone__glu_ale4__2,-0.9188862996,-0.7167530230000001,-0.485438454
quinone__delmenF__1,-1.0661177874,-0.507289991,-0.447599385
quinone__delmenF__2,-1.1492403601,-0.838045138,-0.260957125
quinone__menF_ale5__1,-1.0131755677,-0.44029306500000004,-0.10925860800000001
quinone__menF_ale5__2,-0.9245344873,-0.5454048330000001,-0.016847019
quinone__menF_ale6__1,-0.8820624748,-0.5849762420000001,-0.048850368000000005
quinone__menF_ale6__2,-1.3480535365000001,-0.735860088,0.023914868000000002
quinone__menF_ale7__1,-1.1307380042,-0.884086153,-0.012431654
quinone__menF_ale7__2,-0.8600710321,-0.679380583,-0.069080234
quinone__menF_ale8__1,-1.2950381649,-0.77369996,-0.048581422000000006
quinone__menF_ale8__2,-0.8663251587,-0.3156709,0.001809831
quinone__delmenFubiC__1,-0.49813105480000003,-0.458380481,-0.34737616400000004
quinone__delmenFubiC__2,-0.5678917885,-0.34081649999999997,-0.27451657500000004
quinone__menFubiC_ale1__1,-0.6341406538000001,-0.40513539800000004,-0.49300062600000005
quinone__menFubiC_ale1__2,-0.6428126944,-0.332471353,-0.5598479110000001
quinone__menFubiC_ale2__1,-0.7569351822,-0.759568168,-0.33109149600000004
quinone__menFubiC_ale2__2,-0.4418160477,-0.453019327,-0.377222895
quinone__menFubiC_ale3__1,-0.6084576213,-0.5525637990000001,-0.813888767
quinone__menFubiC_ale3__2,-0.37251718910000003,-0.201127886,-0.872796231
quinone__menFubiC_ale4__1,-1.0708526999,-0.268750401,-0.32521904
quinone__menFubiC_ale4__2,-0.9172386455,-0.27278945600000004,-0.181767951
oxyR__wt_glc__1,0.6275242401000001,-1.009233206,-0.45713859500000004
oxyR__wt_glc__2,0.7988169948,-0.82314491,-0.39680881
oxyR__wt_h2o2__1,0.5462110733000001,-0.8331508110000001,-0.32762254500000004
oxyR__wt_h2o2__2,0.5215527822,-0.6014339390000001,0.010481819
oxyR__glu_ale4__1,-0.8348164182000001,-0.177881703,-0.090514038
oxyR__glu_ale4__2,-0.35741853630000003,-0.252733399,-0.18833464400000002
oxyR__glu_ale4_h2o2__1,-0.204932211,-0.219413869,-0.07234808300000001
oxyR__glu_ale4_h2o2__2,-0.032647618,-0.10683149400000001,-0.215811721
oxyR__oxyR_ale17__1,-0.1881829625,-0.317345722,-0.29339450100000003
oxyR__oxyR_ale17__2,0.30868926890000004,-0.357398443,-0.406455108
oxyR__oxyR_ale17_h2o2__1,-0.13110616290000002,-0.336650336,-0.277332067
oxyR__oxyR_ale17_h2o2__2,0.45649084900000003,-0.493425453,-0.33926512000000003
oxyR__oxyR_ale18__1,0.5594250576,-1.133398523,-0.582913821
oxyR__oxyR_ale18__2,0.6225120633,-0.8577834590000001,-0.49678674800000006
oxyR__oxyR_ale18_h2o2__1,0.5096040931,-0.42579947300000004,-0.413873215
oxyR__oxyR_ale18_h2o2__2,0.7562800669,-0.428461321,-0.353255191
oxyR__oxyR_ale19__1,0.26324402150000004,-1.066608074,-0.7084345040000001
oxyR__oxyR_ale19__2,-0.029635577000000003,-0.8281087840000001,-0.35340345
oxyR__oxyR_ale19_h2o2__1,0.4006017364,-1.182272275,-0.605356322
oxyR__oxyR_ale19_h2o2__2,0.4306367963,-0.9891383050000001,-0.637928889
oxyR__oxyR_ale20__1,0.64092264,-0.510983804,-0.7716280590000001
oxyR__oxyR_ale20__2,0.6222231187,-0.501306427,-0.847133687
oxyR__oxyR_ale20_h2o2__1,-0.2554460382,-0.376177755,-0.511645674
oxyR__oxyR_ale20_h2o2__2,0.1266417651,-0.42860319999999996,-0.468065954
svns_pgi__BmePgi24_15__1,-0.5624538369000001,-0.757859538,-0.167343927
svns_pgi__BmePgi24_15__2,-0.6098414159000001,-0.852835349,-0.12900793100000002
svns_pgi__BmePgi24_26__1,-0.3094237877,-1.043869379,-0.41563400500000003
svns_pgi__BmePgi24_26__2,-0.2959995194,-0.83624598,-0.40848406400000004
svns_pgi__BmePgi24_41__1,-1.1225354189,-0.32415918200000005,0.083173783
svns_pgi__BmePgi24_41__2,-0.0741815507,-0.65512157,-0.460881986
svns_pgi__BmePgi24_52__1,-0.3005400963,-0.83178279,-0.312970156
svns_pgi__BmePgi24_52__2,-0.0560776806,-0.795315663,-0.461049996
svns_pgi__PaePgi2_34__1,-1.1606744004,-0.27827802500000004,0.180319375
svns_pgi__PaePgi2_34__2,-1.5664107071,-0.21489453900000002,0.157052424
svns_pgi__PaePgi2_63__1,-0.8622802471000001,-0.060914448,0.015671425
svns_pgi__PaePgi2_63__2,-1.1644247208,-0.25764325,0.00039303900000000003
svns_pgi__PaePgi24_54__1,-1.0189245051,-0.506945568,0.151190606
svns_pgi__PaePgi24_54__2,-0.9286913123,-0.61455757,0.11501491700000001
svns_pgi__PaePgi24_90__1,-1.240855777,-0.395817927,-0.248440123
svns_pgi__PaePgi24_90__2,-1.230230562,-0.413374173,-0.17692913300000002
abx_media__m9_ctrl__1,1.1584969311,-0.595083459,-0.7537582020000001
abx_media__m9_ctrl__2,1.325993466,-0.6138994050000001,-0.7490349
abx_media__rpmi_ctrl__1,-0.6428910085,-1.9459417010000002,-0.52118999
abx_media__rpmi_ctrl__2,-0.2654753307,-1.5695118410000002,-0.48076183
abx_media__camhb_ctrl__1,-0.46011707160000004,-2.026918966,-2.091290828
abx_media__camhb_ctrl__2,-0.1961206879,-2.234769542,-2.155867392
abx_media__m9_mero__1,1.1978132506999999,-0.6281632540000001,-1.177323823
abx_media__m9_mero__2,1.3399777319,-0.67160435,-0.965638077
abx_media__rpmi_mero__1,-0.6692732207000001,-2.007192726,-0.763017634
abx_media__rpmi_mero__2,-0.5563761586,-1.793163254,-0.576321694
abx_media__camhb_mero__1,0.7128498457,-2.71622603,-2.543509444
abx_media__camhb_mero__2,0.2919201442,-2.339461844,-2.50366836
abx_media__m9_trisulf__1,0.1893053241,-0.429195963,-1.051659456
abx_media__m9_trisulf__2,0.3047910311,-0.330658753,-0.833881453
abx_media__rpmi_trisulf__1,0.0005791103,-1.058155322,-1.043541611
abx_media__rpmi_trisulf__2,-0.19615755140000002,-1.236252664,-1.2845982550000001
abx_media__camhb_trisulf__1,-0.5753761595,-1.294335277,-1.312065569
abx_media__camhb_trisulf__2,-0.33598763800000003,-1.024806085,-1.444110556
abx_media__m9_cef__1,0.8027804365000001,-0.706746065,-0.7917040630000001
abx_media__m9_cef__2,0.6468056564,-0.905565253,-0.838253675
abx_media__rpmi_cef__1,0.0555888909,-1.402682259,-0.737446844
abx_media__rpmi_cef__2,-0.24508932330000002,-1.508101997,-0.656622208
abx_media__camhb_cef__1,0.5239505348,-1.372773893,-1.666618523
abx_media__camhb_cef__2,0.2348280656,-1.400267463,-1.736801452
abx_media__m9_cipro__1,1.3509848638,-0.626058981,-0.596088425
abx_media__m9_cipro__2,1.1887293685,-0.5082073610000001,-0.625912322
abx_media__rpmi_cipro__1,-1.0097454607,-1.810024092,-0.598614866
abx_media__rpmi_cipro__2,-0.6664938036,-1.71223664,-0.25993955700000004
abx_media__camhb_cipro__1,0.34888965310000003,-1.268539592,-1.393812361
abx_media__camhb_cipro__2,-0.15598726100000002,-1.195408924,-1.4829994210000002
hot_tale__42c_ale3_30c__1,-2.2479416389,-1.147545575,-1.086305975
hot_tale__42c_ale3_30c__2,-1.7837506178,-0.954906719,-1.223961155
hot_tale__42c_ale3_37c__1,-0.9290640549,-0.741662904,-0.439882612
hot_tale__42c_ale3_37c__2,-0.9163405523,-1.071790615,-0.45975237300000005
hot_tale__42c_ale3_44c__1,-0.6958974124,0.317917243,0.260329867
hot_tale__42c_ale3_44c__2,-0.3904631863,0.370387277,0.356493065
hot_tale__hot_ale3_mid_30c__1,-1.7715822219000001,-0.6974751100000001,-0.975819222
hot_tale__hot_ale3_mid_30c__2,-1.0937482092,-0.8907686760000001,-0.656292195
hot_tale__hot_ale3_mid_37c__1,-0.5780391919,-0.951409747,-0.568040938
hot_tale__hot_ale3_mid_37c__2,-1.0871485943,-0.9518890820000001,-0.6828843960000001
hot_tale__hot_ale3_mid_44c__1,-0.669788551,-0.022719247,-0.23949075900000003
hot_tale__hot_ale3_mid_44c__2,0.151535367,-0.064269649,-0.150050825
hot_tale__hot_ale3_30c__1,-1.2348084214,-1.104540783,-1.345719839
hot_tale__hot_ale3_30c__2,-1.086430133,-0.949521551,-1.138232019
hot_tale__hot_ale3_37c__1,-1.4239123725,-1.047713582,-0.8373825720000001
hot_tale__hot_ale3_37c__2,-1.2661993474,-1.198217404,-0.79186124
hot_tale__hot_ale3_44c__1,-1.0314302223,-0.5165130840000001,-0.27207026900000003
hot_tale__hot_ale3_44c__2,-0.8816776505,-0.44840685100000005,-0.34833931100000004
hot_tale__hot_ale4_30c__1,-2.0344876263,-1.322758006,-1.375984301
hot_tale__hot_ale4_30c__2,-1.6325078208,-1.1435182130000001,-1.32591321
hot_tale__hot_ale4_37c__1,-1.8089231189000001,-1.249812741,-1.089855533
hot_tale__hot_ale4_37c__2,-1.4083862815,-1.217002911,-0.769877982
hot_tale__hot_ale4_44c__1,-0.8243791969,0.108096378,0.030007747
