,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,3.700743415417188e-17,0.5255876938040855,3.0,0.0,-0.036626368,6.0,0.5429428684000001,12.0,-0.5063165004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.6631382083,0.6414152939900075,3.0,1.0,-0.5249094208,7.0,-1.3623979671,13.0,-0.102107237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.4363228712666667,0.31995898959006985,3.0,2.0,-0.7984819095,8.0,-0.3185235093,14.0,-0.191963195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.5223786261,0.2216404827218392,3.0,3.0,-0.5354767115,9.0,-0.7371796087,15.0,-0.29447955810000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.8875138310333334,0.35439029043049886,3.0,4.0,-0.9895093027,10.0,-1.1797218218,16.0,-0.4933103686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.6683340214999999,0.47761313403763445,3.0,5.0,-1.2183742212,11.0,-0.4280434457,17.0,-0.3585843976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,2.04672661305,0.09574848488426302,2.0,18.0,2.114431016,71.0,1.9790222101000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-0.24531646276666672,1.5302289676904104,3.0,19.0,0.1924908616,70.0,1.0182926924,205.0,-1.9467329423000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.6864699394750001,0.6930944932862433,8.0,20.0,1.433034089,32.0,0.5691489177,55.0,0.32894888850000004,67.0,0.3461565842,126.0,0.3627879611,147.0,0.0537997829,203.0,0.3278483525,210.0,2.0700349399,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.19144642446666668,0.39865324022381826,3.0,21.0,-0.07953394030000001,34.0,0.0046764055,61.0,0.6491968082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,1.1075826092625,0.5579295327690763,8.0,22.0,1.3758899564,104.0,1.5716648034,111.0,0.14497846820000002,133.0,0.7510987221000001,165.0,0.8858979549,238.0,0.9185253267000001,265.0,1.24879863,270.0,1.9638070124,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-1.4920942759714286,0.7056177102967789,7.0,23.0,-1.9467329423000002,56.0,-1.6853067784,82.0,0.030114276000000002,118.0,-1.9467329423000002,134.0,-1.3964373719,137.0,-1.9467329423000002,227.0,-1.5528312306,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,0.7373197139500001,0.34013996785154016,4.0,24.0,0.541321701,101.0,0.7434371519,139.0,1.2134460667,149.0,0.4510739362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,0.943738103825,0.7650233992412594,4.0,25.0,-0.1894184498,123.0,1.20636824,155.0,1.4882165106,191.0,1.2697861145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,0.5203674688000001,0.08071668458593552,3.0,26.0,0.5620126910000001,59.0,0.42733377980000004,159.0,0.5717559356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-0.12940295356000003,0.3985764038943747,5.0,27.0,-0.17620879150000002,76.0,0.2531147815,146.0,0.0893142567,162.0,-0.0288550427,262.0,-0.7843799718000001,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,0.323417903525,0.394508386830325,4.0,28.0,0.34017269920000004,94.0,0.8415656414,186.0,0.2219371766,231.0,-0.11000390310000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,1.2085024053666669,1.2804802425848103,3.0,29.0,2.0025509863,49.0,-0.2686814983,260.0,1.8916377281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,0.10788769927999994,1.1689790424656048,5.0,30.0,0.5658265473,77.0,0.8060539242,172.0,0.2890290477,259.0,-1.9467329423000002,280.0,0.8252619195,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,0.175583833375,0.5164838353871963,4.0,31.0,-0.2916506,40.0,0.4379256152,138.0,-0.2180267585,192.0,0.7740870768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,0.10306055691428574,0.6288574777462836,7.0,33.0,0.0226696383,39.0,0.10420658940000001,58.0,0.4466893141,122.0,1.2819587317,170.0,-0.6914453129,244.0,-0.3127875797,261.0,-0.1298674825,,,,,,,,,,,,,,,,,,,,,,
