,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,Chrom__sac_log,0.21724549980835486,0.011360549643502239,2.0,0.0,0.20921237811742802,1.0,0.2252786214992817,,
1,Chrom__sac_sta,-1.000664404050144,0.060326226917761086,2.0,2.0,-0.9580073199131968,3.0,-1.0433214881870914,,
2,Chrom__sac_MW001,0.0,0.098578174928871,2.0,4.0,0.06970529596919839,5.0,-0.06970529596919839,,
3,Chrom__sac_fadR,0.05799442949036937,0.09377091148011177,2.0,6.0,0.12430047687599988,7.0,-0.008311617895261136,,
4,FadR__wt_p,8.604228440844963e-16,0.27833736229574146,2.0,8.0,-0.1968142363368948,9.0,0.19681423633689651,,
5,FadR__ko_p,-0.15267323440445235,0.09673496237568904,2.0,10.0,-0.2210751822781276,11.0,-0.08427128653077709,,
6,GDGT__75_2.4_log,5.805541232935715e-16,0.16146551453507638,3.0,12.0,0.12089807524153605,27.0,-0.18336711577140366,50.0,0.06246904052986935
7,GDGT__80_3.5_stat,-1.06116836534531,0.08470458757640376,3.0,13.0,-1.02317378140636,20.0,-1.1582180490140033,42.0,-1.0021132656155665
8,GDGT__80_2.4_log,-0.6343436545922021,0.21630022340287072,3.0,14.0,-0.6647387863245147,37.0,-0.4044535443297317,41.0,-0.83383863312236
9,GDGT__75_3.5_stat,-0.84225126128654,0.3131990186603596,3.0,15.0,-0.4829079230858557,24.0,-0.9865973127998712,28.0,-1.0572485479738931
10,GDGT__80_1.6_stat,-1.3872116797110585,0.1834915696021165,3.0,16.0,-1.2636881884430036,17.0,-1.2998908427146478,33.0,-1.5980560079755242
11,GDGT__75_2.4_stat,-0.7967632893518495,0.2130675608834389,3.0,18.0,-0.8604515003093399,26.0,-0.5591143143009933,31.0,-0.9707240534452152
12,GDGT__80_2.4_stat,-0.6890587123794069,0.2116563180262036,3.0,19.0,-0.6180287587316258,29.0,-0.5220534279354307,30.0,-0.9270939504711642
13,GDGT__80_1.6_log,-0.29358746159900395,0.007442401118863263,2.0,21.0,-0.28832488929954536,39.0,-0.2988500338984625,,
14,GDGT__65_3.5_stat,-0.3417196781108167,0.21871556576445764,3.0,22.0,-0.13410181879451066,23.0,-0.3209990246276426,34.0,-0.5700581909102969
15,GDGT__75_1.6_stat,-0.9924933741813469,0.11451404711563468,3.0,25.0,-1.1082476041414235,32.0,-0.9899713463348688,38.0,-0.8792611720677481
16,GDGT__75_1.6_log,-0.23653549309519217,0.20610850749013954,2.0,35.0,-0.09079476978867618,36.0,-0.38227621640170817,,
17,GDGT__65_2.4_stat,-0.25720900131353136,0.24060456852967094,3.0,40.0,0.003437845579577825,46.0,-0.4708269281853372,49.0,-0.30423792133483474
18,GDGT__65_2.4_log,0.21640390691569186,0.07413931764006416,3.0,43.0,0.14211120143955291,44.0,0.21671164058475867,47.0,0.290388878722764
19,GDGT__80_3.5_log,-0.6554317769493085,0.09456562945553929,3.0,45.0,-0.6095343267439829,51.0,-0.5925741717329931,52.0,-0.7641868323709495
20,GDGT__65_1.6_log,0.26901907389154606,0.2594363994999104,3.0,48.0,0.43463585391296,53.0,-0.029973397441031224,54.0,0.4023947652027093
21,NutLim__t0,-8.881784197001252e-16,0.0488518670269182,2.0,55.0,-0.03454348644835825,56.0,0.034543486448356475,,
22,NutLim__t05,-1.4334931345789048,0.40150832044129564,3.0,57.0,-1.8963462150829853,58.0,-1.1789538103209836,59.0,-1.2251793783327454
23,NutLim__t1,-1.9416311300963318,0.4889660994273878,3.0,60.0,-2.479479708613055,61.0,-1.5239552817540758,62.0,-1.8214583999218648
24,NutLim__t15,-2.1171021894857867,0.43389673129753525,3.0,63.0,-1.984557171341485,64.0,-1.764936845281575,65.0,-2.6018125518343
25,NutLim__t2,-2.204157675908105,0.1757617718846968,3.0,66.0,-2.042814805348474,67.0,-2.1782056660844544,68.0,-2.3914525562913864
26,NutLim__t4,-3.0428075430328563,0.513284405346754,2.0,69.0,-2.679860659334862,70.0,-3.4057544267308506,,
27,UV_irr__wt0,0.0,0.04277688422232795,3.0,71.0,0.01082276774977764,72.0,0.03632604054787869,73.0,-0.04714880829765633
28,UV_irr__wt1,-0.24563452579887546,0.31806354431737877,3.0,74.0,0.08634321440949577,75.0,-0.2755811111959137,76.0,-0.5476656806102085
29,UV_irr__wt2,-0.40385237401240676,0.16460593496500542,3.0,77.0,-0.5932003162870938,78.0,-0.2948385495647976,79.0,-0.3235182561853289
30,UV_irr__mut0,0.27244956254230895,0.1222384036323478,3.0,80.0,0.4037331571040106,81.0,0.25170420912735736,82.0,0.16191132139555894
31,UV_irr__mut1,-0.04763541525366163,0.3544601160896011,3.0,83.0,0.28920081867272884,84.0,-0.01468822355131749,85.0,-0.4174188408823962
32,UV_irr__mut2,-0.3975963898832138,0.05540283381654984,3.0,86.0,-0.4239873308046729,87.0,-0.3339319916266188,88.0,-0.4348698472183497
33,YtrA__overexpr,0.2075082148623224,0.0400820931625201,3.0,89.0,0.17422955823204944,90.0,0.2520038252687975,91.0,0.19629126108612027
34,YtrA__wt,-1.1749860343949574e-15,0.1717229954371765,3.0,92.0,0.11657034248881183,93.0,0.08062956375856878,94.0,-0.19719990624738412
