,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,Control__wt_glc,0.0,0.6460731871831344,2.0,0.0,-0.4568427318,1.0,0.4568427318,,,,,,,,
1,Fur__wt_dpd,5.97094158015,0.11380631552558894,2.0,2.0,5.8904683627,3.0,6.0514147976,,,,,,,,
2,Fur__wt_fe,-1.0009577818,0.12202871644818211,2.0,4.0,-0.9146704489,5.0,-1.0872451147,,,,,,,,
3,Fur__delfur_dpd,5.1197434379499995,0.12883857413604105,2.0,6.0,5.2108460674,7.0,5.0286408085,,,,,,,,
4,Fur__delfur_fe2,3.8910759844,0.10027393512054877,2.0,8.0,3.8201716049,9.0,3.9619803639,,,,,,,,
5,Acid__wt_ph5,1.3845644216,0.3166553648718704,2.0,10.0,1.1606552658,11.0,1.6084735774,,,,,,,,
6,Acid__delgadx_ph5,-0.0034171150500000025,0.1465406022215239,2.0,12.0,-0.1070369686,13.0,0.1002027385,,,,,,,,
7,Acid__delgadw_ph5,-2.6623611529,0.21035554905922843,2.0,14.0,-2.5136173177,15.0,-2.8111049881,,,,,,,,
8,Acid__delgade_ph5,1.6668935494,0.2027924185076788,2.0,16.0,1.5234976551,17.0,1.8102894437,,,,,,,,
9,Oxidative__wt_pq,5.9677413089,0.05700860884456056,2.0,18.0,6.0080524828,19.0,5.927430135,,,,,,,,
10,Oxidative__deloxyr_pq,3.1302256331000002,0.12136220410161827,2.0,20.0,3.2160416706,21.0,3.0444095956,,,,,,,,
11,Oxidative__delsoxr_pq,5.6035119657,0.212560859687679,2.0,22.0,5.753815191,23.0,5.4532087404,,,,,,,,
12,Oxidative__delsoxs_pq,5.3486921161000005,0.42571920056382995,2.0,24.0,5.0476631825,25.0,5.6497210497,,,,,,,,
13,Nac/NtrC__wt_csn,-0.6748730556,0.28340413574273393,2.0,26.0,-0.47447606940000003,27.0,-0.8752700418,,,,,,,,
14,Nac/NtrC__wt_cytd,0.37208455405,0.16783635683828996,2.0,28.0,0.4907627801,29.0,0.253406328,,,,,,,,
15,Nac/NtrC__wt_gln,-2.69829760475,0.07793871875690664,2.0,30.0,-2.6431866082,31.0,-2.7534086013,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,1.7546636538500002,0.7060432902541908,2.0,32.0,1.2554156555,33.0,2.2539116522000002,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,1.4984172491,0.053864588366819496,2.0,34.0,1.5365052648000002,35.0,1.4603292334,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,2.6745596583499998,0.3136290931588354,2.0,36.0,2.8963289169,37.0,2.4527903998,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,2.36341154425,0.12386875713880709,2.0,38.0,2.2758231061,39.0,2.4509999824,,,,,,,,
20,Misc__wt_no_te,4.1384587487,0.10913672807734114,2.0,40.0,4.0612874282,41.0,4.2156300692,,,,,,,,
21,Misc__bw_delcbl,4.11110769305,0.5746514361920686,2.0,42.0,4.5174476204000005,43.0,3.7047677656999998,,,,,,,,
22,Misc__bw_delfabr,1.92886632535,0.04912334285878695,2.0,44.0,1.8941308765,45.0,1.9636017742,,,,,,,,
23,Misc__bw_delfadr,4.64639020185,0.36838720923152657,2.0,46.0,4.3859011081,47.0,4.9068792956,,,,,,,,
24,Misc__nitr_031,2.4065315149,,1.0,48.0,2.4065315149,,,,,,,,,,
25,Omics__wt_glu,-3.37170491685,0.15620041680927002,2.0,49.0,-3.2612545429,50.0,-3.4821552908,,,,,,,,
26,Omics__wt_gly,1.2699837773,0.42847045348879187,2.0,51.0,1.5729581405,52.0,0.9670094141000001,,,,,,,,
27,Omics__wt_thr,-3.94658497485,0.13387123708692972,2.0,53.0,-3.8519237153,54.0,-4.0412462344,,,,,,,,
28,Omics__bw_ac,-0.24506840560000004,0.03113096237468072,2.0,55.0,-0.22305549100000002,56.0,-0.2670813202,,,,,,,,
29,Omics__bw_fum,-1.0746638791,0.1569577186259792,2.0,57.0,-1.1856497463,58.0,-0.9636780119,,,,,,,,
30,Omics__bw_glc,-1.15071889655,0.1682200841722927,2.0,59.0,-1.0317693343,60.0,-1.2696684588,,,,,,,,
31,Omics__bw_pyr,-1.19955462365,0.182012875104992,2.0,61.0,-1.3282571619,62.0,-1.0708520854,,,,,,,,
32,OmpR__wt_nacl,1.8282817748,0.014796932059458754,2.0,63.0,1.8387447858,64.0,1.8178187638,,,,,,,,
33,OmpR__bw_delompr_nacl,-0.84694581475,0.5377353503977876,2.0,65.0,-0.46670950200000005,66.0,-1.2271821274999999,,,,,,,,
34,MinSpan__wt_ade,-4.4640949266,,1.0,67.0,-4.4640949266,,,,,,,,,,
35,MinSpan__wt_glc,-2.419585419775,0.51263170568172,4.0,68.0,-1.9428231552000002,69.0,-2.9420394795,70.0,-2.7755992756000003,71.0,-2.0178797688,,,,
36,MinSpan__wt_glc_anaero,-11.20436392735,0.0038957365751426313,2.0,72.0,-11.2016092256,73.0,-11.2071186291,,,,,,,,
