sample,BSU19200
LBexp_1,8.6975
LBexp_2,8.7751
LBexp_3,8.6173
LBtran_1,9.2136
LBtran_2,8.6199
LBtran_3,8.8048
LBstat_1,9.6239
LBstat_2,9.5236
LBstat_3,9.1947
LBGexp_1,8.3774
LBGexp_2,8.3517
LBGexp_3,8.4229
LBGtran_2,8.5149
LBGtran_3,8.76
LBGstat_1,8.0436
LBGstat_2,7.9197
LBGstat_3,8.9679
S0_1,8.7723
S0_2,8.6977
S0_3,8.8519
S1_1,9.4391
S1_2,9.2561
S1_3,9.4509
S2_1,9.25
S2_2,8.9264
S2_3,8.9447
S3_1,9.3396
S3_2,9.073
S4_1,9.8138
S4_2,9.1846
S4_3,8.9591
S5_1,9.2957
S5_2,9.4907
S5_3,9.5496
S6_1,9.1224
S6_2,8.0484
S6_3,8.8772
S6/t_1,9.5485
S6/t_2,7.9074
S6_4,9.3338
S6_5,9.5098
S6_6,9.341
S7_4,9.8511
S7_5,9.6631
S7_6,9.7923
S8_4,9.6673
S8_5,9.3753
G135_1,8.4922
G135_3,8.0547
G150_1,8.3235
G150_2,8.3988
G150_3,8.6006
G180_1,8.3834
G180_2,8.6263
G180_3,8.0061
C30_1,9.1701
C30_2,9.1594
C90_1,9.3574
C90_2,9.3551
BI_1,9.8902
BI_2,9.9166
BC_2,10.3695
BC/t_1,9.76
BC/t_2,10.5341
BC_1,9.5588
Sw_1,10.0236
Sw_2,10.2074
BT_1,8.6187
BT_2,8.3903
B36_1,9.766
B36_2,9.6888
B60_1,9.5355
B60_2,9.8022
M9exp_1,9.3127
M9exp_2,9.014
M9exp_3,8.7868
M9tran_1,8.9033
M9tran_2,9.0159
M9tran_3,9.0587
M9stat_1,8.6423
M9stat_2,8.5478
M9stat_3,8.2832
M+G_1,9.0593
M+G_2,8.8286
M+G_3,8.7416
Glu_1,9.3106
Glu_2,9.3109
Glu_3,9.4102
Fru_1,9.1725
Fru_2,9.532
Fru_3,8.9563
Mal_1,8.3639
Mal_2,8.9935
Mal_3,8.6755
G+S_2,8.834
G+S_3,9.2772
Pyr_1,9.0229
Pyr_2,9.2533
Pyr_3,9.269
Gly_1,8.683
Gly_2,8.9569
Gly_3,8.5047
Glucon_1,9.1336
Glucon_2,9.405
Glucon_3,9.0641
