,-0.030405727666666667,3.469446951953614e-18,0.030405727666666674,0.06081145533333334,0.09121718300000001,0.1216229106666667,0.15202863833333335,0.18243436600000004,0.2128400936666667,0.2432458213333334,0.27365154900000005,0.3040572766666667,0.33446300433333337,0.36486873200000003,0.39527445966666674,0.4256801873333334,0.45608591500000006,0.4864916426666667,0.5168973703333334,0.547303098
thresh,-0.045608591500000004,0.045608591500000004,3,,,,,,,,,,,,,,,,,
unreg,112,5320,104,3,1,2,2,0,2,1,0,1,1,0,0,0,0,0,0,0
Dnr,0,5,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0
NorR,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],[],['PA3913' 'PA3303a' 'PA1137'],['nosL'],['nosY' 'nosF'],['PA0526' 'nosD'],[],['nosR' 'nosZ'],['PA0525'],[],['norB'],['norC'],[],[],[],[],[],[],[]
Dnr_genes,[],['moaD' 'moaE' 'moaB1' 'moaC' 'moeA1'],[],['nirN' 'PA0510'],['PA0512' 'nirQ' 'nirJ'],['nirL' 'PA0522' 'PA0515' 'PA0513' 'nirF'],['nirC' 'PA0521'],['nirM' 'nirS'],[],[],[],[],[],[],[],[],[],[],[],[]
NorR_genes,[],['PA2665'],[],['ppyR' 'PA2662'],[],['fhp'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
