,b4696_2
rpoB__wt_lb__2,2.6381440813
rpoB__rpoBE546V_031__1,3.1248326138
rpoB__rpoBE546V_044__1,3.2586733044000002
rpoB__rpoBE546V_lb__1,3.2272571354
rpoB__rpoBE546V_lb__2,2.7184649429
rpoB__rpoBE546V_glc__1,2.4065536156
rpoB__rpoBE672K_glc__1,3.0965563238
rpoB__rpoBE672K_glc__2,3.1173220364
rpoB__rpoBE672K_lb__1,1.9134230239
rpoB__rpoBE672K_lb__2,2.1055156602
crp__wt_fru__1,3.1858407208
crp__wt_glyc__1,3.0901521107
crp__wt_glyc__2,3.201635336
crp__delar1_glyc__1,3.7042150174
crp__delar1_glyc__2,4.0494352742
crp__delar1ar2_glyc__1,3.6181504936
crp__delar1ar2_glyc__2,3.3805961638
crp__delar1ar2_glyc__3,3.6352170525
crp__delar2_glyc__1,3.8866852847
crp__delar2_glyc__2,3.8689968268
crp__delar2_glyc__3,4.0604067402
crp__delcrp_fru__1,3.8718198954
crp__delcrp_fru__2,3.9572698075
crp__delcrp_fru__3,3.8753847656
crp__delcrp_glc__1,3.9081864592
crp__delcrp_glc__2,3.905829829
crp__delcrp_glc__3,3.917382416
crp__delcrp_glyc__1,3.6975625977
crp__delcrp_glyc__2,4.1144458457
crp__delcrp_glyc__3,4.0202406991
glu__glu_ale3__1,2.7734673006
glu__glu_ale4__1,2.0935469207
glu__glu_ale5__1,1.9603376217
glu__glu_ale6__1,1.8539525844
glu__glu_ale8__1,2.4988659232
glu__glu_ale9__1,2.2173388343
glu__glu_ale10__1,2.3915751571
42c__wt_42c__1,2.4251887053
42c__42c_ale1__1,3.1397732879
42c__42c_ale2__1,2.9055769773
42c__42c_ale3__1,3.4173814994000002
42c__42c_ale4__1,3.0589642839
42c__42c_ale5__1,2.6132792186
42c__42c_ale6__1,2.6141564634
42c__42c_ale8__1,2.7637931264
42c__42c_ale9__1,2.0239117289
42c__42c_ale10__1,3.0846424
ssw__wt_ac__1,4.0091713445
ssw__wt_glc__1,2.5984455946000002
ssw__wt_glyc__1,4.0501406294
ssw__wt_xyl__1,3.8078150393
ssw__glc_ale1__1,3.2203344743
ssw__glc_ale2__1,4.221115167
ssw__glc_ale3__1,3.5129234152
ssw__glyc_ale1__1,3.1648136163
ssw__glyc_ale2__1,4.0147279568
ssw__xyl_ale1__1,4.1861276249
ssw__xyl_ale2__1,3.4177834327
ssw__xyl_ale3__1,3.8555379775
ssw__glc_ac_ac2__1,4.2104055952
ssw__glc_ac_glc1__1,3.6071968415
ssw__glc_ac_glc2__1,3.6882195488000002
ssw__glc_glyc_glc__1,3.3831972716
ssw__glc_glyc_glyc__1,3.2892226631
ssw__glc_xyl_glc__1,3.1854909708
ssw__glc_xyl_xyl__1,3.0367330214
pgi__glu4_delpgi__1,4.3863377942
pgi__pgi_ale1__1,3.4151470703
pgi__pgi_ale2__1,3.9742658991
pgi__pgi_ale3__1,3.2461671599
pgi__pgi_ale5__1,2.910285839
pgi__pgi_ale6__1,3.660654566
pgi__pgi_ale7__1,3.942850899
pgi__pgi_ale8__1,3.2417373654
ica__wt_glc__1,2.7175375862999998
ica__wt_glc__2,2.8507953991
ica__wt_glc__3,2.8999444535
ica__wt_glc__4,3.0022220194
ica__arg_sbt__1,3.2035364434
ica__arg_sbt__2,2.9361732262
ica__cytd_rib__1,3.128803239
ica__cytd_rib__2,3.4386986418
ica__gth__1,4.3816850823
ica__gth__2,4.9009289115
ica__leu_glcr__1,2.6569069039
ica__leu_glcr__2,3.0666473624
ica__met_glc__1,2.0646318947
ica__met_glc__2,2.9760750019
ica__no3_anaero__1,3.3519292593
ica__no3_anaero__2,3.9280975862
ica__phe_acgam__1,2.7136080756
ica__phe_acgam__2,2.8483320434
ica__thm_gal__1,3.8241526307
ica__thm_gal__2,4.0625495639
ica__tyr_glcn__1,2.5662227242
ica__tyr_glcn__2,2.7734609072
ica__ura_pyr__1,2.2874827598
ica__ura_pyr__2,2.937712957
ica__wt_glc__5,2.8472505444
ica__wt_glc__6,2.8805614828
ica__bw_delpurR_cytd__1,2.8949096478
ica__bw_delpurR_cytd__2,2.5891535568
ica__ade_glc__1,3.0066655317
ica__ade_glc__2,3.2050883199999998
ytf__wt_glc__1,3.2427950407
ytf__wt_glc__2,3.3263475027
ytf__delyafC__1,3.4053355052
ytf__delyafC__2,3.8816293695
ytf__delyeiE__1,3.5958238802
ytf__delyeiE__2,3.0553125712
ytf__delyiaJ__1,3.7584429499
ytf__delyiaJ__2,3.6732694516
ytf__delyieP__1,3.3932284294
ytf__delyieP__2,3.5583937256000002
ytf__wt_ph5__1,2.8387526189
ytf__wt_ph5__2,3.1107394403
ytf__wt_ph8__1,2.3947507956000003
ytf__wt_ph8__2,3.5723684232
ytf__delybaO__1,3.3464644178
ytf__delybaO__2,3.4278966078
ytf__delybaQ__1,2.9548088904
ytf__delybaQ__2,3.2590000364
ytf__delybiH__1,2.9693736175
ytf__delybiH__2,3.7616069419000002
ytf__delydcI_ph5__1,3.1233085651
ytf__delydcI_ph5__2,3.2974644108
ytf__delydcI_ph8__1,2.9543155769
ytf__delydcI_ph8__2,2.8280917191
ytf__delyddM__1,3.1362660406
ytf__delyddM__2,3.1798261233
ytf__delyheO__1,3.1483724953
ytf__delyheO__2,3.1465674138
fps__bw_glc__1,2.6545944401
fps__bw_glc__2,2.4320695858
fps__fps_thrA_ale1__1,3.360639057
fps__fps_thrA_ale1__2,3.1817601915
fps__fps_thrA_ale2__1,3.2482678910000002
fps__fps_thrA_ale2__2,3.460126962
fps__fps_serB_ale1__1,3.2432879387
fps__fps_serB_ale1__2,3.267364954
fps__fps_serB_ale4__1,4.0364512555
fps__fps_serB_ale4__2,4.1375342162
fps__fps_ptsI_ale1__1,3.098531072
fps__fps_ptsI_ale1__2,3.1914952414
fps__fps_ptsI_ale3__1,3.2088688163
fps__fps_ptsI_ale3__2,3.0292465325
pal__lyx_ale2_f6__1,4.0478344743
pal__lyx_ale2__1,3.0683812564
pal__lyx_ale2__2,3.2730668881
pal__lyx_ale4__1,3.0683812564
pal__lyx_ale4__2,3.2730668881
pal__5drib_ale10_f18__1,4.6953508281000005
pal__5drib_ale10_f18__2,4.9892698539
pal__5drib_ale10__1,4.3301562317
pal__arab_ale14_f9__1,3.9512884663000003
pal__arab_ale14_f9__2,4.1992624724
pal__arab_ale14__1,2.7073453562000003
pal__arab_ale14__2,2.833630556
pal__arab_ale16__1,3.5927215724
pal__arab_ale16__2,3.9975169321
pal__tartr_ale26_f10__1,4.2587243796
pal__tartr_ale26_f10__2,4.5068743947000005
pal__tartr_ale26__1,4.1168074578
pal__tartr_ale26__2,3.6174604701
pal__tartr_ale28_f10__1,4.2474060722
pal__tartr_ale28_f10__2,4.4795257316
pal__tartr_ale28__1,3.316090998
pal__tartr_ale28__2,3.6126996546
efeU__delmenFentC_citr__1,3.3892628792
efeU__delmenFentC_citr__2,3.0269780898
efeU__delmenFentC__1,3.7484092802
efeU__delmenFentC__2,3.7153989212000003
efeU__menFentC_ale39__1,3.1224991109
efeU__menFentC_ale39__2,3.5163485439
efeU__menFentC_ale29__1,2.6170059403
efeU__menFentC_ale29__2,3.5151602242999997
efeU__menFentC_ale30__1,3.212985743
efeU__menFentC_ale30__2,3.0129303254
efeU__menFentCubiC_ale36__1,2.5972787712
efeU__menFentCubiC_ale36__2,3.7317396613
efeU__menFentCubiC_ale37__1,3.4603359944
efeU__menFentCubiC_ale37__2,3.6966649751
efeU__menFentCubiC_ale38__1,3.4832819146
efeU__menFentCubiC_ale38__2,3.8189847863
