,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.01338379457179492,,1.0,0.0,-0.01338379457179492
1,Cr__2,-0.020173668025805367,,1.0,1.0,-0.020173668025805367
2,Cr__3,-0.010715514777357823,,1.0,2.0,-0.010715514777357823
3,Cr__4,-0.0047706594339016,,1.0,3.0,-0.0047706594339016
4,Cr__5,-0.006139417051455732,,1.0,4.0,-0.006139417051455732
5,Cr__6,-0.004527968064004505,,1.0,5.0,-0.004527968064004505
6,Fe__1,-0.042048667999631834,,1.0,6.0,-0.042048667999631834
7,Fe__2,-0.06727468052428975,,1.0,7.0,-0.06727468052428975
8,Fe__3,-0.07771148906309107,,1.0,8.0,-0.07771148906309107
9,Fe__4,-0.08091772208281289,,1.0,9.0,-0.08091772208281289
10,Fe__5,-0.06945340611000415,,1.0,10.0,-0.06945340611000415
11,Fe__6,-0.06410210670251416,,1.0,11.0,-0.06410210670251416
12,Cd__1,0.0011665637348627748,,1.0,12.0,0.0011665637348627748
13,Cd__2,0.013157800889087886,,1.0,13.0,0.013157800889087886
14,Cd__3,0.0219712101865865,,1.0,14.0,0.0219712101865865
15,Cd__4,0.036280190927283976,,1.0,15.0,0.036280190927283976
16,Cd__5,0.04057326233038416,,1.0,16.0,0.04057326233038416
17,Cd__6,0.056405069494022526,,1.0,17.0,0.056405069494022526
18,Zn__1,0.012016436443144221,,1.0,18.0,0.012016436443144221
19,Zn__2,0.0026759173500675,,1.0,19.0,0.0026759173500675
20,Zn__3,-0.00616201639143125,,1.0,20.0,-0.00616201639143125
21,Zn__4,-0.013971592451915548,,1.0,21.0,-0.013971592451915548
22,Zn__5,-0.028134928013856992,,1.0,22.0,-0.028134928013856992
23,Zn__6,-0.06326678490410675,,1.0,23.0,-0.06326678490410675
24,Cu__1,0.006317644770489875,,1.0,24.0,0.006317644770489875
25,Cu__2,0.0118969059164531,,1.0,25.0,0.0118969059164531
26,Cu__3,0.01595369928708061,,1.0,26.0,0.01595369928708061
27,Cu__4,0.024480896087968104,,1.0,27.0,0.024480896087968104
28,Cu__5,0.03403129046326195,,1.0,28.0,0.03403129046326195
29,Cu__6,0.042531411475097945,,1.0,29.0,0.042531411475097945
30,Pb__1,-0.0023797111912488467,,1.0,30.0,-0.0023797111912488467
31,Pb__2,-0.017349292243066496,,1.0,31.0,-0.017349292243066496
32,Pb__3,-0.02170890346259646,,1.0,32.0,-0.02170890346259646
33,Pb__4,-0.031192706818158306,,1.0,33.0,-0.031192706818158306
34,Pb__5,-0.03265840869167312,,1.0,34.0,-0.03265840869167312
35,Pb__6,-0.03476587833052679,,1.0,35.0,-0.03476587833052679
