,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,12.231033333333334,0.3176038465342213,3.0,0.0,12.0356,1.0,12.5975,2.0,12.06,,,,,,,,,,
1,LB__LBtran,13.153633333333334,0.30826427514931676,3.0,3.0,13.348,4.0,12.7982,5.0,13.3147,,,,,,,,,,
2,LB__LBstat,11.0162,0.8815841933700943,3.0,6.0,11.9969,7.0,10.7622,8.0,10.2895,,,,,,,,,,
3,LB__LBGexp,11.560866666666668,0.41220218744365383,3.0,9.0,11.2732,10.0,12.0331,11.0,11.3763,,,,,,,,,,
4,LB__LBGtran,12.7378,0.4552353457278985,2.0,12.0,12.4159,13.0,13.0597,,,,,,,,,,,,
5,LB__LBGstat,9.792433333333333,1.6660331009116638,3.0,14.0,8.7747,15.0,8.8875,16.0,11.7151,,,,,,,,,,
6,Life Cycle__S0,11.211166666666665,0.1107620121401437,3.0,17.0,11.1605,18.0,11.3382,19.0,11.1348,,,,,,,,,,
7,Life Cycle__S1,13.312333333333333,0.210548862104105,3.0,20.0,13.4395,21.0,13.0693,22.0,13.4282,,,,,,,,,,
8,Life Cycle__S2,12.1729,0.10016306704569367,3.0,23.0,12.280100000000001,24.0,12.0817,25.0,12.1569,,,,,,,,,,
9,Life Cycle__S3,12.9941,0.31466251762801384,2.0,26.0,12.7716,27.0,13.2166,,,,,,,,,,,,
10,Life Cycle__S4,13.634766666666666,0.384031721780029,3.0,28.0,14.0782,29.0,13.4154,30.0,13.4107,,,,,,,,,,
11,Life Cycle__S5,12.8559,0.474933932247423,3.0,31.0,12.3207,32.0,13.2271,33.0,13.0199,,,,,,,,,,
12,Life Cycle__S6,10.5328,1.2897755574406848,8.0,34.0,11.8851,35.0,9.2464,36.0,12.2683,37.0,11.101,38.0,8.3698,39.0,10.2068,40.0,10.461500000000001,41.0,10.7235
13,Life Cycle__S7,10.79,0.2970064140721547,3.0,42.0,11.1004,43.0,10.5085,44.0,10.7611,,,,,,,,,,
14,Life Cycle__S8,9.9162,0.36373572824236017,2.0,45.0,10.1734,46.0,9.659,,,,,,,,,,,,
15,Life Cycle__G135,8.390049999999999,0.3657863379078014,2.0,47.0,8.6487,48.0,8.1314,,,,,,,,,,,,
16,Life Cycle__G150,9.462866666666667,0.4372107767808723,3.0,49.0,9.3938,50.0,9.9305,51.0,9.0643,,,,,,,,,,
17,Life Cycle__G180,9.088866666666666,0.16435039803217144,3.0,52.0,9.261,53.0,8.9336,54.0,9.072,,,,,,,,,,
18,Stress Time Course__C30,9.49935,0.12155165568596811,2.0,55.0,9.5853,56.0,9.4134,,,,,,,,,,,,
19,Stress Time Course__C90,12.2227,0.02743574311003816,2.0,57.0,12.2421,58.0,12.2033,,,,,,,,,,,,
20,Biofilm__BI,10.3844,0.29132799384885816,2.0,59.0,10.1784,60.0,10.5904,,,,,,,,,,,,
21,Biofilm__BC,9.675375,0.7585840686217099,4.0,61.0,10.4002,62.0,8.7608,63.0,10.1865,64.0,9.354,,,,,,,,
22,Biofilm__Sw,7.3031500000000005,0.38770664812458416,2.0,65.0,7.029,66.0,7.5773,,,,,,,,,,,,
23,Life Cycle__BT,10.4255,0.23136533880423799,2.0,67.0,10.5891,68.0,10.2619,,,,,,,,,,,,
24,Life Cycle__B36,9.097249999999999,0.24303260069381646,2.0,69.0,8.9254,70.0,9.2691,,,,,,,,,,,,
25,Life Cycle__B60,10.2622,1.0202136638959496,2.0,71.0,9.5408,72.0,10.9836,,,,,,,,,,,,
