,Value,list
TF,SigW,
reg_genes,79,"['yceF' 'yjbC' 'yabR' 'bcrC' 'ydjO' 'yrhH' 'cypB' 'efeB' 'spcQ' 'ybfQ'
 'fabF' 'fabHA' 'yabM' 'yqjL' 'efeU' 'hslR' 'spcP' 'yceG' 'ywnJ' 'bscR'
 'yaaO' 'divIC' 'relQ' 'spxA' 'ywbO' 'efeM' 'ybfP' 'yfhK' 'yceH' 'yabN'
 'yceE']"
comp_genes,55,['yhdX' 'yjzH' 'yzzP' 'tetL' 'yqcE' 'yfmN' 'yocM']
both_genes,48,"['spo0M' 'yvlA' 'yxzE' 'yvlC' 'spdL' 'yoaF' 'ysdB' 'yjoB' 'pspA' 'ydjP'
 'yceC' 'skiX' 'yvlB' 'ydbS' 'fosB' 'yvlD' 'xpaC' 'yceD' 'nfeDA' 'ydjG'
 'skiZ' 'yuaI' 'sppA' 'ybfO' 'skiY' 'ephM' 'yteJ' 'skiW' 'ythP' 'nfeDB'
 'sigW' 'ythQ' 'yaaN' 'rsiW' 'yqfB' 'yozO' 'floA' 'racX' 'ydjI' 'ydbT'
 'yobJ' 'ydjH' 'yoaG' 'floT' 'yeaA' 'pbpE' 'yxjI' 'ywrE']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
