,A,Fis,ArcA,NarP,RpoS,IscR,AppY,NarL,YdeO
pal__tartr_ale28_f10__1,4.257379274560285,-0.8562402750000011,1.4321042960000003,0.03008395700000044,1.2650587219999991,0.6612396174999997,-1.024470634000001,-0.7938215304999998,-0.7987444334999999
pal__tartr_ale28_f10__2,3.0833131368075843,-0.7917852110000005,1.232142026,-0.08860045799999927,0.9722561120000002,0.5617014364999999,-1.6367166720000008,-0.9818579145,-1.5735934445
pal__tartr_ale28__1,-0.819262811090361,-0.24550037500000066,0.43821218400000106,0.3092268710000008,0.06391488899999942,0.40677854349999976,-1.737443963000001,-0.7693066324999993,-0.6424682955000001
pal__tartr_ale28__2,0.2966697819796191,-0.1720577480000003,0.5097042599999995,0.6151905030000009,0.3663876120000005,-0.18000001849999947,-0.7120489630000009,-0.8011193074999996,-0.8661489265000001
efeU__delmenFentC_citr__1,1.7213071472213015,-0.0828142990000007,0.5647371930000009,0.4777611750000004,0.4324642720000007,-1.6858595055000007,2.0310258449999994,-0.0938442644999995,0.7522806504999999
efeU__delmenFentC_citr__2,3.106112413196412,-0.7087839660000004,0.5130675520000008,0.4245135440000008,0.3897561520000004,-1.3316283235000004,2.096385945999999,-0.2117927454999995,0.3067053474999999
efeU__delmenFentC__1,0.0720860674018342,-0.6539198410000004,0.991366136,-0.8421169369999992,1.177584972,1.6240746534999992,2.601141624,0.19650876050000046,-0.15614969150000002
efeU__delmenFentC__2,0.0039246823620642,-0.6727862890000011,1.0004466859999999,-0.7616887879999991,1.1153529019999997,1.6047308234999988,2.35028566,0.1538504965000005,0.2639378734999997
efeU__menFentC_ale39__1,-0.1293774469364738,-1.1338076280000011,0.7605526959999995,0.478532609000001,-0.06847482300000074,-2.3350958775000006,2.1406265709999985,0.1517904105000003,-0.4608098735000001
efeU__menFentC_ale39__2,0.1396345825664364,-1.0326346870000016,0.8838205660000007,0.425568139000001,-0.11409336400000035,-2.2277624755000005,2.155516249,0.3921516294999998,-0.36164019350000004
efeU__menFentC_ale29__1,2.326948835457608,-1.886550784000001,0.7593666260000003,-0.034024625999999,0.6533644019999993,-2.3929083145,-0.6000201410000008,-0.4200080484999997,-1.0083216065
efeU__menFentC_ale29__2,2.1925071799654265,-1.804710842000001,0.7573062359999998,-0.04735454999999966,0.7308609120000007,-2.4390992765000004,-1.6574385420000008,-0.5188053044999998,-0.5070528115000001
efeU__menFentC_ale30__1,-0.2702517187518037,0.03323916499999946,-0.2916557810000011,0.22483529200000074,-0.6166222720000007,-0.6538331624999998,0.3901802629999995,-0.7710836915000003,0.23309662550000002
efeU__menFentC_ale30__2,-0.2503089805393523,-0.12992281000000186,-0.3666411319999998,0.12407192800000112,-0.36928399700000014,-1.0112528375000007,0.001145862999999636,-0.6546561955000003,0.1002762865000002
efeU__menFentCubiC_ale36__1,-0.7325851716587561,-0.5210973000000011,0.5628257560000005,-0.8192473449999991,0.20465600400000028,0.6688402885000002,1.64267818,0.10485902650000156,-0.30519960849999994
efeU__menFentCubiC_ale36__2,-0.1283490407722729,-0.5147561280000019,0.5128759540000001,-0.16781132099999851,0.24587958699999926,0.6635792064999997,1.7093733059999991,-0.2659715915000005,0.8523083324999998
efeU__menFentCubiC_ale37__1,-0.2871236505307395,-0.43319910800000017,0.8163334459999998,-0.0273339969999995,0.5874251219999991,0.6475744854999999,2.3708621999999995,-0.3369691674999995,0.2438231635000001
efeU__menFentCubiC_ale37__2,0.2738822390948766,-0.43814929600000063,0.8380346260000007,-0.04381066000000011,0.4022910319999991,0.7765190395000001,2.793533215,-0.21318631050000025,0.2971767334999997
efeU__menFentCubiC_ale38__1,1.1978836651404308,0.6251196729999986,-0.07417242300000026,0.4426796099999999,0.3376043820000003,0.3789026544999992,1.2250944309999987,-0.1927905494999997,0.9021703015000001
efeU__menFentCubiC_ale38__2,0.5330583356569276,0.4619099559999995,-0.0990833569999996,0.30594154100000104,0.32172978200000024,0.9285164834999992,0.9131344619999996,-0.1314762604999995,0.6971671405
misc2__salc_glc__1,0.5401848957438358,-0.5905981150000006,0.5844178910000011,0.12760704200000106,0.8863017319999997,0.13052590549999898,1.3458978229999996,0.04884142349999987,-0.7573440875000002
misc2__salc_glc__2,0.6034650176301326,-0.5513312360000011,0.8081587460000001,0.5350762180000022,1.151312292,0.0022771334999998056,-0.6657949210000007,-0.05881932949999946,-1.4587841885
misc2__dbcn_glc__1,-1.205206777584219,0.7331280029999991,0.15480885800000088,-0.7729532709999996,-0.8705704379999997,-1.8673345135000008,-4.0523244960000016,-1.3161856565,-1.4329778494999998
misc2__dbcn_glc__2,-1.9433418632230448,0.7975963229999987,0.5578135900000003,-0.3006129969999991,-0.053842641000001024,0.003080222499999508,-3.4516965490000007,-0.9762902215000002,-1.5532124205000002
misc2__tyr_glc__1,-2.428225144466749,0.032765533000000964,0.31652371500000065,-0.3126985969999989,0.030154188999999217,1.4586873634999993,0.15140297099999867,-0.29137660349999983,-1.0024961615
misc2__tyr_glc__2,-2.2391570686123825,0.04775615899999863,0.3480515739999994,-0.3081330559999991,0.18931526099999907,1.4061359634999988,0.3679192569999987,-0.2493271774999997,-0.3836026015
misc2__arg_cytd__1,-0.4222923552819217,1.1018715229999998,0.16937141400000044,0.5832194810000004,-0.971555575,-2.6443363755,0.20629049799999954,-0.7299638994999995,-0.3316704265000001
misc2__arg_cytd__2,-0.7828194826635047,0.9913410529999992,0.010136641000000779,0.6238117830000007,-0.9203768009999996,-1.8962012755,0.1454588069999989,-0.7226907684999997,-0.5744065275000001
misc2__delyheO_pyr__1,2.2508078279059944,0.032948736999999895,0.3383925960000003,0.6783951709999999,0.7467160320000001,-2.2094219975000007,0.3892333629999989,-0.16499258649999948,1.3901554685000002
misc2__delyheO_pyr__2,1.346320418748296,0.043106159999998894,0.2719717680000002,0.4340308960000003,0.6404214120000002,0.3632431635,0.05886434999999945,-0.3955289274999991,1.1614079734999998
misc2__dellon_glc__1,2.1301452513298376,-2.3724268100000003,-0.3140844999999999,-0.8361074799999989,1.8514310720000005,1.7691637334999992,-1.2150364630000006,-0.4105492865000002,-0.9827265015000001
misc2__dellon_glc__2,1.9408970961016916,-3.1956505830000013,-0.8715660150000009,-1.0087149139999996,1.957580102,2.1717415035,0.9562190679999992,-0.7020863384999999,-1.2417214815000002
nquinone__delubiC__1,-0.7059669640601096,0.012225096999998186,-0.2148950660000004,0.23552904800000096,-0.18854235400000088,0.7468605625000002,0.751503282999999,-0.4614789295000001,0.2757120825000001
nquinone__delubiC__2,-1.6448081179255616,-0.1273950070000005,-0.0332633910000002,-0.17741753899999946,0.030013312999999545,1.5820193335,1.3873043619999992,-0.25647179449999946,-0.2354759435
nquinone__ubiC_ale1__1,-0.073924995439232,-0.1146149800000007,0.4289268980000003,0.15253392500000018,0.4131705320000005,0.07428452949999986,1.5392686359999992,-0.05616607949999963,0.6036332024999997
nquinone__ubiC_ale1__2,0.0281936255134307,0.12613169799999824,0.4503520650000006,0.006231698000000564,0.4437214019999995,-0.0018672975000004755,2.0995121569999995,-0.09777098249999927,0.9434658015
nquinone__ubiC_ale2__1,0.273856405268134,-0.2448535200000013,0.6083629190000011,0.3265204440000007,0.9644070320000004,0.2482784084999992,2.4269828359999983,0.043204039499999965,1.5232037225
nquinone__ubiC_ale2__2,0.188640720036309,-0.19319528200000136,0.5533521980000007,0.27471236600000104,0.8252573020000007,0.07743592149999934,1.7475915089999994,-0.025497963499999443,1.2298780615
nquinone__ubiC_ale3__1,-1.3266860882683515,-0.3616967190000011,-0.16367548899999915,-0.6270649099999996,-0.490303827,0.8579899434999998,0.16623429599999895,-0.8959829054999995,-0.5133496885000001
nquinone__ubiC_ale3__2,-1.0407956039737003,-0.4735645540000011,-0.11664080599999947,-0.4462367139999994,-0.4632218869999996,0.5496929225000002,-0.40628436200000095,-0.9659653554999998,-1.0260214834999999
nquinone__ubiC_ale4__1,-0.058273776295162,-0.02245709400000173,0.5165691680000002,-0.0710544500000001,0.6307305620000001,0.07278806749999944,2.236900005,0.006563358499999339,1.3816424504999998
nquinone__ubiC_ale4__2,0.8232918622289289,-0.2517588030000013,0.5599829019999998,0.18462026300000112,0.6971855320000007,0.1799902995,2.2681117419999994,0.20412599849999946,1.3008569985000005
nquinone__delpdhR__1,-0.2748424128352444,0.2263779199999991,0.13690307999999973,0.11992619200000032,-0.7608141740000001,-1.049338863500001,0.9466714579999992,-1.1638198045,0.08048123650000027
nquinone__delpdhR__2,-1.070064532847432,0.34277249199999993,0.13527434200000066,0.2742071430000008,-0.7927318759999995,-1.1171829305000005,0.8845986319999994,-1.2477763024999993,-0.2090349545000001
quinone__glu_ale4__1,-1.4366739628092071,0.31662175199999965,0.3255562130000005,0.8893408060000008,-0.37281189800000014,-0.5306154485000008,-0.3694544970000005,-0.6137973695000003,-1.0246241704999999
quinone__glu_ale4__2,1.2824639227682555,-0.2794920230000013,0.554928426,0.8266886620000005,-0.3709926190000008,-2.9660955104999984,1.2754307559999989,0.08294221950000047,-0.4271483185
quinone__delmenF__1,0.4868049952790521,0.6238538529999982,0.6222112749999997,0.20891038999999975,0.0468542499999991,-0.11050022949999948,1.4229090679999992,-0.0494158054999998,-0.6340829955
quinone__delmenF__2,1.5792168216735505,0.4075892719999992,0.3857585669999999,0.5741876890000013,0.3632182420000003,-0.3857721514999993,1.5808752989999997,-0.06627740650000025,0.1314519165000001
quinone__menF_ale5__1,0.7798499880316623,-1.7928494180000012,0.21714596200000005,0.2871823260000008,0.4144457020000001,-1.7032896744999997,2.674348916999998,0.03095992349999932,-0.3455610935
quinone__menF_ale5__2,1.721399689593098,-1.7853024400000006,0.31143739000000004,0.24585789200000094,0.6358449919999991,-1.7812939975000006,2.150169779,-0.001696112499999458,-0.33866977450000024
quinone__menF_ale6__1,0.7834985876524785,-1.2818451570000011,0.5224541430000009,0.20055772999999988,0.41663132200000064,-2.854894073500001,3.1576212389999987,-0.04363322650000079,-0.24259038349999984
quinone__menF_ale6__2,0.6026193188075296,-1.2135049999999996,0.4843214759999999,-0.025866762999999796,0.3498554820000006,-3.0036455075,3.1847226859999984,0.05963873849999945,-0.5865145425
quinone__menF_ale7__1,2.7058274293837568,-1.1442002320000009,0.7122535630000009,-0.05150021899999935,0.2786310329999999,-3.0411495485000004,3.3717369739999987,0.2125941684999999,-0.4589903645
quinone__menF_ale7__2,2.93075085695676,-1.0622830340000018,0.6510489049999997,0.08927650800000109,0.3520761920000002,-3.0604346865,3.2516134749999988,0.20252375549999968,-0.7177772754999999
quinone__menF_ale8__1,1.1323969857975476,-1.3261454080000004,1.1158997159999997,0.5518389360000002,0.08137363099999995,-2.2722366005000003,2.7850019239999995,0.3216119255000001,-0.5981286355
quinone__menF_ale8__2,0.1765446415331933,-1.6340184730000011,0.5338657950000005,0.055342873000000736,0.289872226,-0.28451834550000044,2.4055914339999993,0.30951476250000104,-0.4736203845000002
quinone__delmenFubiC__1,-0.2203822559563687,-0.06451722800000148,0.4180014029999999,-0.3050124350000001,0.4343023420000005,1.6015125435000002,0.7448061589999995,0.0021142935000000307,-0.3529888335
quinone__delmenFubiC__2,-0.367242964868207,0.061991156999999575,0.41796379,-0.19828801599999848,0.4454577420000021,1.5763493635000003,1.1197598759999992,0.13728447050000006,-0.28554616349999984
quinone__menFubiC_ale1__1,2.2147896805560245,-0.7282662460000005,0.9901619559999996,-0.5312392869999991,-0.5929867130000002,-2.7534717825,2.2064669609999985,0.7491145084999999,-1.0869662935000002
quinone__menFubiC_ale1__2,2.3528987991348567,-0.7259140320000004,0.9831297560000004,-0.15816439199999888,-0.6825730510000003,-2.8399379935000004,2.3677176539999993,0.6345051144999987,-0.4502400965
quinone__menFubiC_ale2__1,3.2234444657152834,-0.6250713710000007,0.8927740160000006,-0.1032512179999996,-0.4829198459999997,-2.9594259205,2.635736938999999,0.9392737994999996,-1.0125883555
quinone__menFubiC_ale2__2,3.376762690308504,-0.6242659800000006,0.9872195559999994,-0.3793749059999989,-0.6668817029999996,-3.0604128175000005,2.7034982250000006,1.0102653854999994,-1.1529603475
quinone__menFubiC_ale3__1,-0.3436093866812411,0.14885626699999932,0.07436142200000084,-0.08995262399999948,0.230084175,0.01014195049999955,-0.3291468370000006,-0.1866845735,0.06988037750000009
quinone__menFubiC_ale3__2,0.2299887674391109,0.07710783299999946,0.0958823009999996,0.050648007000000383,0.23440550299999965,-0.11712814950000094,-0.003751455000000625,-0.2045876594999996,0.0497986625000002
quinone__menFubiC_ale4__1,-0.6369979937618432,-1.046684625000001,0.8589243359999994,0.3292699070000005,1.0102096120000006,-1.8988839825,1.008550735,0.22164052750000085,-0.5374852915000001
quinone__menFubiC_ale4__2,0.0357334570217832,-1.0611232790000023,0.8446312159999998,0.5475261270000003,0.964788561999999,-1.4297531765000002,1.091850470999999,0.12060501250000046,0.014200163499999975
oxyR__wt_glc__1,-0.8539103829631073,1.0080422329999994,-0.14620173800000025,1.4324948080000022,0.3785155019999991,-1.9127909215,-0.6513895540000005,-1.1792619845,-0.4346660895000001
oxyR__wt_glc__2,-0.6560316703213009,0.8698581529999991,-0.07992881999999922,1.6160196720000002,0.4468185120000001,-0.5439378635000001,-0.6049776220000007,-1.2122088054999995,-0.36445749250000015
oxyR__wt_h2o2__1,0.1867459618250158,0.9135048929999988,-0.05830860899999912,1.3642168580000007,0.5232890319999992,-1.6142935365,-0.13468255700000056,-1.2092205445,-0.43946929850000016
oxyR__wt_h2o2__2,1.3276954382555848,0.616684832999999,0.5117792669999996,1.4891548059999993,1.140273702,0.03767915649999942,0.5183506609999986,-0.7819696074999998,0.009592645500000165
oxyR__glu_ale4__1,2.7093143267854165,0.4743439519999999,0.487343675,2.0720936410000004,1.471336792000001,-1.4159860405000002,0.3777049889999997,-0.4191883424999992,-0.2950458235
oxyR__glu_ale4__2,4.615585264341935,0.7330823529999986,0.5504527800000005,1.860993628000001,0.9894781819999992,-2.6275960185000007,0.5342530409999986,-0.44187062549999995,-0.4617545625000001
oxyR__glu_ale4_h2o2__1,4.760798066239467,0.5247851929999996,0.4265243719999994,1.7702508450000003,1.105704231999999,-1.2609990575000003,1.3279673579999995,-0.3740276255000001,-0.4712964485
oxyR__glu_ale4_h2o2__2,7.661868866555383,0.2183634689999998,0.4192397589999999,1.565965524000001,1.3085406620000004,-0.8056650704999999,0.8835818479999995,-0.3782253115000005,-0.054808128499999935
oxyR__oxyR_ale17__1,8.712110125100596,-0.21022535000000173,-0.4725852669999995,1.7252229560000003,0.8646676620000004,-0.6652461205000009,1.2440060549999998,-0.7739573244999995,-0.07797417350000012
oxyR__oxyR_ale17__2,9.535671102064864,-0.3285318830000001,-0.31939124600000035,1.6697874210000003,1.0449935319999994,-0.6729223785000009,0.4170308689999995,-0.8888965104999995,-0.5534407845000002
oxyR__oxyR_ale17_h2o2__1,6.719295180596958,0.13694469899999895,-0.4078490469999991,1.7720609330000006,0.8066634019999999,-1.3860416295000002,0.8643531079999995,-0.9141537815000004,-0.045875589500000036
oxyR__oxyR_ale17_h2o2__2,5.404256338656187,0.21885896399999893,-0.3608836310000001,1.9243698260000004,0.7939193719999995,-0.7035122774999998,0.2561703979999992,-1.1604518145,0.5984660614999999
oxyR__oxyR_ale18__1,-0.7932545480972147,1.0373219729999992,-0.4237501869999996,1.4516377659999993,-0.1898837439999994,-2.5028318115,-1.0825090680000011,-1.5072900634999984,-0.8713629555000002
oxyR__oxyR_ale18__2,-1.8543697754947148,1.0461106229999988,-0.5801326749999998,1.6588742240000007,-0.012120127999999395,-1.3567522525000006,-0.6509624500000006,-1.4919827405,-0.7578030495000001
oxyR__oxyR_ale18_h2o2__1,7.690583840378134,0.11635266799999933,-0.4320935919999993,1.8524945210000008,0.3807744920000005,-1.0045018315000007,0.9936241589999996,-0.9541385955,-0.4866068005000002
oxyR__oxyR_ale18_h2o2__2,7.566739539518683,-0.02620139700000124,-0.3286914099999993,1.910195852,0.4257068620000002,-1.3479154795,0.9930244439999996,-1.0521794555,-0.6099582145000002
oxyR__oxyR_ale19__1,-0.9717373027880088,1.1898620429999998,-0.7517432799999995,1.5192357590000007,-0.284247916,-2.303061972500002,-0.8125614660000009,-1.6118221615,-1.5141809945
oxyR__oxyR_ale19__2,0.1130301018882113,1.0465704729999992,-0.826522765,1.742186493000001,-0.020286427000000273,-2.8177991485000007,-0.21220440700000065,-1.4187666805,-0.7098554175
oxyR__oxyR_ale19_h2o2__1,-1.792665172016527,1.0364567329999996,-1.194452201999999,1.1906854420000004,-0.3533771090000002,-1.8753152065000007,-0.7052760310000004,-1.5853093895,-0.8103187534999999
oxyR__oxyR_ale19_h2o2__2,-1.6002653413069634,0.9756588629999996,-0.9790123919999996,1.3427433020000006,-0.35396490599999986,-1.5693745045000007,-1.036716725000001,-1.4801573155000003,-0.9767765555
oxyR__oxyR_ale20__1,15.209953439163174,-0.05891534800000109,-0.6693386969999988,1.6109626600000002,0.2926861649999992,-1.6350812625000015,2.1802217709999985,-1.0670861065000006,-0.6478778655000001
oxyR__oxyR_ale20__2,16.094007674761556,-0.029860925000001263,-0.6717542049999992,1.66776812,0.28449155899999923,-1.6938474135000012,2.174492645,-0.9915333705,-0.4711496435
oxyR__oxyR_ale20_h2o2__1,10.221337526871183,0.1506384429999983,-0.8095416889999996,1.850029827,0.4613981220000003,-0.699839668500001,0.5148613829999995,-0.9357440224999998,-0.2081749005
oxyR__oxyR_ale20_h2o2__2,10.730242048327028,0.07156199399999963,-0.8087535079999988,1.7300363599999995,0.5234612819999995,-0.9577041275000012,0.4408101519999992,-0.8875884924999989,-0.0825035905
svns_pgi__BmePgi24_15__1,0.3665497477801322,0.8566230529999999,0.15738168700000088,1.435887622000001,1.1369064719999995,-0.33970532050000024,0.7535698279999989,-0.3760668074999991,0.14443073750000002
svns_pgi__BmePgi24_15__2,-0.1282331677568449,0.7949840929999983,0.15838339899999987,1.2413997740000011,1.1069385319999991,0.3058173725,0.7159426569999994,-0.3804900634999999,-0.2397356405
svns_pgi__BmePgi24_26__1,-1.6943859512401795,0.9098056829999984,0.019257944999999662,1.395275668000001,0.8895994619999996,-0.7757201325,-0.12186631300000085,-0.9001993245000001,0.05397849249999975
svns_pgi__BmePgi24_26__2,-2.2961823315041543,1.0202385729999983,0.15177349800000073,1.201917583000001,1.002864881999999,-0.06422413449999986,-0.23595426600000025,-0.7239035174999993,-0.04126542450000015
svns_pgi__BmePgi24_41__1,-1.29603784285895,0.40898316399999857,1.0171154859999998,1.7272763920000005,1.6661726019999996,-0.6404636735000011,1.1301220369999987,0.08582189050000011,0.6686201104999999
svns_pgi__BmePgi24_41__2,-1.9980892898382152,0.7854916929999991,0.04357631200000078,1.119682835,0.7613875419999996,0.07489668350000045,-0.0126390530000009,-0.7092105915000007,0.2048691345
svns_pgi__BmePgi24_52__1,-0.7208820932247334,0.8188250129999997,0.04473909800000087,1.4525655030000006,1.0737541220000004,-1.1445921544999995,0.02981503799999974,-0.6891163764999995,0.28121421150000003
svns_pgi__BmePgi24_52__2,-1.8825714498448676,0.8502294829999997,0.0577324370000003,1.0634042420000007,0.9053895819999996,0.1661980535000005,-0.466026824000001,-0.7073035484999997,-0.21156239250000008
svns_pgi__PaePgi2_34__1,0.7181751086787792,0.2573766869999989,0.7317756190000004,1.7260570050000004,1.2781378019999998,0.6195644604999995,-0.1089112950000004,0.1432086865000004,-0.7123690025
svns_pgi__PaePgi2_34__2,0.5360906984816739,0.3173087549999991,0.6990008759999995,1.5589234670000005,1.2051609019999994,0.5790785315000004,0.28799312099999863,0.05695397549999993,0.11907210449999985
svns_pgi__PaePgi2_63__1,-0.1754575757801916,-0.018749232000001115,0.7554666760000011,1.6303038020000002,1.469231752000001,0.4680529015000001,-0.19569000800000055,-0.1039783605000002,0.5678724515
svns_pgi__PaePgi2_63__2,-0.7387072013236985,-0.041486231000000366,0.7990900859999996,1.6335578020000003,1.445767051999999,0.39021081149999937,-0.1884167880000005,-0.2280742484999996,0.7419356945000004
svns_pgi__PaePgi24_54__1,0.460521241126971,0.4447054299999991,0.8522783159999996,1.8180596070000004,0.914250742,0.6190235244999993,-0.3154676950000006,-0.10879174349999944,-0.38636637750000014
svns_pgi__PaePgi24_54__2,0.242423133154587,0.4380413229999984,0.9083083060000005,1.7177797850000005,0.839892021999999,0.5306320934999995,0.550412045999999,-0.1511696984999995,-0.2822504975
svns_pgi__PaePgi24_90__1,-0.2397021597739123,0.4862334649999998,1.0974230360000004,1.8296229740000003,0.6100121420000004,0.5073198614999992,0.22014733699999933,-0.3593032334999995,-1.1066183345
svns_pgi__PaePgi24_90__2,-0.5964910658717816,0.6243183729999995,1.168052266,1.8739526090000007,0.7799764519999997,0.26089027449999946,0.4245088819999987,-0.4299964124999995,-0.24441641849999995
abx_media__m9_ctrl__1,-1.0547775631453935,-0.11097518400000084,0.3883267759999995,-0.7609860899999994,0.7806096119999992,-1.2704715405,-0.2772192510000009,-1.2446789615,-0.6018407345000001
abx_media__m9_ctrl__2,-0.2638501237767534,0.12504452299999969,0.5281267029999999,-0.965028822999999,0.9497699119999988,-1.3622638335000008,-1.1785999770000009,-1.3104621934999994,-0.2759623445000001
abx_media__rpmi_ctrl__1,-1.743153294818958,1.6606466929999986,1.1483981659999998,0.66299448,-2.400017440000001,-3.1386488135000006,0.02817618799999888,-0.6316149024999991,-1.3139273304999999
abx_media__rpmi_ctrl__2,1.2257973582670003,1.5690785729999988,0.960487886000001,0.43455969700000097,-1.6442175950000006,-2.0974917255000003,-2.296466074000001,-0.3341771624999996,-1.3646232765
abx_media__camhb_ctrl__1,-1.7706733055946329,1.9071262229999988,-0.9133811219999988,-0.0927604509999993,-2.412374071999998,-2.6310335055000005,0.2942918149999993,-2.6131021825,-1.6487033594999998
abx_media__camhb_ctrl__2,-0.9709080622904868,1.7512558129999984,-0.9972484690000004,-0.14943740199999933,-2.437496206,-2.550868747500001,-0.21229623400000094,-2.5333668405000003,-1.3162755055000002
abx_media__m9_mero__1,-3.7475997364906135,0.06856020599999901,0.4937336929999994,-0.6197646949999989,0.113079119,-3.0685140385000014,-1.4032187170000006,-2.3783633935,-0.4045130575
abx_media__m9_mero__2,-1.8063842900189588,0.12638181499999845,0.2396448220000007,-0.9018561739999996,0.5862508119999994,-1.6066510855000002,-1.3675497000000003,-1.9206515735,-0.7601416125
abx_media__rpmi_mero__1,-0.9730405505193468,1.2792711829999988,0.7501314160000003,-0.06814183699999887,-2.4314786130000003,-2.6160702915000007,-3.1611232720000007,-1.4034768095,-1.8560818475
abx_media__rpmi_mero__2,-0.8208545647662556,1.5803693429999992,1.1177838960000006,0.2905544220000005,-2.200063945000001,-2.4929219185000004,-2.4662361070000007,-1.0727006215,-1.6874258015
abx_media__camhb_mero__1,-0.1390879012705108,1.5875963629999994,-1.3432604789999996,-0.8913583539999994,-2.4793139040000005,-1.9358737465000004,-1.8518733240000005,-2.9774129214999996,-1.1471746425
abx_media__camhb_mero__2,-0.0317609797623775,1.5886438029999983,-1.375806483,-0.8509893199999992,-2.4048321600000016,-1.6599810125000003,-2.1899958870000007,-3.0560450505000003,-1.3999963355
abx_media__m9_trisulf__1,-1.0436599991094042,-0.03236569300000092,0.4252124980000005,-0.9459863549999996,0.903869492,-1.0558556955,-3.0590118270000017,-1.8272529995,-0.6194586055000002
abx_media__m9_trisulf__2,0.0790344163521346,0.22496729099999868,0.20257965200000072,-0.7744094369999992,1.065425372,-1.2316614515000002,-3.3787710940000006,-1.6281453684999994,-0.9214565255
abx_media__rpmi_trisulf__1,-1.3944760325900387,1.5207276029999992,-0.9967804939999994,0.027352818000000667,-0.9703015790000008,-0.3926033335000003,-3.462421452000002,-1.6446397755000002,-1.4865141265000001
abx_media__rpmi_trisulf__2,-0.9743521430709596,1.5026259329999991,-0.8691007629999987,-0.19944088199999926,-0.9225986909999992,-0.3062004535000007,-2.9968313360000005,-1.6024175795,-1.4583679355
abx_media__camhb_trisulf__1,-1.2555512385443408,1.520355992999999,-0.7674668800000006,-0.4629349339999997,-1.4790119080000004,-0.3513805914999999,-2.683189445000001,-2.2186303355000003,-1.8626230995
abx_media__camhb_trisulf__2,-1.153343355060242,1.4155661829999993,-0.6975454829999991,-0.5741440109999996,-1.4534089859999997,-0.6041489174999999,-2.3258260980000007,-2.2708530125,-2.0220257015
abx_media__m9_cef__1,-0.4198738111347883,0.4615924899999992,0.3227459160000006,-0.5236011839999994,0.855176342,-1.6492409345000008,-2.5289618540000007,-1.5982843585,-1.0848986305
abx_media__m9_cef__2,0.8616810377825972,0.6555212929999996,0.32773048800000026,-0.5553095179999996,0.6537064219999991,-1.7825806655000005,-2.3197463560000005,-1.5207189815,-1.1775861415
abx_media__rpmi_cef__1,-0.0655179227783761,1.080170472999999,-0.031158745999999123,-0.3033013029999996,-1.312759304,-0.8241332615000001,-3.677092531,-2.0186258885,-1.7810097005
abx_media__rpmi_cef__2,-0.6295244558687342,1.0556754029999986,-0.00014696599999908244,-0.32403848899999943,-1.226735445000001,-0.7223440465000001,-3.5604790660000014,-1.8782758075,-1.5087870815
abx_media__camhb_cef__1,-0.1009134992780622,1.5783863029999985,-0.82586124,-0.26523876499999943,-1.3960977040000009,-0.3468302995000005,-3.5593483340000005,-2.2702762055,-1.2803295095
abx_media__camhb_cef__2,-0.1969969060542092,1.6467797429999995,-0.8162018060000005,-0.31225741099999915,-1.3938405669999998,-0.3783968585000004,-2.6265627290000007,-2.4516748774999995,-1.4004587194999998
abx_media__m9_cipro__1,-1.8686353869715968,0.014654270999999497,0.2594127660000005,-1.3193752519999995,0.6878804820000006,-1.0175942654999997,-3.7157056320000006,-1.3917499184999995,-1.1709006125
abx_media__m9_cipro__2,-1.6945671903554909,-0.052372151000000144,0.2547250020000007,-1.329955469999999,0.7698332319999999,-1.0098100465000002,-2.8525268870000007,-1.6073914874999993,-1.4897590685000002
abx_media__rpmi_cipro__1,-3.050979532097032,1.1901098129999994,-0.4646577569999994,-0.4664434209999993,-1.842582587,-1.3745698535000006,-3.3410486480000015,-1.6759964104999998,-1.8508418055000002
abx_media__rpmi_cipro__2,-3.1873144184292217,1.1086732429999984,-0.2081252419999995,-0.28602233799999954,-1.7561506809999994,-1.2833979595000002,-3.727828503000001,-1.9203096015,-1.7023044895
abx_media__camhb_cipro__1,-0.9929350779634628,1.514446122999999,-1.631458556,-0.6219775149999993,-1.849872684,-0.16300171049999967,-3.0753044940000005,-2.2605209705,-1.3127785845000002
abx_media__camhb_cipro__2,-0.9366158167190942,1.456631612999999,-1.5782649329999998,-0.8620574749999994,-1.7899657450000008,-0.09374480149999977,-2.7854562400000007,-2.1954210295000003,-1.8530740155
hot_tale__42c_ale3_30c__1,-2.3190881452676853,1.0326763729999993,-0.08502499699999966,-0.7238352779999992,-1.907963797,-0.1479573004999999,-2.0474655860000004,-0.6455651495000003,-1.1320428695
hot_tale__42c_ale3_30c__2,-1.7474522487839954,1.0107942329999986,-0.1116924309999998,-0.9418954369999994,-1.9449729080000004,-0.029873951500000825,-1.8603463230000008,-0.6768525995000001,-1.7761198894999999
hot_tale__42c_ale3_37c__1,0.5625581743725039,0.9126266729999984,-0.1255460199999998,0.231451066,-1.4384919190000005,-0.18375131650000046,-0.8770290860000003,-0.5762783755000003,-0.9991154795
hot_tale__42c_ale3_37c__2,-0.3797164838247917,0.8297639029999999,-0.12163840100000026,-0.03028193299999948,-1.577854685,-0.034896289500000684,-1.3059730910000005,-0.6036873374999994,-0.6214129965000001
hot_tale__42c_ale3_44c__1,3.693971854571469,-1.2652746090000022,0.14701169099999944,0.6904906710000001,-0.4493295079999999,1.7429865434999992,2.9993825419999998,0.3937830455000002,0.3981956754999998
hot_tale__42c_ale3_44c__2,3.370620635255058,-1.4870632130000008,0.17322447000000096,0.8638603090000014,-0.2227280940000007,1.964001443499999,2.845761539,0.4017930665000016,0.6100648784999998
