,name,x,y,cog,color,link
meta,start,0.13674052000045778,,,,
zntA,zntA,2199.0,-0.0011687854782212526,Unknown,#1e90ff,
rpoS,rpoS,993.0,0.0029632383747957647,Unknown,#1e90ff,
rihC,rihC,915.0,0.010502587212249635,Unknown,#1e90ff,
ypfH,ypfH,699.0,-0.005742205521091818,Unknown,#1e90ff,
alsI,alsI,450.0,0.010079264929518104,Unknown,#1e90ff,
ygdQ,ygdQ,714.0,0.0065807695826515565,Unknown,#1e90ff,
yabP,yabP,579.0,-0.01824866453185677,Unknown,#1e90ff,
ypfJ,ypfJ,864.0,-0.015416517993435262,Unknown,#1e90ff,
talB,talB,954.0,0.003165801085997373,Unknown,#1e90ff,
yqeI,yqeI,810.0,0.006340507254935801,Unknown,#1e90ff,
yabI,yabI,765.0,0.0023826574767008427,Unknown,#1e90ff,
hda,hda,702.0,0.0019438068033196035,Unknown,#1e90ff,
talA,talA,951.0,-0.02031267087906599,Unknown,#1e90ff,
ygeH,ygeH,1377.0,0.007920608846470714,Unknown,#1e90ff,
ilvI,ilvI,1725.0,0.0002479201275855303,Unknown,#1e90ff,
yfgB,yfgB,384.0,0.002344647080171853,Unknown,#1e90ff,
pfkB,pfkB,930.0,-0.017896390967071057,Unknown,#1e90ff,
ygeY,ygeY,1212.0,0.0016502633423078805,Unknown,#1e90ff,
secM,secM,513.0,0.017190487980842592,Unknown,#1e90ff,
iscS,iscS,1215.0,-0.0005689681560033932,Unknown,#1e90ff,
setB,setB,1182.0,0.0020125521626323463,Unknown,#1e90ff,
ygiL,ygiL,552.0,0.0016268374351784587,Unknown,#1e90ff,
yacL,yacL,363.0,0.007786389281973244,Unknown,#1e90ff,
iscR,iscR,489.0,-0.03891753319650888,Unknown,#1e90ff,
crp,crp,633.0,-0.017742898426949982,Unknown,#1e90ff,
eaeH,eaeH,872.0,-0.00035156472527887673,Unknown,#1e90ff,
proB,proB,1104.0,-0.0009319041960407047,Unknown,#1e90ff,
yfjL,yfjL,1617.0,-0.0032073789625428613,Unknown,#1e90ff,
pdhR,pdhR,765.0,-0.0049231831170618535,Unknown,#1e90ff,
ykgD,ykgD,284.0,0.014071655413135884,Unknown,#1e90ff,
aroL,aroL,525.0,-0.0023359770211391147,Unknown,#1e90ff,
ydaQ,ydaQ,216.0,0.012245747996494171,Unknown,#1e90ff,
pykF,pykF,1413.0,0.0020176998991519213,Unknown,#1e90ff,
gsk,gsk,1305.0,0.0096514998562634,Unknown,#1e90ff,
serC,serC,1089.0,-0.003066656137816608,Unknown,#1e90ff,
yohC,yohC,588.0,-0.04065859884023666,Unknown,#1e90ff,
sdhC,sdhC,390.0,0.009005834823474288,Unknown,#1e90ff,
smtA,smtA,786.0,0.0151634543761611,Unknown,#1e90ff,
cysB,cysB,975.0,0.004700117805041372,Unknown,#1e90ff,
csgC,csgC,333.0,0.036440761201083666,Unknown,#1e90ff,
mngR,mngR,723.0,0.014361631060019137,Unknown,#1e90ff,
amiA,amiA,870.0,0.002808635928668082,Unknown,#1e90ff,
aroH,aroH,1047.0,0.002354426032397896,Unknown,#1e90ff,
mviN,mviN,511.0,-0.002114327410236001,Unknown,#1e90ff,
tktA,tktA,1992.0,0.01605204725638032,Unknown,#1e90ff,
slp,slp,567.0,-0.010821544025093315,Unknown,#1e90ff,
ycjL,ycjL,258.0,-0.00047402799740666526,Unknown,#1e90ff,
ycgM,ycgM,660.0,-0.010944459149613976,Unknown,#1e90ff,
nuoM,nuoM,1530.0,-0.02050329463556409,Unknown,#1e90ff,
rfaD,rfaD,310.0,0.0047895447723567495,Unknown,#1e90ff,
ycjX,ycjX,1398.0,0.00291221922961995,Unknown,#1e90ff,
ycjM,ycjM,1680.0,0.00795195589773357,Unknown,#1e90ff,
insB_4,insB_4,167.0,-0.009955651415511966,Unknown,#1e90ff,
murC,murC,1476.0,-0.006508799176663161,Unknown,#1e90ff,
yncE,yncE,1062.0,0.002401604049373418,Unknown,#1e90ff,
ycbR,ycbR,699.0,-0.017314640097320082,Unknown,#1e90ff,
hydN,hydN,528.0,-0.0018173443700652571,Unknown,#1e90ff,
mrcB,mrcB,2535.0,0.005657499302178621,Unknown,#1e90ff,
yneJ,yneJ,882.0,-0.00027668493014061825,Unknown,#1e90ff,
ycbB,ycbB,615.0,-0.013703983016312123,Unknown,#1e90ff,
hycB,hycB,612.0,0.0015797038504388186,Unknown,#1e90ff,
fhuA,fhuA,2244.0,-0.01020523490384221,Unknown,#1e90ff,
ydiQ,ydiQ,765.0,0.001046707925852388,Unknown,#1e90ff,
hemG,hemG,546.0,-0.003231789991259575,Unknown,#1e90ff,
cueO,cueO,1551.0,0.0021166161657311024,Unknown,#1e90ff,
rpoH,rpoH,855.0,0.006744164354167879,Unknown,#1e90ff,
b4285,b4285,1041.0,-0.021874586455523967,Unknown,#1e90ff,
cusC,cusC,1374.0,0.0061574792535975574,Unknown,#1e90ff,
nac,nac,918.0,-0.008740766430273652,Unknown,#1e90ff,
yiaT,yiaT,741.0,-0.007357989004813134,Unknown,#1e90ff,
wrbA,wrbA,597.0,-0.028440933991223574,Unknown,#1e90ff,
ybdR,ybdR,1239.0,-0.009878483954817056,Unknown,#1e90ff,
yidK,yidK,1716.0,0.006320711644366385,Unknown,#1e90ff,
appA,appA,1299.0,0.003165607529226691,Unknown,#1e90ff,
ybeR,ybeR,708.0,-0.00726396266836673,Unknown,#1e90ff,
rsuA,rsuA,696.0,0.0017926516430452465,Unknown,#1e90ff,
yidR,yidR,1248.0,0.011297650085762143,Unknown,#1e90ff,
phoH,phoH,1065.0,0.02895598078146577,Unknown,#1e90ff,
ybeU,ybeU,708.0,0.004876884757541121,Unknown,#1e90ff,
yfiC,yfiC,735.0,0.012749698609113694,Unknown,#1e90ff,
yidH,yidH,348.0,0.0099782669916749,Unknown,#1e90ff,
ycjY,ycjY,921.0,-0.017156720440834758,Unknown,#1e90ff,
ubiF,ubiF,1176.0,-0.0013507762830704448,Unknown,#1e90ff,
yagY,yagY,669.0,0.0020502117811702194,Unknown,#1e90ff,
yajG,yajG,579.0,0.008218374736607073,Unknown,#1e90ff,
fepA,fepA,2241.0,-0.03332908157259226,Unknown,#1e90ff,
ybhE,ybhE,993.0,-0.011561755612492562,Unknown,#1e90ff,
yagZ,yagZ,585.0,-0.0036803428619168704,Unknown,#1e90ff,
mlc,mlc,1221.0,0.04209518861025572,Unknown,#1e90ff,
narX,narX,1797.0,0.0029238482005894185,Unknown,#1e90ff,
ugpB,ugpB,1317.0,0.2616539561748505,Unknown,#1e90ff,
ykgI,ykgI,66.0,-0.0037700017471797775,Unknown,#1e90ff,
pitB,pitB,1500.0,-0.008233307003974916,Unknown,#1e90ff,
yciI,yciI,297.0,0.00665359992068261,Unknown,#1e90ff,
dctA,dctA,1287.0,0.015028489679098131,Unknown,#1e90ff,
b0309,b0309,213.0,0.002563354887533933,Unknown,#1e90ff,
fecA,fecA,2325.0,0.007655561566352844,Unknown,#1e90ff,
uxaC,uxaC,1413.0,0.007661209176294506,Unknown,#1e90ff,
dppA,dppA,1608.0,0.011964189680293202,Unknown,#1e90ff,
yafK,yafK,741.0,-0.0007221420644782482,Unknown,#1e90ff,
ychM,ychM,559.0,0.02352811062708497,Unknown,#1e90ff,
ppiA,ppiA,573.0,0.0016879950172733517,Unknown,#1e90ff,
alsB,alsB,936.0,-0.017476046048104762,Unknown,#1e90ff,
mutT,mutT,390.0,0.007558671841397881,Unknown,#1e90ff,
xasA,xasA,511.0,-0.0021850414178334176,Unknown,#1e90ff,
shiA,shiA,1317.0,-0.003250301002990455,Unknown,#1e90ff,
dcuA,dcuA,1302.0,-0.001009476181352511,Unknown,#1e90ff,
dinB,dinB,1056.0,0.006793278721161187,Unknown,#1e90ff,
chbA,chbA,351.0,0.0796395929902792,Unknown,#1e90ff,
yncG,yncG,618.0,-0.029705778677016494,Unknown,#1e90ff,
ybfG,ybfG,651.0,-0.005309692467562854,Unknown,#1e90ff,
brnQ,brnQ,1320.0,0.004048192813061177,Unknown,#1e90ff,
b1997,insC3,366.0,-0.009703559912741185,Unknown,#1e90ff,
glpA,glpA,1629.0,0.017860379554331302,Unknown,#1e90ff,
cvpA,cvpA,489.0,-0.023884394634515048,Unknown,#1e90ff,
ftsK,ftsK,3990.0,-0.009588064216077328,Unknown,#1e90ff,
mtr,mtr,1245.0,-0.00444535646121949,Unknown,#1e90ff,
fadL,fadL,1341.0,0.008039811458438635,Unknown,#1e90ff,
ybiJ,ybiJ,261.0,-0.002540121951606125,Unknown,#1e90ff,
ydgL,ydgL,460.0,0.019145923182368282,Unknown,#1e90ff,
cadB,cadB,1335.0,-0.003729653870686889,Unknown,#1e90ff,
nupC,nupC,1203.0,0.02177218033000827,Unknown,#1e90ff,
nmpC,nmpC,1040.0,-0.015480504948645831,Unknown,#1e90ff,
sodB,sodB,582.0,0.012064432380720974,Unknown,#1e90ff,
treB,treB,1422.0,0.012093534274026752,Unknown,#1e90ff,
yqeG,yqeG,1230.0,-0.010363556947559116,Unknown,#1e90ff,
ybiU,ybiU,1266.0,0.003886836764868349,Unknown,#1e90ff,
rpoD,rpoD,1842.0,-0.004496488724835217,Unknown,#1e90ff,
fimD,fimD,2637.0,-0.011022192062810065,Unknown,#1e90ff,
fdhF,fdhF,2148.0,-0.001258273592684418,Unknown,#1e90ff,
ompG,ompG,906.0,0.012508805366232991,Unknown,#1e90ff,
