,-0.1243095636367798,-0.09944765090942384,-0.07458573818206789,-0.049723825454711934,-0.02486191272735598,-2.7755575615628914e-17,0.024861912727355925,0.04972382545471189,0.07458573818206783,0.09944765090942377,0.12430956363677974,0.1491714763641357,0.17403338909149163,0.19889530181884757,0.22375721454620356,0.2486191272735595,0.27348104000091544,0.2983429527282714,0.3232048654556273,0.3480667781829833
thresh,-0.13674052000045778,0.13674052000045778,1,,,,,,,,,,,,,,,,,
unreg,0,1,6,45,342,1086,255,45,12,5,4,1,0,0,0,1,1,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['envY'],[],[],[],['phnC'],['ugpB'],[],['phoB'],[]
