,A,Fis,Crp,Cra
abx_mega__flavo_dmso__4,2.2032318011,0.4206726123,-0.14394191280000002,0.6369146846
abx_mega__novo_dmso__3,-10.388533551,1.0242948384,0.257330798,-2.0136736217
abx_mega__polmyx_h2o__7,2.7971714247,-0.053224063700000004,-0.3373228733,-0.0123311545
abx_mega__teix_dmso__17,1.0922294548,-0.0662129665,0.035948117,0.8593728504
abx_mega__doxo_dmso__3,-0.6951699596,0.6274272003,-0.3182627866,1.236099305
abx_mega__mem_dmso__6,-0.2847221372,0.0059643151,-0.1118469182,0.2800178371
abx_mega__h2o-1a__3,0.4125102537,-0.07087010740000001,-0.0372321217,0.0020168021
abx_mega__bacit_dmso__3,-1.8249947442,-0.5779444718,-0.4922607946,-0.7998925456
abx_mega__dox_dmso__8,2.425895491,-0.5999489629,-0.4416388787,0.4150453168
abx_mega__teix_dmso__18,0.009639923600000001,0.20052178510000002,0.0105278607,0.0781070613
abx_mega__h2o-6__3,0.7853541463,-0.3913219023,0.2876777482,0.0856897742
abx_mega__pen_h2o__5,0.6398518983,-0.1053020553,-0.1645882529,-0.1534797292
abx_mega__lzd_dmso__4,2.9665120809000003,0.7680486862,-0.8421746734000001,-0.748016454
abx_mega__daro__1,4.3962263638,0.22833030780000002,-0.7797289048,-0.20705187460000002
abx_mega__solv__1,1.3135844928,0.5278165841,-0.9412126322000001,-1.0056856991
abx_mega__daro__2,4.0884613332,-0.20520808100000001,-0.555678611,-0.1504947225
abx_mega__daro__3,1.6991185305,-0.7341148212,-0.38526479500000005,-0.0780020468
abx_mega__solv__2,1.9306266136999999,1.0430368979,-1.0984957077,-1.6227949732
abx_mega__solv__3,3.0190527251,-0.6985202754000001,-0.4458656036,0.1739395561
abx_mega__dmso-4__1,-1.2222837109,-0.6413569161,-0.23661516940000002,0.1111824897
abx_mega__kirr_dmso__1,2.955224356,0.9652532231000001,-1.8181327083,-1.6871165206
abx_mega__kirr_dmso__2,1.6075132329000001,1.170595876,-2.037821897,-1.8467455325
abx_mega__kirr_dmso__3,-1.5961754991000001,1.3937501455,-2.2059426753,-1.8338820872000001
abx_mega__dmso-4__2,-2.0614137265,-1.027994384,-0.4792645071,0.13301290840000002
abx_mega__dmso-4__3,-0.5936915855,-1.1336470549,-0.054275376300000004,0.0656847635
ackA_pta__dnaA46_del_ackA__1,-1.0137357262,-0.7277895402,1.2971935035,0.1905030133
ackA_pta__dnaA46_del_ackA__2,-0.6488252656,-1.199162911,2.020927993,0.7383686660000001
ackA_pta__dnaA46_del_ackA__3,-1.8039564436000002,-0.9530644318,0.5760517667,0.3439561471
ackA_pta__dnaA46_del_pta__1,-0.1874139638,-3.7183967712,2.383091682,1.2068888213
ackA_pta__dnaA46_del_pta__2,-0.4233525034,-0.3562042362,1.2512872247,-0.095472335
ackA_pta__dnaA46_del_pta__3,-1.3098561521,-0.6589063665,1.4331106707,0.5830917221
ackA_pta__dnaA46__1,-0.0334574109,-0.2194647979,0.1517886605,0.0403262807
ackA_pta__dnaA46__2,-2.5305842439,-0.7193369719,-0.2646015759,0.1194841707
ackA_pta__dnaA46__3,0.0113329932,-0.10056589960000001,0.256464884,-0.0049074938
ackA_pta__del_ackA__1,-0.6530326025000001,-0.8598011477,0.9591927252,0.4546612642
ackA_pta__del_ackA__2,0.259612874,-2.7835646401,2.5388323397,1.2432007328
ackA_pta__del_ackA__3,-0.2943858947,-0.5747392391,0.9744724369000001,0.1714729243
ackA_pta__del_pta__1,-1.6067238379000002,0.2280425133,-0.30103145470000003,-0.5463070987
ackA_pta__del_pta__2,-0.1089532052,-0.5330604689,1.2020478367,0.1378789785
ackA_pta__del_pta__3,-0.5641400703,-0.41419738770000003,0.7380002376,0.1307434928
ackA_pta__wt__1,0.28994867080000003,-0.2264190111,0.0829169912,0.0512744329
ackA_pta__wt__2,-0.036480974900000004,0.1802409355,-0.075921268,-0.0855589727
ackA_pta__wt__3,-0.2534676959,0.0461780757,-0.006995723200000001,0.0342845398
anticancer__5fu__1,-0.13316870120000002,1.7345367328,-0.2546401567,-1.5009690278
anticancer__5fu__2,-0.6513237723,1.6430920745000002,-0.30518404320000003,-1.1179878452
anticancer__cap__1,0.7285500398,0.20058829120000002,-0.5181824078,-0.6506346825
anticancer__cap__2,0.6197168038,0.4122695289,-0.675081557,-1.0372223915
anticancer__cap__3,0.5977393287,0.6093455547000001,-0.7835359689,-1.067575678
anticancer__wt__1,0.32608802610000004,0.1896527222,0.2440588662,-0.15142821580000002
anticancer__wt__2,-0.2312565697,-0.1683412478,-0.0309117965,0.0827449849
anticancer__wt__3,-0.0948314563,-0.021311474400000002,-0.21314706960000002,0.0686832309
anticancer__5fu__3,0.1793247231,1.7180056736,-0.39514538390000004,-2.014499793
bio_pln__aero_pln__1,-0.5114791733,0.052755219900000004,0.1831441383,0.23210094990000002
bio_pln__aero_pln__2,0.5114791733,-0.052755219900000004,-0.1831441383,-0.23210094990000002
bio_pln__anaero_pln__1,-2.1790082004,0.7894521597,-0.1003374077,0.26515645800000004
bio_pln__anaero_pln__2,-1.3722016499,0.7580441492000001,-0.0489066405,0.2561928144
biocide__bzcl_12h__1,0.6539168449,0.6329868785,-0.1152614403,-0.10761919830000001
biocide__bzcl_12h__2,0.8863054195000001,-0.6561568365,0.33069778580000003,-0.178994125
biocide__bzcl_12h__3,1.0082770257,0.5767492962,0.0395780566,-0.2006570477
biocide__etoh_12h__1,1.0485014106,-0.0513879521,0.0799160108,-0.30697530840000004
biocide__etoh_12h__2,1.0071132359,0.17489849640000002,0.13476163600000002,-0.4269761587
biocide__etoh_12h__3,0.9907197148,0.14281611900000002,0.1271931801,-0.1724353773
biocide__gluald_12h__1,0.9337780207,0.0585247031,0.3101981754,0.11865753550000001
biocide__gluald_12h__2,0.3498039657,0.0340714762,0.16749059400000002,0.0001791683
biocide__gluald_12h__3,0.5049511422,0.23495383660000002,0.2033144985,0.1435802172
biocide__h2o2_12h__1,0.9879707546000001,0.26172864300000004,0.0350800225,-0.0542543271
biocide__h2o2_12h__2,1.1973520968,0.2895168958,-0.018607714600000002,-0.175686654
biocide__h2o2_12h__3,0.5118397899,-0.088372876,0.0177745832,-0.0620497163
biocide__2ppoh_12h__1,2.3054594804,0.0121171662,0.1296212176,-0.0073964807
biocide__2ppoh_12h__2,2.2349211316,-0.0529875656,0.0410003929,0.0516241032
biocide__2ppoh_12h__3,2.2835752473,0.2660504561,0.1329939336,-0.055358756
biocide__paa_12h__1,-0.194551689,0.2570534779,-0.0046637408,0.1804776733
biocide__paa_12h__2,-0.22633733450000001,0.4849797898,-0.0345939636,-0.0159070003
biocide__paa_12h__3,0.2484888493,-0.12553732110000002,-0.0639964626,-0.2095728097
biocide__phe_12h__1,0.6139038521,0.0951233652,0.2637505564,0.031107773300000002
biocide__phe_12h__2,0.39163872790000004,0.2292847203,0.1366857256,0.34035044410000004
biocide__phe_12h__3,0.5415353851,0.1548980614,0.12908140170000001,0.020981514
biocide__pvp-i_12h__1,0.3789787452,-0.14826816410000002,-0.0130459532,-0.2207426317
biocide__pvp-i_12h__2,0.0471219947,0.6495129605000001,-0.051017588700000005,0.3447402825
biocide__pvp-i_12h__3,0.4725418992,-0.060472628800000004,-0.0771750924,-0.4274023408
biocide__bleach_12h__1,-0.5869826300000001,0.1646446561,0.0070308263,0.1471832407
biocide__bleach_12h__2,0.7453125206,-0.08096627,-0.0562055273,0.0071844993
biocide__bleach_12h__3,0.0821906995,0.117781881,-0.019864096300000002,0.10368759350000001
biocide__chx_12h__1,0.6195756191,-0.6847433927000001,0.1456210242,-0.10786965280000001
biocide__chx_12h__2,0.6208583430000001,-0.42030070900000005,0.0296414633,-0.2406585159
biocide__chx_12h__3,0.9398108122000001,-0.1744262623,0.1012229557,-0.3918304245
biocide__bzcl_30m__1,-0.7539365743,0.0188952823,0.0599384649,0.38526076270000004
biocide__bzcl_30m__2,-0.8712565725,-0.3192634654,0.1659899168,0.26514076880000004
biocide__bzcl_30m__3,-0.6977730845,-0.0397406467,0.13117654180000002,0.1345217413
biocide__phe_30m__1,0.11295373400000001,0.7115763706,-0.45115989980000004,0.07303704100000001
biocide__phe_30m__2,0.0987040181,0.1950893698,-0.042227577700000005,0.36231006590000003
biocide__phe_30m__3,0.3715317293,0.5282951253,-0.3036384238,0.3962505273
biocide__pvp-i_30m__1,0.6725395031,0.0515801748,0.0831416516,0.0783579105
biocide__pvp-i_30m__2,0.224520023,-0.2583861241,0.1639234027,-0.0180500286
biocide__pvp-i_30m__3,0.2713133354,-0.0334541137,-0.0031211273,0.07780598770000001
biocide__ctrl_12h__1,1.1626336035,0.6821251932,-0.0810982225,-0.2340354534
biocide__ctrl_12h__2,0.956569521,0.5425407228,-0.1099524013,-0.28349101790000003
biocide__ctrl_12h__3,1.1130945395,0.20829532850000002,0.0403956206,-0.0772832458
biocide__ctrl_30m__1,-0.0479287926,-0.11601881130000001,0.2016413779,0.12006625230000001
biocide__ctrl_30m__2,-0.0776118173,0.2263863717,-0.2203103585,-0.07429156
biocide__ctrl_30m__3,0.12554060990000002,-0.11036756040000001,0.0186689805,-0.045774692400000004
clpP__wt__1,-0.0433967405,-0.0467644334,-0.0666339028,-0.2256413553
clpP__wt_DPTA__1,0.7951058204,-4.1542788282,0.503766096,-0.5389879285
clpP__wt__2,0.0699904131,0.0808683281,-0.1321270107,0.0224175326
clpP__wt_DPTA__2,-0.9562931626000001,-3.0652901006,0.4881845549,-1.0302191929
clpP__wt__3,-0.0265936726,-0.0341038947,0.1987609135,0.20322382260000002
clpP__wt_DPTA__3,0.3839614887,-3.7930762906,0.5070739993,-0.1525518652
clpP__delclpP__1,-0.8467349951,-1.0469507982,-0.8734644257,-0.4544553103
clpP__delclpP_DPTA__1,1.3525242383,-3.7214480331,0.0105121308,-0.8127026041000001
clpP__delclpP__2,-0.3243446822,-0.6530133497,-0.3758395962,-0.1446541374
clpP__delclpP_DPTA__2,2.2160893501,-4.4789907589,-0.080117849,-0.8097424753
clpP__delclpP__3,-0.1145129963,-0.9919315539,-0.5751663553,-0.17896917910000001
clpP__delclpP_DPTA__3,2.7338217763,-4.5133405724,-0.1688967908,-0.8306650697
colombos2__delydcR__1,-0.3936034719,0.17375886610000002,-0.0693545751,0.2995379468
colombos2__delydcR__2,-0.497411027,0.0221048933,-0.33321683020000004,-0.1146225809
colombos2__delydcR__3,0.2860919523,-0.08231757840000001,-0.0393089613,0.3880260665
colombos2__delyjiR__1,-0.3867264688,-0.44412843420000003,-0.099687806,0.2664500186
colombos2__delyjiR__2,0.3453730982,0.1763071341,0.25691065290000004,0.6373930278000001
colombos2__delyjiR__3,-0.5869195916000001,-0.0210385501,0.162327729,0.6419076343
colombos2__wt__1,0.5000911691000001,-0.2778844546,0.2204930321,-0.2345559107
colombos2__wt__2,-0.483460319,0.0923257703,-0.4360373755,0.0697656624
colombos2__wt__3,-0.0166308501,0.1855586843,0.2155443434,0.16479024820000002
crp_k100__ar1_ar2__1,-2.9800483208,0.1353325465,-1.2995977401,-2.3783714473
crp_k100__ar1_ar2__2,-3.4027500010000002,-0.4626390308,-1.3858488461,-2.0066024704
crp_k100__ar1_ar2__3,-1.5063941584,0.9470647594,-1.1551255076,-1.3598923012
crp_k100__wt__1,-0.7553857672000001,-0.3240282293,-0.0264047357,-0.161661407
crp_k100__wt__2,0.6905082353,0.4492695303,0.1464903964,0.14684029410000002
crp_k100__wt__3,0.06487753190000001,-0.1252413011,-0.1200856607,0.0148211129
crp_k100__K100Q__1,-1.8809454373,-1.0067531821,-0.2522707463,-0.7400296676
crp_k100__K100Q__2,-0.7062623921000001,-0.9374082532,-0.2711134562,0.5750418994000001
crp_k100__K100R__1,-2.1430882893,0.2443714485,-0.0595239595,-0.11170383830000001
crp_k100__K100R__2,-2.7640043275,0.1211573306,0.5050291552,-0.5430079839
crp_k100__K100R__3,-0.9898898226,0.48234402860000003,0.0660056332,-0.49893067080000003
csrA__wt_t00__1,-0.4320696316,0.2856609869,-0.13018558560000001,-0.3707780097
csrA__wt_t02_30__1,-2.1774961369,0.46229152290000003,-1.1339696385,-3.5865533226
csrA__wt_t05__1,-2.8301431012,-0.4388963777,-2.4550083112,-5.7780557093
csrA__wt_t10__1,-5.2683464291,-2.3116290869,-4.1870252178,-4.7518961950000005
csrA__wt_t15__1,-2.4946890845,-2.1120537944,-3.2111292318,-4.2157334302
csrA__delcsrA_t00__1,-0.47460491,-0.12989996580000002,0.3613869819,0.2927956241
csrA__delcsrA_t02_30__1,-2.5495960109,-0.0704869526,-0.6674396287000001,-4.2269343846
csrA__delcsrA_t05__1,-0.9383844579,-1.4164738337,-2.2221447579,-5.616590702
csrA__delcsrA_t10__1,-4.238301213,-2.6336419404,-3.4198734015,-4.490289216
csrA__delcsrA_t15__1,-3.6332119653,-2.0190826252,-3.2339359789,-4.4193667717
csrA__wt_t00__2,0.4320696316,-0.2856609869,0.13018558560000001,0.3707780097
csrA__wt_t02_30__2,-1.5123034308999999,-0.4127282782,-1.2511893155,-3.3697204093
csrA__wt_t05__2,-1.5893530877000002,-1.1173694931,-2.3292575708,-5.5219115844
csrA__wt_t10__2,-5.2086029148,-2.5035840857,-4.1135135934000004,-4.51632258
csrA__wt_t15__2,-1.7071813197,-2.1288024807,-3.434645459,-4.0698390471
csrA__delcsrA_t00__2,-0.8072651203000001,-0.0527160652,0.1876233269,-0.3493717262
csrA__delcsrA_t02_30__2,-2.1872371765,-0.120782069,-1.1638283926,-4.3276460983
csrA__delcsrA_t05__2,-2.498942061,-1.1432520925,-2.0312934097,-5.3836398148
csrA__delcsrA_t10__2,-3.6910548171,-2.4052981442,-3.5341055024,-4.5911441743
csrA__delcsrA_t15__2,-1.6605111505,-2.0092255872,-3.0369515843,-3.4800172691
cstr_pfr__str_0005m__1,0.2363884364,0.3703510875,0.1036371583,0.0040761431
cstr_pfr__str_0010m__1,0.4478430718,0.6390318604,-0.2296760947,-0.19354410700000002
cstr_pfr__str_0025m__1,-0.39277565940000003,0.3504221876,0.0383571309,-0.0252106131
cstr_pfr__str_0045m__1,-0.4492759489,0.3849700321,0.0360981407,-0.0182414236
cstr_pfr__str_0075m__1,-0.37455096130000004,0.252385713,0.0112518975,-0.0563540144
cstr_pfr__str_0120m__1,-0.0690817634,0.24240673740000002,0.0065400067,-0.10777327810000001
cstr_pfr__str_0210m__1,-0.4001793128,0.105513348,0.0613117897,-0.0467845909
cstr_pfr__str_0330m__1,-0.7727843812,0.0946976137,0.0752505852,-0.1008799459
cstr_pfr__str_1500m__1,-0.7026350808,0.031039757600000002,0.0646232551,-0.051198761
cstr_pfr__str_1560m__1,-0.2192349761,0.0967261209,0.0745769649,-0.0517579081
cstr_pfr__str_1680m__1,0.22433038430000002,0.1285966332,0.0132959954,-0.0723287338
cstr_pfr__str_ref1__1,0.0529661748,0.0166531259,0.0309166155,0.0266982955
cstr_pfr__str_ref2__1,0.1575791429,-0.0757825612,0.050854043200000004,-0.0641191569
cstr_pfr__str_ref3__1,-0.1027700221,0.0171588128,0.0781229599,-0.0155839911
cstr_pfr__pfr_P5_0005m__1,0.5000899635,-0.407888823,0.269221989,-0.1228545317
cstr_pfr__pfr_P5_0010m__1,0.4498569459,0.0369889334,0.0489485095,-0.3686779938
cstr_pfr__pfr_P5_0025m__1,-0.0176085355,-0.09247393920000001,0.2725286431,-0.1916901008
cstr_pfr__pfr_P3_0025m__1,-0.2423634426,0.1868786475,0.079938994,-0.0864796125
cstr_pfr__pfr_P1_0025m__1,-0.0953693672,0.3714230999,-0.0319597258,-0.1590777834
cstr_pfr__pfr_P5_0045m__1,-0.0931165883,-0.0875288531,0.2169729199,-0.2749418645
cstr_pfr__pfr_P5_0120m__1,-0.6928365470000001,-0.21486324180000002,0.3349589161,-0.22007246700000002
cstr_pfr__pfr_P3_0120m__1,-0.3544342193,0.2156180856,0.1103821889,-0.2871606273
cstr_pfr__pfr_P1_0120m__1,-0.0987877129,-0.0003861452,0.3563764866,-0.23985350160000002
cstr_pfr__pfr_P5_0210m__1,-0.7228687381000001,-0.3241287467,0.3086663712,-0.1765258233
cstr_pfr__pfr_P5_1500m__1,0.2604153495,-0.1113040052,0.48358926430000004,-0.22525847940000002
cstr_pfr__pfr_P3_1680m__1,0.3713685996,0.059424622100000005,0.3481544716,-0.13443086840000001
cstr_pfr__pfr_P5_1680m__1,0.3251686278,-0.0612322287,0.48077671120000004,-0.20943998800000002
cstr_pfr__pfr_P1_1680m__1,-0.0257288299,0.1655727507,0.2107291755,-0.1176519419
cstr_pfr__str_0005m__2,0.300277206,0.5265381162,-0.0935369191,-0.1912049059
cstr_pfr__str_0010m__2,0.4446863346,0.7105019414,-0.24873146470000002,-0.21253552950000001
cstr_pfr__str_0025m__2,-0.4542584377,0.5685124336,-0.2016487162,-0.20145299900000002
cstr_pfr__str_0045m__2,-0.6912232006,0.4777084478,-0.14117476780000002,-0.25251195590000003
cstr_pfr__str_0075m__2,-0.5995354042000001,0.2742997667,-0.126103141,-0.1362517192
cstr_pfr__str_0120m__2,-0.37179340310000003,0.226354881,-0.1334760396,-0.126203213
cstr_pfr__str_0210m__2,-0.2940165755,0.1282664125,-0.0672349899,-0.0693205553
cstr_pfr__str_0330m__2,-0.0043741017,0.09933768750000001,0.0576004129,-0.2094910094
cstr_pfr__str_1500m__2,0.0707907733,0.1111544077,0.2009926933,-0.012183219200000001
cstr_pfr__str_1560m__2,-0.1639272101,0.1520757899,0.1707298308,-0.059781041800000004
cstr_pfr__str_1680m__2,-0.1619618392,0.0853638337,0.0692396961,-0.0012126897
cstr_pfr__str_ref1__2,-0.0529661748,-0.0166531259,-0.0309166155,-0.0266982955
cstr_pfr__str_ref2__2,-0.3335210343,0.0606862564,-0.0359995768,-0.0964786062
cstr_pfr__str_ref3__2,-0.07898488520000001,0.10144661,0.058544858000000005,-0.1075106116
cstr_pfr__pfr_P5_0005m__2,0.19449767850000002,-0.1066968236,-0.048752147,-0.2342363418
cstr_pfr__pfr_P5_0010m__2,0.443406108,0.142671809,0.0814724538,-0.3842038036
cstr_pfr__pfr_P5_0025m__2,-0.0999034484,0.1367928948,0.14086945920000002,-0.26032433850000003
cstr_pfr__pfr_P3_0025m__2,-0.269192413,0.52037051,-0.0582763844,-0.28323170870000003
cstr_pfr__pfr_P1_0025m__2,-0.2922899796,0.5944288306000001,-0.2331385879,-0.2923326797
cstr_pfr__pfr_P5_0045m__2,-0.5267044407,-0.30567362540000004,0.0354719414,-0.249330658
cstr_pfr__pfr_P5_0120m__2,-0.2935050397,-0.049653716,0.305318221,-0.2785849274
cstr_pfr__pfr_P3_0120m__2,0.046545109200000004,0.2289279667,0.0945138693,-0.41862582470000004
cstr_pfr__pfr_P1_0120m__2,-0.6017903015,0.3062890209,-0.0124149267,-0.18181137
cstr_pfr__pfr_P5_0210m__2,-0.6863156995,-0.1641562449,0.3356911857,-0.1158282389
cstr_pfr__pfr_P5_1500m__2,0.1052252942,-0.0834540627,0.41076687230000003,-0.2319223401
cstr_pfr__pfr_P3_1680m__2,0.3494801691,-0.11396918040000001,0.3983587121,-0.14542672780000002
cstr_pfr__pfr_P5_1680m__2,0.280059757,0.0618995564,0.2226821065,-0.2007807333
cstr_pfr__pfr_P1_1680m__2,0.1547206087,0.0997404394,0.03072544,-0.097639711
darobactin__daro_30m__1,0.1075882836,-0.40148430150000003,0.9297661229,1.5613384489
darobactin__daro_30m__2,0.5259266063,0.1344392673,0.5458194559,0.5772641771
darobactin__solv_1h__1,0.633136431,-1.5103430657999999,0.8896791535,2.4346829251
darobactin__solv_1h__2,1.5719672821000001,-1.3614163122,0.7544298497,2.1925781013
darobactin__daro_1h__1,1.1229046852,-0.8391686561,0.9083268103000001,1.8361615307
darobactin__solv_1h__3,0.4166608471,-1.6092606401,0.8378540299,2.4360738119
darobactin__daro_1h__2,1.9028651125,-1.0707844469,1.2087494064,2.3391786959
darobactin__daro_1h__3,0.9336657653,-1.4302093213,1.1494446188,2.0878757785
darobactin__daro_30m__3,1.4730655024,-0.4504878827,0.7221774194,1.2974832057
darobactin__solv_30m__1,-0.45270422600000004,0.1964987598,0.3322589038,0.44448583620000004
darobactin__solv_15m__1,-0.5375465515,0.06597989230000001,-0.0405799602,-0.06514891390000001
darobactin__solv_15m__2,0.5233132733,0.0713297845,0.0211711041,0.1486324602
darobactin__daro_15m__1,-0.3414333554,-0.2348329657,0.32684287360000003,0.2126336409
darobactin__solv_15m__3,0.014233278200000001,-0.1373096768,0.019408856000000002,-0.0834835464
darobactin__daro_15m__2,-0.2047504904,-0.1987746408,0.3689308805,0.5335808831000001
darobactin__daro_15m__3,-0.7338134855,-0.1041404887,0.221949515,0.3501784948
darobactin__solv_30m__2,-0.1346500039,0.1079538777,0.1618995187,0.36312959570000003
darobactin__solv_30m__3,-0.7543788125,-0.15648901070000001,0.2420582473,0.3121836497
ddp__pNT3_aroP__1,-1.8077485343,-0.6239197979000001,0.4265026615,1.0843027221
ddp__pNT3_aroP__2,-2.8411823354,-0.2297412021,0.7271404589,1.0740848252
ddp__pNT3_bamC__1,-10.5235965343,3.0231784308,0.8519065269,0.51543132
ddp__pNT3_bamC__2,-10.8916822261,2.3202658635,0.5921076495,0.3986928866
ddp__pNT3_cusA__1,-11.296555967,3.585583478,1.0354136519,0.5227931696
ddp__pNT3_cusA__2,-11.7097030093,3.4521562427,0.7451035267,0.7914118501
ddp__pNT3_hemX__1,-4.0510034041,2.2410353148,0.8182462086000001,1.2108144639
ddp__pNT3_hemX__2,-3.7984313838,1.879845411,0.7045028161,0.9478159612
ddp__pNT3_empty__1,0.2988435042,-0.2336929399,-0.139956359,0.022707401800000002
ddp__pNT3_empty__2,-0.2988435042,0.2336929399,0.139956359,-0.022707401800000002
ddp__pNT3_topA__1,-9.8085665352,2.4965166696,0.5908025523,-0.5257295597
ddp__pNT3_topA__2,-11.012833283,3.1856201873,0.9994652368,-0.5361326839
ddp__pNT3_yicR__1,-2.2003350372,2.4701123107000003,0.7827099169,1.2913911711
ddp__pNT3_yicR__2,-2.3843616854,2.3050675208999998,0.7206732189,1.3387930236
ddp__pNT3_yqjD__1,-0.9369877523000001,0.7332346591000001,0.5565290979,0.2153927813
ddp__pNT3_yqjD__2,-1.8890486534000002,0.8660502453000001,0.5652993358,0.3697857256
ecomics__del_gabT__1,0.4269481586,-0.20326393040000001,-0.2183604482,-0.32855495770000004
ecomics__del_gabT__2,-0.4269481586,0.20326393040000001,0.2183604482,0.32855495770000004
ecomics__del_putP__1,-1.1836891025,-0.0825427549,0.0496916416,0.0893959757
ecomics__del_putP__2,-0.7278376055,0.0336603295,0.2503393265,0.3431367442
ecomics__del_entF__1,-0.6927245766,1.5476896820000001,0.39555321730000004,0.8703787922
ecomics__del_entF__2,0.2556951636,0.4018239786,0.11605645020000001,0.0773607038
ecomics__del_entF__3,-0.4840212619,0.5858999062,0.2931170004,0.1881309494
ecomics__del_cysA__1,0.9000606989000001,1.4248384284,0.3087574011,0.45271755810000003
ecomics__del_cysA__2,-0.008125274,1.1984242662,0.0756466625,0.571322573
elyC__wt_21C__1,2.2921148457,0.3771354375,0.2997067975,0.1607831971
elyC__wt_21C__2,2.2038210763,0.509388119,0.2171652813,0.09397259570000001
elyC__wt_21C__3,1.8685848196000001,0.48062607100000004,0.20048826090000002,-0.0960276958
elyC__wt_37C__1,0.2910932703,0.1394315285,0.0055111309,-0.0022998817
